[IRV | HI | OT | Numbers | Chapter 29 | Verse 1] “फिर सातवें महीने के पहले दिन को तुम्हारी पवित्र सभा हो; उसमें परिश्रम का कोई काम न करना। वह तुम्हारे लिये जयजयकार का नरसिंगा फूँकने का दिन ठहरा है;
[IRV | HI | OT | Numbers | Chapter 29 | Verse 12] “फिर सातवें महीने के पन्द्रहवें दिन को तुम्हारी पवित्र सभा हो; और उसमें परिश्रम का कोई काम न करना, और सात दिन तक यहोवा के लिये पर्व मानना;
[IRV | HI | OT | Numbers | Chapter 29 | Verse 13] तुम होमबलि यहोवा को सुखदायक सुगन्ध देने के लिये हव्य करके चढ़ाना; अर्थात् तेरह बछड़े, और दो मेढ़े, और एक-एक वर्ष के चौदह भेड़ के नर बच्चे; ये सब निर्दोष हों;
[IRV | HI | OT | Numbers | Chapter 29 | Verse 14] और उनका अन्नबलि तेल से सने हुए मैदे का हो; अर्थात् तेरहों बछड़ों में से एक-एक बछड़े के साथ एपा का तीन दसवाँ अंश, और दोनों मेढ़ों में से एक-एक मेढ़े के साथ एपा का दो दसवाँ अंश,
[IRV | HI | OT | Numbers | Chapter 29 | Verse 15] और चौदहों भेड़ के बच्चों में से एक-एक बच्चे के साथ एपा का दसवाँ अंश मैदा चढ़ाना।
[IRV | HI | OT | Numbers | Chapter 29 | Verse 16] और पापबलि के लिये एक बकरा भी चढ़ाना; ये नित्य होमबलि और उसके अन्नबलि और अर्घ के अलावा चढ़ाए जाएँ।
[IRV | HI | OT | Numbers | Chapter 29 | Verse 17] “फिर दूसरे दिन बारह बछड़े, और दो मेढ़े, और एक-एक वर्ष के चौदह निर्दोष भेड़ के नर बच्चे चढ़ाना;
[IRV | HI | OT | Numbers | Chapter 29 | Verse 18] और बछड़ों, और मेढ़ों, और भेड़ के बच्चों के साथ उनके अन्नबलि और अर्घ, उनकी गिनती के अनुसार, और नियम के अनुसार चढ़ाना।
[IRV | HI | OT | Numbers | Chapter 29 | Verse 19] और पापबलि के लिये एक बकरा भी चढ़ाना; ये नित्य होमबलि और उसके अन्नबलि और अर्घ के अलावा चढ़ाए जाएँ।
[IRV | HI | OT | Numbers | Chapter 29 | Verse 20] “फिर तीसरे दिन ग्यारह बछड़े, और दो मेढ़े, और एक-एक वर्ष के चौदह निर्दोष भेड़ के नर बच्चे चढ़ाना;
[IRV | HI | OT | Numbers | Chapter 29 | Verse 21] और बछड़ों, और मेढ़ों, और भेड़ के बच्चों के साथ उनके अन्नबलि और अर्घ, उनकी गिनती के अनुसार, और नियम के अनुसार चढ़ाना।
[IRV | HI | OT | Numbers | Chapter 29 | Verse 22] और पापबलि के लिये एक बकरा भी चढ़ाना; ये नित्य होमबलि और उसके अन्नबलि और अर्घ के अलावा चढ़ाए जाएँ।
[IRV | HI | OT | Numbers | Chapter 29 | Verse 23] “फिर चौथे दिन दस बछड़े, और दो मेढ़े, और एक-एक वर्ष के चौदह निर्दोष भेड़ के नर बच्चे चढ़ाना;
[IRV | HI | OT | Numbers | Chapter 29 | Verse 24] बछड़ों, और मेढ़ों, और भेड़ के बच्चों के साथ उनके अन्नबलि और अर्घ, उनकी गिनती के अनुसार, और नियम के अनुसार चढ़ाना।
[IRV | HI | OT | Numbers | Chapter 29 | Verse 25] और पापबलि के लिये एक बकरा भी चढ़ाना; ये नित्य होमबलि और उसके अन्नबलि और अर्घ के अलावा चढ़ाए जाएँ।
[IRV | HI | OT | Numbers | Chapter 29 | Verse 26] “फिर पाँचवें दिन नौ बछड़े, दो मेढ़े, और एक-एक वर्ष के चौदह निर्दोष भेड़ के नर बच्चे चढ़ाना;
[IRV | HI | OT | Numbers | Chapter 29 | Verse 27] और बछड़ों, मेढ़ों, और भेड़ के बच्चों के साथ उनके अन्नबलि और अर्घ, उनकी गिनती के अनुसार, और नियम के अनुसार चढ़ाना।
[IRV | HI | OT | Numbers | Chapter 29 | Verse 28] और पापबलि के लिये एक बकरा भी चढ़ाना; ये नित्य होमबलि और उसके अन्नबलि और अर्घ के अलावा चढ़ाए जाएँ।
[IRV | HI | OT | Numbers | Chapter 29 | Verse 29] “फिर छठवें दिन आठ बछड़े, और दो मेढ़े, और एक-एक वर्ष के चौदह निर्दोष भेड़ के नर बच्चे चढ़ाना;
[IRV | HI | OT | Numbers | Chapter 29 | Verse 30] और बछड़ों, और मेढ़ों, और भेड़ के बच्चों के साथ उनके अन्नबलि और अर्घ, उनकी गिनती के अनुसार और नियम के अनुसार चढ़ाना।
[IRV | HI | OT | Numbers | Chapter 29 | Verse 31] और पापबलि के लिये एक बकरा भी चढ़ाना; ये नित्य होमबलि और उसके अन्नबलि और अर्घ के अलावा चढ़ाए जाएँ।
[IRV | HI | OT | Numbers | Chapter 29 | Verse 32] “फिर सातवें दिन सात बछड़े, और दो मेढ़े, और एक-एक वर्ष के चौदह निर्दोष भेड़ के नर बच्चे चढ़ाना।
[IRV | HI | OT | Numbers | Chapter 29 | Verse 33] और बछड़ों, और मेढ़ों, और भेड़ के बच्चों के साथ उनके अन्नबलि और अर्घ, उनकी गिनती के अनुसार, और नियम के अनुसार चढ़ाना।
[IRV | HI | OT | Numbers | Chapter 29 | Verse 34] और पापबलि के लिये एक बकरा भी चढ़ाना; ये नित्य होमबलि और उसके अन्नबलि और अर्घ के अलावा चढ़ाए जाएँ।
[IRV | HI | OT | Numbers | Chapter 29 | Verse 35] “फिर आठवें दिन तुम्हारी एक महासभा हो; उसमें परिश्रम का कोई काम न करना,
[IRV | HI | OT | Numbers | Chapter 29 | Verse 36] और उसमें होमबलि यहोवा को सुखदायक सुगन्ध देने के लिये हव्य करके चढ़ाना; वह एक बछड़े, और एक मेढ़े, और एक-एक वर्ष के सात निर्दोष भेड़ के नर बच्चों का हो;
[IRV | HI | OT | Numbers | Chapter 29 | Verse 37] बछड़े, और मेढ़े, और भेड़ के बच्चों के साथ उनके अन्नबलि और अर्घ, उनकी गिनती के अनुसार, और नियम के अनुसार चढ़ाना।
[IRV | HI | OT | Numbers | Chapter 29 | Verse 38] और पापबलि के लिये एक बकरा भी चढ़ाना; ये नित्य होमबलि और उसके अन्नबलि और अर्घ के अलावा चढ़ाए जाएँ।
[IRV | HI | OT | Numbers | Chapter 29 | Verse 39] “अपनी मन्नतों और स्वेच्छाबलियों के अलावा, अपने-अपने नियत समयों में, ये ही होमबलि, अन्नबलि, अर्घ, और मेलबलि, यहोवा के लिये चढ़ाना।”
