[IRV | TE | OT | Joshua | Chapter 15 | Verse 1] యూదాగోత్రం వారికి వారి వంశాల ప్రకారం చీట్ల వల్ల వచ్చిన వంతు, ఎదోం దేశ సరిహద్దు వరకూ అంటే దక్షిణ దిక్కున సీను ఎడారి చిట్టచివరి దక్షిణ భాగం వరకూ ఉంది.
[IRV | TE | OT | Joshua | Chapter 15 | Verse 12] పడమటి సరిహద్దు మహాసముద్రం. వారి వారి వంశాల ప్రకారం యూదా గోత్రంవారి సరిహద్దులివి.
[IRV | TE | OT | Joshua | Chapter 15 | Verse 13] యెహోవా యెహోషువకు ఇచ్చిన ఆజ్ఞ ప్రకారం యూదా గోత్రం సరిహద్దు లోపల యెఫున్నె కుమారుడు కాలేబుకు ఒక వంతు, అంటే అనాకీయుల వంశకర్త అర్బా పట్టణాన్ని ఇచ్చాడు. అది హెబ్రోను.
[IRV | TE | OT | Joshua | Chapter 15 | Verse 14] షెషయి అహీమాను తల్మయి అనే అనాకు ముగ్గురు సంతతి వాళ్ళను కాలేబు అక్కడనుండి వెళ్ళగొట్టాడు.
[IRV | TE | OT | Joshua | Chapter 15 | Verse 15] అక్కడనుండి అతడు దెబీరు నివాసుల మీదికి వెళ్ళాడు. అంతకుముందు దెబీరు పేరు కిర్యత్ సేఫరు.
[IRV | TE | OT | Joshua | Chapter 15 | Verse 16] కిర్యత్సేఫెరును పట్టుకుని దాన్ని కొల్లపెట్టిన వాడికి నా కుమార్తె అక్సాతో పెళ్లి చేస్తాను అని కాలేబు చెబితే
[IRV | TE | OT | Joshua | Chapter 15 | Verse 17] కాలేబు సోదరుడు కనజు కుమారుడు ఒత్నీయేలు దాని పట్టుకున్నాడు కాబట్టి అతడు తన కుమార్తె అక్సాను అతనికి భార్యగా ఇచ్చాడు.
[IRV | TE | OT | Joshua | Chapter 15 | Verse 18] ఆమె తన దగ్గరికి వచ్చినప్పుడు తన తండ్రిని కొంత భూమి అడగమని అతనిని ప్రేరేపించింది. ఆమె గాడిదె దిగగానే కాలేబు ఆమెతో “నీకేం కావాలి” అని అడిగాడు.
[IRV | TE | OT | Joshua | Chapter 15 | Verse 19] “నాకు అనుగ్రహం చూపండి. నీవు నాకు నెగెబు ప్రాంతాన్ని ఇచ్చావు. నీటి మడుగులు కూడా ఇవ్వండి” అంది. కాలేబు ఆమెకు ఎగువనున్న మడుగులూ పల్లపు మడుగులూ ఇచ్చాడు.
[IRV | TE | OT | Joshua | Chapter 15 | Verse 20] యూదా వంశస్థుల గోత్రానికి వారి వంశాల ప్రకారం వచ్చిన స్వాస్థ్యం ఇది.
[IRV | TE | OT | Joshua | Chapter 15 | Verse 21] యూదా గోత్రం వారికి దక్షిణంగా ఎదోం దేశ సరిహద్దు వైపు వచ్చిన పట్టణాలు: కబ్సెయేలు, ఏదెరు, యాగూరు,
[IRV | TE | OT | Joshua | Chapter 15 | Verse 22] కీనా, దిమోనా, అదాదా,
[IRV | TE | OT | Joshua | Chapter 15 | Verse 23] కెదెషు, హాసోరు, ఇత్నాను,
[IRV | TE | OT | Joshua | Chapter 15 | Verse 24] జీఫు, తెలెము, బెయాలోతు,
[IRV | TE | OT | Joshua | Chapter 15 | Verse 25] హాసోరు, హదత్తా, కెరీయోతు, హెస్రోను అనే హాసోరు,
[IRV | TE | OT | Joshua | Chapter 15 | Verse 26] అమాము, షేమ, మోలాదా,
[IRV | TE | OT | Joshua | Chapter 15 | Verse 27] హసర్ గద్దా, హెష్మోను, బేత్పెలెతు,
[IRV | TE | OT | Joshua | Chapter 15 | Verse 28] హసర్ షువలు, బెయేర్షెబా, బిజియోతియా,
[IRV | TE | OT | Joshua | Chapter 15 | Verse 29] బాలా, ఈయ్యె, ఎజెము,
[IRV | TE | OT | Joshua | Chapter 15 | Verse 30] ఎల్తోలదు, కెసీలు, హోర్మా,
[IRV | TE | OT | Joshua | Chapter 15 | Verse 31] సిక్లగు, మద్మన్నా, సన్సన్నా,
[IRV | TE | OT | Joshua | Chapter 15 | Verse 32] లెబాయోతు, షిల్హిము, అయీను, రిమ్మోను అనేవి. వాటి పల్లెలు పోగా ఈ పట్టాణాలన్నీ ఇరవై తొమ్మిది.
[IRV | TE | OT | Joshua | Chapter 15 | Verse 33] మైదానం లో పడమరగా, ఎష్తాయోలు, జొర్యా, అష్నా,
[IRV | TE | OT | Joshua | Chapter 15 | Verse 34] జానోహ ఏన్ గన్నీము, తప్పూయ, ఏనాము,
[IRV | TE | OT | Joshua | Chapter 15 | Verse 35] యర్మూతు, అదుల్లాము, శోకో, అజేకా,
[IRV | TE | OT | Joshua | Chapter 15 | Verse 36] షరాయిము, అదీతాయిము, గెదెరోతాయిము అనే గెదేరా అనేవి. వాటి పల్లెలు పోగా పద్నాలుగు పట్టణాలు.
[IRV | TE | OT | Joshua | Chapter 15 | Verse 37] సెనాను, హదాషా, మిగ్దోల్గాదు,
[IRV | TE | OT | Joshua | Chapter 15 | Verse 38] దిలాను, మిజ్పా, యొక్తయేలు,
[IRV | TE | OT | Joshua | Chapter 15 | Verse 39] లాకీషు, బొస్కతు, ఎగ్లోను,
[IRV | TE | OT | Joshua | Chapter 15 | Verse 40] కబ్బోను, లహ్మాసు, కిత్లిషు,
[IRV | TE | OT | Joshua | Chapter 15 | Verse 41] గెదెరోతు, బేత్ దాగోను, నయమా, మక్కేదా అనేవి. వాటి పల్లెలు పోగా పదహారు పట్టణాలు.
[IRV | TE | OT | Joshua | Chapter 15 | Verse 42] లిబ్నా, ఎతెరు, ఆషాను,
[IRV | TE | OT | Joshua | Chapter 15 | Verse 43] ఇప్తా, అష్నా, నెసీబు,
[IRV | TE | OT | Joshua | Chapter 15 | Verse 44] కెయీలా, అక్జీబు, మారేషా అనేవీ వాటి పల్లెలు పోగా తొమ్మిది పట్టణాలు.
[IRV | TE | OT | Joshua | Chapter 15 | Verse 45] ఎక్రోను దాని పట్టణాలు పల్లెలు, ఎక్రోను మొదలుకుని సముద్రం వరకూ అష్డోదు ప్రాంతమంతా,
[IRV | TE | OT | Joshua | Chapter 15 | Verse 46] దాని పట్టణాలు పల్లెలు, ఐగుప్తు వాగు వరకూ మహా సముద్రం వరకూ, అష్డోదు వాటి పల్లెలు.
[IRV | TE | OT | Joshua | Chapter 15 | Verse 47] గాజా ప్రాంతం వరకూ, వాటి పట్టణాలు పల్లెలు,
[IRV | TE | OT | Joshua | Chapter 15 | Verse 48] మన్య ప్రదేశంలో షామీరు, యత్తీరు, శోకో,
[IRV | TE | OT | Joshua | Chapter 15 | Verse 49] దన్నా, దెబీర్ అనే కిర్యత్ సన్నా,
[IRV | TE | OT | Joshua | Chapter 15 | Verse 50] అనాబు, ఎష్టెమో, ఆనీము,
[IRV | TE | OT | Joshua | Chapter 15 | Verse 51] గోషెను, హోలోను గిలో అనేవి. వాటి పల్లెలు పోగా పదకొండు పట్టణాలు.
[IRV | TE | OT | Joshua | Chapter 15 | Verse 52] ఆరాబు, దూమా, ఎషాను,
[IRV | TE | OT | Joshua | Chapter 15 | Verse 53] యానీము, బేత్ తపూయ, అఫెకా,
[IRV | TE | OT | Joshua | Chapter 15 | Verse 54] హుమ్తా, కిర్యతర్బా అనే హెబ్రోను, సీయోరు అనేవి. వాటి పల్లెలు పోగా తొమ్మిది పట్టణాలు.
[IRV | TE | OT | Joshua | Chapter 15 | Verse 55] మాయోను, కర్మెలు, జీఫు, యుట్టా,
[IRV | TE | OT | Joshua | Chapter 15 | Verse 56] యెజ్రెయేలు, యొక్దెయాము, జానోహ,
[IRV | TE | OT | Joshua | Chapter 15 | Verse 57] కయీను, గిబియా, తిమ్నా అనేవి. వాటి పల్లెలు పోగా పది పట్టణాలు.
[IRV | TE | OT | Joshua | Chapter 15 | Verse 58] హల్హూలు, బేత్సూరు, గెదోరు,
[IRV | TE | OT | Joshua | Chapter 15 | Verse 59] మారాతు, బేత్ అనోతు, ఎల్తెకోను అనేవి. వాటి పల్లెలు పోగా ఆరు పట్టణాలు.
[IRV | TE | OT | Joshua | Chapter 15 | Verse 60] కిర్యత్యారీం అంటే కిర్యత్ బయలు, రబ్బా అనేవి. వాటి పల్లెలు పోగా రెండు పట్టణాలు.
[IRV | TE | OT | Joshua | Chapter 15 | Verse 61] అరణ్యంలో బేత్ అరాబా మిద్దీను సెకాకా
[IRV | TE | OT | Joshua | Chapter 15 | Verse 62] ఉప్పు పట్టణం నిబ్షాను, ఈల్మెలహు ఏన్గెదీ అనేవి. వాటి పల్లెలు పోగా ఆరు పట్టణాలు.
[IRV | TE | OT | Joshua | Chapter 15 | Verse 63] యెరూషలేములో నివసించిన యెబూసీయులను యూదా వంశస్థులు తోలివేయలేకపోయారు కాబట్టి యెబూసీయులు ఈ నాటికీ యెరూషలేములో యూదా వారితో కలిసి నివసిస్తున్నారు.
