[IRV | GU | OT | Job | Chapter 38 | Verse 1] પછી યહોવાહે વંટોળિયામાંથી અયૂબને જવાબ આપતાં કહ્યું કે,
[IRV | GU | OT | Job | Chapter 38 | Verse 27] જેથી ઉજ્જડ તથા વેરાન જમીન તૃપ્ત થાય, જેથી ત્યાં લીલોછમ ઘાસચારો ફૂટી નીકળે.
[IRV | GU | OT | Job | Chapter 38 | Verse 28] શું વરસાદનો કોઈ પિતા છે? ઝાકળનાં બિંદુઓ ક્યાંથી આવે છે?
[IRV | GU | OT | Job | Chapter 38 | Verse 29] કોના ગર્ભમાંથી હિમ આવે છે? આકાશમાં ઠરી ગયેલું સફેદ ઝાકળ કોણે ઉત્પન્ન કર્યું છે?
[IRV | GU | OT | Job | Chapter 38 | Verse 30] પાણી ઠરીને પથ્થરના જેવું થઈ જાય છે; અને મહાસગારની ઊંડી સપાટી પણ થીજી જાય છે.
[IRV | GU | OT | Job | Chapter 38 | Verse 31] આકાશના તારાઓને શું તું પકડમાં રાખી શકે છે? શું તું કૃતિકા અથવા મૃગશીર્ષનાં બંધ નક્ષત્રોને છોડી શકે છે?
[IRV | GU | OT | Job | Chapter 38 | Verse 32] શું તું તારાઓના સમૂહને નક્કી કરેલા સમયો અનુસાર પ્રગટ કરી શકે છે? શું તું સપ્તષિર્ને તેના મંડળ સહિત ઘેરી શકે છે?
[IRV | GU | OT | Job | Chapter 38 | Verse 33] શું તું આકાશને અંકુશમાં લેવાના સિદ્ધાંતો જાણે છે? શું તું આકાશોને પૃથ્વી પર સત્તા ચલાવવા સ્થાપી શકે છે?
[IRV | GU | OT | Job | Chapter 38 | Verse 34] શું તું તારો અવાજ વાદળાં સુધી પહોંચાડી શકે છે, કે જેથી પુષ્કળ વરસાદ આવે?
[IRV | GU | OT | Job | Chapter 38 | Verse 35] શું તું વીજળીને આજ્ઞા કરી શકે છે કે, તે તારી પાસે આવીને કહે કે, ‘અમે અહીં છીએ?’
[IRV | GU | OT | Job | Chapter 38 | Verse 36] વાદળાંઓમાં ડહાપણ કોણે મૂક્યું છે? અથવા ધુમ્મસને કોણે સમજણ આપી છે?
[IRV | GU | OT | Job | Chapter 38 | Verse 37] કોણ પોતાની કુશળતાથી વાદળોની ગણતરી કરી શકે? કે, આકાશોની પાણી ભરેલી મશકોને કોણ રેડી શકે
[IRV | GU | OT | Job | Chapter 38 | Verse 38] જેથી ધરતી પર સર્વત્ર ધૂળ અને માટી પાણીથી પલળીને એકબીજા સાથે ચોંટી જાય છે?
[IRV | GU | OT | Job | Chapter 38 | Verse 39] શું તું સિંહણને માટે શિકાર પકડી શકે, અથવા તો શું તમે તેના જુવાન સિંહણના બચ્ચાના ભૂખને સંતોષી શકે છે?
[IRV | GU | OT | Job | Chapter 38 | Verse 40] જ્યારે તેઓ તેમની ગુફામાં લપાઈને બેઠા હોય ત્યારે અથવા ઝાડીમાં સંતાઈને તેઓના શિકાર પર તરાપ મારવા તૈયાર બેઠા હોય ત્યારે?
[IRV | GU | OT | Job | Chapter 38 | Verse 41] જ્યારે કાગડા અને તેમનાં બચ્ચાં ખોરાકને માટે ભટકે છે અને ઈશ્વરને પોકાર કરે છે ત્યારે તેઓને ખોરાક કોણ પૂરો પાડે છે?
