[IRV | HI | NT | Matthew | Chapter 13 | Verse 1] उसी दिन यीशु घर से निकलकर झील के किनारे जा बैठा।
[IRV | HI | NT | Matthew | Chapter 13 | Verse 19] जो कोई राज्य कावचनसुनकर नहीं समझता, उसके मन में जो कुछ बोया गया था, उसे वह दुष्ट आकर छीन ले जाता है; यह वही है, जो मार्ग के किनारे बोया गया था।
[IRV | HI | NT | Matthew | Chapter 13 | Verse 20] और जो पत्थरीली भूमि पर बोया गया, यह वह है, जो वचन सुनकर तुरन्त आनन्द के साथ मान लेता है।
[IRV | HI | NT | Matthew | Chapter 13 | Verse 21] पर अपने में जड़ न रखने के कारण वह थोड़े ही दिन रह पाता है, और जब वचन के कारण क्लेश या उत्पीड़न होता है, तो तुरन्त ठोकर खाता है।
[IRV | HI | NT | Matthew | Chapter 13 | Verse 22] जो झाड़ियों में बोया गया, यह वह है, जो वचन को सुनता है, पर इस संसार की चिन्ता और धन का धोखा वचन को दबाता है, और वह फल नहीं लाता।
[IRV | HI | NT | Matthew | Chapter 13 | Verse 23] जो अच्छी भूमि में बोया गया, यह वह है, जो वचन को सुनकर समझता है, और फल लाता है कोई सौ गुना, कोई साठ गुना, कोई तीस गुना।”
[IRV | HI | NT | Matthew | Chapter 13 | Verse 24] यीशु ने उन्हें एक और दृष्टान्त दिया, “स्वर्ग का राज्य उस मनुष्य के समान है जिसने अपने खेत में अच्छा बीज बोया।
[IRV | HI | NT | Matthew | Chapter 13 | Verse 25] पर जब लोग सो रहे थे तो उसका बैरी आकर गेहूँ के बीच जंगली बीज बोकर चला गया।
[IRV | HI | NT | Matthew | Chapter 13 | Verse 26] जब अंकुर निकले और बालें लगी, तो जंगली दाने के पौधे भी दिखाई दिए।
[IRV | HI | NT | Matthew | Chapter 13 | Verse 27] इस पर गृहस्थ के दासों ने आकर उससे कहा, ‘हे स्वामी, क्या तूने अपने खेत में अच्छा बीज न बोया था? फिर जंगली दाने के पौधे उसमें कहाँ से आए?’
[IRV | HI | NT | Matthew | Chapter 13 | Verse 28] उसने उनसे कहा, ‘यह किसी शत्रु का काम है।’ दासों ने उससे कहा, ‘क्या तेरी इच्छा है, कि हम जाकर उनको बटोर लें?’
[IRV | HI | NT | Matthew | Chapter 13 | Verse 29] उसने कहा, ‘नहीं, ऐसा न हो कि जंगली दाने के पौधे बटोरते हुए तुम उनके साथ गेहूँ भी उखाड़ लो।
[IRV | HI | NT | Matthew | Chapter 13 | Verse 30] कटनी तक दोनों को एक साथ बढ़ने दो, और कटनी के समय मैं काटनेवालों से कहूँगा; पहले जंगली दाने के पौधे बटोरकर जलाने के लिये उनके गट्ठे बाँध लो, और गेहूँ को मेरे खत्ते में इकट्ठा करो।’”
[IRV | HI | NT | Matthew | Chapter 13 | Verse 31] उसने उन्हें एक और दृष्टान्त दिया, “स्वर्ग का राज्य राई के एक दाने के समान है, जिसे किसी मनुष्य ने लेकर अपने खेत में बो दिया।
[IRV | HI | NT | Matthew | Chapter 13 | Verse 32] वह सब बीजों से छोटा तो है पर जब बढ़ जाता है तब सब साग-पात से बड़ा होता है; और ऐसा पेड़ हो जाता है, कि आकाश के पक्षी आकर उसकी डालियों पर बसेरा करते हैं।”
[IRV | HI | NT | Matthew | Chapter 13 | Verse 33] उसने एक और दृष्टान्त उन्हें सुनाया, “स्वर्ग का राज्य ख़मीर के समान है जिसको किसी स्त्री ने लेकर तीन पसेरी आटे में मिला दिया और होते-होते वह सब ख़मीर हो गया।”
[IRV | HI | NT | Matthew | Chapter 13 | Verse 34] ये सब बातें यीशु ने दृष्टान्तों में लोगों से कहीं, और बिना दृष्टान्त वह उनसे कुछ न कहता था।
[IRV | HI | NT | Matthew | Chapter 13 | Verse 35] कि जो वचन भविष्यद्वक्ता के द्वारा कहा गया था, वह पूरा हो: “मैं दृष्टान्त कहने को अपना मुँह खोलूँगा मैं उन बातों को जो जगत की उत्पत्ति से गुप्त रही हैं प्रगट करूँगा।”
[IRV | HI | NT | Matthew | Chapter 13 | Verse 36] तब वह भीड़ को छोड़कर घर में आया, और उसके चेलों ने उसके पास आकर कहा, “खेत के जंगली दाने का दृष्टान्त हमें समझा दे।”
[IRV | HI | NT | Matthew | Chapter 13 | Verse 37] उसने उनको उत्तर दिया, “अच्छे बीज का बोनेवाला मनुष्य का पुत्र है।
[IRV | HI | NT | Matthew | Chapter 13 | Verse 38] खेत संसार है, अच्छा बीज राज्य के सन्तान, और जंगली बीज दुष्ट के सन्तान हैं।
[IRV | HI | NT | Matthew | Chapter 13 | Verse 39] जिस शत्रु ने उनको बोया वह शैतान है; कटनी जगत का अन्त है: और काटनेवाले स्वर्गदूत हैं।
[IRV | HI | NT | Matthew | Chapter 13 | Verse 40] अतः जैसे जंगली दाने बटोरे जाते और जलाए जाते हैं वैसा ही जगत के अन्त में होगा।
[IRV | HI | NT | Matthew | Chapter 13 | Verse 41] मनुष्य का पुत्र अपने स्वर्गदूतों को भेजेगा, और वे उसके राज्य में से सब ठोकर के कारणों को और कुकर्म करनेवालों को इकट्ठा करेंगे।
[IRV | HI | NT | Matthew | Chapter 13 | Verse 42] और उन्हेंआग के कुण्डमें डालेंगे, वहाँ रोना और दाँत पीसना होगा।
[IRV | HI | NT | Matthew | Chapter 13 | Verse 43] उस समय धर्मी अपने पिता के राज्य में सूर्य के समान चमकेंगे। जिसके कान हों वह सुन ले।
[IRV | HI | NT | Matthew | Chapter 13 | Verse 44] “स्वर्ग का राज्य खेत में छिपे हुए धन के समान है, जिसे किसी मनुष्य ने पाकर छिपा दिया, और आनन्द के मारे जाकर अपना सब कुछ बेचकर उस खेत को मोल लिया।
[IRV | HI | NT | Matthew | Chapter 13 | Verse 45] “फिर स्वर्ग का राज्य एक व्यापारी के समान है जो अच्छे मोतियों की खोज में था।
[IRV | HI | NT | Matthew | Chapter 13 | Verse 46] जब उसे एक बहुमूल्य मोती मिला तो उसने जाकर अपना सब कुछ बेच डाला और उसे मोल ले लिया।
[IRV | HI | NT | Matthew | Chapter 13 | Verse 47] “फिर स्वर्ग का राज्य उस बड़े जाल के समान है, जो समुद्र में डाला गया, और हर प्रकार की मछलियों को समेट लाया।
[IRV | HI | NT | Matthew | Chapter 13 | Verse 48] और जब जाल भर गया, तो मछुए किनारे पर खींच लाए, और बैठकर अच्छी-अच्छी तो बरतनों में इकट्ठा कीं और बेकार-बेकार फेंक दीं।
[IRV | HI | NT | Matthew | Chapter 13 | Verse 49] जगत के अन्त में ऐसा ही होगा; स्वर्गदूत आकर दुष्टों को धर्मियों से अलग करेंगे,
[IRV | HI | NT | Matthew | Chapter 13 | Verse 50] और उन्हें आग के कुण्ड में डालेंगे। वहाँ रोना और दाँत पीसना होगा।
[IRV | HI | NT | Matthew | Chapter 13 | Verse 51] “क्या तुम ये सब बातें समझ गए?” चेलों ने उत्तर दिया, “हाँ।”
[IRV | HI | NT | Matthew | Chapter 13 | Verse 52] फिर यीशु ने उनसे कहा, “इसलिए हर एक शास्त्री जो स्वर्ग के राज्य का चेला बना है, उस गृहस्थ के समान है जो अपने भण्डार से नई और पुरानी वस्तुएँ निकालता है।”
[IRV | HI | NT | Matthew | Chapter 13 | Verse 53] जब यीशु ये सब दृष्टान्त कह चुका, तो वहाँ से चला गया।
[IRV | HI | NT | Matthew | Chapter 13 | Verse 54] और अपने नगर में आकर उनके आराधनालय में उन्हें ऐसा उपदेश देने लगा; कि वे चकित होकर कहने लगे, “इसको यह ज्ञान और सामर्थ्य के काम कहाँ से मिले?
[IRV | HI | NT | Matthew | Chapter 13 | Verse 55] क्या यह बढ़ई का बेटा नहीं? और क्या इसकी माता का नाम मरियम और इसके भाइयों के नाम याकूब, यूसुफ, शमौन और यहूदा नहीं?
[IRV | HI | NT | Matthew | Chapter 13 | Verse 56] और क्या इसकी सब बहनें हमारे बीच में नहीं रहती? फिर इसको यह सब कहाँ से मिला?”
[IRV | HI | NT | Matthew | Chapter 13 | Verse 57] इस प्रकार उन्होंने उसके कारण ठोकर खाई, पर यीशु ने उनसे कहा, “भविष्यद्वक्ता का अपने नगर और अपने घर को छोड़ और कहीं निरादर नहीं होता।”
[IRV | HI | NT | Matthew | Chapter 13 | Verse 58] और उसने वहाँ उनके अविश्वास के कारण बहुत सामर्थ्य के काम नहीं किए।
