[IRV | HI | OT | Psalms | Chapter 119 | Verse 1] क्या ही धन्य हैं वे जो चाल के खरे हैं, और यहोवा की व्यवस्था पर चलते हैं!
[IRV | HI | OT | Psalms | Chapter 119 | Verse 25] मैं धूल में पड़ा हूँ; तू अपने वचन के अनुसार मुझ को जिला!
[IRV | HI | OT | Psalms | Chapter 119 | Verse 26] मैंने अपनी चाल चलन का तुझ से वर्णन किया है और तूने मेरी बात मान ली है; तू मुझ को अपनी विधियाँ सिखा!
[IRV | HI | OT | Psalms | Chapter 119 | Verse 27] अपने उपदेशों का मार्ग मुझे समझा, तब मैं तेरे आश्चर्यकर्मों पर ध्यान करूँगा।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 28] मेरा जीव उदासी के मारे गल चला है; तू अपने वचन के अनुसार मुझे सम्भाल!
[IRV | HI | OT | Psalms | Chapter 119 | Verse 29] मुझ को झूठ के मार्ग से दूर कर; और कृपा करके अपनी व्यवस्था मुझे दे।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 30] मैंने सच्चाई का मार्ग चुन लिया है, तेरे नियमों की ओर मैं चित्त लगाए रहता हूँ।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 31] मैं तेरी चितौनियों में लौलीन हूँ, हे यहोवा, मुझे लज्जित न होने दे!
[IRV | HI | OT | Psalms | Chapter 119 | Verse 32] जब तू मेरा हियाव बढ़ाएगा, तब मैं तेरी आज्ञाओं के मार्ग में दौड़ूँगा। हे
[IRV | HI | OT | Psalms | Chapter 119 | Verse 33] हे यहोवा, मुझे अपनी विधियों का मार्ग सिखा दे; तब मैं उसे अन्त तक पकड़े रहूँगा।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 34] मुझे समझ दे, तब मैं तेरी व्यवस्था को पकड़े रहूँगा और पूर्ण मन से उस पर चलूँगा।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 35] अपनी आज्ञाओं के पथ में मुझ को चला, क्योंकि मैं उसी से प्रसन्न हूँ।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 36] मेरे मन को लोभ की ओर नहीं, अपनी चितौनियों ही की ओर फेर दे।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 37] मेरी आँखों को व्यर्थ वस्तुओं की ओर से फेर दे; तू अपने मार्ग में मुझे जिला।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 38] तेरा वादा जो तेरे भय माननेवालों के लिये है, उसको अपने दास के निमित्त भी पूरा कर।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 39] जिस नामधराई से मैं डरता हूँ, उसे दूर कर; क्योंकि तेरे नियम उत्तम हैं।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 40] देख, मैं तेरे उपदेशों का अभिलाषी हूँ; अपने धर्म के कारण मुझ को जिला। वाव
[IRV | HI | OT | Psalms | Chapter 119 | Verse 41] हे यहोवा, तेरी करुणा और तेरा किया हुआ उद्धार, तेरे वादे के अनुसार, मुझ को भी मिले;
[IRV | HI | OT | Psalms | Chapter 119 | Verse 42] तब मैं अपनी नामधराई करनेवालों को कुछ उत्तर दे सकूँगा, क्योंकि मेरा भरोसा, तेरे वचन पर है।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 43] मुझे अपने सत्य वचन कहने से न रोक क्योंकि मेरी आशा तेरे नियमों पर है।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 44] तब मैं तेरी व्यवस्था पर लगातार, सदा सर्वदा चलता रहूँगा;
[IRV | HI | OT | Psalms | Chapter 119 | Verse 45] और मैं चौड़े स्थान में चला फिरा करूँगा, क्योंकि मैंने तेरे उपदेशों की सुधि रखी है।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 46] और मैं तेरी चितौनियों की चर्चा राजाओं के सामने भी करूँगा, और लज्जित न होऊँगा; (रोम. 1:16)
[IRV | HI | OT | Psalms | Chapter 119 | Verse 47] क्योंकि मैं तेरी आज्ञाओं के कारण सुखी हूँ, और मैं उनसे प्रीति रखता हूँ।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 48] मैं तेरी आज्ञाओं की ओर जिनमें मैं प्रीति रखता हूँ, हाथ फैलाऊँगा और तेरी विधियों पर ध्यान करूँगा। ज़ैन
[IRV | HI | OT | Psalms | Chapter 119 | Verse 49] जो वादा तूने अपने दास को दिया है, उसे स्मरण कर, क्योंकि तूने मुझे आशा दी है।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 50] मेरे दुःख में मुझे शान्ति उसी से हुई है, क्योंकि तेरे वचन के द्वारा मैंने जीवन पाया है।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 51] अहंकारियों ने मुझे अत्यन्त ठट्ठे में उड़ाया है, तो भी मैं तेरी व्यवस्था से नहीं हटा।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 52] हे यहोवा, मैंने तेरे प्राचीन नियमों को स्मरण करके शान्ति पाई है।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 53] जो दुष्ट तेरी व्यवस्था को छोड़े हुए हैं, उनके कारण मैं क्रोध से जलता हूँ।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 54] जहाँ मैं परदेशी होकर रहता हूँ, वहाँ तेरी विधियाँ, मेरे गीत गाने का विषय बनी हैं।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 55] हे यहोवा, मैंने रात को तेरा नाम स्मरण किया, और तेरी व्यवस्था पर चला हूँ।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 56] यह मुझसे इस कारण हुआ, कि मैं तेरे उपदेशों को पकड़े हुए था। हेथ
[IRV | HI | OT | Psalms | Chapter 119 | Verse 57] यहोवा मेरा भाग है; मैंने तेरे वचनों के अनुसार चलने का निश्चय किया है।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 58] मैंने पूरे मन से तुझे मनाया है; इसलिए अपने वादे के अनुसार मुझ पर दया कर।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 59] मैंने अपनी चाल चलन को सोचा, और तेरी चितौनियों का मार्ग लिया।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 60] मैंने तेरी आज्ञाओं के मानने में विलम्ब नहीं, फुर्ती की है।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 61] मैं दुष्टों की रस्सियों से बन्ध गया हूँ, तो भी मैं तेरी व्यवस्था को नहीं भूला।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 62] तेरे धर्ममय नियमों के कारण मैं आधी रात को तेरा धन्यवाद करने को उठूँगा।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 63] जितने तेरा भय मानते और तेरे उपदेशों पर चलते हैं, उनका मैं संगी हूँ।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 64] हे यहोवा, तेरी करुणा पृथ्वी में भरी हुई है; तू मुझे अपनी विधियाँ सिखा! टेथ
[IRV | HI | OT | Psalms | Chapter 119 | Verse 65] हे यहोवा, तूने अपने वचन के अनुसार अपने दास के संग भलाई की है।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 66] मुझे भली विवेक-शक्ति और समझ दे, क्योंकि मैंने तेरी आज्ञाओं का विश्वास किया है।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 67] उससे पहले कि मैं दुःखित हुआ, मैं भटकता था; परन्तु अब मैं तेरे वचन को मानता हूँ।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 68] तू भला है, और भला करता भी है; मुझे अपनी विधियाँ सिखा।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 69] अभिमानियों ने तो मेरे विरुद्ध झूठ बात गढ़ी है, परन्तु मैं तेरे उपदेशों को पूरे मन से पकड़े रहूँगा।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 70] उनका मन मोटा हो गया है, परन्तु मैं तेरी व्यवस्था के कारण सुखी हूँ।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 71] मुझे जो दुःख हुआ वह मेरे लिये भला ही हुआ है, जिससे मैं तेरी विधियों को सीख सकूँ।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 72] तेरी दी हुई व्यवस्था मेरे लिये हजारों रुपयों और मुहरों से भी उत्तम है। योध
[IRV | HI | OT | Psalms | Chapter 119 | Verse 73] तेरे हाथों से मैं बनाया और रचा गया हूँ; मुझे समझ दे कि मैं तेरी आज्ञाओं को सीखूँ।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 74] तेरे डरवैये मुझे देखकर आनन्दित होंगे, क्योंकि मैंने तेरे वचन पर आशा लगाई है।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 75] हे यहोवा, मैं जान गया कि तेरे नियम धर्ममय हैं, और तूने अपने सच्चाई के अनुसार मुझे दुःख दिया है।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 76] मुझे अपनी करुणा से शान्ति दे, क्योंकि तूने अपने दास को ऐसा ही वादा दिया है।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 77] तेरी दया मुझ पर हो, तब मैं जीवित रहूँगा; क्योंकि मैं तेरी व्यवस्था से सुखी हूँ।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 78] अहंकारी लज्जित किए जाए, क्योंकि उन्होंने मुझे झूठ के द्वारा गिरा दिया है; परन्तु मैं तेरे उपदेशों पर ध्यान करूँगा।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 79] जो तेरा भय मानते हैं, वह मेरी ओर फिरें, तब वे तेरी चितौनियों को समझ लेंगे।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 80] मेरा मन तेरी विधियों के मानने में सिद्ध हो, ऐसा न हो कि मुझे लज्जित होना पड़े। क़ाफ
[IRV | HI | OT | Psalms | Chapter 119 | Verse 81] मेरा प्राण तेरे उद्धार के लिये बैचेन है; परन्तु मुझे तेरे वचन पर आशा रहती है।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 82] मेरी आँखें तेरे वादे के पूरे होने की बाट जोहते-जोहते धुंधली पड़ गईं है; और मैं कहता हूँ कि तू मुझे कब शान्ति देगा?
[IRV | HI | OT | Psalms | Chapter 119 | Verse 83] क्योंकि मैं धुएँ में की कुप्पी के समान हो गया हूँ, तो भी तेरी विधियों को नहीं भूला।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 84] तेरे दास के कितने दिन रह गए हैं? तू मेरे पीछे पड़े हुओं को दण्ड कब देगा?
[IRV | HI | OT | Psalms | Chapter 119 | Verse 85] अहंकारी जो तेरी व्यवस्था के अनुसार नहीं चलते, उन्होंने मेरे लिये गड्ढे खोदे हैं।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 86] तेरी सब आज्ञाएँ विश्वासयोग्य हैं; वे लोग झूठ बोलते हुए मेरे पीछे पड़े हैं; तू मेरी सहायता कर!
[IRV | HI | OT | Psalms | Chapter 119 | Verse 87] वे मुझ को पृथ्वी पर से मिटा डालने ही पर थे, परन्तु मैंने तेरे उपदेशों को नहीं छोड़ा।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 88] अपनी करुणा के अनुसार मुझ को जिला, तब मैं तेरी दी हुई चितौनी को मानूँगा। लामेध
[IRV | HI | OT | Psalms | Chapter 119 | Verse 89] हे यहोवा, तेरा वचन, आकाश में सदा तक स्थिर रहता है।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 90] तेरी सच्चाई पीढ़ी से पीढ़ी तक बनी रहती है; तूने पृथ्वी को स्थिर किया, इसलिए वह बनी है।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 91] वे आज के दिन तक तेरे नियमों के अनुसार ठहरे हैं; क्योंकि सारी सृष्टि तेरे अधीन है।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 92] यदि मैं तेरी व्यवस्था से सुखी न होता, तो मैं दुःख के समय नाश हो जाता।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 93] मैं तेरे उपदेशों को कभी न भूलूँगा; क्योंकि उन्हीं के द्वारा तूने मुझे जिलाया है।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 94] मैं तेरा ही हूँ, तू मेरा उद्धार कर; क्योंकि मैं तेरे उपदेशों की सुधि रखता हूँ।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 95] दुष्ट मेरा नाश करने के लिये मेरी घात में लगे हैं; परन्तु मैं तेरी चितौनियों पर ध्यान करता हूँ।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 96] मैंने देखा है कि प्रत्येक पूर्णता की सीमा होती है, परन्तु तेरी आज्ञा का विस्तार बड़ा और सीमा से परे है। मीम
[IRV | HI | OT | Psalms | Chapter 119 | Verse 97] आहा! मैं तेरी व्यवस्था में कैसी प्रीति रखता हूँ! दिन भर मेरा ध्यान उसी पर लगा रहता है।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 98] तू अपनी आज्ञाओं के द्वारा मुझे अपने शत्रुओं से अधिक बुद्धिमान करता है, क्योंकि वे सदा मेरे मन में रहती हैं।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 99] मैं अपने सब शिक्षकों से भी अधिक समझ रखता हूँ, क्योंकि मेरा ध्यान तेरी चितौनियों पर लगा है।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 100] मैं पुरनियों से भी समझदार हूँ, क्योंकि मैं तेरे उपदेशों को पकड़े हुए हूँ।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 101] मैंने अपने पाँवों को हर एक बुरे रास्ते से रोक रखा है, जिससे मैं तेरे वचन के अनुसार चलूँ।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 102] मैं तेरे नियमों से नहीं हटा, क्योंकि तू ही ने मुझे शिक्षा दी है।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 103] तेरे वचन मुझ को कैसे मीठे लगते हैं, वे मेरे मुँह में मधु से भी मीठे हैं!
[IRV | HI | OT | Psalms | Chapter 119 | Verse 104] तेरे उपदेशों के कारण मैं समझदार हो जाता हूँ, इसलिए मैं सब मिथ्या मार्गों से बैर रखता हूँ। नून
[IRV | HI | OT | Psalms | Chapter 119 | Verse 105] तेरा वचन मेरे पाँव के लिये दीपक, और मेरे मार्ग के लिये उजियाला है।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 106] मैंने शपथ खाई, और ठान लिया है कि मैं तेरे धर्ममय नियमों के अनुसार चलूँगा।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 107] मैं अत्यन्त दुःख में पड़ा हूँ; हे यहोवा, अपने वादे के अनुसार मुझे जिला।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 108] हे यहोवा, मेरे वचनों को स्वेच्छाबलि जानकर ग्रहण कर, और अपने नियमों को मुझे सिखा।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 109] मेरा प्राण निरन्तर मेरी हथेली पर रहता है, तो भी मैं तेरी व्यवस्था को भूल नहीं गया।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 110] दुष्टों ने मेरे लिये फंदा लगाया है, परन्तु मैं तेरे उपदेशों के मार्ग से नहीं भटका।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 111] मैंने तेरी चितौनियों को सदा के लिये अपना निज भागकर लिया है, क्योंकि वे मेरे हृदय के हर्ष का कारण है।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 112] मैंने अपने मन को इस बात पर लगाया है, कि अन्त तक तेरी विधियों पर सदा चलता रहूँ। सामेख
[IRV | HI | OT | Psalms | Chapter 119 | Verse 113] मैं दुचित्तों से तो बैर रखता हूँ, परन्तु तेरी व्यवस्था से प्रीति रखता हूँ।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 114] तू मेरी आड़ और ढाल है; मेरी आशा तेरे वचन पर है।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 115] हे कुकर्मियों, मुझसे दूर हो जाओ, कि मैं अपने परमेश्वर की आज्ञाओं को पकड़े रहूँ!
[IRV | HI | OT | Psalms | Chapter 119 | Verse 116] हे यहोवा, अपने वचन के अनुसार मुझे सम्भाल, कि मैं जीवित रहूँ, और मेरी आशा को न तोड़!
[IRV | HI | OT | Psalms | Chapter 119 | Verse 117] मुझे थामे रख, तब मैं बचा रहूँगा, और निरन्तर तेरी विधियों की ओर चित्त लगाए रहूँगा!
[IRV | HI | OT | Psalms | Chapter 119 | Verse 118] जितने तेरी विधियों के मार्ग से भटक जाते हैं, उन सब को तू तुच्छ जानता है, क्योंकि उनकी चतुराई झूठ है।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 119] तूने पृथ्वी के सब दुष्टों को धातु के मैल के समान दूर किया है; इस कारण मैं तेरी चितौनियों से प्रीति रखता हूँ।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 120] तेरे भय से मेरा शरीर काँप उठता है, और मैं तेरे नियमों से डरता हूँ। ऐन
[IRV | HI | OT | Psalms | Chapter 119 | Verse 121] मैंने तो न्याय और धर्म का काम किया है; तू मुझे अत्याचार करनेवालों के हाथ में न छोड़।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 122] अपने दास की भलाई के लिये जामिन हो, ताकि अहंकारी मुझ पर अत्याचार न करने पाएँ।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 123] मेरी आँखें तुझ से उद्धार पाने, और तेरे धर्ममय वचन के पूरे होने की बाट जोहते-जोहते धुँधली पड़ गई हैं।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 124] अपने दास के संग अपनी करुणा के अनुसार बर्ताव कर, और अपनी विधियाँ मुझे सिखा।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 125] मैं तेरा दास हूँ, तू मुझे समझ दे कि मैं तेरी चितौनियों को समझूँ।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 126] वह समय आया है, कि यहोवा काम करे, क्योंकि लोगों ने तेरी व्यवस्था को तोड़ दिया है।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 127] इस कारण मैं तेरी आज्ञाओं को सोने से वरन् कुन्दन से भी अधिक प्रिय मानता हूँ।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 128] इसी कारण मैं तेरे सब उपदेशों को सब विषयों में ठीक जानता हूँ; और सब मिथ्या मार्गों से बैर रखता हूँ। पे
[IRV | HI | OT | Psalms | Chapter 119 | Verse 129] तेरी चितौनियाँ अद्भुत हैं, इस कारण मैं उन्हें अपने जी से पकड़े हुए हूँ।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 130] तेरी बातों के खुलने से प्रकाश होता है; उससे निर्बुद्धि लोग समझ प्राप्त करते हैं।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 131] मैं मुँह खोलकर हाँफने लगा, क्योंकि मैं तेरी आज्ञाओं का प्यासा था।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 132] जैसी तेरी रीति अपने नाम के प्रीति रखनेवालों से है, वैसे ही मेरी ओर भी फिरकर मुझ पर दया कर।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 133] मेरे पैरों को अपने वचन के मार्ग पर स्थिर कर, और किसी अनर्थ बात को मुझ पर प्रभुता न करने दे।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 134] मुझे मनुष्यों के अत्याचार से छुड़ा ले, तब मैं तेरे उपदेशों को मानूँगा।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 135] अपने दास पर अपने मुख का प्रकाश चमका दे, और अपनी विधियाँ मुझे सिखा।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 136] मेरी आँखों से आँसुओं की धारा बहती रहती है, क्योंकि लोग तेरी व्यवस्था को नहीं मानते। सांदे
[IRV | HI | OT | Psalms | Chapter 119 | Verse 137] हे यहोवा तू धर्मी है, और तेरे नियम सीधे हैं। (भज. 145:17)
[IRV | HI | OT | Psalms | Chapter 119 | Verse 138] तूने अपनी चितौनियों को धर्म और पूरी सत्यता से कहा है।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 139] मैं तेरी धुन में भस्म हो रहा हूँ, क्योंकि मेरे सतानेवाले तेरे वचनों को भूल गए हैं।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 140] तेरा वचन पूरी रीति से ताया हुआ है, इसलिए तेरा दास उसमें प्रीति रखता है।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 141] मैं छोटा और तुच्छ हूँ, तो भी मैं तेरे उपदेशों को नहीं भूलता।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 142] तेरा धर्म सदा का धर्म है, और तेरी व्यवस्था सत्य है।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 143] मैं संकट और सकेती में फँसा हूँ, परन्तु मैं तेरी आज्ञाओं से सुखी हूँ।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 144] तेरी चितौनियाँ सदा धर्ममय हैं; तू मुझ को समझ दे कि मैं जीवित रहूँ। क़ाफ़
[IRV | HI | OT | Psalms | Chapter 119 | Verse 145] मैंने सारे मन से प्रार्थना की है, हे यहोवा मेरी सुन! मैं तेरी विधियों को पकड़े रहूँगा।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 146] मैंने तुझ से प्रार्थना की है, तू मेरा उद्धार कर, और मैं तेरी चितौनियों को माना करूँगा।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 147] मैंने पौ फटने से पहले दुहाई दी; मेरी आशा तेरे वचनों पर थी।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 148] मेरी आँखें रात के एक-एक पहर से पहले खुल गईं, कि मैं तेरे वचन पर ध्यान करूँ।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 149] अपनी करुणा के अनुसार मेरी सुन ले; हे यहोवा, अपनी नियमों के रीति अनुसार मुझे जीवित कर।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 150] जो दुष्टता की धुन में हैं, वे निकट आ गए हैं; वे तेरी व्यवस्था से दूर हैं।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 151] हे यहोवा, तू निकट है, और तेरी सब आज्ञाएँ सत्य हैं।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 152] बहुत काल से मैं तेरी चितौनियों को जानता हूँ, कि तूने उनकी नींव सदा के लिये डाली है। रेश
[IRV | HI | OT | Psalms | Chapter 119 | Verse 153] मेरे दुःख को देखकर मुझे छुड़ा ले, क्योंकि मैं तेरी व्यवस्था को भूल नहीं गया।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 154] मेरा मुकद्दमा लड़, और मुझे छुड़ा ले; अपने वादे के अनुसार मुझ को जिला।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 155] दुष्टों को उद्धार मिलना कठिन है, क्योंकि वे तेरी विधियों की सुधि नहीं रखते।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 156] हे यहोवा, तेरी दया तो बड़ी है; इसलिए अपने नियमों के अनुसार मुझे जिला।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 157] मेरा पीछा करनेवाले और मेरे सतानेवाले बहुत हैं, परन्तु मैं तेरी चितौनियों से नहीं हटता।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 158] मैं विश्वासघातियों को देखकर घृणा करता हूँ; क्योंकि वे तेरे वचन को नहीं मानते।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 159] देख, मैं तेरे उपदेशों से कैसी प्रीति रखता हूँ! हे यहोवा, अपनी करुणा के अनुसार मुझ को जिला।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 160] तेरा सारा वचन सत्य ही है; और तेरा एक-एक धर्ममय नियम सदाकाल तक अटल है। शीन
[IRV | HI | OT | Psalms | Chapter 119 | Verse 161] हाकिम व्यर्थ मेरे पीछे पड़े हैं, परन्तु मेरा हृदय तेरे वचनों का भय मानता है। (भज. 119:23)
[IRV | HI | OT | Psalms | Chapter 119 | Verse 162] जैसे कोई बड़ी लूट पाकर हर्षित होता है, वैसे ही मैं तेरे वचन के कारण हर्षित हूँ।
[IRV | HI | OT | Psalms | Chapter 119 | Verse 163] झूठ से तो मैं बैर और घृणा रखता हूँ, परन्तु तेरी व्यवस्था से प्रीति रखता हूँ।
