[SBLGNT | EL | NT | Mark | Chapter 11 | Verse 1] Καὶ ὅτε ἐγγίζουσιν εἰς Ἱεροσόλυμα εἰς Βηθφαγὴ καὶ Βηθανίαν πρὸς τὸ Ὄρος τῶν Ἐλαιῶν, ἀποστέλλει δύο τῶν μαθητῶν αὐτοῦ
[SBLGNT | EL | NT | Mark | Chapter 11 | Verse 12] Καὶ τῇ ἐπαύριον ἐξελθόντων αὐτῶν ἀπὸ Βηθανίας ἐπείνασεν.
[SBLGNT | EL | NT | Mark | Chapter 11 | Verse 13] καὶ ἰδὼν συκῆν ⸀ἀπὸ μακρόθεν ἔχουσαν φύλλα ἦλθεν εἰ ἄρα ⸂τι εὑρήσει⸃ ἐν αὐτῇ, καὶ ἐλθὼν ἐπʼ αὐτὴν οὐδὲν εὗρεν εἰ μὴ φύλλα, ⸂ὁ γὰρ καιρὸς οὐκ ἦν⸃ σύκων.
[SBLGNT | EL | NT | Mark | Chapter 11 | Verse 14] καὶ ⸀ἀποκριθεὶς εἶπεν αὐτῇ· Μηκέτι ⸂εἰς τὸν αἰῶνα ἐκ σοῦ⸃ μηδεὶς καρπὸν φάγοι. καὶ ἤκουον οἱ μαθηταὶ αὐτοῦ.
[SBLGNT | EL | NT | Mark | Chapter 11 | Verse 15] Καὶ ἔρχονται εἰς Ἱεροσόλυμα. καὶ ⸀εἰσελθὼν εἰς τὸ ἱερὸν ἤρξατο ἐκβάλλειν τοὺς πωλοῦντας καὶ ⸀τοὺς ἀγοράζοντας ἐν τῷ ἱερῷ, καὶ τὰς τραπέζας τῶν κολλυβιστῶν καὶ τὰς καθέδρας τῶν πωλούντων τὰς περιστερὰς κατέστρεψεν
[SBLGNT | EL | NT | Mark | Chapter 11 | Verse 16] καὶ οὐκ ἤφιεν ἵνα τις διενέγκῃ σκεῦος διὰ τοῦ ἱεροῦ,
[SBLGNT | EL | NT | Mark | Chapter 11 | Verse 17] καὶ ἐδίδασκεν ⸂καὶ ἔλεγεν⸃ ⸀αὐτοῖς· Οὐ γέγραπται ὅτι Ὁ οἶκός μου οἶκος προσευχῆς κληθήσεται πᾶσιν τοῖς ἔθνεσιν; ὑμεῖς δὲ ⸀πεποιήκατε αὐτὸν σπήλαιον λῃστῶν.
[SBLGNT | EL | NT | Mark | Chapter 11 | Verse 18] καὶ ἤκουσαν οἱ ⸂ἀρχιερεῖς καὶ οἱ γραμματεῖς⸃, καὶ ἐζήτουν πῶς αὐτὸν ἀπολέσωσιν· ἐφοβοῦντο γὰρ αὐτόν, ⸂πᾶς γὰρ⸃ ὁ ὄχλος ἐξεπλήσσετο ἐπὶ τῇ διδαχῇ αὐτοῦ.
[SBLGNT | EL | NT | Mark | Chapter 11 | Verse 19] Καὶ ⸀ὅταν ὀψὲ ἐγένετο, ⸀ἐξεπορεύοντο ἔξω τῆς πόλεως.
[SBLGNT | EL | NT | Mark | Chapter 11 | Verse 20] Καὶ ⸂παραπορευόμενοι πρωῒ⸃ εἶδον τὴν συκῆν ἐξηραμμένην ἐκ ῥιζῶν.
[SBLGNT | EL | NT | Mark | Chapter 11 | Verse 21] καὶ ἀναμνησθεὶς ὁ Πέτρος λέγει αὐτῷ· Ῥαββί, ἴδε ἡ συκῆ ἣν κατηράσω ἐξήρανται.
[SBLGNT | EL | NT | Mark | Chapter 11 | Verse 22] καὶ ἀποκριθεὶς ὁ Ἰησοῦς λέγει αὐτοῖς· Ἔχετε πίστιν θεοῦ·
[SBLGNT | EL | NT | Mark | Chapter 11 | Verse 23] ⸀ἀμὴν λέγω ὑμῖν ὅτι ὃς ἂν εἴπῃ τῷ ὄρει τούτῳ· Ἄρθητι καὶ βλήθητι εἰς τὴν θάλασσαν, καὶ μὴ διακριθῇ ἐν τῇ καρδίᾳ αὐτοῦ ἀλλὰ ⸀πιστεύῃ ὅτι ⸂ὃ λαλεῖ γίνεται, ἔσται αὐτῷ⸃.
[SBLGNT | EL | NT | Mark | Chapter 11 | Verse 24] διὰ τοῦτο λέγω ὑμῖν, πάντα ὅσα ⸂προσεύχεσθε καὶ αἰτεῖσθε⸃, πιστεύετε ὅτι ⸀ἐλάβετε, καὶ ἔσται ὑμῖν.
[SBLGNT | EL | NT | Mark | Chapter 11 | Verse 25] καὶ ὅταν ⸀στήκετε προσευχόμενοι, ἀφίετε εἴ τι ἔχετε κατά τινος, ἵνα καὶ ὁ πατὴρ ὑμῶν ὁ ἐν τοῖς οὐρανοῖς ἀφῇ ὑμῖν τὰ παραπτώματα ⸀ὑμῶν.
[SBLGNT | EL | NT | Mark | Chapter 11 | Verse 27] Καὶ ἔρχονται πάλιν εἰς Ἱεροσόλυμα. καὶ ἐν τῷ ἱερῷ περιπατοῦντος αὐτοῦ ἔρχονται πρὸς αὐτὸν οἱ ἀρχιερεῖς καὶ οἱ γραμματεῖς καὶ οἱ πρεσβύτεροι
[SBLGNT | EL | NT | Mark | Chapter 11 | Verse 28] καὶ ⸀ἔλεγον αὐτῷ· Ἐν ποίᾳ ἐξουσίᾳ ταῦτα ποιεῖς; ⸀ἢ τίς σοι ⸂ἔδωκεν τὴν ἐξουσίαν ταύτην⸃ ἵνα ταῦτα ποιῇς;
[SBLGNT | EL | NT | Mark | Chapter 11 | Verse 29] ὁ δὲ ⸀Ἰησοῦς εἶπεν αὐτοῖς· Ἐπερωτήσω ⸀ὑμᾶς ἕνα λόγον, καὶ ἀποκρίθητέ μοι, καὶ ἐρῶ ὑμῖν ἐν ποίᾳ ἐξουσίᾳ ταῦτα ποιῶ·
[SBLGNT | EL | NT | Mark | Chapter 11 | Verse 30] τὸ βάπτισμα ⸀τὸ Ἰωάννου ἐξ οὐρανοῦ ἦν ἢ ἐξ ἀνθρώπων; ἀποκρίθητέ μοι.
[SBLGNT | EL | NT | Mark | Chapter 11 | Verse 31] καὶ ⸀διελογίζοντο πρὸς ἑαυτοὺς λέγοντες· ⸂Τί εἴπωμεν;⸃ ἐὰν εἴπωμεν· Ἐξ οὐρανοῦ, ἐρεῖ· Διὰ τί ⸀οὖν οὐκ ἐπιστεύσατε αὐτῷ;
[SBLGNT | EL | NT | Mark | Chapter 11 | Verse 32] ἀλλὰ εἴπωμεν· Ἐξ ἀνθρώπων;— ἐφοβοῦντο τὸν ⸀ὄχλον, ἅπαντες γὰρ εἶχον τὸν Ἰωάννην ⸂ὄντως ὅτι⸃ προφήτης ἦν.
[SBLGNT | EL | NT | Mark | Chapter 11 | Verse 33] καὶ ἀποκριθέντες ⸂τῷ Ἰησοῦ λέγουσιν⸃· Οὐκ οἴδαμεν. καὶ ὁ ⸀Ἰησοῦς λέγει αὐτοῖς· Οὐδὲ ἐγὼ λέγω ὑμῖν ἐν ποίᾳ ἐξουσίᾳ ταῦτα ποιῶ.
