[SBLGNT | EL | NT | Mark | Chapter 15 | Verse 1] Καὶ ⸀εὐθὺς πρωῒ συμβούλιον ποιήσαντες οἱ ἀρχιερεῖς μετὰ τῶν πρεσβυτέρων καὶ γραμματέων καὶ ὅλον τὸ συνέδριον δήσαντες τὸν Ἰησοῦν ἀπήνεγκαν καὶ ⸀παρέδωκαν Πιλάτῳ.
[SBLGNT | EL | NT | Mark | Chapter 15 | Verse 15] ὁ δὲ Πιλᾶτος βουλόμενος τῷ ὄχλῳ τὸ ἱκανὸν ποιῆσαι ἀπέλυσεν αὐτοῖς τὸν Βαραββᾶν, καὶ παρέδωκεν τὸν Ἰησοῦν φραγελλώσας ἵνα σταυρωθῇ.
[SBLGNT | EL | NT | Mark | Chapter 15 | Verse 16] Οἱ δὲ στρατιῶται ἀπήγαγον αὐτὸν ἔσω τῆς αὐλῆς, ὅ ἐστιν πραιτώριον, καὶ συγκαλοῦσιν ὅλην τὴν σπεῖραν.
[SBLGNT | EL | NT | Mark | Chapter 15 | Verse 17] καὶ ⸀ἐνδιδύσκουσιν αὐτὸν πορφύραν καὶ περιτιθέασιν αὐτῷ πλέξαντες ἀκάνθινον στέφανον·
[SBLGNT | EL | NT | Mark | Chapter 15 | Verse 18] καὶ ἤρξαντο ἀσπάζεσθαι αὐτόν· Χαῖρε, ⸀βασιλεῦ τῶν Ἰουδαίων·
[SBLGNT | EL | NT | Mark | Chapter 15 | Verse 19] καὶ ἔτυπτον αὐτοῦ τὴν κεφαλὴν καλάμῳ καὶ ἐνέπτυον αὐτῷ, καὶ τιθέντες τὰ γόνατα προσεκύνουν αὐτῷ.
[SBLGNT | EL | NT | Mark | Chapter 15 | Verse 20] καὶ ὅτε ἐνέπαιξαν αὐτῷ, ἐξέδυσαν αὐτὸν τὴν πορφύραν καὶ ἐνέδυσαν αὐτὸν τὰ ἱμάτια ⸂τὰ ἴδια⸃. καὶ ἐξάγουσιν αὐτὸν ἵνα ⸀σταυρώσωσιν αὐτόν.
[SBLGNT | EL | NT | Mark | Chapter 15 | Verse 21] Καὶ ἀγγαρεύουσιν παράγοντά τινα Σίμωνα Κυρηναῖον ἐρχόμενον ἀπʼ ἀγροῦ, τὸν πατέρα Ἀλεξάνδρου καὶ Ῥούφου, ἵνα ἄρῃ τὸν σταυρὸν αὐτοῦ.
[SBLGNT | EL | NT | Mark | Chapter 15 | Verse 22] καὶ φέρουσιν αὐτὸν ἐπὶ ⸀τὸν ⸀Γολγοθᾶν τόπον, ὅ ἐστιν ⸀μεθερμηνευόμενον Κρανίου Τόπος.
[SBLGNT | EL | NT | Mark | Chapter 15 | Verse 23] καὶ ἐδίδουν ⸀αὐτῷ ἐσμυρνισμένον οἶνον, ⸀ὃς δὲ οὐκ ἔλαβεν.
[SBLGNT | EL | NT | Mark | Chapter 15 | Verse 24] καὶ ⸂σταυροῦσιν αὐτὸν καὶ⸃ διαμερίζονται τὰ ἱμάτια αὐτοῦ, βάλλοντες κλῆρον ἐπʼ αὐτὰ τίς τί ἄρῃ.
[SBLGNT | EL | NT | Mark | Chapter 15 | Verse 25] Ἦν δὲ ὥρα τρίτη καὶ ἐσταύρωσαν αὐτόν.
[SBLGNT | EL | NT | Mark | Chapter 15 | Verse 26] καὶ ἦν ἡ ἐπιγραφὴ τῆς αἰτίας αὐτοῦ ἐπιγεγραμμένη· Ὁ βασιλεὺς τῶν Ἰουδαίων.
[SBLGNT | EL | NT | Mark | Chapter 15 | Verse 27] καὶ σὺν αὐτῷ σταυροῦσιν δύο λῃστάς, ἕνα ἐκ δεξιῶν καὶ ἕνα ἐξ εὐωνύμων ⸀αὐτοῦ.
[SBLGNT | EL | NT | Mark | Chapter 15 | Verse 29] Καὶ οἱ παραπορευόμενοι ἐβλασφήμουν αὐτὸν κινοῦντες τὰς κεφαλὰς αὐτῶν καὶ λέγοντες· Οὐὰ ὁ καταλύων τὸν ναὸν καὶ ⸂οἰκοδομῶν ἐν τρισὶν ἡμέραις⸃,
[SBLGNT | EL | NT | Mark | Chapter 15 | Verse 30] σῶσον σεαυτὸν ⸀καταβὰς ἀπὸ τοῦ σταυροῦ.
[SBLGNT | EL | NT | Mark | Chapter 15 | Verse 31] ὁμοίως καὶ οἱ ἀρχιερεῖς ἐμπαίζοντες πρὸς ἀλλήλους μετὰ τῶν γραμματέων ἔλεγον· Ἄλλους ἔσωσεν, ἑαυτὸν οὐ δύναται σῶσαι·
[SBLGNT | EL | NT | Mark | Chapter 15 | Verse 32] ὁ χριστὸς ὁ ⸀βασιλεὺς Ἰσραὴλ καταβάτω νῦν ἀπὸ τοῦ σταυροῦ, ἵνα ἴδωμεν καὶ ⸀πιστεύσωμεν. καὶ οἱ συνεσταυρωμένοι ⸀σὺν αὐτῷ ὠνείδιζον αὐτόν.
[SBLGNT | EL | NT | Mark | Chapter 15 | Verse 33] ⸂Καὶ γενομένης⸃ ὥρας ἕκτης σκότος ἐγένετο ἐφʼ ὅλην τὴν γῆν ἕως ὥρας ἐνάτης.
[SBLGNT | EL | NT | Mark | Chapter 15 | Verse 34] καὶ τῇ ⸂ἐνάτῃ ὥρᾳ⸃ ἐβόησεν ὁ Ἰησοῦς φωνῇ ⸀μεγάλῃ· Ἐλωῒ ἐλωῒ ⸀λεμὰ σαβαχθάνι; ὅ ἐστιν μεθερμηνευόμενον Ὁ θεός μου ὁ θεός μου, εἰς τί ⸂ἐγκατέλιπές με⸃;
[SBLGNT | EL | NT | Mark | Chapter 15 | Verse 35] καί τινες τῶν παρεστηκότων ἀκούσαντες ἔλεγον· ⸀Ἴδε Ἠλίαν φωνεῖ.
[SBLGNT | EL | NT | Mark | Chapter 15 | Verse 36] δραμὼν δέ ⸂τις καὶ⸃ γεμίσας σπόγγον ὄξους ⸀περιθεὶς καλάμῳ ἐπότιζεν αὐτόν, λέγων· Ἄφετε ἴδωμεν εἰ ἔρχεται Ἠλίας καθελεῖν αὐτόν.
[SBLGNT | EL | NT | Mark | Chapter 15 | Verse 37] ὁ δὲ Ἰησοῦς ἀφεὶς φωνὴν μεγάλην ἐξέπνευσεν.
[SBLGNT | EL | NT | Mark | Chapter 15 | Verse 38] καὶ τὸ καταπέτασμα τοῦ ναοῦ ἐσχίσθη εἰς δύο ἀπʼ ἄνωθεν ἕως κάτω.
[SBLGNT | EL | NT | Mark | Chapter 15 | Verse 39] ἰδὼν δὲ ὁ κεντυρίων ὁ παρεστηκὼς ἐξ ἐναντίας αὐτοῦ ὅτι ⸀οὕτως ἐξέπνευσεν εἶπεν· Ἀληθῶς ⸂οὗτος ὁ ἄνθρωπος⸃ υἱὸς ⸂θεοῦ ἦν⸃.
[SBLGNT | EL | NT | Mark | Chapter 15 | Verse 40] Ἦσαν δὲ καὶ γυναῖκες ἀπὸ μακρόθεν θεωροῦσαι, ἐν ⸀αἷς καὶ ⸀Μαρία ἡ Μαγδαληνὴ καὶ Μαρία ⸀ἡ Ἰακώβου τοῦ μικροῦ καὶ ⸀Ἰωσῆτος μήτηρ καὶ Σαλώμη,
[SBLGNT | EL | NT | Mark | Chapter 15 | Verse 41] ⸀αἳ ὅτε ἦν ἐν τῇ Γαλιλαίᾳ ἠκολούθουν αὐτῷ καὶ διηκόνουν αὐτῷ, καὶ ἄλλαι πολλαὶ αἱ συναναβᾶσαι αὐτῷ εἰς Ἱεροσόλυμα.
[SBLGNT | EL | NT | Mark | Chapter 15 | Verse 42] Καὶ ἤδη ὀψίας γενομένης, ἐπεὶ ἦν παρασκευή, ὅ ἐστιν ⸀προσάββατον,
[SBLGNT | EL | NT | Mark | Chapter 15 | Verse 43] ⸀ἐλθὼν Ἰωσὴφ ⸀ὁ ἀπὸ Ἁριμαθαίας εὐσχήμων βουλευτής, ὃς καὶ αὐτὸς ἦν προσδεχόμενος τὴν βασιλείαν τοῦ θεοῦ, τολμήσας εἰσῆλθεν πρὸς ⸀τὸν Πιλᾶτον καὶ ᾐτήσατο τὸ σῶμα τοῦ Ἰησοῦ.
[SBLGNT | EL | NT | Mark | Chapter 15 | Verse 44] ὁ δὲ Πιλᾶτος ἐθαύμασεν εἰ ἤδη τέθνηκεν, καὶ προσκαλεσάμενος τὸν κεντυρίωνα ἐπηρώτησεν αὐτὸν εἰ ⸀πάλαι ἀπέθανεν·
[SBLGNT | EL | NT | Mark | Chapter 15 | Verse 45] καὶ γνοὺς ἀπὸ τοῦ κεντυρίωνος ἐδωρήσατο τὸ ⸀πτῶμα τῷ Ἰωσήφ.
[SBLGNT | EL | NT | Mark | Chapter 15 | Verse 46] καὶ ἀγοράσας ⸀σινδόνα καθελὼν αὐτὸν ἐνείλησεν τῇ σινδόνι καὶ ⸀ἔθηκεν αὐτὸν ἐν ⸀μνημείῳ ὃ ἦν λελατομημένον ἐκ πέτρας, καὶ προσεκύλισεν λίθον ἐπὶ τὴν θύραν τοῦ μνημείου.
[SBLGNT | EL | NT | Mark | Chapter 15 | Verse 47] ἡ δὲ Μαρία ἡ Μαγδαληνὴ καὶ Μαρία ⸂ἡ Ἰωσῆτος⸃ ἐθεώρουν ποῦ ⸀τέθειται.
