[SBLGNT | EL | NT | Mark | Chapter 14 | Verse 1] Ἦν δὲ τὸ πάσχα καὶ τὰ ἄζυμα μετὰ δύο ἡμέρας. καὶ ἐζήτουν οἱ ἀρχιερεῖς καὶ οἱ γραμματεῖς πῶς αὐτὸν ἐν δόλῳ κρατήσαντες ἀποκτείνωσιν,
[SBLGNT | EL | NT | Mark | Chapter 14 | Verse 16] καὶ ἐξῆλθον οἱ ⸀μαθηταὶ καὶ ἦλθον εἰς τὴν πόλιν καὶ εὗρον καθὼς εἶπεν αὐτοῖς, καὶ ἡτοίμασαν τὸ πάσχα.
[SBLGNT | EL | NT | Mark | Chapter 14 | Verse 17] Καὶ ὀψίας γενομένης ἔρχεται μετὰ τῶν δώδεκα.
[SBLGNT | EL | NT | Mark | Chapter 14 | Verse 18] καὶ ἀνακειμένων αὐτῶν καὶ ἐσθιόντων ⸂ὁ Ἰησοῦς εἶπεν⸃· Ἀμὴν λέγω ὑμῖν ὅτι εἷς ἐξ ὑμῶν παραδώσει με ὁ ἐσθίων μετʼ ἐμοῦ.
[SBLGNT | EL | NT | Mark | Chapter 14 | Verse 19] ⸀ἤρξαντο λυπεῖσθαι καὶ λέγειν αὐτῷ εἷς κατὰ εἷς· Μήτι ⸀ἐγώ;
[SBLGNT | EL | NT | Mark | Chapter 14 | Verse 20] ὁ ⸀δὲ εἶπεν αὐτοῖς· ⸀Εἷς τῶν δώδεκα, ὁ ἐμβαπτόμενος μετʼ ἐμοῦ εἰς ⸀τὸ τρύβλιον·
[SBLGNT | EL | NT | Mark | Chapter 14 | Verse 21] ⸀ὅτι ὁ μὲν υἱὸς τοῦ ἀνθρώπου ὑπάγει καθὼς γέγραπται περὶ αὐτοῦ, οὐαὶ δὲ τῷ ἀνθρώπῳ ἐκείνῳ διʼ οὗ ὁ υἱὸς τοῦ ἀνθρώπου παραδίδοται· ⸀καλὸν αὐτῷ εἰ οὐκ ἐγεννήθη ὁ ἄνθρωπος ἐκεῖνος.
[SBLGNT | EL | NT | Mark | Chapter 14 | Verse 22] Καὶ ἐσθιόντων αὐτῶν ⸀λαβὼν ἄρτον εὐλογήσας ἔκλασεν καὶ ἔδωκεν αὐτοῖς καὶ εἶπεν· ⸀Λάβετε, τοῦτό ἐστιν τὸ σῶμά μου.
[SBLGNT | EL | NT | Mark | Chapter 14 | Verse 23] καὶ ⸀λαβὼν ποτήριον εὐχαριστήσας ἔδωκεν αὐτοῖς, καὶ ἔπιον ἐξ αὐτοῦ πάντες.
[SBLGNT | EL | NT | Mark | Chapter 14 | Verse 24] καὶ εἶπεν αὐτοῖς· Τοῦτό ἐστιν τὸ αἷμά μου ⸀τῆς διαθήκης τὸ ⸂ἐκχυννόμενον ὑπὲρ πολλῶν⸃.
[SBLGNT | EL | NT | Mark | Chapter 14 | Verse 25] ἀμὴν λέγω ὑμῖν ὅτι οὐκέτι οὐ μὴ πίω ἐκ τοῦ γενήματος τῆς ἀμπέλου ἕως τῆς ἡμέρας ἐκείνης ὅταν αὐτὸ πίνω καινὸν ἐν τῇ βασιλείᾳ τοῦ θεοῦ.
[SBLGNT | EL | NT | Mark | Chapter 14 | Verse 26] Καὶ ὑμνήσαντες ἐξῆλθον εἰς τὸ Ὄρος τῶν Ἐλαιῶν.
[SBLGNT | EL | NT | Mark | Chapter 14 | Verse 27] Καὶ λέγει αὐτοῖς ὁ Ἰησοῦς ὅτι Πάντες ⸀σκανδαλισθήσεσθε, ὅτι γέγραπται· Πατάξω τὸν ποιμένα, καὶ ⸂τὰ πρόβατα διασκορπισθήσονται⸃.
[SBLGNT | EL | NT | Mark | Chapter 14 | Verse 28] ἀλλὰ μετὰ τὸ ἐγερθῆναί με προάξω ὑμᾶς εἰς τὴν Γαλιλαίαν.
[SBLGNT | EL | NT | Mark | Chapter 14 | Verse 29] ὁ δὲ Πέτρος ἔφη αὐτῷ· ⸂Εἰ καὶ⸃ πάντες σκανδαλισθήσονται, ἀλλʼ οὐκ ἐγώ.
[SBLGNT | EL | NT | Mark | Chapter 14 | Verse 30] καὶ λέγει αὐτῷ ὁ Ἰησοῦς· Ἀμὴν λέγω σοι ὅτι σὺ σήμερον ⸂ταύτῃ τῇ νυκτὶ⸃ πρὶν ἢ δὶς ἀλέκτορα φωνῆσαι τρίς ⸂με ἀπαρνήσῃ⸃.
[SBLGNT | EL | NT | Mark | Chapter 14 | Verse 31] ὁ δὲ ⸂ἐκπερισσῶς ἐλάλει⸃· Ἐὰν ⸂δέῃ με⸃ συναποθανεῖν σοι, οὐ μή σε ⸀ἀπαρνήσομαι. ὡσαύτως δὲ καὶ πάντες ἔλεγον.
[SBLGNT | EL | NT | Mark | Chapter 14 | Verse 32] Καὶ ἔρχονται εἰς χωρίον οὗ τὸ ὄνομα Γεθσημανί, καὶ λέγει τοῖς μαθηταῖς αὐτοῦ· Καθίσατε ὧδε ἕως προσεύξωμαι.
[SBLGNT | EL | NT | Mark | Chapter 14 | Verse 33] καὶ παραλαμβάνει τὸν Πέτρον καὶ ⸂Ἰάκωβον καὶ⸃ Ἰωάννην μετʼ ⸀αὐτοῦ, καὶ ἤρξατο ἐκθαμβεῖσθαι καὶ ἀδημονεῖν,
[SBLGNT | EL | NT | Mark | Chapter 14 | Verse 34] καὶ λέγει αὐτοῖς· Περίλυπός ἐστιν ἡ ψυχή μου ἕως θανάτου· μείνατε ὧδε καὶ γρηγορεῖτε.
[SBLGNT | EL | NT | Mark | Chapter 14 | Verse 35] καὶ ⸂προελθὼν μικρὸν ἔπιπτεν⸃ ἐπὶ τῆς γῆς, καὶ προσηύχετο ἵνα εἰ δυνατόν ἐστιν παρέλθῃ ἀπʼ αὐτοῦ ἡ ὥρα,
[SBLGNT | EL | NT | Mark | Chapter 14 | Verse 36] καὶ ἔλεγεν· Αββα ὁ πατήρ, πάντα δυνατά σοι· παρένεγκε τὸ ποτήριον ⸂τοῦτο ἀπʼ ἐμοῦ⸃· ἀλλʼ οὐ τί ἐγὼ θέλω ἀλλὰ τί σύ.
[SBLGNT | EL | NT | Mark | Chapter 14 | Verse 37] καὶ ἔρχεται καὶ εὑρίσκει αὐτοὺς καθεύδοντας, καὶ λέγει τῷ Πέτρῳ· Σίμων, καθεύδεις; οὐκ ἴσχυσας μίαν ὥραν γρηγορῆσαι;
[SBLGNT | EL | NT | Mark | Chapter 14 | Verse 38] γρηγορεῖτε καὶ προσεύχεσθε, ἵνα μὴ ⸀ἔλθητε εἰς πειρασμόν· τὸ μὲν πνεῦμα πρόθυμον ἡ δὲ σὰρξ ἀσθενής.
[SBLGNT | EL | NT | Mark | Chapter 14 | Verse 39] καὶ πάλιν ἀπελθὼν προσηύξατο τὸν αὐτὸν λόγον εἰπών.
[SBLGNT | EL | NT | Mark | Chapter 14 | Verse 40] καὶ ⸂πάλιν ἐλθὼν εὗρεν αὐτοὺς⸃ καθεύδοντας, ἦσαν γὰρ ⸂αὐτῶν οἱ ὀφθαλμοὶ⸃ ⸀καταβαρυνόμενοι, καὶ οὐκ ᾔδεισαν τί ⸂ἀποκριθῶσιν αὐτῷ⸃.
[SBLGNT | EL | NT | Mark | Chapter 14 | Verse 41] καὶ ἔρχεται τὸ τρίτον καὶ λέγει αὐτοῖς· Καθεύδετε ⸀τὸ λοιπὸν καὶ ἀναπαύεσθε· ἀπέχει· ἦλθεν ἡ ὥρα, ἰδοὺ παραδίδοται ὁ υἱὸς τοῦ ἀνθρώπου εἰς τὰς χεῖρας τῶν ἁμαρτωλῶν.
[SBLGNT | EL | NT | Mark | Chapter 14 | Verse 42] ἐγείρεσθε ἄγωμεν· ἰδοὺ ὁ παραδιδούς με ἤγγικεν.
[SBLGNT | EL | NT | Mark | Chapter 14 | Verse 43] Καὶ ⸀εὐθὺς ἔτι αὐτοῦ λαλοῦντος παραγίνεται ⸀Ἰούδας ⸀εἷς τῶν δώδεκα καὶ μετʼ αὐτοῦ ⸀ὄχλος μετὰ μαχαιρῶν καὶ ξύλων παρὰ τῶν ἀρχιερέων καὶ τῶν γραμματέων καὶ τῶν πρεσβυτέρων.
[SBLGNT | EL | NT | Mark | Chapter 14 | Verse 44] δεδώκει δὲ ὁ παραδιδοὺς αὐτὸν σύσσημον αὐτοῖς λέγων· Ὃν ἂν φιλήσω αὐτός ἐστιν· κρατήσατε αὐτὸν καὶ ⸀ἀπάγετε ἀσφαλῶς.
[SBLGNT | EL | NT | Mark | Chapter 14 | Verse 45] καὶ ἐλθὼν ⸀εὐθὺς προσελθὼν αὐτῷ λέγει· ⸀Ῥαββί, καὶ κατεφίλησεν αὐτόν.
[SBLGNT | EL | NT | Mark | Chapter 14 | Verse 46] οἱ δὲ ἐπέβαλαν ⸂τὰς χεῖρας αὐτῷ⸃ καὶ ἐκράτησαν αὐτόν.
[SBLGNT | EL | NT | Mark | Chapter 14 | Verse 47] εἷς δέ ⸀τις τῶν παρεστηκότων σπασάμενος τὴν μάχαιραν ἔπαισεν τὸν δοῦλον τοῦ ἀρχιερέως καὶ ἀφεῖλεν αὐτοῦ τὸ ⸀ὠτάριον.
[SBLGNT | EL | NT | Mark | Chapter 14 | Verse 48] καὶ ἀποκριθεὶς ὁ Ἰησοῦς εἶπεν αὐτοῖς· Ὡς ἐπὶ λῃστὴν ἐξήλθατε μετὰ μαχαιρῶν καὶ ξύλων συλλαβεῖν με;
[SBLGNT | EL | NT | Mark | Chapter 14 | Verse 49] καθʼ ἡμέραν ἤμην πρὸς ὑμᾶς ἐν τῷ ἱερῷ διδάσκων καὶ οὐκ ἐκρατήσατέ με· ἀλλʼ ἵνα πληρωθῶσιν αἱ γραφαί.
[SBLGNT | EL | NT | Mark | Chapter 14 | Verse 50] καὶ ἀφέντες αὐτὸν ⸂ἔφυγον πάντες⸃.
[SBLGNT | EL | NT | Mark | Chapter 14 | Verse 51] Καὶ ⸂νεανίσκος τις⸃ ⸀συνηκολούθει αὐτῷ περιβεβλημένος σινδόνα ἐπὶ γυμνοῦ, καὶ κρατοῦσιν ⸀αὐτόν,
[SBLGNT | EL | NT | Mark | Chapter 14 | Verse 52] ὁ δὲ καταλιπὼν τὴν σινδόνα γυμνὸς ⸀ἔφυγεν.
[SBLGNT | EL | NT | Mark | Chapter 14 | Verse 53] Καὶ ἀπήγαγον τὸν Ἰησοῦν πρὸς τὸν ἀρχιερέα, καὶ ⸀συνέρχονται πάντες οἱ ἀρχιερεῖς καὶ οἱ πρεσβύτεροι καὶ οἱ γραμματεῖς.
[SBLGNT | EL | NT | Mark | Chapter 14 | Verse 54] καὶ ὁ Πέτρος ἀπὸ μακρόθεν ἠκολούθησεν αὐτῷ ἕως ἔσω εἰς τὴν αὐλὴν τοῦ ἀρχιερέως καὶ ἦν συγκαθήμενος μετὰ τῶν ὑπηρετῶν καὶ θερμαινόμενος πρὸς τὸ φῶς.
[SBLGNT | EL | NT | Mark | Chapter 14 | Verse 55] οἱ δὲ ἀρχιερεῖς καὶ ὅλον τὸ συνέδριον ἐζήτουν κατὰ τοῦ Ἰησοῦ μαρτυρίαν εἰς τὸ θανατῶσαι αὐτόν, καὶ οὐχ ηὕρισκον·
[SBLGNT | EL | NT | Mark | Chapter 14 | Verse 56] πολλοὶ γὰρ ἐψευδομαρτύρουν κατʼ αὐτοῦ, καὶ ἴσαι αἱ μαρτυρίαι οὐκ ἦσαν.
[SBLGNT | EL | NT | Mark | Chapter 14 | Verse 57] καί τινες ἀναστάντες ἐψευδομαρτύρουν κατʼ αὐτοῦ λέγοντες
[SBLGNT | EL | NT | Mark | Chapter 14 | Verse 58] ὅτι Ἡμεῖς ἠκούσαμεν αὐτοῦ λέγοντος ὅτι Ἐγὼ καταλύσω τὸν ναὸν τοῦτον τὸν χειροποίητον καὶ διὰ τριῶν ἡμερῶν ἄλλον ἀχειροποίητον οἰκοδομήσω·
[SBLGNT | EL | NT | Mark | Chapter 14 | Verse 59] καὶ οὐδὲ οὕτως ἴση ἦν ἡ μαρτυρία αὐτῶν.
[SBLGNT | EL | NT | Mark | Chapter 14 | Verse 60] καὶ ἀναστὰς ὁ ἀρχιερεὺς εἰς μέσον ἐπηρώτησεν τὸν Ἰησοῦν λέγων· Οὐκ ἀποκρίνῃ οὐδέν; τί οὗτοί σου καταμαρτυροῦσιν;
[SBLGNT | EL | NT | Mark | Chapter 14 | Verse 61] ὁ δὲ ἐσιώπα καὶ ⸂οὐκ ἀπεκρίνατο οὐδέν⸃. πάλιν ὁ ἀρχιερεὺς ἐπηρώτα αὐτὸν καὶ λέγει αὐτῷ· Σὺ εἶ ὁ χριστὸς ὁ υἱὸς τοῦ εὐλογητοῦ;
[SBLGNT | EL | NT | Mark | Chapter 14 | Verse 62] ὁ δὲ Ἰησοῦς εἶπεν· Ἐγώ εἰμι, καὶ ὄψεσθε τὸν υἱὸν τοῦ ἀνθρώπου ἐκ δεξιῶν καθήμενον τῆς δυνάμεως καὶ ἐρχόμενον μετὰ τῶν νεφελῶν τοῦ οὐρανοῦ.
[SBLGNT | EL | NT | Mark | Chapter 14 | Verse 63] ὁ δὲ ἀρχιερεὺς διαρρήξας τοὺς χιτῶνας αὐτοῦ λέγει· Τί ἔτι χρείαν ἔχομεν μαρτύρων;
[SBLGNT | EL | NT | Mark | Chapter 14 | Verse 64] ἠκούσατε τῆς βλασφημίας· τί ὑμῖν φαίνεται; οἱ δὲ πάντες κατέκριναν αὐτὸν ⸂ἔνοχον εἶναι⸃ θανάτου.
[SBLGNT | EL | NT | Mark | Chapter 14 | Verse 65] καὶ ἤρξαντό τινες ἐμπτύειν αὐτῷ καὶ περικαλύπτειν ⸂αὐτοῦ τὸ πρόσωπον⸃ καὶ κολαφίζειν αὐτὸν καὶ λέγειν αὐτῷ· Προφήτευσον, καὶ οἱ ὑπηρέται ῥαπίσμασιν αὐτὸν ⸀ἔλαβον.
[SBLGNT | EL | NT | Mark | Chapter 14 | Verse 66] Καὶ ὄντος τοῦ Πέτρου ⸂κάτω ἐν τῇ αὐλῇ⸃ ἔρχεται μία τῶν παιδισκῶν τοῦ ἀρχιερέως,
[SBLGNT | EL | NT | Mark | Chapter 14 | Verse 67] καὶ ἰδοῦσα τὸν Πέτρον θερμαινόμενον ἐμβλέψασα αὐτῷ λέγει· Καὶ σὺ μετὰ τοῦ Ναζαρηνοῦ ⸂ἦσθα τοῦ Ἰησοῦ⸃·
[SBLGNT | EL | NT | Mark | Chapter 14 | Verse 68] ὁ δὲ ἠρνήσατο λέγων· ⸂Οὔτε οἶδα οὔτε ἐπίσταμαι σὺ τί⸃ λέγεις, καὶ ἐξῆλθεν ἔξω εἰς τὸ προαύλιον ⸂καὶ ἀλέκτωρ ἐφώνησεν⸃.
[SBLGNT | EL | NT | Mark | Chapter 14 | Verse 69] καὶ ἡ παιδίσκη ἰδοῦσα αὐτὸν ⸂ἤρξατο πάλιν⸃ λέγειν τοῖς ⸀παρεστῶσιν ὅτι Οὗτος ἐξ αὐτῶν ἐστιν.
[SBLGNT | EL | NT | Mark | Chapter 14 | Verse 70] ὁ δὲ πάλιν ἠρνεῖτο. καὶ μετὰ μικρὸν πάλιν οἱ παρεστῶτες ἔλεγον τῷ Πέτρῳ· Ἀληθῶς ἐξ αὐτῶν εἶ, καὶ γὰρ Γαλιλαῖος εἶ ⸂καὶ ἡ λαλιά σου ὁμοιάζει⸃·
[SBLGNT | EL | NT | Mark | Chapter 14 | Verse 71] ὁ δὲ ἤρξατο ἀναθεματίζειν καὶ ὀμνύναι ὅτι Οὐκ οἶδα τὸν ἄνθρωπον τοῦτον ὃν λέγετε.
[SBLGNT | EL | NT | Mark | Chapter 14 | Verse 72] καὶ ⸀εὐθὺς ἐκ δευτέρου ἀλέκτωρ ἐφώνησεν· καὶ ἀνεμνήσθη ὁ Πέτρος τὸ ῥῆμα ⸀ὡς εἶπεν αὐτῷ ὁ Ἰησοῦς ὅτι Πρὶν ἀλέκτορα ⸂φωνῆσαι δὶς τρίς με ἀπαρνήσῃ⸃, καὶ ἐπιβαλὼν ἔκλαιεν.
