[SBLGNT | EL | NT | Mark | Chapter 5 | Verse 1] Καὶ ἦλθον εἰς τὸ πέραν τῆς θαλάσσης εἰς τὴν χώραν τῶν ⸀Γερασηνῶν.
[SBLGNT | EL | NT | Mark | Chapter 5 | Verse 14] ⸂Καὶ οἱ⸃ βόσκοντες ⸀αὐτοὺς ἔφυγον καὶ ⸀ἀπήγγειλαν εἰς τὴν πόλιν καὶ εἰς τοὺς ἀγρούς· καὶ ⸀ἦλθον ἰδεῖν τί ἐστιν τὸ γεγονός.
[SBLGNT | EL | NT | Mark | Chapter 5 | Verse 15] καὶ ἔρχονται πρὸς τὸν Ἰησοῦν, καὶ θεωροῦσιν τὸν δαιμονιζόμενον ⸀καθήμενον ἱματισμένον καὶ σωφρονοῦντα, τὸν ἐσχηκότα τὸν ⸀λεγιῶνα, καὶ ἐφοβήθησαν.
[SBLGNT | EL | NT | Mark | Chapter 5 | Verse 16] ⸂καὶ διηγήσαντο⸃ αὐτοῖς οἱ ἰδόντες πῶς ἐγένετο τῷ δαιμονιζομένῳ καὶ περὶ τῶν χοίρων.
[SBLGNT | EL | NT | Mark | Chapter 5 | Verse 17] καὶ ἤρξαντο παρακαλεῖν αὐτὸν ἀπελθεῖν ἀπὸ τῶν ὁρίων αὐτῶν.
[SBLGNT | EL | NT | Mark | Chapter 5 | Verse 18] καὶ ⸀ἐμβαίνοντος αὐτοῦ εἰς τὸ πλοῖον παρεκάλει αὐτὸν ὁ δαιμονισθεὶς ἵνα ⸂μετʼ αὐτοῦ ᾖ⸃.
[SBLGNT | EL | NT | Mark | Chapter 5 | Verse 19] ⸀καὶ οὐκ ἀφῆκεν αὐτόν, ἀλλὰ λέγει αὐτῷ· Ὕπαγε εἰς τὸν οἶκόν σου πρὸς τοὺς σούς, καὶ ⸀ἀπάγγειλον αὐτοῖς ὅσα ⸂ὁ κύριός σοι⸃ πεποίηκεν καὶ ἠλέησέν σε.
[SBLGNT | EL | NT | Mark | Chapter 5 | Verse 20] καὶ ἀπῆλθεν καὶ ἤρξατο κηρύσσειν ἐν τῇ Δεκαπόλει ὅσα ἐποίησεν αὐτῷ ὁ Ἰησοῦς, καὶ πάντες ἐθαύμαζον.
[SBLGNT | EL | NT | Mark | Chapter 5 | Verse 21] Καὶ διαπεράσαντος τοῦ Ἰησοῦ ἐν τῷ πλοίῳ πάλιν εἰς τὸ πέραν συνήχθη ὄχλος πολὺς ἐπʼ αὐτόν, καὶ ἦν παρὰ τὴν θάλασσαν.
[SBLGNT | EL | NT | Mark | Chapter 5 | Verse 22] ⸀καὶ ἔρχεται εἷς τῶν ἀρχισυναγώγων, ὀνόματι Ἰάϊρος, καὶ ἰδὼν αὐτὸν πίπτει πρὸς τοὺς πόδας αὐτοῦ
[SBLGNT | EL | NT | Mark | Chapter 5 | Verse 23] καὶ ⸀παρακαλεῖ αὐτὸν πολλὰ λέγων ὅτι Τὸ θυγάτριόν μου ἐσχάτως ἔχει, ἵνα ἐλθὼν ἐπιθῇς ⸂τὰς χεῖρας αὐτῇ⸃ ⸀ἵνα σωθῇ καὶ ⸀ζήσῃ.
[SBLGNT | EL | NT | Mark | Chapter 5 | Verse 24] καὶ ἀπῆλθεν μετʼ αὐτοῦ. Καὶ ἠκολούθει αὐτῷ ὄχλος πολύς, καὶ συνέθλιβον αὐτόν.
[SBLGNT | EL | NT | Mark | Chapter 5 | Verse 25] καὶ ⸀γυνὴ οὖσα ἐν ῥύσει αἵματος ⸂δώδεκα ἔτη⸃
[SBLGNT | EL | NT | Mark | Chapter 5 | Verse 26] καὶ πολλὰ παθοῦσα ὑπὸ πολλῶν ἰατρῶν καὶ δαπανήσασα τὰ παρʼ αὐτῆς πάντα καὶ μηδὲν ὠφεληθεῖσα ἀλλὰ μᾶλλον εἰς τὸ χεῖρον ἐλθοῦσα,
[SBLGNT | EL | NT | Mark | Chapter 5 | Verse 27] ⸀ἀκούσασα περὶ τοῦ Ἰησοῦ, ἐλθοῦσα ἐν τῷ ὄχλῳ ὄπισθεν ἥψατο τοῦ ἱματίου αὐτοῦ·
[SBLGNT | EL | NT | Mark | Chapter 5 | Verse 28] ἔλεγεν γὰρ ὅτι ⸂Ἐὰν ἅψωμαι κἂν τῶν ἱματίων αὐτοῦ⸃ σωθήσομαι.
[SBLGNT | EL | NT | Mark | Chapter 5 | Verse 29] καὶ ⸀εὐθὺς ἐξηράνθη ἡ πηγὴ τοῦ αἵματος αὐτῆς, καὶ ἔγνω τῷ σώματι ὅτι ἴαται ἀπὸ τῆς μάστιγος.
[SBLGNT | EL | NT | Mark | Chapter 5 | Verse 30] καὶ ⸀εὐθὺς ὁ Ἰησοῦς ἐπιγνοὺς ἐν ἑαυτῷ τὴν ἐξ αὐτοῦ δύναμιν ἐξελθοῦσαν ἐπιστραφεὶς ἐν τῷ ὄχλῳ ἔλεγεν· Τίς μου ἥψατο τῶν ἱματίων;
[SBLGNT | EL | NT | Mark | Chapter 5 | Verse 31] καὶ ἔλεγον αὐτῷ οἱ μαθηταὶ αὐτοῦ· Βλέπεις τὸν ὄχλον συνθλίβοντά σε, καὶ λέγεις· Τίς μου ἥψατο;
[SBLGNT | EL | NT | Mark | Chapter 5 | Verse 32] καὶ περιεβλέπετο ἰδεῖν τὴν τοῦτο ποιήσασαν.
[SBLGNT | EL | NT | Mark | Chapter 5 | Verse 33] ἡ δὲ γυνὴ φοβηθεῖσα καὶ τρέμουσα, εἰδυῖα ὃ γέγονεν ⸀αὐτῇ, ἦλθεν καὶ προσέπεσεν αὐτῷ καὶ εἶπεν αὐτῷ πᾶσαν τὴν ἀλήθειαν.
[SBLGNT | EL | NT | Mark | Chapter 5 | Verse 34] ὁ δὲ εἶπεν αὐτῇ· ⸀Θυγάτηρ, ἡ πίστις σου σέσωκέν σε· ὕπαγε εἰς εἰρήνην, καὶ ἴσθι ὑγιὴς ἀπὸ τῆς μάστιγός σου.
[SBLGNT | EL | NT | Mark | Chapter 5 | Verse 35] Ἔτι αὐτοῦ λαλοῦντος ἔρχονται ἀπὸ τοῦ ἀρχισυναγώγου λέγοντες ὅτι Ἡ θυγάτηρ σου ἀπέθανεν· τί ἔτι σκύλλεις τὸν διδάσκαλον;
[SBLGNT | EL | NT | Mark | Chapter 5 | Verse 36] ὁ δὲ Ἰησοῦς ⸀παρακούσας τὸν λόγον λαλούμενον λέγει τῷ ἀρχισυναγώγῳ· Μὴ φοβοῦ, μόνον πίστευε.
[SBLGNT | EL | NT | Mark | Chapter 5 | Verse 37] καὶ οὐκ ἀφῆκεν οὐδένα ⸂μετʼ αὐτοῦ⸃ συνακολουθῆσαι εἰ μὴ ⸀τὸν Πέτρον καὶ Ἰάκωβον καὶ Ἰωάννην τὸν ἀδελφὸν Ἰακώβου.
[SBLGNT | EL | NT | Mark | Chapter 5 | Verse 38] καὶ ⸀ἔρχονται εἰς τὸν οἶκον τοῦ ἀρχισυναγώγου, καὶ θεωρεῖ θόρυβον ⸀καὶ κλαίοντας καὶ ἀλαλάζοντας πολλά,
[SBLGNT | EL | NT | Mark | Chapter 5 | Verse 39] καὶ εἰσελθὼν λέγει αὐτοῖς· Τί θορυβεῖσθε καὶ κλαίετε; τὸ παιδίον οὐκ ἀπέθανεν ἀλλὰ καθεύδει.
[SBLGNT | EL | NT | Mark | Chapter 5 | Verse 40] καὶ κατεγέλων αὐτοῦ. ⸀αὐτὸς δὲ ἐκβαλὼν πάντας παραλαμβάνει τὸν πατέρα τοῦ παιδίου καὶ τὴν μητέρα καὶ τοὺς μετʼ αὐτοῦ, καὶ εἰσπορεύεται ὅπου ἦν τὸ ⸀παιδίον·
[SBLGNT | EL | NT | Mark | Chapter 5 | Verse 41] καὶ κρατήσας τῆς χειρὸς τοῦ παιδίου λέγει αὐτῇ· Ταλιθα ⸀κουμ, ὅ ἐστιν μεθερμηνευόμενον· Τὸ κοράσιον, σοὶ λέγω, ⸀ἔγειρε.
[SBLGNT | EL | NT | Mark | Chapter 5 | Verse 42] καὶ ⸀εὐθὺς ἀνέστη τὸ κοράσιον καὶ περιεπάτει, ἦν γὰρ ἐτῶν δώδεκα. καὶ ἐξέστησαν ⸁εὐθὺς ἐκστάσει μεγάλῃ.
[SBLGNT | EL | NT | Mark | Chapter 5 | Verse 43] καὶ διεστείλατο αὐτοῖς πολλὰ ἵνα μηδεὶς γνοῖ τοῦτο, καὶ εἶπεν δοθῆναι αὐτῇ φαγεῖν.
