[SBLGNT | EL | NT | Mark | Chapter 3 | Verse 1] Καὶ εἰσῆλθεν πάλιν ⸀εἰς συναγωγήν, καὶ ἦν ἐκεῖ ἄνθρωπος ἐξηραμμένην ἔχων τὴν χεῖρα.
[SBLGNT | EL | NT | Mark | Chapter 3 | Verse 12] καὶ πολλὰ ἐπετίμα αὐτοῖς ἵνα μὴ ⸂αὐτὸν φανερὸν⸃ ⸀ποιήσωσιν.
[SBLGNT | EL | NT | Mark | Chapter 3 | Verse 13] Καὶ ἀναβαίνει εἰς τὸ ὄρος καὶ προσκαλεῖται οὓς ἤθελεν αὐτός, καὶ ἀπῆλθον πρὸς αὐτόν.
[SBLGNT | EL | NT | Mark | Chapter 3 | Verse 14] καὶ ἐποίησεν ⸀δώδεκα, ἵνα ὦσιν μετʼ αὐτοῦ καὶ ἵνα ἀποστέλλῃ αὐτοὺς κηρύσσειν
[SBLGNT | EL | NT | Mark | Chapter 3 | Verse 15] καὶ ἔχειν ⸀ἐξουσίαν ἐκβάλλειν τὰ δαιμόνια·
[SBLGNT | EL | NT | Mark | Chapter 3 | Verse 16] καὶ ⸂ἐποίησεν τοὺς δώδεκα, καὶ⸃ ἐπέθηκεν ⸂ὄνομα τῷ Σίμωνι⸃ Πέτρον,
[SBLGNT | EL | NT | Mark | Chapter 3 | Verse 17] καὶ Ἰάκωβον τὸν τοῦ Ζεβεδαίου καὶ Ἰωάννην τὸν ἀδελφὸν τοῦ Ἰακώβου (καὶ ἐπέθηκεν αὐτοῖς ⸀ὀνόματα Βοανηργές, ὅ ἐστιν Υἱοὶ Βροντῆς),
[SBLGNT | EL | NT | Mark | Chapter 3 | Verse 18] καὶ Ἀνδρέαν καὶ Φίλιππον καὶ Βαρθολομαῖον καὶ Μαθθαῖον καὶ Θωμᾶν καὶ Ἰάκωβον τὸν τοῦ Ἁλφαίου καὶ Θαδδαῖον καὶ Σίμωνα τὸν ⸀Καναναῖον
[SBLGNT | EL | NT | Mark | Chapter 3 | Verse 19] καὶ Ἰούδαν ⸀Ἰσκαριώθ, ὃς καὶ παρέδωκεν αὐτόν.
[SBLGNT | EL | NT | Mark | Chapter 3 | Verse 20] Καὶ ⸀ἔρχεται εἰς οἶκον· καὶ συνέρχεται πάλιν ⸀ὁ ὄχλος, ὥστε μὴ δύνασθαι αὐτοὺς ⸀μηδὲ ἄρτον φαγεῖν.
[SBLGNT | EL | NT | Mark | Chapter 3 | Verse 21] καὶ ἀκούσαντες οἱ παρʼ αὐτοῦ ἐξῆλθον κρατῆσαι αὐτόν, ἔλεγον γὰρ ὅτι ἐξέστη.
[SBLGNT | EL | NT | Mark | Chapter 3 | Verse 22] καὶ οἱ γραμματεῖς οἱ ἀπὸ Ἱεροσολύμων καταβάντες ἔλεγον ὅτι Βεελζεβοὺλ ἔχει καὶ ὅτι ἐν τῷ ἄρχοντι τῶν δαιμονίων ἐκβάλλει τὰ δαιμόνια.
[SBLGNT | EL | NT | Mark | Chapter 3 | Verse 23] καὶ προσκαλεσάμενος αὐτοὺς ἐν παραβολαῖς ἔλεγεν αὐτοῖς· Πῶς δύναται Σατανᾶς Σατανᾶν ἐκβάλλειν;
[SBLGNT | EL | NT | Mark | Chapter 3 | Verse 24] καὶ ἐὰν βασιλεία ἐφʼ ἑαυτὴν μερισθῇ, οὐ δύναται σταθῆναι ἡ βασιλεία ἐκείνη·
[SBLGNT | EL | NT | Mark | Chapter 3 | Verse 25] καὶ ἐὰν οἰκία ἐφʼ ἑαυτὴν μερισθῇ, οὐ ⸀δυνήσεται ⸂ἡ οἰκία ἐκείνη σταθῆναι⸃·
[SBLGNT | EL | NT | Mark | Chapter 3 | Verse 26] καὶ εἰ ὁ Σατανᾶς ἀνέστη ἐφʼ ἑαυτὸν καὶ ⸀ἐμερίσθη, οὐ δύναται ⸀στῆναι ἀλλὰ τέλος ἔχει.
[SBLGNT | EL | NT | Mark | Chapter 3 | Verse 27] ⸂ἀλλʼ οὐδεὶς δύναται⸃ ⸂εἰς τὴν οἰκίαν τοῦ ἰσχυροῦ εἰσελθὼν τὰ σκεύη⸃ αὐτοῦ διαρπάσαι ἐὰν μὴ πρῶτον τὸν ἰσχυρὸν δήσῃ, καὶ τότε τὴν οἰκίαν αὐτοῦ ⸀διαρπάσει.
[SBLGNT | EL | NT | Mark | Chapter 3 | Verse 28] Ἀμὴν λέγω ὑμῖν ὅτι πάντα ἀφεθήσεται ⸂τοῖς υἱοῖς τῶν ἀνθρώπων, τὰ ἁμαρτήματα⸃ καὶ ⸂αἱ βλασφημίαι ὅσα ἐὰν⸃ βλασφημήσωσιν·
[SBLGNT | EL | NT | Mark | Chapter 3 | Verse 29] ὃς δʼ ἂν βλασφημήσῃ εἰς τὸ πνεῦμα τὸ ἅγιον, οὐκ ἔχει ἄφεσιν εἰς τὸν αἰῶνα, ἀλλὰ ἔνοχός ἐστιν αἰωνίου ⸀ἁμαρτήματος.
[SBLGNT | EL | NT | Mark | Chapter 3 | Verse 30] ὅτι ἔλεγον· Πνεῦμα ἀκάθαρτον ἔχει.
[SBLGNT | EL | NT | Mark | Chapter 3 | Verse 31] ⸂Καὶ ἔρχονται⸃ ⸂ἡ μήτηρ αὐτοῦ καὶ οἱ ἀδελφοὶ αὐτοῦ⸃ καὶ ἔξω ⸀στήκοντες ἀπέστειλαν πρὸς αὐτὸν ⸀καλοῦντες αὐτόν.
[SBLGNT | EL | NT | Mark | Chapter 3 | Verse 32] καὶ ἐκάθητο ⸂περὶ αὐτὸν ὄχλος⸃, ⸂καὶ λέγουσιν⸃ αὐτῷ· Ἰδοὺ ἡ μήτηρ σου καὶ οἱ ἀδελφοί ⸀σου ἔξω ζητοῦσίν σε.
[SBLGNT | EL | NT | Mark | Chapter 3 | Verse 33] καὶ ⸂ἀποκριθεὶς αὐτοῖς λέγει⸃· Τίς ἐστιν ἡ μήτηρ μου ⸀ἢ οἱ ἀδελφοί ⸀μου;
[SBLGNT | EL | NT | Mark | Chapter 3 | Verse 34] καὶ περιβλεψάμενος ⸂τοὺς περὶ αὐτὸν κύκλῳ⸃ καθημένους λέγει· Ἴδε ἡ μήτηρ μου καὶ οἱ ἀδελφοί μου·
[SBLGNT | EL | NT | Mark | Chapter 3 | Verse 35] ὃς ⸀γὰρ ἂν ποιήσῃ τὸ θέλημα τοῦ θεοῦ, οὗτος ἀδελφός μου καὶ ⸀ἀδελφὴ καὶ μήτηρ ἐστίν.
