[LXX | EL | OT | 1 Chronicles | Chapter 6 | Verse 1] Υἱοὶ Λευὶ, Γεδσὼν, Καὰθ, καὶ Μεραρί.
[LXX | EL | OT | 1 Chronicles | Chapter 6 | Verse 17] Καὶ ἦσαν λειτουργοῦντες ἐναντίον τῆς σκηνῆς τοῦ μαρτυρίου ἐν ὀργάνοις, ἕως οὗ ᾠκοδόμησε Σαλωμὼν τὸν οἶκον Κυρίου ἐν Ἱερουσαλήμ· καὶ ἔστησαν κατὰ τὴν κρίσιν αὐτῶν ἐπὶ τὰς λειτουργίας αὐτῶν.
[LXX | EL | OT | 1 Chronicles | Chapter 6 | Verse 18] Καὶ οὗτοι οἱ ἑστηκότες, καὶ υἱοὶ αὐτῶν ἐκ τῶν υἱῶν τοῦ Καὰθ, Αἰμὰν ὁ ψαλτῳδὸς υἱὸς Ἰωὴλ, υἱοῦ Σαμουὴλ,
[LXX | EL | OT | 1 Chronicles | Chapter 6 | Verse 19] υἱοῦ Ἑλκανὰ, υἱοῦ Ἱεροβοὰμ, υἱοῦ Ἐλιὴλ, υἱοῦ Θοοὺ,
[LXX | EL | OT | 1 Chronicles | Chapter 6 | Verse 20] υἱοῦ Σοὺφ, υἱοῦ Ἑλκανὰ, υἱοῦ Μαὰθ, υἱοῦ Ἀμαθὶ,
[LXX | EL | OT | 1 Chronicles | Chapter 6 | Verse 21] υἱοῦ Ἑλκανὰ, υἱοῦ Ἰωὴλ, υἱοῦ Ἀζαρία, υἱοῦ Σαφανία,
[LXX | EL | OT | 1 Chronicles | Chapter 6 | Verse 22] υἱοῦ Θαὰθ, υἱοῦ Ἀσὴρ, υἱοῦ Ἀβιασὰφ, υἱοῦ Κορὲ,
[LXX | EL | OT | 1 Chronicles | Chapter 6 | Verse 23] υἱοῦ Ἰσαὰρ, υἱοῦ Καὰθ, υἱοῦ Λευὶ, υἱοῦ Ἰσραήλ.
[LXX | EL | OT | 1 Chronicles | Chapter 6 | Verse 24] Καὶ ὁ ἀδελφὸς αὐτοῦ Ἀσὰρ ὁ ἑστηκὼς ἐν δεξιᾷ αὐτοῦ· Ἀσὰρ υἱὸς Βαραχία, υἱοῦ Σαμαὰ,
[LXX | EL | OT | 1 Chronicles | Chapter 6 | Verse 25] υἱοῦ Μιχαὴλ, υἱοῦ Βαασία, υἱοῦ Μελχία,
[LXX | EL | OT | 1 Chronicles | Chapter 6 | Verse 26] υἱοῦ Ἀθανὶ, υἱοῦ Ζααραῒ, υἱοῦ Ἀδαῒ,
[LXX | EL | OT | 1 Chronicles | Chapter 6 | Verse 27] υἱοῦ Αἰθὰμ, υἱοῦ Ζαμμὰμ, υἱοῦ Σεμεῒ,
[LXX | EL | OT | 1 Chronicles | Chapter 6 | Verse 28] υἱοῦ Ἰεὲθ, υἱοῦ Γεδσὼν, υἱοῦ Λευί.
[LXX | EL | OT | 1 Chronicles | Chapter 6 | Verse 29] Καὶ υἱοὶ Μεραρὶ οἱ ἀδελφοὶ αὐτῶν ἐξ ἀριστερῶν· Αἰθὰμ υἱὸς Κισὰ, υἱοῦ Ἀβαῒ, υἱοῦ Μαλῶχ,
[LXX | EL | OT | 1 Chronicles | Chapter 6 | Verse 30] υἱοῦ Ἀσεβὶ, υἱοῦ Ἀμεσσία,
[LXX | EL | OT | 1 Chronicles | Chapter 6 | Verse 31] υἱοῦ Βανὶ, υἱοῦ Σεμὴρ,
[LXX | EL | OT | 1 Chronicles | Chapter 6 | Verse 32] υἱοῦ Μοολὶ, υἱοῦ Μουσὶ, υἱοῦ Μεραρὶ, υἱοῦ Λευί.
[LXX | EL | OT | 1 Chronicles | Chapter 6 | Verse 33] Καὶ οἱ ἀδελφοὶ αὐτῶν κατʼ οἴκους πατριῶν αὐτῶν, οἱ Λευῖται οἱ δεδομένοι εἰς πᾶσαν ἐργασίαν λειτουργίας σκηνῆς οἴκου τοῦ Θεοῦ.
[LXX | EL | OT | 1 Chronicles | Chapter 6 | Verse 34] Καὶ Ἀαρὼν καὶ υἱοὶ αὐτοῦ θυμιῶντες ἐπὶ τὸ θυσιαστήριον τῶν ὁλοκαυτωμάτων, καὶ ἐπὶ τὸ θυσιαστήριον τῶν θυμιαμάτων εἰς πᾶσαν ἐργασίαν ἅγια τῶν ἁγίων, καὶ ἐξιλάσκεσθαι περὶ Ἰσραὴλ, κατὰ πάντα ὅσα ἐνετείλατο Μωυσῆς παῖς τοῦ Θεοῦ.
[LXX | EL | OT | 1 Chronicles | Chapter 6 | Verse 35] Καὶ οὗτοι υἱοὶ Ἀαρών· Ἐλεάζαρ υἱὸς αὐτοῦ, Φινεὲς υἱὸς αὐτοῦ, Ἀβισοὺ υἱὸς αὐτοῦ,
[LXX | EL | OT | 1 Chronicles | Chapter 6 | Verse 36] Βοκκὶ υἱὸς αὐτοῦ, Ὀζὶ υἱὸς αὐτοῦ, Σαραῒα υἱὸς αὐτοῦ,
[LXX | EL | OT | 1 Chronicles | Chapter 6 | Verse 37] Μαριὴλ υἱὸς αὐτοῦ, Ἀμαρία υἱὸς αὐτοῦ, Ἀχιτὼβ υἱὸς αὐτοῦ,
[LXX | EL | OT | 1 Chronicles | Chapter 6 | Verse 38] Σαδὼκ υἱὸς αὐτοῦ, Ἀχιμάας υἱὸς αὐτοῦ.
[LXX | EL | OT | 1 Chronicles | Chapter 6 | Verse 39] Καὶ αὗται αἱ κατοικίαι αὐτῶν ἐν ταῖς κώμαις αὐτῶν, ἐν τοῖς ὁρίοις αὐτῶν, τοῖς υἱοῖς Ἀαρὼν τῇ πατριᾷ αὐτῶν τοῖς Κααθὶ, ὅτι αὐτοῖς ἐγένετο ὁ κλῆρος.
[LXX | EL | OT | 1 Chronicles | Chapter 6 | Verse 40] Καὶ ἔδωκαν αὐτοῖς τὴν Χεβρὼν ἐν γῇ Ἰούδα, καὶ τὰ περισπόρια αὐτῆς κύκλῳ αὐτῆς.
[LXX | EL | OT | 1 Chronicles | Chapter 6 | Verse 41] Καὶ τὰ πεδία τῆς πόλεως, καὶ τὰς κώμας αὐτῆς ἔδωκαν τῷ Χαλὲβ υἱῷ Ἰεφοννή.
[LXX | EL | OT | 1 Chronicles | Chapter 6 | Verse 42] Καὶ τοῖς υἱοῖς Ἀαρὼν ἔδωκαν τὰς πόλεις τῶν φυγαδευτηρίων, τὴν Χεβρὼν, καὶ τὴν Λοβνὰ καὶ τὰ περισπόρια αὐτῆς, καὶ τὴν Σελνὰ καὶ τὰ περισπόρια αὐτῆς, καὶ τὴν Ἐσθαμὼ καὶ τὰ περισπόρια αὐτῆς,
[LXX | EL | OT | 1 Chronicles | Chapter 6 | Verse 43] καὶ τὴν Ἰεθὰρ καὶ τὰ περισπόρια αὐτῆς, καὶ τὴν Δαβὶρ καὶ τὰ περισπόρια αὐτῆς,
[LXX | EL | OT | 1 Chronicles | Chapter 6 | Verse 44] καὶ τὴν Ἀσὰν καὶ τὰ περισπόρια αὐτῆς, καὶ τὴν Βαιθσαμὺς καὶ τὰ περισπόρια αὐτῆς·
[LXX | EL | OT | 1 Chronicles | Chapter 6 | Verse 45] Καὶ ἐκ φυλῆς Βενιαμὶν τὴν Γαβαῒ καὶ τὰ περισπόρια αὐτῆς, καὶ τὴν Γαλεμὰθ καὶ τὰ περισπόρια αὐτῆς, καὶ τὴν Ἀναθὼθ καὶ τὰ περισπόρια αὐτῆς· πᾶσαι αἱ πόλεις αὐτῶν τρισκαίδεκα πόλεις κατὰ πατριὰς αὐτῶν.
[LXX | EL | OT | 1 Chronicles | Chapter 6 | Verse 46] Καὶ τοῖς υἱοῖς Καὰθ τοῖς καταλοίποις ἐκ τῶν πατριῶν ἐκ τῆς φυλῆς ἐκ τοῦ ἡμίσους φυλῆς Μανασσῆ, κλήρῳ πόλεις δέκα.
[LXX | EL | OT | 1 Chronicles | Chapter 6 | Verse 47] Καὶ τοῖς υἱοῖς Γεδσὼν κατὰ πατριὰς αὐτῶν ἐκ φυλῆς Ἰσσάχαρ, ἐκ φυλῆς Ἀσὴρ, ἀπὸ φυλῆς Νεφθαλὶ, ἐκ φυλῆς Μανασσῆ ἐν τῇ Βασὰν, πόλεις τρισκαίδεκα.
[LXX | EL | OT | 1 Chronicles | Chapter 6 | Verse 48] Καὶ τοῖς υἱοῖς Μεραρὶ κατὰ πατριὰς αὐτῶν ἐκ φυλῆς Ῥουβὴν, ἐκ φυλῆς Γὰδ, ἐκ φυλῆς Ζαβουλὼν, κλήρῳ πόλεις δεκαδύο.
[LXX | EL | OT | 1 Chronicles | Chapter 6 | Verse 49] Καὶ ἔδωκαν οἱ υἱοὶ Ἰσραὴλ τοῖς Λευίταις τὰς πόλεις καὶ τὰ περισπόρια αὐτῶν.
[LXX | EL | OT | 1 Chronicles | Chapter 6 | Verse 50] Καὶ ἔδωκαν ἐν κλήρῳ ἐκ φυλῆς υἱῶν Ἰούδα, καὶ ἐκ φυλῆς υἱῶν Συμεὼν, καὶ ἐκ φυλῆς υἱῶν Βενιαμὶν τὰς πόλεις ταύτας ἃς ἐκάλεσαν αὐτὰς ἐπʼ ὀνόματος.
[LXX | EL | OT | 1 Chronicles | Chapter 6 | Verse 51] Καὶ ἀπὸ τῶν πατριῶν υἱῶν Καὰθ, καὶ ἐγένοντο πόλεις τῶν ὁρίων αὐτῶν ἐκ φυλῆς Ἐφραίμ.
[LXX | EL | OT | 1 Chronicles | Chapter 6 | Verse 52] Καὶ ἔδωκαν αὐτοῖς τὰς πόλεις τῶν φυγαδευτηρίων, τὴν Συχὲμ καὶ τὰ περισπόρια αὐτῆς ἐν ὄρει Ἐφραὶμ, καὶ τὴν Γαζὲρ καὶ τὰ περισπόρια αὐτῆς,
[LXX | EL | OT | 1 Chronicles | Chapter 6 | Verse 53] καὶ τὴν Ἰεκμαὰν καὶ τὰ περισπόρια αὐτῆς, καὶ τὴν Βαιθωρὼν καὶ τὰ περισπόρια αὐτῆς,
[LXX | EL | OT | 1 Chronicles | Chapter 6 | Verse 54] καὶ τὴν Αἰλὼν καὶ τὰ περισπόρια αὐτῆς, καὶ τὴν Γεθρεμμὼν καὶ τὰ περισπόρια αὐτῆς·
[LXX | EL | OT | 1 Chronicles | Chapter 6 | Verse 55] Καὶ ἀπὸ τοῦ ἡμίσους φυλῆς Μανασσῆ τὴν Ἀνὰρ καὶ τὰ περισπόρια αὐτῆς, καὶ τὴν Ἰεμβλάαν καὶ τὰ περισπόρια αὐτῆς, κατὰ πατριὰν τοῖς υἱοῖς Καὰθ τοῖς καταλοίποις.
[LXX | EL | OT | 1 Chronicles | Chapter 6 | Verse 56] Τοῖς υἱοῖς Γεδσὼν ἀπὸ πατριῶν ἡμίσους φυλῆς Μανασσῆ τὴν Γωλὰν ἐκ τῆς Βασὰν καὶ τὰ περιπόλια αὐτῆς, καὶ τὴν Ἀσηρὼθ καὶ τὰ περιπόλια αὐτῆς·
[LXX | EL | OT | 1 Chronicles | Chapter 6 | Verse 57] Καὶ ἐκ φυλῆς Ἰσσάχαρ τὴν Κέδες καὶ τὰ περισπόρια αὐτῆς, καὶ τὴν Δεβερὶ καὶ τὰ περισπόρια αὐτῆς, καὶ τὴν Δαβὼρ καὶ τὰ περισπόρια αὐτῆς,
[LXX | EL | OT | 1 Chronicles | Chapter 6 | Verse 58] καὶ τὴν Ῥαμὼθ, καὶ τὴν Αἰνὰν καὶ τὰ περισπόρια αὐτῆς.
[LXX | EL | OT | 1 Chronicles | Chapter 6 | Verse 59] Καὶ ἐκ φυλῆς Ἀσὴρ τὴν Μαασὰλ καὶ τὰ περισπόρια αὐτῆς, καὶ τὴν Ἀβδὼν καὶ τὰ περισπόρια αὐτῆς,
[LXX | EL | OT | 1 Chronicles | Chapter 6 | Verse 60] καὶ τὴν Ἀκὰκ καὶ τὰ περισπόρια αὐτῆς, καὶ τὴν Ῥοὼβ καὶ τὰ περισπόρια αὐτῆς·
[LXX | EL | OT | 1 Chronicles | Chapter 6 | Verse 61] Καὶ ἀπὸ φυλῆς Νεφθαλὶ τὴν Κέδες ἐν τῇ Γαλιλαίᾳ καὶ τὰ περισπόρια αὐτῆς, καὶ τὴν Χαμὼθ καὶ τὰ περισπόρια αὐτῆς, καὶ τὴν Καριαθαῒμ καὶ τὰ περισπόρια αὐτῆς.
[LXX | EL | OT | 1 Chronicles | Chapter 6 | Verse 62] Τοῖς υἱοῖς Μεραρὶ τοῖς καταλοίποις ἐκ φυλῆς Ζαβουλὼν τὴν Ῥεμμὼν καὶ τὰ περισπόρια αὐτῆς, καὶ τὴν Θαβὼρ καὶ τὰ περισπόρια αὐτῆς,
[LXX | EL | OT | 1 Chronicles | Chapter 6 | Verse 63] ἐκ τοῦ πέραν τοῦ Ἰορδάνου τὴν Ἱεριχὼ κατὰ δυσμὰς τοῦ Ἰορδάνου· ἐκ φυλῆς Ῥουβὴν τὴν Βοσὸρ ἐν τῇ ἐρήμῳ καὶ τὰ περισπόρια αὐτῆς, καὶ τὴν Ἰασὰ καὶ τὰ περισπόρια αὐτῆς,
[LXX | EL | OT | 1 Chronicles | Chapter 6 | Verse 64] καὶ τὴν Καδμὼθ καὶ τὰ περισπόρια αὐτῆς, καὶ τὴν Μαεφλὰ καὶ τὰ περισπόρια αὐτῆς·
[LXX | EL | OT | 1 Chronicles | Chapter 6 | Verse 65] Ἐκ φυλῆς Γὰδ τὴν Ῥαμμὼθ Γαλαὰδ καὶ τὰ περισπόρια αὐτῆς, καὶ τὴν Μααναῒμ καὶ τὰ περισπόρια αὐτῆς,
[LXX | EL | OT | 1 Chronicles | Chapter 6 | Verse 66] καὶ τὴν Ἐσεβὼν καὶ τὰ περισπόρια αὐτῆς, καὶ τὴν Ἰαζὴρ καὶ τὰ περισπόρια αὐτῆς.
