[LXX | EL | OT | 1 Chronicles | Chapter 5 | Verse 1] Καὶ υἱοὶ Ῥουβὴν πρωτοτόκου Ἰσραήλ· ὅτι οὗτος ὁ πρωτότοκος, καὶ ἐν τῷ ἀναβῆναι ἐπὶ τὴν κοίτην τοῦ πατρὸς αὐτοῦ ἔδωκεν εὐλογίαν αὐτοῦ τῷ υἱῷ αὐτοῦ Ἰωσὴφ υἱῷ Ἰσραήλ, καὶ οὐκ ἐγενεαλογήθη εἰς πρωτοτοκεῖα,
[LXX | EL | OT | 1 Chronicles | Chapter 5 | Verse 21] Καὶ ᾐχμαλώτευσαν τὴν ἀποσκευὴν αὐτῶν, καμήλους πεντακισχιλίας, καὶ προβάτων διακοσίας πεντήκοντα χιλιάδας, ὄνους δισχιλίους, καὶ ψυχὰς ἀνδρῶν ἑκατὸν χιλιάδας.
[LXX | EL | OT | 1 Chronicles | Chapter 5 | Verse 22] Ὅτι τραυματίαι πολλοὶ ἔπεσον, ὅτι παρὰ τοῦ Θεοῦ ὁ πόλεμος· καὶ κατῴκησαν ἀντʼ αὐτῶν ἕως μετοικεσίας.
[LXX | EL | OT | 1 Chronicles | Chapter 5 | Verse 23] Καὶ οἱ ἡμίσεις φυλῆς Μανασσῆ κατῴκησαν ἀπὸ Βασὰν ἕως Βαὰλ, Ἐρμὼν, καὶ Σανὶρ, καὶ ὄρος Ἀερμών· καὶ ἐν τῷ Λιβάνῳ αὐτοὶ ἐπλεονάσθησαν.
[LXX | EL | OT | 1 Chronicles | Chapter 5 | Verse 24] Καὶ οὗτοι ἀρχηγοὶ οἴκου πατριῶν αὐτῶν· Ὀφὲρ, καὶ Σεῒ, καὶ Ἐλιὴλ, καὶ Ἱερεμία, καὶ Ὠδουΐα, καὶ Ἰεδιήλ· ἄνδρες ἰσχυροὶ δυνάμει, ἄνδρες ὀνομαστοὶ, ἄρχοντες τῶν οἴκων πατριῶν αὐτῶν.
[LXX | EL | OT | 1 Chronicles | Chapter 5 | Verse 25] Καὶ ἠθέτησαν ἐν Θεῷ πατέρων αὐτῶν, καὶ ἐπόρνευσαν ὀπίσω θεῶν τῶν λαῶν τῆς γῆς, οὓς ἐξῇρεν ὁ Θεὸς ἀπὸ προσώπου αὐτῶν.
[LXX | EL | OT | 1 Chronicles | Chapter 5 | Verse 26] Καὶ ἐπήγειρεν ὁ Θεὸς Ἰσραὴλ τὸ πνεῦμα Φαλὼχ βασιλέως Ἀσσοὺρ, καὶ τὸ πνεῦμα Θαγλαφαλλασὰρ βασιλέως Ἀσσοὺρ, καὶ μετῴκισε τὸν Ῥουβὴν, καὶ τὸν Γαδδὶ, καὶ τὸ ἥμισυ φυλῆς Μανασσῆ, καὶ ἤγαγεν αὐτοὺς εἰς Χαὰχ, καὶ Χαβὼρ, καὶ ἐπὶ ποταμὸν Γωζὰν ἕως τῆς ἡμέρας ταύτης.
[LXX | EL | OT | 1 Chronicles | Chapter 5 | Verse 27] Υἱοὶ Λευὶ, Γεδσὼν, Καὰθ, καὶ Μεραρί.
[LXX | EL | OT | 1 Chronicles | Chapter 5 | Verse 28] Καὶ υἱοὶ Καὰθ, Ἄμβραμ, καὶ Ἰσσαὰρ, Χεβρὼν, καὶ Ὀζιήλ.
[LXX | EL | OT | 1 Chronicles | Chapter 5 | Verse 29] Καὶ υἱοὶ Ἄμβραμ, Ἀαρὼν, καὶ Μωυσῆς, καὶ Μαριάμ· καὶ υἱοὶ Ἀαρών, Ναδὰβ, καὶ Ἀβιοὺδ, Ἐλεάζαρ, καὶ Ἰθάμαρ.
[LXX | EL | OT | 1 Chronicles | Chapter 5 | Verse 30] Ἐλεάζαρ ἐγέννησε τὸν Φινεὲς, Φινεὲς ἐγέννησε τὸν Αβισοὺ,
[LXX | EL | OT | 1 Chronicles | Chapter 5 | Verse 31] Αβισοὺ ἐγέννησεν τὸν Βοκκὶ, καὶ Βοκκὶ ἐγέννησε τὸν Ὀζὶ,
[LXX | EL | OT | 1 Chronicles | Chapter 5 | Verse 32] Ὀζὶ ἐγέννησε τὸν Ζαραία, Ζαραία ἐγέννησε τὸν Μαριὴλ,
[LXX | EL | OT | 1 Chronicles | Chapter 5 | Verse 33] καὶ Μαριὴλ ἐγέννησε τὸν Ἀμαρία, καὶ Ἀμαρία ἐγέννησε τὸν Ἀχιτὼβ,
[LXX | EL | OT | 1 Chronicles | Chapter 5 | Verse 34] καὶ Ἀχιτὼβ ἐγέννησε τὸν Σαδὼκ, καὶ Σαδὼκ ἐγέννησε τὸν Ἀχιμάας,
[LXX | EL | OT | 1 Chronicles | Chapter 5 | Verse 35] καὶ Ἀχιμάας ἐγέννησε τὸν Ἀζαρίαν, καὶ Ἀζαρίας ἐγέννησε τὸν Ἰωανὰν,
[LXX | EL | OT | 1 Chronicles | Chapter 5 | Verse 36] καὶ Ἰωανὰν ἐγέννησε τὸν Ἀζαρίαν, οὗτος ἱεράτευσεν ἐν τῷ οἴκῳ ᾧ ᾠκοδόμησε Σαλωμὼν ἐν Ἱερουσαλήμ.
[LXX | EL | OT | 1 Chronicles | Chapter 5 | Verse 37] Καὶ ἐγέννησεν Ἀζαρίας τὸν Ἀμαρία, καὶ Ἀμαρία ἐγέννησε τὸν Ἀχιτὼβ,
[LXX | EL | OT | 1 Chronicles | Chapter 5 | Verse 38] καὶ Ἀχιτὼβ ἐγέννησε τὸν Σαδὼκ, καὶ Σαδὼκ ἐγέννησε τὸν Σαλὼμ,
[LXX | EL | OT | 1 Chronicles | Chapter 5 | Verse 39] καὶ Σαλὼμ ἐγέννησε τὸν Χελκίαν, καὶ Χελκίας ἐγέννησε τὸν Ἀζαρίαν,
[LXX | EL | OT | 1 Chronicles | Chapter 5 | Verse 40] καὶ Ἀζαρίας ἐγέννησε τὸν Σαραία, καὶ Σαραίας ἐγέννησε τὸν Ἰωσαδάκ.
[LXX | EL | OT | 1 Chronicles | Chapter 5 | Verse 41] Καὶ Ἰωσαδὰκ ἐπορεύθη ἐν τῇ μετοικίᾳ μετὰ Ἰούδα καὶ Ἱερουσαλὴμ ἐν χειρὶ Ναβουχοδονόσορ.
