[LXX | EL | OT | 1 Chronicles | Chapter 11 | Verse 1] Καὶ ἦλθε πᾶς Ἰσραὴλ πρὸς Δαυὶδ ἐν Χεβρὼν, λέγοντες, ἰδοὺ ὀστᾶ σου καὶ σάρκες σου ἡμεῖς,
[LXX | EL | OT | 1 Chronicles | Chapter 11 | Verse 14] Καὶ ἔστη ἐν μέσῳ τῆς μερίδος, καὶ ἔσωσεν αὐτὴν, καὶ ἐπάταξε τοὺς ἀλλοφύλους, καὶ ἐποίησε Κύριος σωτηρίαν μεγάλην.
[LXX | EL | OT | 1 Chronicles | Chapter 11 | Verse 15] Καὶ κατέβησαν τρεῖς ἐκ τῶν τριάκοντα ἀρχόντων εἰς τὴν πέτραν πρὸς Δαυὶδ εἰς τὸ σπήλαιον Ὀδολλὰμ, καὶ παρεμβολὴ τῶν ἀλλοφύλων ἐν τῇ κοιλάδι τῶν γιγάντων.
[LXX | EL | OT | 1 Chronicles | Chapter 11 | Verse 16] Καὶ Δαυὶδ τότε ἐν τῇ περιοχῇ, καὶ τὸ σύστημα τῶν ἀλλοφύλων τότε ἐν Βηθλεέμ.
[LXX | EL | OT | 1 Chronicles | Chapter 11 | Verse 17] Καὶ ἐπεθύμησε Δαυὶδ, καὶ εἶπε, τίς ποτιεῖ με ὕδωρ ἐκ τοῦ λάκκου Βηθλεὲμ τοῦ ἐν τῇ πύλῃ;
[LXX | EL | OT | 1 Chronicles | Chapter 11 | Verse 18] Καὶ διέῤῥηξαν οἱ τρεῖς τὴν παρεμβολὴν τῶν ἀλλοφύλων· καὶ ὑδρεύσαντο ὕδωρ ἐκ τοῦ λάκκου τοῦ ἐν Βηθλεὲμ, ὃς ἦν ἐν τῇ πύλῃ, καὶ ἔλαβον καὶ ἤλθον πρὸς Δαυίδ· καὶ οὐκ ἠθέλησε Δαυὶδ τοῦ πιεῖν αὐτὸ, καὶ ἔσπεισεν αὐτὸ τῷ Κυρίῳ,
[LXX | EL | OT | 1 Chronicles | Chapter 11 | Verse 19] καὶ εἶπεν, ἵλεώς μοι ὁ θεὸς τοῦ ποιῆσαι τὸ ῥῆμα τοῦτο· εἰ αἷμα ἀνδρῶν τούτων πίομαι ἐν ψυχαῖς αὐτῶν; ὅτι ἐν ψυχαῖς αὐτῶν ἤνεγκαν· καὶ οὐκ ἐβούλετο πιεῖν αὐτό· ταῦτα ἐποίησαν οἱ τρεῖς δυνατοί.
[LXX | EL | OT | 1 Chronicles | Chapter 11 | Verse 20] Καὶ Ἀβισὰ ἀδελφὸς Ἰωὰβ, οὗτος ἦν ἄρχων τῶν τριῶν· οὗτος ἐσπάσατο τὴν ῥομφαίαν αὐτοῦ ἐπὶ τριακοσίους τραυματίας ἐν καιρῷ ἑνὶ, καὶ οὗτος ἦν ὀνομαστὸς ἐν τοῖς τρισίν.
[LXX | EL | OT | 1 Chronicles | Chapter 11 | Verse 21] Ἀπὸ τῶν τριῶν ὑπὲρ τοὺς δύο ἔνδοξος, καὶ ἦν αὐτοῖς εἰς ἄρχοντα, καὶ ἕως τῶν τριῶν οὐκ ἤρχετο.
[LXX | EL | OT | 1 Chronicles | Chapter 11 | Verse 22] Καὶ Βαναία υἱὸς Ἰωδαὲ υἱὸς ἄνδρος δυνατοῦ, πολλὰ ἔργα αὐτοῦ ὑπὲρ Καβασαήλ· οὗτος ἐπάταξε τοὺς δύο ἀριὴλ Μωὰβ, καὶ οὗτος κατέβη καὶ ἐπάταξε τὸν λέοντα ἐν τῷ λάκκῳ ἐν ἡμέρᾳ χιόνος.
[LXX | EL | OT | 1 Chronicles | Chapter 11 | Verse 23] Καὶ οὗτος ἐπάταξε τὸν ἄνδρα τὸν Αἰγύπτιον, ἄνδρα ὁρατὸν πεντάπηχυν, καὶ ἐν χειρὶ τοῦ Αἰγυπτίου δόρυ ὡς ἀντίον ὑφαινόντων· καὶ κατέβη ἐπʼ αὐτὸν Βαναία ἐν ῥάβδῳ, καὶ ἀφείλατο ἐκ τῆς χειρὸς τοῦ Αἰγυπτίου τὸ δόρυ, καὶ ἀπέκτεινεν αὐτὸν ἐν τῷ δόρατι αὐτοῦ.
[LXX | EL | OT | 1 Chronicles | Chapter 11 | Verse 24] Ταῦτα ἐποίησε Βαναία υἱὸς Ἰωδαὲ, καὶ τούτῳ ὄνομα ἐν τοῖς τρισὶ τοῖς δυνατοῖς. Ὑπὲρ τοὺς τριάκοντα ἦν ἔνδοξος οὗτος, καὶ πρὸς τοὺς τρεῖς οὐκ ἤρχετο· καὶ κατέστησεν αὐτὸν Δαυὶδ ἐπὶ τὴν πατριὰν αὐτοῦ.
[LXX | EL | OT | 1 Chronicles | Chapter 11 | Verse 25] Ὑπὲρ τοὺς τριάκοντα ἦν ἔνδοξος οὗτος, καὶ πρὸς τοὺς τρεῖς οὐκ ἤρχετο· καὶ κατέστησεν αὐτὸν Δαυεὶδ ἐπὶ τὴν πατριὰν αὐτοῦ.
[LXX | EL | OT | 1 Chronicles | Chapter 11 | Verse 26] Καὶ δυνατοὶ τῶν δυνάμεων, Ἀσαὴλ ἀδελφὸς Ἰωὰβ, Ἐλεανὰν υἱὸς Δωδωὲ ἐκ Βηθλεὲμ,
[LXX | EL | OT | 1 Chronicles | Chapter 11 | Verse 27] Σαμαὼθ ὁ ʼΑρωρὶ, Χελλὴς ὁ Φελωνὶ,
[LXX | EL | OT | 1 Chronicles | Chapter 11 | Verse 28] Ὠρὰ υἱὸς Ἐκκὶς ὁ Θεκωί, Ἀβιέζερ ὁ Ἀναθωθὶ,
[LXX | EL | OT | 1 Chronicles | Chapter 11 | Verse 29] Σοβοχαὶ ὁ Οὐσαθὶ, Ἠλὶ ὁ Ἀχωνὶ,
[LXX | EL | OT | 1 Chronicles | Chapter 11 | Verse 30] Μαραῒ ὁ Νετωφαθὶ, Χθαὸδ υἱὸς Νοοζὰ ὁ Νετωφαθὶ,
[LXX | EL | OT | 1 Chronicles | Chapter 11 | Verse 31] Αἰρεὶ υἱὸς Ῥεβιὲ ἐκ βουνοῦ Βενιαμὶν, Βαναίας ὁ Φαραθωνὶ,
[LXX | EL | OT | 1 Chronicles | Chapter 11 | Verse 32] Οὐρὶ ἐκ Ναχαλὶ Γάας, Ἀβιὴλ ὁ Γαραβαιθὶ,
[LXX | EL | OT | 1 Chronicles | Chapter 11 | Verse 33] Ἀζβὼν ὁ Βαρμὶ, Ἐλιαβὰ ὁ Σαλαβωνὶ,
[LXX | EL | OT | 1 Chronicles | Chapter 11 | Verse 34] υἱὸς Ἀσὰμ τοῦ Γιζωνίτου, Ἰωνάθαν υἱὸς Σωλὰ ὁ Ἀραρὶ,
[LXX | EL | OT | 1 Chronicles | Chapter 11 | Verse 35] Ἀχὶμ υἱὸς Ἀχὰρ ὁ ʼΑραρὶ, Ἐλφὰτ υἱὸς Θυροφὰρ
[LXX | EL | OT | 1 Chronicles | Chapter 11 | Verse 36] ὁ Μεχωραθρὶ, Ἀχία ὁ Φελλωνὶ,
[LXX | EL | OT | 1 Chronicles | Chapter 11 | Verse 37] ʼΗσερὲ ὁ Χαρμαδαῒ, Νααραὶ υἱὸς Ἀζοβαὶ,
[LXX | EL | OT | 1 Chronicles | Chapter 11 | Verse 38] Ἰωὴλ υἱὸς Νάθαν, Μεβαὰλ υἱὸς ʼΑγαρὶ,
[LXX | EL | OT | 1 Chronicles | Chapter 11 | Verse 39] Σελὴ ὁ Ἀμμωνὶ, Ναχὼρ ὁ Βηρωθὶ, αἴρων σκεύη υἱῷ Σαρουία,
[LXX | EL | OT | 1 Chronicles | Chapter 11 | Verse 40] Ἰρὰ ὁ Ἰεθρὶ, Γαβὴρ ὁ Ἰεθρὶ,
[LXX | EL | OT | 1 Chronicles | Chapter 11 | Verse 41] Οὐρία ὁ Χεττὶ, Ζαβὲτ υἱὸς Ἀχαϊὰ,
[LXX | EL | OT | 1 Chronicles | Chapter 11 | Verse 42] Ἀδινὰ υἱὸς Σαιζὰ τοῦ Ῥουβὴν ἄρχων, καὶ ἐπʼ αὐτῷ τριάκοντα,
[LXX | EL | OT | 1 Chronicles | Chapter 11 | Verse 43] ʼΑνὰν υἱὸς Μοωχὰ, καὶ Ἰωσαφὰτ ὁ Ματθανί,
[LXX | EL | OT | 1 Chronicles | Chapter 11 | Verse 44] Ὀζία ὁ Ἀσταρωθὶ, Σαμαθὰ καὶ Ἰεϊὴλ υἱοὶ Χωθὰν τοῦ Ἀραρὶ,
[LXX | EL | OT | 1 Chronicles | Chapter 11 | Verse 45] Ἰεδιὴλ υἱὸς Σαμερὶ, καὶ Ἰωζαὲ ὁ ἀδελφὸς αὐτοῦ ὁ Θωσαῒ,
[LXX | EL | OT | 1 Chronicles | Chapter 11 | Verse 46] Ἐλιὴλ ὁ Μαωὶ, καὶ Ἰαριβὶ, καὶ Ἰωσία υἱὸς αὐτοῦ, Ἐλλαὰμ, καὶ Ἰεθαμὰ ὁ Μωαβίτης,
[LXX | EL | OT | 1 Chronicles | Chapter 11 | Verse 47] Δαλιὴλ, καὶ Ὠβὴθ, καὶ Ἰεσσειὴλ ὁ Μεσωβία.
