[IRV | PA | NT | Luke | Chapter 15 | Verse 1] ਬਹੁਤ ਸਾਰੇ ਚੂੰਗੀ ਲੈਣ ਵਾਲੇ ਅਤੇ ਪਾਪੀ, ਯਿਸੂ ਦੀ ਸੁਣਨ ਲਈ ਉਸ ਦੇ ਕੋਲ ਆਉਂਦੇ ਸਨ।
[IRV | PA | NT | Luke | Chapter 15 | Verse 12] ਅਤੇ ਉਨ੍ਹਾਂ ਵਿੱਚੋਂ ਛੋਟੇ ਨੇ ਪਿਤਾ ਨੂੰ ਆਖਿਆ, ਪਿਤਾ ਜੀ ਜਾਇਦਾਦ ਦਾ ਜੋ ਮੇਰਾ ਹਿੱਸਾ ਬਣਦਾ ਹੈ ਸੋ ਮੈਨੂੰ ਦੇ ਦਿਓ। ਤਾਂ ਉਸ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਜਾਇਦਾਦ ਵੰਡ ਦਿੱਤੀ।
[IRV | PA | NT | Luke | Chapter 15 | Verse 13] ਕੁਝ ਦਿਨਾਂ ਬਾਅਦ ਛੋਟਾ ਪੁੱਤਰ ਸੱਭੋ ਕੁਝ ਇਕੱਠਾ ਕਰ ਕੇ ਦੂਰ ਦੇਸ ਨੂੰ ਚੱਲਿਆ ਗਿਆ ਅਤੇ ਉੱਥੇ ਆਪਣਾ ਸਾਰਾ ਧਨ ਬੁਰੇ ਕੰਮਾਂ ਵਿੱਚ ਉਡਾ ਦਿੱਤਾ।
[IRV | PA | NT | Luke | Chapter 15 | Verse 14] ਜਦ ਉਹ ਸਭ ਖ਼ਰਚ ਕਰ ਚੁੱਕਿਆ ਤਾਂ ਉਸ ਦੇਸ ਵਿੱਚ ਵੱਡਾ ਕਾਲ ਪੈ ਗਿਆ ਅਤੇ ਉਹ ਮੁਹਤਾਜ ਹੋਣ ਲੱਗਾ।
[IRV | PA | NT | Luke | Chapter 15 | Verse 15] ਤਦ ਉਹ ਉਸ ਦੇਸ ਦੇ ਕਿਸੇ ਵਸਨੀਕ ਦੇ ਕੋਲ ਚਲਾ ਗਿਆ ਅਤੇ ਉਸ ਨੇ ਉਹ ਨੂੰ ਆਪਣੇ ਖੇਤਾਂ ਵਿੱਚ ਸੂਰਾਂ ਨੂੰ ਚਾਰਨ ਲਈ ਭੇਜਿਆ।
[IRV | PA | NT | Luke | Chapter 15 | Verse 16] ਅਤੇ ਉਹ ਉਨ੍ਹਾਂ ਛਿੱਲਕਿਆਂ ਨਾਲ ਜੋ ਸੂਰ ਖਾਂਦੇ ਸਨ, ਆਪਣਾ ਪੇਟ ਭਰਨਾ ਚਾਹੁੰਦਾ ਸੀ ਪਰ ਕਿਸੇ ਨੇ ਉਸ ਨੂੰ ਕੁਝ ਨਾ ਦਿੱਤਾ।
[IRV | PA | NT | Luke | Chapter 15 | Verse 17] ਤਦ ਉਸ ਨੇ ਆਪਣੀ ਹੋਸ਼ ਵਿੱਚ ਆ ਕੇ ਕਿਹਾ ਜੋ ਮੇਰੇ ਪਿਤਾ ਦੇ ਕਿੰਨੇ ਹੀ ਨੌਕਰਾਂ ਲਈ ਵਾਧੂ ਭੋਜਨ ਹੈ, ਪਰ ਮੈਂ ਐਥੇ ਭੁੱਖਾ ਮਰਦਾ ਹਾਂ।
[IRV | PA | NT | Luke | Chapter 15 | Verse 18] ਮੈਂ ਆਪਣੇ ਪਿਤਾ ਕੋਲ ਜਾਂਵਾਂਗਾ ਅਤੇ ਉਸ ਨੂੰ ਆਖਾਂਗਾ, ਪਿਤਾ ਜੀ ਮੈਂ ਸਵਰਗ ਦੇ ਵਿਰੁੱਧ ਅਤੇ ਤੁਹਾਡੇ ਅੱਗੇ ਪਾਪ ਕੀਤਾ ਹੈ।
[IRV | PA | NT | Luke | Chapter 15 | Verse 19] ਹੁਣ ਮੈਂ ਇਸ ਲਾਇਕ ਨਹੀਂ ਜੋ ਫੇਰ ਤੁਹਾਡਾ ਪੁੱਤਰ ਸਦਾਵਾਂ। ਮੈਨੂੰ ਆਪਣੇ ਨੌਕਰਾਂ ਵਿੱਚੋਂ ਇੱਕ ਜਿਹਾ ਰੱਖ ਲਓ।
[IRV | PA | NT | Luke | Chapter 15 | Verse 20] ਸੋ ਉਹ ਉੱਠ ਕੇ ਆਪਣੇ ਪਿਤਾ ਕੋਲ ਗਿਆ ਪਰ ਉਹ ਅਜੇ ਦੂਰ ਹੀ ਸੀ ਕਿ ਉਹ ਦੇ ਪਿਤਾ ਨੇ ਉਸ ਨੂੰ ਵੇਖਿਆ ਅਤੇ ਤਰਸ ਨਾਲ ਭਰ ਗਿਆ ਅਤੇ ਦੌੜ ਕੇ ਉਸ ਨੂੰ ਗਲੇ ਲਾ ਲਿਆ ਅਤੇ ਉਸ ਨੂੰ ਚੁੰਮਿਆ।
[IRV | PA | NT | Luke | Chapter 15 | Verse 21] ਅਤੇ ਪੁੱਤਰ ਨੇ ਉਸ ਨੂੰ ਆਖਿਆ, ਪਿਤਾ ਜੀ ਮੈਂ ਸਵਰਗ ਦੇ ਵਿਰੁੱਧ ਅਤੇ ਤੁਹਾਡੇ ਅੱਗੇ ਪਾਪ ਕੀਤਾ ਹੈ। ਹੁਣ ਮੈਂ ਇਸ ਲਾਇਕ ਨਹੀਂ ਜੋ ਫੇਰ ਤੁਹਾਡਾ ਪੁੱਤਰ ਸਦਾਵਾਂ।
[IRV | PA | NT | Luke | Chapter 15 | Verse 22] ਪਰ ਪਿਤਾ ਨੇ ਆਪਣੇ ਨੌਕਰਾਂ ਨੂੰ ਕਿਹਾ ਕਿ ਛੇਤੀ ਨਾਲ ਸਭ ਤੋਂ ਚੰਗੇ ਬਸਤਰ ਕੱਢ ਕੇ ਇਸ ਨੂੰ ਪਹਿਨਾਓ ਅਤੇ ਇਸ ਦੇ ਹੱਥ ਵਿੱਚ ਅੰਗੂਠੀ ਅਤੇ ਪੈਰੀਂ ਜੁੱਤੀ ਪਾਓ।
[IRV | PA | NT | Luke | Chapter 15 | Verse 23] ਅਤੇ ਪਲਿਆ ਹੋਇਆ ਵੱਛਾ ਲਿਆ ਕੇ ਦਾਵਤ ਤਿਆਰ ਕਰੋ ਤਾਂ ਜੋ ਅਸੀਂ ਖੁਸ਼ੀ ਮਨਾਈਏ।
[IRV | PA | NT | Luke | Chapter 15 | Verse 24] ਕਿਉਂ ਜੋ ਮੇਰਾ ਇਹ ਪੁੱਤਰ ਮਰ ਗਿਆ ਸੀ ਅਤੇ ਫਿਰ ਜੀ ਪਿਆ ਹੈ, ਗੁਆਚ ਗਿਆ ਸੀ ਅਤੇ ਫਿਰ ਲੱਭ ਪਿਆ ਹੈ। ਸੋ ਉਹ ਖੁਸ਼ੀ ਕਰਨ ਲੱਗੇ।
[IRV | PA | NT | Luke | Chapter 15 | Verse 25] ਪਰ ਉਸ ਦਾ ਵੱਡਾ ਪੁੱਤਰ ਖੇਤ ਵਿੱਚ ਸੀ ਅਤੇ ਜਦ ਉਹ ਵਾਪਸ ਆਣ ਕੇ ਘਰ ਦੇ ਨੇੜੇ ਪੁੱਜਿਆ ਤਾਂ ਗਾਉਣ ਵਜਾਉਣ ਅਤੇ ਨੱਚਣ ਦੀ ਅਵਾਜ਼ ਸੁਣੀ।
[IRV | PA | NT | Luke | Chapter 15 | Verse 26] ਤਦ ਇੱਕ ਨੌਕਰ ਨੂੰ ਆਪਣੇ ਕੋਲ ਬੁਲਾ ਕੇ ਪੁੱਛਿਆ ਜੋ ਇਹ ਕੀ ਹੋ ਰਿਹਾ ਹੈ?
[IRV | PA | NT | Luke | Chapter 15 | Verse 27] ਨੌਕਰ ਨੇ ਉਸ ਨੂੰ ਦੱਸਿਆ, ਤੁਹਾਡਾ ਭਰਾ ਆਇਆ ਹੈ ਅਤੇ ਤੁਹਾਡੇ ਪਿਤਾ ਨੇ ਪਲਿਆ ਹੋਇਆ ਵੱਛਾ ਕੱਟਿਆ ਹੈ, ਇਸ ਲਈ ਜੋ ਉਸ ਨੂੰ ਭਲਾ ਚੰਗਾ ਪਾਇਆ।
[IRV | PA | NT | Luke | Chapter 15 | Verse 28] ਇਹ ਸੁਣ ਕੇ ਉਹ ਗੁੱਸੇ ਹੋਇਆ ਅਤੇ ਅੰਦਰ ਜਾਣ ਨੂੰ ਉਸ ਦਾ ਮਨ ਨਾ ਕੀਤਾ। ਸੋ ਉਸ ਦਾ ਪਿਤਾ ਬਾਹਰ ਆ ਕੇ ਉਸ ਨੂੰ ਮਨਾਉਣ ਲੱਗਾ।
[IRV | PA | NT | Luke | Chapter 15 | Verse 29] ਪਰ ਪੁੱਤਰ ਨੇ ਆਪਣੇ ਪਿਤਾ ਨੂੰ ਉੱਤਰ ਦਿੱਤਾ, ਵੇਖ ਮੈਂ ਐਨੇ ਸਾਲਾਂ ਤੋਂ ਤੁਹਾਡੀ ਸੇਵਾ ਕਰਦਾ ਆ ਰਿਹਾ ਹਾਂ ਅਤੇ ਕਦੇ ਤੁਹਾਡਾ ਹੁਕਮ ਨਹੀਂ ਮੋੜਿਆ ਪਰ ਤੁਸੀਂ ਮੈਨੂੰ ਕਦੇ ਇੱਕ ਬੱਕਰੀ ਦਾ ਬੱਚਾ ਵੀ ਨਾ ਦਿੱਤਾ ਜੋ ਮੈਂ ਆਪਣੇ ਮਿੱਤਰਾਂ ਨਾਲ ਖੁਸ਼ੀ ਕਰਾਂ।
[IRV | PA | NT | Luke | Chapter 15 | Verse 30] ਪਰ ਜਦ ਤੁਹਾਡਾ ਇਹ ਪੁੱਤਰ ਆਇਆ ਜਿਸ ਨੇ ਤੁਹਾਡੀ ਸਾਰੀ ਪੂੰਜੀ ਵੇਸਵਾਂਵਾ ਉੱਤੇ ਉਡਾ ਦਿੱਤੀ ਤਾਂ ਤੁਸੀਂ ਉਸ ਦੇ ਲਈ ਪਲਿਆ ਹੋਇਆ ਵੱਛਾ ਕੱਟਿਆ।
[IRV | PA | NT | Luke | Chapter 15 | Verse 31] ਪਰ ਪਿਤਾ ਉਸ ਨੂੰ ਆਖਿਆ, ਬੇਟਾ ਤੂੰ ਸਦਾ ਮੇਰੇ ਨਾਲ ਹੈਂ ਅਤੇ ਮੇਰਾ ਸਭ ਕੁਝ ਤੇਰਾ ਹੀ ਹੈ।
[IRV | PA | NT | Luke | Chapter 15 | Verse 32] ਪਰ ਖੁਸ਼ੀ ਕਰਨੀ ਅਤੇ ਅਨੰਦ ਹੋਣਾ ਚਾਹੀਦਾ ਸੀ ਕਿਉਂਕਿ ਤੇਰਾ ਇਹ ਭਰਾ ਜੋ ਮਰ ਗਿਆ ਸੀ ਅਤੇ ਫੇਰ ਜੀ ਪਿਆ ਹੈ ਅਤੇ ਗੁਆਚ ਗਿਆ ਸੀ ਅਤੇ ਹੁਣ ਲੱਭ ਪਿਆ ਹੈ।
