[IRV | PA | NT | Luke | Chapter 1 | Verse 1] ਇਸ ਲਈ ਬਹੁਤਿਆਂ ਲੋਕਾਂ ਨੇ, ਉਨ੍ਹਾਂ ਗੱਲਾਂ ਦਾ ਇਤਹਾਸ ਲਿਖਣ ਦਾ ਫੈਸਲਾ ਕੀਤਾ ਜੋ ਸਾਡੇ ਵਿੱਚ ਪੂਰੀਆਂ ਹੋਈਆਂ ਹਨ।
[IRV | PA | NT | Luke | Chapter 1 | Verse 21] ਅਤੇ ਲੋਕ ਜ਼ਕਰਯਾਹ ਦੀ ਉਡੀਕ ਕਰ ਰਹੇ ਸਨ ਅਤੇ ਹੈਕਲ ਭਵਨ ਵਿੱਚ ਉਸ ਦੇ ਵੱਧ ਸਮਾਂ ਲਾਉਣ ਕਰਕੇ ਹੈਰਾਨ ਹੁੰਦੇ ਸਨ।
[IRV | PA | NT | Luke | Chapter 1 | Verse 22] ਪਰ ਜਦ ਉਹ ਬਾਹਰ ਆਇਆ ਤਾਂ ਉਨ੍ਹਾਂ ਨਾਲ ਬੋਲ ਨਾ ਸਕਿਆ ਅਤੇ ਉਨ੍ਹਾਂ ਜਾਣਿਆ ਜੋ ਉਸ ਨੇ ਹੈਕਲ ਵਿੱਚ ਕੋਈ ਦਰਸ਼ਣ ਵੇਖਿਆ ਹੈ ਅਤੇ ਉਹ ਉਨ੍ਹਾਂ ਨੂੰ ਇਸ਼ਾਰਿਆ ਨਾਲ ਦੱਸਦਾ ਸੀ ਅਤੇ ਗੂੰਗਾ ਹੋ ਗਿਆ।
[IRV | PA | NT | Luke | Chapter 1 | Verse 23] ਤਾਂ ਇਹ ਹੋਇਆ ਕਿ ਭਵਨ ਵਿੱਚ ਆਪਣੀ ਸੇਵਾ ਦੇ ਦਿਨ ਪੂਰੇ ਕਰਕੇ ਉਹ ਆਪਣੇ ਘਰ ਵਾਪਸ ਚੱਲਿਆ ਗਿਆ।
[IRV | PA | NT | Luke | Chapter 1 | Verse 24] ਫਿਰ ਉਨ੍ਹਾਂ ਦਿਨਾਂ ਪਿੱਛੋਂ ਉਸ ਦੀ ਪਤਨੀ ਇਲੀਸਬਤ ਗਰਭਵਤੀ ਹੋਈ ਅਤੇ ਪੰਜ ਮਹੀਨਿਆਂ ਤੱਕ ਆਪਣੇ ਆਪ ਨੂੰ ਇਹ ਕਹਿ ਕੇ ਛੁਪਾਇਆ,
[IRV | PA | NT | Luke | Chapter 1 | Verse 25] “ਕਿ ਪ੍ਰਭੂ ਨੇ ਇਹਨਾਂ ਦਿਨਾਂ ਵਿੱਚ ਮੇਰੇ ਉੱਤੇ ਨਿਗਾਹ ਕੀਤੀ ਅਤੇ ਮੇਰੇ ਨਾਲ ਇਹ ਕੀਤਾ ਹੈ ਜੋ ਲੋਕਾਂ ਵਿੱਚੋਂ ਮੇਰੀ ਸ਼ਰਮਿੰਦਗੀ ਨੂੰ ਖ਼ਤਮ ਕਰ ਦੇਵੇ।”
[IRV | PA | NT | Luke | Chapter 1 | Verse 26] ਛੇਵੇਂ ਮਹੀਨੇ ਪਰਮੇਸ਼ੁਰ ਨੇ ਜਿਬਰਾਏਲ ਦੂਤ ਨੂੰ ਨਾਸਰਤ ਨਾਮ ਦੇ ਗਲੀਲ ਦੇ ਇੱਕ ਨਗਰ ਵਿੱਚ
[IRV | PA | NT | Luke | Chapter 1 | Verse 27] ਇੱਕ ਕੁਆਰੀ ਦੇ ਕੋਲ ਭੇਜਿਆ ਜਿਸ ਦੀ ਮੰਗਣੀ ਦਾਊਦ ਦੇ ਵੰਸ਼ ਦੇ ਯੂਸਫ਼ ਨਾਲ ਹੋਈ ਸੀ, ਉਸ ਕੁਆਰੀ ਦਾ ਨਾਮ ਮਰਿਯਮ ਸੀ।
[IRV | PA | NT | Luke | Chapter 1 | Verse 28] ਅਤੇ ਸਵਰਗ ਦੂਤ ਨੇ ਉਸ ਦੇ ਕੋਲ ਅੰਦਰ ਆ ਕੇ ਆਖਿਆ, ਅਨੰਦ ਅਤੇ ਜੈ ਤੇਰੀ ਹੋਵੇ, ਜਿਸ ਉੱਤੇ ਕਿਰਪਾ ਹੋਈ! ਪ੍ਰਭੂ ਤੇਰੇ ਨਾਲ ਹੈ।
[IRV | PA | NT | Luke | Chapter 1 | Verse 29] ਪਰ ਉਹ ਇਸ ਬਚਨ ਤੋਂ ਬਹੁਤ ਘਬਰਾਈ ਅਤੇ ਸੋਚਣ ਲੱਗੀ ਜੋ ਇਹ ਕਿਹੋ ਜਿਹੀ ਵਧਾਈ ਹੈ?
[IRV | PA | NT | Luke | Chapter 1 | Verse 30] ਦੂਤ ਨੇ ਉਸ ਨੂੰ ਆਖਿਆ, ਹੇ ਮਰਿਯਮ ਨਾ ਡਰ, ਕਿਉਂ ਜੋ ਤੇਰੇ ਉੱਤੇ ਪਰਮੇਸ਼ੁਰ ਦੀ ਕਿਰਪਾ ਹੋਈ
[IRV | PA | NT | Luke | Chapter 1 | Verse 31] ਅਤੇ ਵੇਖ ਤੂੰ ਗਰਭਵਤੀ ਹੋਵੇਂਗੀ, ਇੱਕ ਪੁੱਤਰ ਨੂੰ ਜਨਮ ਦੇਵੇਂਗੀ ਅਤੇ ਤੂੰ ਉਸ ਦਾ ਨਾਮ ਯਿਸੂ ਰੱਖੀ।
[IRV | PA | NT | Luke | Chapter 1 | Verse 32] ਉਹ ਮਹਾਨ ਹੋਵੇਗਾ, ਅੱਤ ਮਹਾਨ ਦਾ ਪੁੱਤਰ ਕਹਾਵੇਗਾ ਅਤੇ ਪ੍ਰਭੂ ਪਰਮੇਸ਼ੁਰ ਉਸ ਦੇ ਪਿਤਾ ਦਾਊਦ ਦਾ ਸਿੰਘਾਸਣ ਉਸ ਨੂੰ ਦੇਵੇਗਾ।
[IRV | PA | NT | Luke | Chapter 1 | Verse 33] ਉਹ ਸਦੀਪਕ ਕਾਲ ਤੱਕ ਯਾਕੂਬ ਦੇ ਘਰਾਣੇ ਉੱਤੇ ਰਾਜ ਕਰੇਗਾ ਅਤੇ ਉਸ ਦੇ ਰਾਜ ਦਾ ਅੰਤ ਨਾ ਹੋਵੇਗਾ।
[IRV | PA | NT | Luke | Chapter 1 | Verse 34] ਤਦ ਮਰਿਯਮ ਨੇ ਦੂਤ ਨੂੰ ਆਖਿਆ, ਇਹ ਕਿਵੇਂ ਹੋਵੇਗਾ ਜਦ ਕਿ ਮੈਂ ਪੁਰਸ਼ ਨੂੰ ਜਾਣਦੀ ਹੀ ਨਹੀਂ।
[IRV | PA | NT | Luke | Chapter 1 | Verse 35] ਦੂਤ ਨੇ ਉਸ ਨੂੰ ਉੱਤਰ ਦਿੱਤਾ ਕਿ ਪਵਿੱਤਰ ਆਤਮਾ ਤੇਰੇ ਉੱਪਰ ਆਵੇਗਾ ਅਤੇ ਅੱਤ ਮਹਾਨ ਦੀ ਸਮਰੱਥਾ ਤੇਰੇ ਉੱਤੇ ਛਾਇਆ ਕਰੇਗੀ, ਇਸ ਕਰਕੇ ਜਿਹੜਾ ਜਨਮ ਲਵੇਗਾ ਉਹ ਪਵਿੱਤਰ ਅਤੇ ਪਰਮੇਸ਼ੁਰ ਦਾ ਪੁੱਤਰ ਕਹਾਵੇਗਾ।
[IRV | PA | NT | Luke | Chapter 1 | Verse 36] ਅਤੇ ਵੇਖ ਤੇਰੀ ਰਿਸ਼ਤੇਦਾਰ ਇਲੀਸਬਤ, ਜਿਹੜੀ ਬਾਂਝ ਕਹਾਉਂਦੀ ਸੀ, ਉਸ ਦੇ ਵੀ ਬੁਢਾਪੇ ਵਿੱਚ ਪੁੱਤਰ ਹੋਣ ਵਾਲਾ ਹੈ ਉਸ ਦਾ ਇਹ ਛੇਵਾਂ ਮਹੀਨਾ ਹੈ।
[IRV | PA | NT | Luke | Chapter 1 | Verse 37] ਕਿਉਂਕਿ ਕੋਈ ਬਚਨ ਪਰਮੇਸ਼ੁਰ ਦੀ ਵੱਲੋਂ ਸ਼ਕਤੀਹੀਣ ਨਾ ਹੋਵੇਗਾ।
[IRV | PA | NT | Luke | Chapter 1 | Verse 38] ਤਾਂ ਮਰਿਯਮ ਨੇ ਕਿਹਾ, ਵੇਖ ਮੈਂ ਪ੍ਰਭੂ ਦੀ ਦਾਸੀ ਹਾਂ, ਮੇਰੇ ਨਾਲ ਤੇਰੀ ਗੱਲ ਦੇ ਅਨੁਸਾਰ ਹੋਵੇ। ਤਦ ਦੂਤ ਉਸ ਦੇ ਕੋਲੋਂ ਚੱਲਿਆ ਗਿਆ।
[IRV | PA | NT | Luke | Chapter 1 | Verse 39] ਉਨ੍ਹੀਂ ਦਿਨੀਂ ਮਰਿਯਮ ਛੇਤੀ ਨਾਲ ਉੱਠ ਕੇ ਪਹਾੜੀ ਦੇਸ ਵਿੱਚ ਯਹੂਦਾਹ ਦੇ ਇੱਕ ਨਗਰ ਨੂੰ ਗਈ।
[IRV | PA | NT | Luke | Chapter 1 | Verse 40] ਅਤੇ ਜ਼ਕਰਯਾਹ ਦੇ ਘਰ ਵਿੱਚ ਜਾ ਕੇ ਇਲੀਸਬਤ ਨੂੰ ਨਮਸਕਾਰ ਕੀਤਾ।
[IRV | PA | NT | Luke | Chapter 1 | Verse 41] ਤਾਂ ਇਸ ਤਰ੍ਹਾਂ ਹੋਇਆ, ਕਿ ਜਦ ਇਲੀਸਬਤ ਨੇ ਮਰਿਯਮ ਦਾ ਨਮਸਕਾਰ ਸੁਣਿਆ ਤਾਂ ਬੱਚਾ ਉਸ ਦੀ ਕੁੱਖ ਵਿੱਚ ਉੱਛਲ ਪਿਆ ਅਤੇ ਇਲੀਸਬਤ ਪਵਿੱਤਰ ਆਤਮਾ ਨਾਲ ਭਰ ਗਈ।
[IRV | PA | NT | Luke | Chapter 1 | Verse 42] ਅਤੇ ਉਹ ਉੱਚੀ ਅਵਾਜ਼ ਨਾਲ ਬੋਲੀ, ਤੂੰ ਔਰਤਾਂ ਵਿੱਚੋਂ ਧੰਨ ਹੈਂ ਅਤੇ ਧੰਨ ਹੈ ਤੇਰੀ ਕੁੱਖ ਦਾ ਫਲ।
[IRV | PA | NT | Luke | Chapter 1 | Verse 43] ਮੇਰੇ ਉੱਤੇ ਇਹ ਕਿਰਪਾ ਕਿਵੇਂ ਹੋਈ ਜੋ ਮੇਰੇ ਪ੍ਰਭੂ ਦੀ ਮਾਤਾ ਮੇਰੇ ਕੋਲ ਆਈ?
[IRV | PA | NT | Luke | Chapter 1 | Verse 44] ਵੇਖ, ਤੇਰੇ ਨਮਸਕਾਰ ਦੀ ਅਵਾਜ਼ ਮੇਰੇ ਕੰਨ ਵਿੱਚ ਪੈਂਦਿਆਂ ਹੀ, ਬੱਚਾ ਮੇਰੀ ਕੁੱਖ ਵਿੱਚ ਅਨੰਦ ਦੇ ਕਾਰਨ ਉੱਛਲ ਪਿਆ।
[IRV | PA | NT | Luke | Chapter 1 | Verse 45] ਅਤੇ ਧੰਨ ਹੈ ਉਹ ਜਿਸ ਨੇ ਵਿਸ਼ਵਾਸ ਕੀਤਾ ਕਿ ਜਿਹੜੀਆਂ ਗੱਲਾਂ ਪ੍ਰਭੂ ਦੇ ਵੱਲੋਂ ਉਸ ਨੂੰ ਆਖੀਆਂ ਗਈਆਂ, ਉਹ ਪੂਰੀਆਂ ਹੋਣਗੀਆਂ।
[IRV | PA | NT | Luke | Chapter 1 | Verse 46] ਤਦ ਮਰਿਯਮ ਨੇ ਆਖਿਆ, “ਮੇਰੀ ਜਾਨ ਪ੍ਰਭੂ ਦੀ ਵਡਿਆਈ ਕਰਦੀ ਹੈ,
[IRV | PA | NT | Luke | Chapter 1 | Verse 47] ਅਤੇ ਮੇਰੀ ਆਤਮਾ ਮੇਰੇ ਮੁਕਤੀਦਾਤੇ ਪਰਮੇਸ਼ੁਰ ਵਿੱਚ ਅਨੰਦ ਹੋਈ,
[IRV | PA | NT | Luke | Chapter 1 | Verse 48] ਕਿਉਂ ਜੋ ਉਸ ਨੇ ਆਪਣੀ ਦਾਸੀ ਦੀ ਅਧੀਨਗੀ ਉੱਤੇ ਨਿਗਾਹ ਕੀਤੀ”। ਵੇਖੋ ਤਾਂ, ਹੁਣ ਤੋਂ ਸਾਰੀਆਂ ਪੀੜ੍ਹੀਆਂ ਮੈਨੂੰ ਧੰਨ ਆਖਣਗੀਆਂ,
[IRV | PA | NT | Luke | Chapter 1 | Verse 49] ਕਿਉਂ ਜੋ ਉਸ ਸ਼ਕਤੀਮਾਨ ਨੇ ਮੇਰੇ ਲਈ ਵੱਡੇ ਕੰਮ ਕੀਤੇ ਹਨ ਅਤੇ ਉਸ ਦਾ ਨਾਮ ਪਵਿੱਤਰ ਹੈ।
[IRV | PA | NT | Luke | Chapter 1 | Verse 50] ਜਿਹੜੇ ਉਸ ਦਾ ਡਰ ਰੱਖਦੇ ਹਨ, ਉਨ੍ਹਾਂ ਉੱਤੇ ਉਸ ਦੀ ਦਯਾ ਪੀੜ੍ਹੀਓਂ ਪੀੜ੍ਹੀ ਬਣੀ ਰਹਿੰਦੀ ਹੈ।
[IRV | PA | NT | Luke | Chapter 1 | Verse 51] ਉਸ ਨੇ ਆਪਣੀ ਬਾਂਹ ਦਾ ਜ਼ੋਰ ਵਿਖਾਇਆ ਅਤੇ ਉਨ੍ਹਾਂ ਨੂੰ ਤਿੱਤਰ-ਬਿੱਤਰ ਕਰ ਦਿੱਤਾ, ਜਿਹੜੇ ਆਪਣੇ ਮਨ ਦੇ ਖਿਆਲਾਂ ਵਿੱਚ ਹੰਕਾਰੀ ਸਨ।
[IRV | PA | NT | Luke | Chapter 1 | Verse 52] ਉਸ ਨੇ ਬਲਵੰਤਾਂ ਨੂੰ ਸਿੰਘਾਸਣ ਤੋਂ ਗਿਰਾ ਦਿੱਤਾ, ਅਤੇ ਕਮਜ਼ੋਰਾਂ ਨੂੰ ਉੱਚਿਆਂ ਕੀਤਾ।
[IRV | PA | NT | Luke | Chapter 1 | Verse 53] ਉਸ ਨੇ ਭੁੱਖਿਆਂ ਨੂੰ ਚੰਗੀਆਂ ਚੀਜ਼ਾਂ ਨਾਲ ਰਜਾਇਆ, ਅਤੇ ਧਨੀਆਂ ਨੂੰ ਖਾਲੀ ਹੱਥ ਕੱਢ ਦਿੱਤਾ।
[IRV | PA | NT | Luke | Chapter 1 | Verse 54] ਉਸ ਨੇ ਆਪਣੇ ਦਾਸ ਇਸਰਾਏਲ ਦੀ ਸਹਾਇਤਾ ਕੀਤੀ ਤਾਂ ਕਿ ਉਹ ਆਪਣੇ ਰਹਿਮ ਨੂੰ ਯਾਦ ਕਰੇ,
[IRV | PA | NT | Luke | Chapter 1 | Verse 55] ਜੋ ਅਬਰਾਹਾਮ ਤੇ ਉਸ ਦੇ ਅੰਸ ਨਾਲ ਸਦੀਪਕ ਕਾਲ ਤੱਕ ਰਹੇਗਾ, ਜਿਵੇਂ ਉਸ ਨੇ ਸਾਡੇ ਪਿਉ-ਦਾਦਿਆਂ ਨਾਲ ਬਚਨ ਕੀਤਾ ਸੀ।
[IRV | PA | NT | Luke | Chapter 1 | Verse 56] ਤਦ ਮਰਿਯਮ ਤਿੰਨ ਮਹੀਨੇ ਉਸ ਦੇ ਨਾਲ ਰਹਿ ਕੇ ਆਪਣੇ ਘਰ ਨੂੰ ਮੁੜ ਗਈ।
[IRV | PA | NT | Luke | Chapter 1 | Verse 57] ਹੁਣ ਇਲੀਸਬਤ ਦੇ ਜਨਮ ਦੇਣ ਦਾ ਸਮਾਂ ਆ ਪੁੱਜਾ ਅਤੇ ਉਸ ਨੇ ਪੁੱਤਰ ਨੂੰ ਜਨਮ ਦਿੱਤਾ।
[IRV | PA | NT | Luke | Chapter 1 | Verse 58] ਅਤੇ ਉਸ ਦੇ ਗੁਆਂਢੀਆਂ ਅਤੇ ਰਿਸ਼ਤੇਦਾਰਾਂ ਨੇ ਇਹ ਸੁਣ ਕੇ ਜੋ ਪ੍ਰਭੂ ਨੇ ਉਸ ਉੱਤੇ ਵੱਡੀ ਦਯਾ ਕੀਤੀ ਉਸ ਦੇ ਨਾਲ ਖੁਸ਼ੀ ਮਨਾਈ।
[IRV | PA | NT | Luke | Chapter 1 | Verse 59] ਤਦ ਉਹ ਅੱਠਵੇਂ ਦਿਨ ਬਾਲਕ ਦੀ ਸੁੰਨਤ ਲਈ ਆਏ ਅਤੇ ਉਸ ਦਾ ਨਾਮ ਜ਼ਕਰਯਾਹ ਰੱਖਣ ਲੱਗੇ ਜਿਹੜਾ ਉਸ ਦੇ ਪਿਤਾ ਦਾ ਨਾਮ ਸੀ।
[IRV | PA | NT | Luke | Chapter 1 | Verse 60] ਪਰ ਉਸ ਦੀ ਮਾਤਾ ਨੇ ਅੱਗੋਂ ਆਖਿਆ, ਨਹੀਂ ਪਰ ਉਸਦਾ ਨਾਮ ਯੂਹੰਨਾ ਰੱਖਾਂਗੇ।
[IRV | PA | NT | Luke | Chapter 1 | Verse 61] ਉਨ੍ਹਾਂ ਉਸ ਨੂੰ ਕਿਹਾ ਕਿ ਤੇਰੇ ਰਿਸ਼ਤੇਦਾਰਾਂ ਵਿੱਚੋਂ ਕੋਈ ਨਹੀਂ ਜੋ ਇਸ ਨਾਮ ਤੋਂ ਬੁਲਾਇਆ ਜਾਂਦਾ ਹੈ।
[IRV | PA | NT | Luke | Chapter 1 | Verse 62] ਤਦ ਉਨ੍ਹਾਂ ਨੇ ਉਸ ਦੇ ਪਿਤਾ ਨੂੰ ਇਸ਼ਾਰਾ ਕਰ ਕੇ ਪੁੱਛਿਆ, ਉਹ ਉਸ ਦਾ ਕੀ ਨਾਮ ਰੱਖਣਾ ਚਾਹੁੰਦਾ ਹੈ।
[IRV | PA | NT | Luke | Chapter 1 | Verse 63] ਅਤੇ ਉਸ ਨੇ ਪੱਟੀ ਮੰਗਾ ਕੇ ਲਿਖਿਆ ਕਿ ਉਸ ਦਾ ਨਾਮ ਯੂਹੰਨਾ ਹੈ ਤਾਂ ਸਭ ਹੈਰਾਨ ਰਹਿ ਗਏ।
[IRV | PA | NT | Luke | Chapter 1 | Verse 64] ਉਸੇ ਸਮੇਂ ਉਸ ਦਾ ਮੂੰਹ ਅਤੇ ਉਸ ਦੀ ਜੀਭ ਖੁੱਲ੍ਹ ਗਈ, ਉਹ ਬੋਲਣ ਲੱਗ ਪਿਆ ਅਤੇ ਪਰਮੇਸ਼ੁਰ ਦੀ ਵਡਿਆਈ ਕਰਨ ਲੱਗਾ।
