[IRV | PA | NT | Luke | Chapter 7 | Verse 1] ਜਦ ਉਹ ਆਪਣੀਆਂ ਸਾਰੀਆਂ ਗੱਲਾਂ ਲੋਕਾਂ ਨੂੰ ਕਹਿ ਚੁੱਕਿਆ ਤਾਂ ਕਫ਼ਰਨਾਹੂਮ ਵਿੱਚ ਆਇਆ।
[IRV | PA | NT | Luke | Chapter 7 | Verse 12] ਅਤੇ ਜਿਸ ਵੇਲੇ ਉਹ ਨਗਰ ਦੇ ਫਾਟਕ ਦੇ ਨੇੜੇ ਪੁੱਜਿਆ ਤਾਂ ਵੇਖੋ ਲੋਕ ਇੱਕ ਮੁਰਦੇ ਨੂੰ ਬਾਹਰ ਲਈ ਜਾਂਦੇ ਸਨ ਜੋ ਆਪਣੀ ਮਾਂ ਦਾ ਇਕਲੌਤਾ ਪੁੱਤਰ ਸੀ ਅਤੇ ਉਹ ਵਿਧਵਾ ਸੀ, ਨਗਰ ਦੀ ਵੱਡੀ ਭੀੜ ਉਸ ਦੇ ਨਾਲ ਸੀ।
[IRV | PA | NT | Luke | Chapter 7 | Verse 13] ਪ੍ਰਭੂ ਨੇ ਵੇਖ ਕੇ ਉਸ ਉੱਤੇ ਤਰਸ ਖਾਧਾ ਅਤੇ ਉਸ ਨੂੰ ਆਖਿਆ, ਨਾ ਰੋ।
[IRV | PA | NT | Luke | Chapter 7 | Verse 14] ਅਤੇ ਨੇੜੇ ਆ ਕੇ ਅਰਥੀ ਨੂੰ ਛੂਹਿਆ ਅਤੇ ਚੁੱਕਣ ਵਾਲੇ ਰੁੱਕ ਗਏ। ਤਦ ਉਸ ਨੇ ਕਿਹਾ, ਹੇ ਜਵਾਨ ਮੈਂ ਤੈਨੂੰ ਕਹਿੰਦਾ ਹਾਂ, ਉੱਠ!
[IRV | PA | NT | Luke | Chapter 7 | Verse 15] ਤਦ ਉਹ ਮੁਰਦਾ ਉੱਠ ਕੇ ਬੈਠ ਗਿਆ ਅਤੇ ਬੋਲਣ ਲੱਗ ਪਿਆ ਅਤੇ ਯਿਸੂ ਨੇ ਉਸ ਨੂੰ ਉਸ ਦੀ ਮਾਂ ਨੂੰ ਸੌਂਪ ਦਿੱਤਾ।
[IRV | PA | NT | Luke | Chapter 7 | Verse 16] ਤਦ ਸਭ ਦੇ ਸਭ ਡਰ ਗਏ ਅਤੇ ਪਰਮੇਸ਼ੁਰ ਦੀ ਵਡਿਆਈ ਕਰ ਕੇ ਬੋਲੇ ਕਿ ਸਾਡੇ ਵਿੱਚ ਇੱਕ ਮਹਾਨ ਨਬੀ ਉੱਠਿਆ ਹੈ, ਅਤੇ ਪਰਮੇਸ਼ੁਰ ਨੇ ਆਪਣੀ ਪਰਜਾ ਉੱਤੇ ਨਿਗਾਹ ਕੀਤੀ ਹੈ।
[IRV | PA | NT | Luke | Chapter 7 | Verse 17] ਅਤੇ ਉਸ ਦੇ ਬਾਰੇ ਇਹ ਗੱਲ ਸਾਰੇ ਯਹੂਦਿਯਾ ਅਤੇ ਉਸ ਪੂਰੇ ਇਲਾਕੇ ਵਿੱਚ ਫੈਲ ਗਈ।
[IRV | PA | NT | Luke | Chapter 7 | Verse 18] ਯੂਹੰਨਾ ਦੇ ਚੇਲਿਆਂ ਨੇ ਉਸ ਨੂੰ ਇਨ੍ਹਾਂ ਸਾਰਿਆਂ ਕੰਮਾਂ ਦੀ ਖ਼ਬਰ ਦਿੱਤੀ।
[IRV | PA | NT | Luke | Chapter 7 | Verse 19] ਤਦ ਯੂਹੰਨਾ ਨੇ ਆਪਣੇ ਚੇਲਿਆਂ ਵਿੱਚੋਂ ਦੋ ਚੇਲਿਆਂ ਨੂੰ ਬੁਲਾਇਆ ਅਤੇ ਪ੍ਰਭੂ ਕੋਲ ਇਹ ਪੁੱਛਣ ਲਈ ਭੇਜਿਆ ਕਿ ਆਉਣ ਵਾਲਾ ਮਸੀਹ ਤੂੰ ਹੀ ਹੈਂ ਜਾਂ ਅਸੀਂ ਕਿਸੇ ਹੋਰ ਨੂੰ ਉਡੀਕੀਏ।
[IRV | PA | NT | Luke | Chapter 7 | Verse 20] ਉਹ ਦੋਨੋਂ ਚੇਲੇ ਯਿਸੂ ਕੋਲ ਆਏ ਅਤੇ ਉਸ ਤੋਂ ਪੁੱਛਿਆ ਕਿ ਯੂਹੰਨਾ ਬਪਤਿਸਮਾ ਦੇਣ ਵਾਲੇ ਨੇ ਸਾਨੂੰ ਇਹ ਪੁੱਛਣ ਲਈ ਭੇਜਿਆ ਹੈ ਕਿ ਆਉਣ ਵਾਲਾ ਮਸੀਹ ਤੂੰ ਹੀ ਹੈਂ ਜਾਂ ਅਸੀਂ ਕਿਸੇ ਹੋਰ ਨੂੰ ਉਡੀਕੀਏ?
[IRV | PA | NT | Luke | Chapter 7 | Verse 21] ਉਸ ਨੇ ਉਸ ਸਮੇਂ ਬਹੁਤਿਆਂ ਨੂੰ ਰੋਗਾਂ ਅਤੇ ਕਮਜ਼ੋਰੀਆਂ ਅਤੇ ਦੁਸ਼ਟ ਆਤਮਾਵਾਂ ਤੋਂ ਚੰਗਾ ਕੀਤਾ ਅਤੇ ਬਹੁਤ ਸਾਰੇ ਅੰਨ੍ਹਿਆਂ ਨੂੰ ਸੁਜਾਖਾ ਕੀਤਾ।
[IRV | PA | NT | Luke | Chapter 7 | Verse 22] ਤਦ ਯਿਸੂ ਨੇ ਉੱਤਰ ਦਿੱਤਾ ਕਿ ਜੋ ਕੁਝ ਤੁਸੀਂ ਵੇਖਿਆ ਅਤੇ ਸੁਣਿਆ ਹੈ ਯੂਹੰਨਾ ਨੂੰ ਜਾ ਕੇ ਦੱਸੋ ਕਿ ਅੰਨ੍ਹੇ ਵੇਖਦੇ, ਲੰਗੜੇ ਤੁਰਦੇ, ਕੋੜ੍ਹੀ ਸ਼ੁੱਧ ਹੁੰਦੇ, ਬੋਲੇ ਸੁਣਦੇ ਅਤੇ ਮੁਰਦੇ ਜਿਵਾਲੇ ਜਾਂਦੇ ਹਨ ਅਤੇ ਗਰੀਬਾਂ ਨੂੰ ਖੁਸ਼ਖਬਰੀ ਸੁਣਾਈ ਜਾਂਦੀ ਹੈ।
[IRV | PA | NT | Luke | Chapter 7 | Verse 23] ਅਤੇ ਧੰਨ ਹੈ ਉਹ ਜੋ ਮੇਰੇ ਕਾਰਨ ਠੋਕਰ ਨਾ ਖਾਵੇ।
[IRV | PA | NT | Luke | Chapter 7 | Verse 24] ਜਦ ਯੂਹੰਨਾ ਦੇ ਸੰਦੇਸ਼ਵਾਹਕ ਵਾਪਸ ਚੱਲੇ ਗਏ ਤਾਂ ਉਹ ਯੂਹੰਨਾ ਦੇ ਬਾਰੇ ਲੋਕਾਂ ਨੂੰ ਕਹਿਣ ਲੱਗਾ ਕਿ ਤੁਸੀਂ ਉਜਾੜ ਵਿੱਚ ਕੀ ਵੇਖਣ ਗਏ ਸੀ? ਭਲਾ, ਇੱਕ ਕਾਨੇ ਨੂੰ ਜਿਹੜਾ ਹਵਾ ਨਾਲ ਹਿੱਲਦਾ ਹੈ?
[IRV | PA | NT | Luke | Chapter 7 | Verse 25] ਫੇਰ ਤੁਸੀਂ ਕੀ ਵੇਖਣ ਗਏ ਸੀ? ਕੀ ਇੱਕ ਮਨੁੱਖ ਨੂੰ ਜੋ ਮਹੀਨ ਬਸਤਰ ਪਹਿਨੇ ਹੋਏ ਸੀ? ਵੇਖੋ, ਉਹ ਜੋ ਸੋਹਣੀ ਪੁਸ਼ਾਕ ਪਹਿਨਦੇ ਅਤੇ ਐਸ਼ ਕਰਦੇ ਹਨ ਸੋ ਰਾਜਿਆਂ ਦੇ ਮਹਿਲਾਂ ਵਿੱਚ ਰਹਿੰਦੇ ਹਨ।
[IRV | PA | NT | Luke | Chapter 7 | Verse 26] ਫੇਰ ਤੁਸੀਂ ਕੀ ਵੇਖਣ ਗਏ ਸੀ? ਕੀ ਨਬੀ ਨੂੰ? ਹਾਂ, ਮੈਂ ਤੁਹਾਨੂੰ ਆਖਦਾ ਹਾਂ ਸਗੋਂ ਨਬੀ ਨਾਲੋਂ ਵੀ ਵੱਡਾ।
[IRV | PA | NT | Luke | Chapter 7 | Verse 27] ਇਹ ਉਹ ਹੈ ਜਿਸ ਦੇ ਬਾਰੇ ਵਿੱਚ ਲਿਖਿਆ ਹੈ, ਵੇਖ, ਮੈਂ ਆਪਣਾ ਦੂਤ ਤੇਰੇ ਅੱਗੇ ਭੇਜਦਾ ਹਾਂ, ਜਿਹੜਾ ਤੇਰੇ ਅੱਗੇ ਤੇਰਾ ਰਾਹ ਤਿਆਰ ਕਰੇਗਾ।
[IRV | PA | NT | Luke | Chapter 7 | Verse 28] ਪਰ ਮੈਂ ਤੁਹਾਨੂੰ ਆਖਦਾ ਹਾਂ ਕਿ ਜਿਹੜੇ ਔਰਤਾਂ ਤੋਂ ਪੈਦਾ ਹੋਏ ਹਨ ਉਨ੍ਹਾਂ ਵਿੱਚੋਂ ਯੂਹੰਨਾ ਨਾਲੋਂ ਵੱਡਾ ਕੋਈ ਨਹੀਂ, ਪਰ ਜੋ ਪਰਮੇਸ਼ੁਰ ਦੇ ਰਾਜ ਵਿੱਚ ਛੋਟਾ ਹੈ ਉਹ ਉਸ ਤੋਂ ਵੱਡਾ ਹੈ।
[IRV | PA | NT | Luke | Chapter 7 | Verse 29] ਜਦ ਮਸੂਲੀਆਂ ਅਤੇ ਸਭ ਲੋਕਾਂ ਨੇ ਇਹ ਸੁਣਿਆ ਤਾਂ ਯੂਹੰਨਾ ਦਾ ਬਪਤਿਸਮਾ ਲੈ ਕੇ ਪਰਮੇਸ਼ੁਰ ਨੂੰ ਸੱਚਾ ਮੰਨਿਆ।
[IRV | PA | NT | Luke | Chapter 7 | Verse 30] ਪਰ ਫ਼ਰੀਸੀਆਂ ਅਤੇ ਉਪਦੇਸ਼ਕਾਂ ਨੇ ਉਸ ਕੋਲੋਂ ਬਪਤਿਸਮਾ ਨਾ ਲੈ ਕੇ ਆਪਣੇ ਲਈ ਪਰਮੇਸ਼ੁਰ ਦੀ ਇੱਛਾ ਨੂੰ ਟਾਲ ਦਿੱਤਾ।
[IRV | PA | NT | Luke | Chapter 7 | Verse 31] ਮੈਂ ਇਸ ਪੀੜ੍ਹੀ ਦੇ ਲੋਕਾਂ ਦੀ ਤੁਲਨਾ ਕਿਸ ਨਾਲ ਕਰਾਂ ਅਤੇ ਉਹ ਕਿਸ ਦੇ ਸਮਾਨ ਹਨ?
[IRV | PA | NT | Luke | Chapter 7 | Verse 32] ਉਹ ਉਨ੍ਹਾਂ ਬੱਚਿਆਂ ਵਰਗੇ ਹਨ ਜਿਹੜੇ ਬਜ਼ਾਰ ਵਿੱਚ ਬੈਠੇ ਇੱਕ ਦੂਜੇ ਨੂੰ ਅਵਾਜ਼ ਮਾਰਦੇ ਤੇ ਆਖਦੇ ਹਨ ਕਿ ਅਸੀਂ ਤੁਹਾਡੇ ਲਈ ਬੰਸਰੀ ਵਜਾਈ ਪਰ ਤੁਸੀਂ ਨਾ ਨੱਚੇ। ਅਸੀਂ ਵਿਰਲਾਪ ਕੀਤਾ ਪਰ ਤੁਸੀਂ ਨਾ ਰੋਏ।
[IRV | PA | NT | Luke | Chapter 7 | Verse 33] ਯੂਹੰਨਾ ਬਪਤਿਸਮਾ ਦੇਣ ਵਾਲਾ ਤੁਹਾਡੇ ਕੋਲ ਆਇਆ, ਉਹ ਨਾ ਤਾਂ ਰੋਟੀ ਖਾਂਦਾ ਅਤੇ ਨਾ ਮੈਅ ਪੀਂਦਾ ਸੀ ਅਤੇ ਤੁਸੀਂ ਆਖਦੇ ਹੋ ਕਿ ਉਹ ਦੇ ਵਿੱਚ ਇੱਕ ਭੂਤ ਹੈ।
[IRV | PA | NT | Luke | Chapter 7 | Verse 34] ਮਨੁੱਖ ਦਾ ਪੁੱਤਰ ਖਾਂਦਾ ਪੀਂਦਾ ਆਇਆ ਹੈ ਅਤੇ ਤੁਸੀਂ ਉਸ ਬਾਰੇ ਕਹਿੰਦੇ ਹੋ, ਵੇਖੋ ਇੱਕ ਪੇਟੂ ਅਤੇ ਸ਼ਰਾਬੀ ਮਨੁੱਖ, ਚੂੰਗੀ ਲੈਣ ਵਾਲਿਆਂ ਅਤੇ ਪਾਪੀਆਂ ਦਾ ਮਿੱਤਰ!
[IRV | PA | NT | Luke | Chapter 7 | Verse 35] ਸੋ ਗਿਆਨ ਆਪਣੇ ਸਾਰੇ ਕੰਮਾਂ ਦੁਆਰਾ ਸੱਚਾ ਠਹਿਰਿਆ!
[IRV | PA | NT | Luke | Chapter 7 | Verse 36] ਫੇਰ ਇੱਕ ਫ਼ਰੀਸੀ ਨੇ ਉਸ ਨੂੰ ਬੇਨਤੀ ਕੀਤੀ ਜੋ ਮੇਰੇ ਨਾਲ ਭੋਜਨ ਕਰ। ਤਦ ਉਹ ਫ਼ਰੀਸੀ ਦੇ ਘਰ ਜਾ ਕੇ ਖਾਣ ਬੈਠ ਗਿਆ।
[IRV | PA | NT | Luke | Chapter 7 | Verse 37] ਉਸ ਸ਼ਹਿਰ ਵਿੱਚ ਇੱਕ ਪਾਪੀ ਔਰਤ ਰਹਿੰਦੀ ਸੀ। ਜਦੋਂ ਉਸ ਨੂੰ ਪਤਾ ਲੱਗਾ ਕਿ ਯਿਸੂ ਫ਼ਰੀਸੀ ਦੇ ਘਰ ਭੋਜਨ ਕਰ ਰਿਹਾ ਹੈ ਤਾਂ ਉਹ ਸੰਗਮਰਮਰ ਦੀ ਅਤਰਦਾਨੀ ਵਿੱਚ ਅਤਰ ਲੈ ਕੇ ਆਈ।
[IRV | PA | NT | Luke | Chapter 7 | Verse 38] ਅਤੇ ਉਹ ਉਸ ਦੇ ਚਰਨਾਂ ਦੇ ਕੋਲ ਖਲੋ ਕੇ ਰੋਂਦੀ-ਰੋਂਦੀ ਹੰਝੂਆਂ ਨਾਲ ਉਸ ਦੇ ਪੈਰ ਧੋਣ ਲੱਗੀ ਅਤੇ ਆਪਣੇ ਸਿਰ ਦੇ ਵਾਲਾਂ ਨਾਲ ਪੂੰਝ ਕੇ ਉਸ ਦੇ ਪੈਰਾਂ ਨੂੰ ਚੁੰਮਿਆ ਅਤੇ ਅਤਰ ਮਲਿਆ।
[IRV | PA | NT | Luke | Chapter 7 | Verse 39] ਅਤੇ ਇਹ ਵੇਖ ਕੇ ਉਹ ਫ਼ਰੀਸੀ ਜਿਸ ਨੇ ਉਸ ਨੂੰ ਭੋਜਨ ਤੇ ਬੁਲਾਇਆ ਸੀ ਆਪਣੇ ਮਨ ਵਿੱਚ ਕਹਿਣ ਲੱਗਾ ਕਿ ਇਹ ਮਨੁੱਖ ਜੇਕਰ ਨਬੀ ਹੁੰਦਾ ਤਾਂ ਜਾਣ ਲੈਂਦਾ ਕਿ ਇਹ ਔਰਤ ਜੋ ਉਸ ਨੂੰ ਛੂੰਹਦੀ ਹੈ ਕੌਣ ਅਤੇ ਕਿਹੋ ਜਿਹੀ ਹੈ ਕਿਉਂ ਜੋ ਉਹ ਪਾਪਣ ਹੈ।
[IRV | PA | NT | Luke | Chapter 7 | Verse 40] ਯਿਸੂ ਨੇ ਉਸ ਦੇ ਵਿਚਾਰਾਂ ਨੂੰ ਜਾਣ ਕੇ ਕਿਹਾ, ਸ਼ਮਊਨ, ਮੈਂ ਤੈਨੂੰ ਕੁਝ ਆਖਣਾ ਹੈ। ਤਾਂ ਉਹ ਬੋਲਿਆ, ਗੁਰੂ ਜੀ ਦੱਸੋ।
[IRV | PA | NT | Luke | Chapter 7 | Verse 41] ਯਿਸੂ ਨੇ ਕਿਹਾ, “ਕਿਸੇ ਸ਼ਾਹੂਕਾਰ ਦੇ ਦੋ ਕਰਜ਼ਾਈ ਸਨ, ਇੱਕ ਢਾਈ ਸੌ ਰੁਪਏ ਦਾ ਅਤੇ ਦੂਜਾ ਪੰਜਾਹਾਂ ਦਾ।”
[IRV | PA | NT | Luke | Chapter 7 | Verse 42] ਜਦ ਉਨ੍ਹਾਂ ਦੇ ਕੋਲ ਵਾਪਸ ਕਰਨ ਲਈ ਕੁਝ ਨਾ ਸੀ ਤਾਂ ਉਸ ਨੇ ਦੋਵਾਂ ਦਾ ਕਰਜ਼ ਮਾਫ਼ ਕਰ ਦਿੱਤਾ ਸੀ। ਮੈਨੂੰ ਦੱਸ ਉਨ੍ਹਾਂ ਵਿੱਚੋਂ ਉਸ ਨਾਲ ਜ਼ਿਆਦਾ ਪਿਆਰ ਕੌਣ ਕਰੇਗਾ?
[IRV | PA | NT | Luke | Chapter 7 | Verse 43] ਸ਼ਮਊਨ ਨੇ ਉੱਤਰ ਦਿੱਤਾ, ਮੇਰੀ ਸਮਝ ਵਿੱਚ ਉਹ ਜਿਸ ਨੂੰ ਉਸ ਨੇ ਜ਼ਿਆਦਾ ਮਾਫ਼ ਕੀਤਾ। ਤਾਂ ਉਸ ਨੇ ਉਸ ਨੂੰ ਆਖਿਆ, ਤੂੰ ਠੀਕ ਫ਼ੈਸਲਾ ਕੀਤਾ।
[IRV | PA | NT | Luke | Chapter 7 | Verse 44] ਫਿਰ ਉਸ ਨੇ ਔਰਤ ਵੱਲ ਮੂੰਹ ਫੇਰ ਕੇ ਸ਼ਮਊਨ ਨੂੰ ਕਿਹਾ, ਤੂੰ ਇਸ ਔਰਤ ਨੂੰ ਵੇਖਦਾ ਹੈਂ? ਮੈਂ ਤੇਰੇ ਘਰ ਆਇਆ ਪਰ ਤੂੰ ਮੇਰੇ ਪੈਰ ਧੋਣ ਲਈ ਪਾਣੀ ਨਾ ਦਿੱਤਾ ਪਰ ਇਸ ਨੇ ਮੇਰੇ ਪੈਰ ਹੰਝੂਆਂ ਨਾਲ ਧੋਤੇ ਅਤੇ ਆਪਣੇ ਵਾਲਾਂ ਨਾਲ ਪੂੰਝੇ ਹਨ।
[IRV | PA | NT | Luke | Chapter 7 | Verse 45] ਤੂੰ ਮੈਨੂੰ ਨਹੀਂ ਚੁੰਮਿਆ ਪਰ ਜਦੋਂ ਦਾ ਮੈਂ ਇੱਥੇ ਆਇਆ ਹਾਂ ਇਹ ਮੇਰੇ ਪੈਰ ਚੁੰਮਣ ਤੋਂ ਨਹੀਂ ਰੁਕੀ।
[IRV | PA | NT | Luke | Chapter 7 | Verse 46] ਤੂੰ ਮੇਰੇ ਸਿਰ ਤੇ ਤੇਲ ਨਹੀਂ ਲਾਇਆ ਪਰ ਇਸ ਨੇ ਮੇਰੇ ਪੈਰਾਂ ਨੂੰ ਅਤਰ ਮਲਿਆ ਹੈ।
[IRV | PA | NT | Luke | Chapter 7 | Verse 47] ਇਸ ਕਾਰਨ ਮੈਂ ਤੈਨੂੰ ਆਖਦਾ ਹਾਂ ਕਿ ਇਸ ਦੇ ਪਾਪ ਜੋ ਬਹੁਤੇ ਸਨ ਸੋ ਮਾਫ਼ ਕੀਤੇ ਗਏ ਕਿਉਂਕਿ ਇਸ ਨੇ ਬਹੁਤ ਪਿਆਰ ਕੀਤਾ, ਪਰ ਜਿਸ ਨੂੰ ਥੋੜ੍ਹਾ ਮਾਫ਼ ਕੀਤਾ ਗਿਆ ਸੋ ਥੋੜ੍ਹਾ ਪਿਆਰ ਕਰਦਾ ਹੈ।
[IRV | PA | NT | Luke | Chapter 7 | Verse 48] ਫਿਰ ਯਿਸੂ ਨੇ ਉਸ ਔਰਤ ਨੂੰ ਆਖਿਆ, ਤੇਰੇ ਪਾਪ ਮਾਫ਼ ਕੀਤੇ ਗਏ।
[IRV | PA | NT | Luke | Chapter 7 | Verse 49] ਅਤੇ ਜਿਹੜੇ ਉਸ ਦੇ ਨਾਲ ਭੋਜਨ ਕਰ ਰਹੇ ਸਨ ਆਪਣੇ ਮਨਾਂ ਵਿੱਚ ਕਹਿਣ ਲੱਗੇ ਜੋ ਇਹ ਕੌਣ ਹੈ, ਜੋ ਪਾਪ ਵੀ ਮਾਫ਼ ਕਰਦਾ ਹੈ?
[IRV | PA | NT | Luke | Chapter 7 | Verse 50] ਅਤੇ ਉਸ ਨੇ ਉਸ ਔਰਤ ਨੂੰ ਆਖਿਆ, ਤੇਰੇ ਵਿਸ਼ਵਾਸ ਨੇ ਤੈਨੂੰ ਬਚਾਇਆ ਹੈ, ਸ਼ਾਂਤੀ ਨਾਲ ਚਲੀ ਜਾ।
