[IRV | PA | NT | Luke | Chapter 8 | Verse 1] ਕੁਝ ਸਮੇਂ ਬਾਅਦ ਇਸ ਤਰ੍ਹਾਂ ਹੋਇਆ ਕਿ ਯਿਸੂ ਆਪਣੇ ਬਾਰਾਂ ਚੇਲਿਆਂ ਨਾਲ ਨਗਰਾਂ ਅਤੇ ਪਿੰਡਾਂ ਵਿੱਚ ਫਿਰਦਾ ਹੋਇਆ ਪਰਚਾਰ ਕਰਦਾ ਅਤੇ ਪਰਮੇਸ਼ੁਰ ਦੇ ਰਾਜ ਦੀ ਖੁਸ਼ਖਬਰੀ ਸੁਣਾਉਂਦਾ ਸੀ।
[IRV | PA | NT | Luke | Chapter 8 | Verse 30] ਫਿਰ ਯਿਸੂ ਨੇ ਉਸ ਨੂੰ ਪੁੱਛਿਆ, ਤੇਰਾ ਕੀ ਨਾਮ ਹੈ? ਉਹ ਬੋਲਿਆ, ਲਸ਼ਕਰ, ਕਿਉਂ ਜੋ ਬਹੁਤ ਸਾਰੀਆਂ ਦੁਸ਼ਟ ਆਤਮਾਵਾਂ ਉਸ ਵਿੱਚ ਸਨ।
[IRV | PA | NT | Luke | Chapter 8 | Verse 31] ਅਤੇ ਉਨ੍ਹਾਂ ਯਿਸੂ ਦੀ ਮਿੰਨਤ ਕੀਤੀ ਕਿ ਸਾਨੂੰ ਅਥਾਹ ਕੁੰਡ ਵਿੱਚ ਜਾਣ ਦਾ ਹੁਕਮ ਨਾ ਕਰ!
[IRV | PA | NT | Luke | Chapter 8 | Verse 32] ਨੇੜੇ ਪਹਾੜ ਉੱਤੇ ਸੂਰਾਂ ਦਾ ਇੱਕ ਵੱਡਾ ਇੱਜੜ ਚੁਗਦਾ ਸੀ ਅਤੇ ਉਨ੍ਹਾਂ ਉਸ ਦੀ ਮਿੰਨਤ ਕੀਤੀ ਕਿ ਸਾਨੂੰ ਆਗਿਆ ਦਿਓ ਜੋ ਅਸੀਂ ਉਨ੍ਹਾਂ ਸੂਰਾਂ ਵਿੱਚ ਜਾ ਵੜੀਏ ਤਾਂ ਉਸ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਆਗਿਆ ਦਿੱਤੀ।
[IRV | PA | NT | Luke | Chapter 8 | Verse 33] ਅਤੇ ਦੁਸ਼ਟ ਆਤਮਾਵਾਂ ਉਸ ਮਨੁੱਖ ਵਿੱਚੋਂ ਨਿੱਕਲ ਕੇ ਸੂਰਾਂ ਵਿੱਚ ਜਾ ਵੜੀਆਂ ਅਤੇ ਸਾਰਾ ਇੱਜੜ ਪਹਾੜ ਦੀ ਢਲਾਣ ਤੋਂ ਤੇਜ ਭੱਜ ਕੇ ਝੀਲ ਵਿੱਚ ਡੁੱਬ ਕੇ ਮਰ ਗਿਆ।
[IRV | PA | NT | Luke | Chapter 8 | Verse 34] ਤਦ ਉਹਨਾਂ ਦੇ ਚੁਗਾਉਣ ਵਾਲੇ ਇਹ ਸਭ ਵੇਖ ਕੇ ਭੱਜੇ ਅਤੇ ਨਗਰ ਅਤੇ ਪਿੰਡਾਂ ਵਿੱਚ ਇਸ ਦੀ ਖ਼ਬਰ ਪਹੁੰਚਾਈ।
[IRV | PA | NT | Luke | Chapter 8 | Verse 35] ਤਾਂ ਲੋਕ ਉਨ੍ਹਾਂ ਦੀਆਂ ਗੱਲਾਂ ਸੁਣ ਕੇ ਇਹ ਸਭ ਜੋ ਵਾਪਰਿਆ ਸੀ, ਵੇਖਣ ਨੂੰ ਨਿੱਕਲੇ ਅਤੇ ਯਿਸੂ ਦੇ ਕੋਲ ਆ ਕੇ ਉਸ ਆਦਮੀ ਨੂੰ ਜਿਸ ਵਿੱਚੋਂ ਦੁਸ਼ਟ ਆਤਮਾਵਾਂ ਨਿੱਕਲੀਆਂ ਸਨ ਕੱਪੜੇ ਪਹਿਨੀ ਅਤੇ ਸੁਰਤ ਸੰਭਾਲੀ ਯਿਸੂ ਦੇ ਚਰਨਾਂ ਲਾਗੇ ਬੈਠਾ ਵੇਖਿਆ ਅਤੇ ਉਹ ਡਰ ਗਏ।
[IRV | PA | NT | Luke | Chapter 8 | Verse 36] ਵੇਖਣ ਵਾਲਿਆਂ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਦੱਸਿਆ ਕਿ ਉਹ ਜਿਸ ਦੇ ਵਿੱਚ ਦੁਸ਼ਟ ਆਤਮਾਵਾਂ ਸਨ ਕਿਸ ਪ੍ਰਕਾਰ ਚੰਗਾ ਹੋ ਗਿਆ।
[IRV | PA | NT | Luke | Chapter 8 | Verse 37] ਤਦ ਗਿਰਸੇਨੀਆਂ ਦੇ ਇਲਾਕੇ ਦੇ ਸਾਰੇ ਲੋਕਾਂ ਨੇ ਯਿਸੂ ਦੇ ਅੱਗੇ ਬੇਨਤੀ ਕੀਤੀ ਜੋ ਸਾਡੇ ਕੋਲੋਂ ਚਲੇ ਜਾਓ ਕਿਉਂ ਜੋ ਉਹ ਬਹੁਤ ਹੀ ਡਰ ਗਏ ਸਨ। ਸੋ ਉਹ ਬੇੜੀ ਉੱਤੇ ਚੜ੍ਹ ਕੇ ਵਾਪਸ ਚੱਲਿਆ ਗਿਆ।
[IRV | PA | NT | Luke | Chapter 8 | Verse 38] ਅਤੇ ਉਸ ਆਦਮੀ ਨੇ ਜਿਸ ਦੇ ਵਿੱਚੋਂ ਭੂਤਾਂ ਨਿੱਕਲੀਆਂ ਸਨ, ਉਸ ਦੇ ਨਾਲ ਰਹਿਣ ਲਈ ਬੇਨਤੀ ਕੀਤੀ ਪਰ ਯਿਸੂ ਨੇ ਇਹ ਕਹਿ ਕੇ ਉਸ ਨੂੰ ਵਿਦਿਆ ਕੀਤਾ
[IRV | PA | NT | Luke | Chapter 8 | Verse 39] ਜੋ ਆਪਣੇ ਘਰ ਨੂੰ ਮੁੜ ਜਾ ਅਤੇ ਉਨ੍ਹਾਂ ਨੂੰ ਦੱਸ ਜੋ ਪਰਮੇਸ਼ੁਰ ਨੇ ਤੇਰੇ ਲਈ ਕਿੰਨੇ ਵੱਡੇ ਕੰਮ ਕੀਤੇ ਹਨ। ਤਾਂ ਉਹ ਸਾਰੇ ਨਗਰ ਵਿੱਚ ਲੋਕਾਂ ਨੂੰ ਦੱਸਣ ਲੱਗਾ ਜੋ ਯਿਸੂ ਨੇ ਉਸ ਦੇ ਲਈ ਕਿੰਨੇ ਵੱਡੇ ਕੰਮ ਕੀਤੇ।
[IRV | PA | NT | Luke | Chapter 8 | Verse 40] ਜਦ ਯਿਸੂ ਵਾਪਸ ਮੁੜ ਆਇਆ ਤਾਂ ਲੋਕਾਂ ਨੇ ਉਸ ਨੂੰ ਖੁਸ਼ੀ ਨਾਲ ਕਬੂਲ ਕੀਤਾ ਕਿਉਂ ਜੋ ਉਹ ਸਭ ਉਸ ਦੀ ਉਡੀਕ ਕਰ ਰਹੇ ਸਨ।
[IRV | PA | NT | Luke | Chapter 8 | Verse 41] ਉਸੇ ਸਮੇਂ ਜੈਰੁਸ ਨਾਮ ਦਾ ਇੱਕ ਮਨੁੱਖ ਆਇਆ ਜਿਹੜਾ ਪ੍ਰਾਰਥਨਾ ਘਰ ਦਾ ਸਰਦਾਰ ਸੀ ਅਤੇ ਉਸ ਨੇ ਯਿਸੂ ਦੇ ਚਰਨਾਂ ਵਿੱਚ ਡਿੱਗ ਕੇ ਉਸ ਦੀ ਮਿੰਨਤ ਕੀਤੀ ਜੋ ਮੇਰੇ ਘਰ ਚੱਲੋ।
[IRV | PA | NT | Luke | Chapter 8 | Verse 42] ਕਿਉਂ ਜੋ ਉਸ ਦੀ ਬਾਰਾਂ ਸਾਲਾਂ ਦੀ ਇਕਲੌਤੀ ਧੀ ਮਰਨ ਵਾਲੀ ਸੀ ਅਤੇ ਜਦੋਂ ਉਹ ਜਾ ਰਿਹਾ ਸੀ ਭੀੜ ਉਸ ਨੂੰ ਦਬਾਈ ਜਾਂਦੀ ਸੀ।
[IRV | PA | NT | Luke | Chapter 8 | Verse 43] ਤਦ ਇੱਕ ਔਰਤ ਨੇ ਜਿਸ ਨੂੰ ਬਾਰਾਂ ਸਾਲਾਂ ਤੋਂ ਲਹੂ ਵਹਿਣ ਦੀ ਬਿਮਾਰੀ ਸੀ ਅਤੇ ਉਹ ਆਪਣੀ ਸਾਰੀ ਕਮਾਈ ਹਕੀਮਾਂ ਨੂੰ ਦੇ ਚੁੱਕੀ ਸੀ ਪਰ ਕੋਈ ਵੀ ਹਕੀਮ ਉਸ ਨੂੰ ਠੀਕ ਨਾ ਕਰ ਸਕਿਆ।
[IRV | PA | NT | Luke | Chapter 8 | Verse 44] ਉਸ ਨੇ ਪਿੱਛੋਂ ਦੀ ਆ ਕੇ ਯਿਸੂ ਦੇ ਕੱਪੜੇ ਦਾ ਪੱਲਾ ਛੂਹਿਆ ਅਤੇ ਉਸੇ ਸਮੇਂ ਉਸ ਦੇ ਲਹੂ ਵਹਿਣਾ ਬੰਦ ਹੋ ਗਿਆ।
[IRV | PA | NT | Luke | Chapter 8 | Verse 45] ਤਦ ਯਿਸੂ ਨੇ ਕਿਹਾ, ਮੈਨੂੰ ਕਿਸ ਨੇ ਛੂਹਿਆ ਹੈ? ਜਦ ਸਾਰਿਆਂ ਨੇ ਨਾ ਕੀਤੀ ਤਾਂ ਪਤਰਸ ਅਤੇ ਉਸ ਦੇ ਨਾਲ ਦਿਆਂ ਨੇ ਆਖਿਆ, ਸੁਆਮੀ ਜੀ, ਭੀੜ ਤੁਹਾਡੇ ਉੱਤੇ ਡਿੱਗਦੀ ਹੈ।
[IRV | PA | NT | Luke | Chapter 8 | Verse 46] ਪਰ ਯਿਸੂ ਨੇ ਆਖਿਆ, ਕਿਸੇ ਨੇ ਮੈਨੂੰ ਜ਼ਰੂਰ ਛੂਹਿਆ ਹੈ ਕਿਉਂ ਜੋ ਮੈਂ ਮਹਿਸੂਸ ਕੀਤਾ ਕਿ ਮੇਰੇ ਵਿੱਚੋਂ ਸਮਰੱਥਾ ਨਿੱਕਲੀ ਹੈ।
[IRV | PA | NT | Luke | Chapter 8 | Verse 47] ਜਦ ਉਸ ਔਰਤ ਨੇ ਵੇਖਿਆ ਜੋ ਮੈਂ ਲੁੱਕ ਨਹੀਂ ਸਕਦੀ ਤਾਂ ਕੰਬਦੀ-ਕੰਬਦੀ ਯਿਸੂ ਕੋਲ ਆਈ ਅਤੇ ਉਸ ਦੇ ਚਰਨਾਂ ਵਿੱਚ ਡਿੱਗ ਕੇ ਸਾਰੇ ਲੋਕਾਂ ਦੇ ਸਾਹਮਣੇ ਆਪਣਾ ਹਾਲ ਦੱਸਿਆ ਜੋ ਕਿਸ ਕਾਰਨ ਉਸ ਨੂੰ ਛੂਹਿਆ ਅਤੇ ਕਿਸ ਤਰ੍ਹਾਂ ਇਕਦਮ ਚੰਗੀ ਹੋ ਗਈ।
