[IRV | PA | NT | Luke | Chapter 19 | Verse 1] ਯਿਸੂ ਯਰੀਹੋ ਦੇ ਵਿੱਚੋਂ ਦੀ ਨਿੱਕਲ ਰਿਹਾ ਸੀ।
[IRV | PA | NT | Luke | Chapter 19 | Verse 12] ਉਸ ਨੇ ਆਖਿਆ ਕਿ ਇੱਕ ਅਮੀਰ ਦੂਰ ਦੇਸ ਨੂੰ ਗਿਆ, ਜੋ ਆਪਣੇ ਲਈ ਪਾਤਸ਼ਾਹੀ ਲੈ ਕੇ ਮੁੜ ਆਵੇ।
[IRV | PA | NT | Luke | Chapter 19 | Verse 13] ਅਤੇ ਉਸ ਨੇ ਆਪਣੇ ਦਸ ਨੌਕਰਾਂ ਨੂੰ ਬੁਲਾ ਕੇ ਉਨ੍ਹਾਂ ਨੂੰ ਦਸ ਅਸ਼ਰਫ਼ੀਆਂ ਦਿੱਤੀਆਂ ਅਤੇ ਉਨ੍ਹਾਂ ਨੂੰ ਕਿਹਾ, ਜਦ ਤੱਕ ਮੈਂ ਨਾ ਆਵਾਂ ਤੁਸੀਂ ਇਨ੍ਹਾਂ ਰੁਪਿਆਂ ਨਾਲ ਵਪਾਰ ਕਰੋ।
[IRV | PA | NT | Luke | Chapter 19 | Verse 14] ਪਰ ਉਸ ਸ਼ਹਿਰ ਦੇ ਰਹਿਣ ਵਾਲੇ ਉਸ ਨਾਲ ਵੈਰ ਰੱਖਦੇ ਸਨ ਅਤੇ ਉਸ ਦੇ ਪਿੱਛੇ ਦਾਸਾਂ ਦੁਆਰਾ ਸੁਨੇਹਾ ਭੇਜਿਆ ਕਿ ਅਸੀਂ ਨਹੀਂ ਚਾਹੁੰਦੇ ਜੋ ਇਹ ਸਾਡੇ ਉੱਤੇ ਰਾਜ ਕਰੇ।
[IRV | PA | NT | Luke | Chapter 19 | Verse 15] ਇਹ ਹੋਇਆ ਕਿ ਜਦ ਉਹ ਪਾਤਸ਼ਾਹੀ ਲੈ ਕੇ ਮੁੜ ਆਇਆ ਤਾਂ ਉਹਨਾਂ ਨੌਕਰਾਂ ਨੂੰ ਜਿਨ੍ਹਾਂ ਨੂੰ ਉਸ ਨੇ ਰੁਪਏ ਦਿੱਤੇ ਸਨ ਬੁਲਾਵਾ ਭੇਜਿਆ ਤਾਂ ਜੋ ਪਤਾ ਕਰੇ ਜੋ ਉਨ੍ਹਾਂ ਨੇ ਵਪਾਰ ਵਿੱਚ ਕੀ ਕਮਾਇਆ ਹੈ।
[IRV | PA | NT | Luke | Chapter 19 | Verse 16] ਤਦ ਪਹਿਲੇ ਨੇ ਆਣ ਕੇ ਕਿਹਾ, ਸੁਆਮੀ ਜੀ, ਮੈਂ ਤੁਹਾਡੀ ਅਸ਼ਰਫ਼ੀ ਦੇ ਨਾਲ ਦਸ ਅਸ਼ਰਫ਼ੀਆਂ ਹੋਰ ਕਮਾਈਆਂ ਹਨ।
[IRV | PA | NT | Luke | Chapter 19 | Verse 17] ਤਾਂ ਉਸ ਨੇ ਦਾਸ ਨੂੰ ਆਖਿਆ, ਹੇ ਚੰਗੇ ਨੌਕਰ ਸ਼ਾਬਾਸ਼! ਇਸ ਲਈ ਜੋ ਤੂੰ ਬਹੁਤ ਥੋੜ੍ਹੇ ਵਿੱਚ ਇਮਾਨਦਾਰ ਨਿੱਕਲਿਆ, ਤੂੰ ਦਸਾਂ ਨਗਰਾਂ ਉੱਤੇ ਅਧਿਕਾਰ ਰੱਖ।
[IRV | PA | NT | Luke | Chapter 19 | Verse 18] ਅਤੇ ਦੂਜੇ ਨੇ ਆਣ ਕੇ ਕਿਹਾ, ਸੁਆਮੀ ਜੀ, ਤੁਹਾਡੀ ਅਸ਼ਰਫ਼ੀ ਨਾਲ ਮੈਂ ਪੰਜ ਅਸ਼ਰਫ਼ੀਆਂ ਹੋਰ ਕਮਾਈਆਂ ਹਨ।
[IRV | PA | NT | Luke | Chapter 19 | Verse 19] ਤਾਂ ਉਸ ਨੇ ਦੂਜੇ ਦਾਸ ਨੂੰ ਵੀ ਆਖਿਆ ਕਿ ਤੂੰ ਵੀ ਪੰਜਾਂ ਨਗਰਾਂ ਉੱਤੇ ਅਧਿਕਾਰ ਰੱਖ।
[IRV | PA | NT | Luke | Chapter 19 | Verse 20] ਅਤੇ ਹੋਰ ਨੇ ਆਣ ਕੇ ਕਿਹਾ, ਸੁਆਮੀ ਜੀ ਵੇਖੋ, ਇਹ ਤੁਹਾਡੀ ਅਸ਼ਰਫ਼ੀ ਹੈ ਜਿਸ ਨੂੰ ਮੈਂ ਰੁਮਾਲ ਵਿੱਚ ਰੱਖ ਛੱਡਿਆ ਹੈ।
[IRV | PA | NT | Luke | Chapter 19 | Verse 21] ਇਸ ਲਈ ਜੋ ਮੈਂ ਤੁਹਾਡੇ ਕੋਲੋਂ ਡਰਿਆ ਕਿਉਂ ਜੋ ਤੁਸੀਂ ਸਖ਼ਤ ਸੁਭਾਅ ਵਾਲੇ ਆਦਮੀ ਹੋ। ਜੋ ਤੁਸੀਂ ਨਹੀਂ ਰੱਖਿਆ ਉੱਥੋਂ ਚੁੱਕਦੇ ਹੋ ਅਤੇ ਜਿੱਥੇ ਨਹੀਂ ਬੀਜਿਆ ਉੱਥੋਂ ਵੱਢਦੇ ਹੋ।
[IRV | PA | NT | Luke | Chapter 19 | Verse 22] ਉਸ ਨੇ ਆਪਣੇ ਦਾਸ ਨੂੰ ਆਖਿਆ, ਹੇ ਦੁਸ਼ਟ ਨੌਕਰ! ਤੇਰੇ ਹੀ ਮੂੰਹੋਂ ਮੈਂ ਤੈਨੂੰ ਦੋਸ਼ੀ ਠਹਿਰਾਉਂਦਾ ਹਾਂ। ਤੂੰ ਮੈਨੂੰ ਜਾਣਿਆ ਜੋ ਮੈਂ ਸਖ਼ਤ ਸੁਭਾਅ ਵਾਲਾ ਆਦਮੀ ਹਾਂ ਅਤੇ ਜਿੱਥੇ ਮੈਂ ਨਹੀਂ ਰੱਖਿਆ ਉੱਥੋਂ ਮੈਂ ਚੁੱਕਦਾ ਹਾਂ ਅਤੇ ਜਿੱਥੇ ਮੈਂ ਨਹੀਂ ਬੀਜਿਆ ਉੱਥੋਂ ਮੈਂ ਵੱਢਦਾ ਹਾਂ।
[IRV | PA | NT | Luke | Chapter 19 | Verse 23] ਫੇਰ ਤੂੰ ਮੇਰੇ ਰੁਪਏ ਸ਼ਾਹੂਕਾਰ ਦੇ ਕੋਲ ਕਿਉਂ ਨਾ ਰੱਖੇ, ਜੋ ਮੈਂ ਆਣ ਕੇ ਉਨ੍ਹਾਂ ਨੂੰ ਵਿਆਜ ਸਮੇਤ ਵਸੂਲ ਕਰ ਲੈਂਦਾ?
[IRV | PA | NT | Luke | Chapter 19 | Verse 24] ਅਤੇ ਉਸ ਨੇ ਉਨ੍ਹਾਂ ਨੌਕਰਾਂ ਨੂੰ ਜਿਹੜੇ ਕੋਲ ਖੜ੍ਹੇ ਸਨ ਆਖਿਆ, ਅਸ਼ਰਫ਼ੀ ਉਸ ਦੁਸ਼ਟ ਦਾਸ ਕੋਲੋਂ ਲੈ ਲਓ ਅਤੇ ਜਿਸ ਦੇ ਕੋਲ ਦਸ ਅਸ਼ਰਫ਼ੀਆਂ ਹਨ, ਉਸ ਨੂੰ ਦਿਉ।
[IRV | PA | NT | Luke | Chapter 19 | Verse 25] ਤਾਂ ਉਨ੍ਹਾਂ ਨੇ ਉਸ ਨੂੰ ਕਿਹਾ, ਸੁਆਮੀ ਜੀ ਉਸ ਦੇ ਕੋਲ ਦਸ ਅਸ਼ਰਫ਼ੀਆਂ ਹਨ।
[IRV | PA | NT | Luke | Chapter 19 | Verse 26] ਮੈਂ ਤੁਹਾਨੂੰ ਆਖਦਾ ਹਾਂ ਕਿ ਜਿਸ ਕਿਸੇ ਕੋਲ ਕੁਝ ਹੈ ਉਸ ਨੂੰ ਹੋਰ ਦਿੱਤਾ ਜਾਵੇਗਾ ਪਰ ਜਿਸ ਦੇ ਕੋਲ ਨਹੀਂ ਹੈ ਉਸ ਕੋਲੋਂ ਜੋ ਹੈ ਉਹ ਵੀ ਲੈ ਲਿਆ ਜਾਵੇਗਾ।
[IRV | PA | NT | Luke | Chapter 19 | Verse 27] ਮੇਰੇ ਇਨ੍ਹਾਂ ਵੈਰੀਆਂ ਨੂੰ ਜਿਹੜੇ ਨਹੀਂ ਚਾਹੁੰਦੇ ਸਨ ਕਿ ਮੈਂ ਉਨ੍ਹਾਂ ਉੱਤੇ ਰਾਜ ਕਰਾਂ ਇੱਥੇ ਲਿਆਓ ਅਤੇ ਮੇਰੇ ਸਾਹਮਣੇ ਮਾਰ ਸੁੱਟੋ!
[IRV | PA | NT | Luke | Chapter 19 | Verse 28] ਇਹ ਗੱਲਾਂ ਕਰ ਕੇ ਯਿਸੂ ਯਰੂਸ਼ਲਮ ਨੂੰ ਜਾਂਦਿਆਂ ਹੋਇਆਂ ਅੱਗੇ-ਅੱਗੇ ਤੁਰਿਆ ਜਾਂਦਾ ਸੀ।
[IRV | PA | NT | Luke | Chapter 19 | Verse 29] ਅਤੇ ਇਹ ਹੋਇਆ ਕਿ ਜਦ ਉਹ ਉਸ ਪਹਾੜ ਕੋਲ ਜਿਹੜਾ ਜ਼ੈਤੂਨ ਅਖਵਾਉਂਦਾ ਹੈ, ਬੈਤਫ਼ਗਾ ਅਤੇ ਬੈਤਅਨੀਆ ਦੇ ਨੇੜੇ ਪਹੁੰਚਿਆ ਤਾਂ ਉਸ ਨੇ ਚੇਲਿਆਂ ਵਿੱਚੋਂ ਦੋ ਨੂੰ ਇਹ ਕਹਿ ਕੇ ਭੇਜਿਆ
[IRV | PA | NT | Luke | Chapter 19 | Verse 30] ਕਿ ਸਾਹਮਣੇ ਪਿੰਡ ਨੂੰ ਜਾਓ ਅਤੇ ਉੱਥੇ ਪਹੁੰਚ ਕੇ ਤੁਸੀਂ ਇੱਕ ਗਧੀ ਦਾ ਬੱਚਾ ਬੰਨ੍ਹਿਆ ਹੋਇਆ ਵੇਖੋਗੇ ਜਿਸ ਦੇ ਉੱਤੇ ਕਦੇ ਕੋਈ ਸਵਾਰ ਨਹੀਂ ਹੋਇਆ, ਉਸ ਨੂੰ ਖੋਲ੍ਹ ਲਿਆਓ।
[IRV | PA | NT | Luke | Chapter 19 | Verse 31] ਅਤੇ ਜੇ ਕੋਈ ਤੁਹਾਨੂੰ ਪੁੱਛੇ ਕਿ ਤੁਸੀਂ ਇਸ ਨੂੰ ਕਿਉਂ ਖੋਲ੍ਹਦੇ ਹੋ? ਤਾਂ ਇਹ ਆਖਣਾ ਜੋ ਪ੍ਰਭੂ ਨੂੰ ਇਸ ਦੀ ਲੋੜ ਹੈ।
[IRV | PA | NT | Luke | Chapter 19 | Verse 32] ਸੋ ਜਿਹੜੇ ਭੇਜੇ ਗਏ ਸਨ ਉਨ੍ਹਾਂ ਨੇ ਉਸ ਪਿੰਡ ਵਿੱਚ ਜਾ ਕੇ ਜਿਸ ਤਰ੍ਹਾਂ ਉਨ੍ਹਾਂ ਨੂੰ ਕਿਹਾ ਸੀ ਉਸੇ ਤਰ੍ਹਾਂ ਵੇਖਿਆ।
[IRV | PA | NT | Luke | Chapter 19 | Verse 33] ਅਤੇ ਜਦ ਉਸ ਗਧੀ ਦੇ ਬੱਚੇ ਨੂੰ ਖੋਲ੍ਹਦੇ ਸਨ, ਤਾਂ ਉਸ ਦੇ ਮਾਲਕਾਂ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਕਿਹਾ, ਤੁਸੀਂ ਬੱਚੇ ਨੂੰ ਕਿਉਂ ਖੋਲ੍ਹਦੇ ਹੋ?
[IRV | PA | NT | Luke | Chapter 19 | Verse 34] ਫੇਰ ਉਨ੍ਹਾਂ ਨੇ ਉੱਤਰ ਦਿੱਤਾ ਕਿ ਪ੍ਰਭੂ ਨੂੰ ਇਸ ਦੀ ਲੋੜ ਹੈ।
[IRV | PA | NT | Luke | Chapter 19 | Verse 35] ਉਹ ਉਸ ਨੂੰ ਯਿਸੂ ਦੇ ਕੋਲ ਲਿਆਏ ਅਤੇ ਆਪਣੇ ਕੱਪੜੇ ਗਧੀ ਦੇ ਬੱਚੇ ਤੇ ਪਾ ਕੇ ਯਿਸੂ ਨੂੰ ਉਸ ਉੱਪਰ ਬਿਠਾ ਦਿੱਤਾ।
[IRV | PA | NT | Luke | Chapter 19 | Verse 36] ਜਿਸ ਸਮੇਂ ਉਹ ਅੱਗੇ ਵਧਿਆ ਜਾਂਦਾ ਸੀ ਤਾਂ ਲੋਕੀ ਆਪਣੇ ਕੱਪੜੇ ਉਸ ਦੀ ਰਾਹ ਵਿੱਚ ਵਿਛਾਉਂਦੇ ਸਨ।
[IRV | PA | NT | Luke | Chapter 19 | Verse 37] ਅਤੇ ਜਦ ਉਹ ਜ਼ੈਤੂਨ ਦੀ ਉਤਰਾਈ ਤੇ ਪਹੁੰਚਿਆ ਤਾਂ ਚੇਲਿਆਂ ਦੀ ਸਾਰੀ ਟੋਲੀ ਅਨੰਦ ਨਾਲ ਭਰ ਕੇ ਉਨ੍ਹਾਂ ਸਭ ਚਮਤਕਾਰਾਂ ਦੇ ਲਈ ਜੋ ਉਨ੍ਹਾਂ ਨੇ ਵੇਖੇ ਸਨ, ਉੱਚੀ ਅਵਾਜ਼ ਨਾਲ ਇਹ ਕਹਿ ਕੇ ਪਰਮੇਸ਼ੁਰ ਦੀ ਉਸਤਤ ਕਰਨ ਲੱਗੀ
[IRV | PA | NT | Luke | Chapter 19 | Verse 38] ਕਿ ਮੁਬਾਰਕ ਉਹ ਪਾਤਸ਼ਾਹ ਜਿਹੜਾ ਪ੍ਰਭੂ ਦੇ ਨਾਮ ਉੱਤੇ ਆਉਂਦਾ ਹੈ! ਸਵਰਗ ਵਿੱਚ ਸ਼ਾਂਤੀ ਅਤੇ ਅਕਾਸ਼ ਵਿੱਚ ਵਡਿਆਈ ਹੋਵੇ!
[IRV | PA | NT | Luke | Chapter 19 | Verse 39] ਤਦ ਭੀੜ ਵਿੱਚ ਕਿੰਨਿਆਂ ਫ਼ਰੀਸੀਆਂ ਨੇ ਉਸ ਨੂੰ ਕਿਹਾ, ਗੁਰੂ ਜੀ ਆਪਣਿਆਂ ਚੇਲਿਆਂ ਨੂੰ ਚੁੱਪ ਕਰਾ!
[IRV | PA | NT | Luke | Chapter 19 | Verse 40] ਯਿਸੂ ਨੇ ਉੱਤਰ ਦਿੱਤਾ, ਮੈਂ ਤੁਹਾਨੂੰ ਆਖਦਾ ਹਾਂ ਕਿ ਜੇ ਇਹ ਚੁੱਪ ਕਰ ਜਾਣ ਤਾਂ ਪੱਥਰ ਬੋਲ ਉੱਠਣਗੇ!
[IRV | PA | NT | Luke | Chapter 19 | Verse 41] ਜਦ ਉਹ ਨੇੜੇ ਆਇਆ ਤਾਂ ਸ਼ਹਿਰ ਨੂੰ ਵੇਖ ਕੇ ਉਸ ਉੱਤੇ ਰੋਇਆ
[IRV | PA | NT | Luke | Chapter 19 | Verse 42] ਅਤੇ ਆਖਿਆ, ਕਾਸ਼ ਕਿ ਤੂੰ ਅੱਜ ਸ਼ਾਂਤੀ ਦੀਆਂ ਗੱਲਾਂ ਨੂੰ ਜਾਣਦਾ, ਪਰ ਹੁਣ ਉਹ ਤੇਰੀਆਂ ਅੱਖਾਂ ਤੋਂ ਲੁੱਕੀਆਂ ਹੋਈਆਂ ਹਨ।
[IRV | PA | NT | Luke | Chapter 19 | Verse 43] ਕਿਉਂਕਿ ਉਹ ਦਿਨ ਤੇਰੇ ਉੱਤੇ ਆਉਣਗੇ ਜਦ ਤੇਰੇ ਵੈਰੀ ਤੇਰੇ ਵਿਰੁੱਧ ਮੋਰਚਾ ਬੰਨ੍ਹਣਗੇ ਅਤੇ ਤੈਨੂੰ ਘੇਰ ਲੈਣਗੇ ਅਤੇ ਚਾਰੋਂ ਪਾਸੋਂ ਤੈਨੂੰ ਦੱਬਣਗੇ,
[IRV | PA | NT | Luke | Chapter 19 | Verse 44] ਅਤੇ ਤੇਰੇ ਬੱਚਿਆਂ ਸਮੇਤ ਜੋ ਤੇਰੇ ਵਿੱਚ ਹਨ ਤੈਨੂੰ ਧਰਤੀ ਉੱਤੇ ਪਟਕਾ ਦੇਣਗੇ ਅਤੇ ਤੇਰੇ ਵਿੱਚ ਪੱਥਰ ਉੱਤੇ ਪੱਥਰ ਨਾ ਛੱਡਣਗੇ, ਕਿਉਂ ਜੋ ਤੂੰ ਆਪਣੀ ਭਲਾਈ ਦੇ ਮੌਕੇ ਨੂੰ ਨਾ ਜਾਣਿਆ।
[IRV | PA | NT | Luke | Chapter 19 | Verse 45] ਫਿਰ ਉਹ ਹੈਕਲ ਵਿੱਚ ਜਾ ਕੇ ਉਨ੍ਹਾਂ ਨੂੰ ਜਿਹੜੇ ਵੇਚਦੇ ਸਨ ਬਾਹਰ ਕੱਢਣ ਲੱਗਾ।
[IRV | PA | NT | Luke | Chapter 19 | Verse 46] ਉਨ੍ਹਾਂ ਨੂੰ ਆਖਿਆ ਕਿ ਲਿਖਿਆ ਹੈ ਕਿ ਮੇਰਾ ਘਰ ਪ੍ਰਾਰਥਨਾ ਦਾ ਘਰ ਸਦਾਵੇਗਾ ਪਰ ਤੁਸੀਂ ਉਸ ਨੂੰ ਡਾਕੂਆਂ ਦਾ ਅੱਡਾ ਬਣਾ ਦਿੱਤਾ ਹੈ।
[IRV | PA | NT | Luke | Chapter 19 | Verse 47] ਉਹ ਹੈਕਲ ਵਿੱਚ ਹਰ ਰੋਜ਼ ਉਪਦੇਸ਼ ਕਰਦਾ ਸੀ, ਪਰ ਮੁੱਖ ਜਾਜਕ ਅਤੇ ਉਪਦੇਸ਼ਕ ਅਤੇ ਲੋਕਾਂ ਦੇ ਸਰਦਾਰ ਉਸ ਦਾ ਨਾਸ ਕਰਨ ਦੀ ਖੋਜ ਵਿੱਚ ਸਨ।
[IRV | PA | NT | Luke | Chapter 19 | Verse 48] ਪਰ ਇਹ ਕਰਨ ਦਾ ਕੋਈ ਤਰੀਕਾ ਨਾ ਲੱਭਿਆ ਕਿਉਂ ਜੋ ਸਭ ਲੋਕ ਉਸ ਦੀ ਸੁਣਨ ਵਿੱਚ ਲੀਨ ਸਨ।
