[IRV | PA | NT | Luke | Chapter 10 | Verse 1] ਇਨ੍ਹਾਂ ਗੱਲਾਂ ਤੋਂ ਬਾਅਦ ਪ੍ਰਭੂ ਨੇ ਸੱਤਰ ਹੋਰ ਮਨੁੱਖ ਵੀ ਠਹਿਰਾਏ ਅਤੇ ਹਰ ਨਗਰ ਅਤੇ ਹਰ ਥਾਂ ਜਿੱਥੇ ਆਪ ਜਾਣ ਵਾਲਾ ਸੀ ਉਨ੍ਹਾਂ ਨੂੰ ਦੋ-ਦੋ ਕਰਕੇ ਆਪਣੇ ਅੱਗੇ ਭੇਜਿਆ।
[IRV | PA | NT | Luke | Chapter 10 | Verse 16] ਜੋ ਕੋਈ ਤੁਹਾਡੀ ਸੁਣਦਾ ਹੈ ਉਹ ਮੇਰੀ ਸੁਣਦਾ ਹੈ ਅਤੇ ਜੋ ਕੋਈ ਤੁਹਾਨੂੰ ਤੁਛ ਜਾਣਦਾ ਹੈ ਉਹ ਮੈਨੂੰ ਤੁਛ ਜਾਣਦਾ ਹੈ ਅਤੇ ਜੋ ਕੋਈ ਮੈਨੂੰ ਤੁਛ ਜਾਣਦਾ ਹੈ ਉਹ ਮੇਰੇ ਭੇਜਣ ਵਾਲੇ ਨੂੰ ਤੁਛ ਜਾਣਦਾ ਹੈ।
[IRV | PA | NT | Luke | Chapter 10 | Verse 17] ਉਹ ਸੱਤਰ ਅਨੰਦ ਨਾਲ ਮੁੜੇ ਅਤੇ ਬੋਲੇ ਕਿ ਪ੍ਰਭੂ ਜੀ ਤੇਰੇ ਨਾਮ ਕਰਕੇ ਭੂਤ ਵੀ ਸਾਡੇ ਵੱਸ ਵਿੱਚ ਹਨ!
[IRV | PA | NT | Luke | Chapter 10 | Verse 18] ਉਸ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਆਖਿਆ, ਮੈਂ ਸ਼ੈਤਾਨ ਨੂੰ ਬਿਜਲੀ ਵਾਂਗੂੰ ਅਕਾਸ਼ ਤੋਂ ਡਿੱਗਾ ਹੋਇਆ ਵੇਖਿਆ।
[IRV | PA | NT | Luke | Chapter 10 | Verse 19] ਵੇਖੋ ਮੈਂ ਤੁਹਾਨੂੰ ਸੱਪਾਂ ਅਤੇ ਬਿਛੂਆਂ ਨੂੰ ਕੁਚਲਣ ਦਾ ਅਤੇ ਵੈਰੀ ਦੀ ਸਾਰੀ ਸਮਰੱਥਾ ਉੱਤੇ ਅਧਿਕਾਰ ਦਿੱਤਾ ਹੈ ਅਤੇ ਕੋਈ ਵੀ ਚੀਜ਼ ਤੁਹਾਡਾ ਨੁਕਸਾਨ ਨਾ ਕਰੇਗੀ।
[IRV | PA | NT | Luke | Chapter 10 | Verse 20] ਪਰ ਇਸ ਤੋਂ ਹੀ ਅਨੰਦ ਨਾ ਹੋਵੋ ਕਿ ਆਤਮਾਵਾਂ ਤੁਹਾਡੇ ਵੱਸ ਵਿੱਚ ਹਨ ਪਰ ਇਸ ਤੋਂ ਅਨੰਦ ਹੋਵੋ ਕਿ ਤੁਹਾਡੇ ਨਾਮ ਸਵਰਗ ਵਿੱਚ ਲਿਖੇ ਹੋਏ ਹਨ।
[IRV | PA | NT | Luke | Chapter 10 | Verse 21] ਉਸੇ ਸਮੇਂ ਉਹ ਪਵਿੱਤਰ ਆਤਮਾ ਵਿੱਚ ਬਹੁਤ ਮਗਨ ਹੋ ਕੇ ਬੋਲਿਆ, ਹੇ ਪਿਤਾ, ਅਕਾਸ਼ ਅਤੇ ਧਰਤੀ ਦੇ ਮਾਲਕ, ਮੈਂ ਤੇਰੀ ਵਡਿਆਈ ਕਰਦਾ ਹਾਂ ਜੋ ਤੁਸੀਂ ਇਨ੍ਹਾਂ ਗੱਲਾਂ ਨੂੰ ਗਿਆਨੀਆਂ ਅਤੇ ਬੁੱਧਵਾਨਾਂ ਤੋਂ ਲੁਕਾਇਆ ਅਤੇ ਬੱਚਿਆਂ ਉੱਤੇ ਪਰਗਟ ਕੀਤਾ। ਹਾਂ, ਪਿਤਾ, ਕਿਉਂ ਜੋ ਇਹੋ ਤੁਹਾਨੂੰ ਚੰਗਾ ਲੱਗਾ।
[IRV | PA | NT | Luke | Chapter 10 | Verse 22] ਮੇਰੇ ਪਿਤਾ ਨੇ ਸਭ ਕੁਝ ਮੈਨੂੰ ਸੌਂਪਿਆ ਹੋਇਆ ਹੈ ਅਤੇ ਕੋਈ ਨਹੀਂ ਜਾਣਦਾ ਜੋ ਪੁੱਤਰ ਕੌਣ ਹੈ ਪਰ ਪਿਤਾ ਜਾਣਦਾ ਹੈ ਅਤੇ ਪਿਤਾ ਕੌਣ ਹੈ ਉਹ ਪੁੱਤਰ ਜਾਣਦਾ ਹੈ ਅਤੇ ਉਹ ਜਿਸ ਉੱਤੇ ਪੁੱਤਰ ਉਸ ਨੂੰ ਪਰਗਟ ਕਰਨਾ ਚਾਹੇ।
[IRV | PA | NT | Luke | Chapter 10 | Verse 23] ਅਤੇ ਉਸ ਨੇ ਚੇਲਿਆਂ ਦੀ ਵੱਲ ਮੁੜ ਕੇ ਖ਼ਾਸ ਕਰਕੇ ਉਹਨਾਂ ਨੂੰ ਕਿਹਾ ਕਿ ਧੰਨ ਉਹ ਅੱਖਾਂ ਹਨ ਜੋ ਇਹ ਵੇਖਦੀਆਂ ਹਨ ਜੋ ਤੁਸੀਂ ਵੇਖਦੇ ਹੋ।
[IRV | PA | NT | Luke | Chapter 10 | Verse 24] ਕਿਉਂ ਜੋ ਮੈਂ ਤੁਹਾਨੂੰ ਆਖਦਾ ਹਾਂ ਕਿ ਬਹੁਤ ਸਾਰੇ ਨਬੀਆਂ ਅਤੇ ਰਾਜਿਆਂ ਨੇ ਇਹ ਇੱਛਾ ਕੀਤੀ ਕਿ ਜੋ ਕੁਝ ਤੁਸੀਂ ਵੇਖਦੇ ਹੋ ਸੋ ਵੇਖਣ ਪਰ ਨਾ ਵੇਖ ਸਕੇ ਅਤੇ ਜੋ ਕੁਝ ਤੁਸੀਂ ਸੁਣਦੇ ਹੋ ਸੋ ਸੁਣਨ ਪਰ ਨਾ ਸੁਣਿਆ।
[IRV | PA | NT | Luke | Chapter 10 | Verse 25] ਤਾਂ ਵੇਖੋ ਇੱਕ ਉਪਦੇਸ਼ਕ ਨੇ ਉਸ ਨੂੰ ਪਰਤਾਉਣ ਲਈ ਖਲੋ ਕੇ ਕਿਹਾ, ਗੁਰੂ ਜੀ, ਮੈਂ ਕੀ ਕਰਾਂ ਜੋ ਸਦੀਪਕ ਜੀਵਨ ਦਾ ਅਧਿਕਾਰੀ ਹੋਵਾਂ?
[IRV | PA | NT | Luke | Chapter 10 | Verse 26] ਯਿਸੂ ਨੇ ਉਸ ਨੂੰ ਆਖਿਆ ਕਿ ਬਿਵਸਥਾ ਵਿੱਚ ਕੀ ਲਿਖਿਆ ਹੋਇਆ ਹੈ? ਤੂੰ ਕਿਸ ਪ੍ਰਕਾਰ ਇਸ ਨੂੰ ਪੜ੍ਹਦਾ ਹੈਂ?
[IRV | PA | NT | Luke | Chapter 10 | Verse 27] ਤਾਂ ਉਸ ਨੇ ਉੱਤਰ ਦਿੱਤਾ ਕਿ ਤੂੰ ਪ੍ਰਭੂ ਆਪਣੇ ਪਰਮੇਸ਼ੁਰ ਨੂੰ ਆਪਣੇ ਸਾਰੇ ਦਿਲ ਨਾਲ ਅਤੇ ਆਪਣੀ ਸਾਰੀ ਜਾਨ ਨਾਲ ਅਤੇ ਆਪਣੀ ਸਾਰੀ ਸ਼ਕਤੀ ਨਾਲ ਅਤੇ ਆਪਣੀ ਸਾਰੀ ਬੁੱਧ ਨਾਲ ਪਿਆਰ ਕਰ ਅਤੇ ਆਪਣੇ ਗੁਆਂਢੀ ਨੂੰ ਆਪਣੇ ਜਿਹਾ ਪਿਆਰ ਕਰ।
[IRV | PA | NT | Luke | Chapter 10 | Verse 28] ਯਿਸੂ ਨੇ ਉਸ ਨੂੰ ਆਖਿਆ, ਤੂੰ ਠੀਕ ਉੱਤਰ ਦਿੱਤਾ, ਇਹੋ ਕਰ ਤਾਂ ਤੂੰ ਜੀਵੇਂਗਾ।
[IRV | PA | NT | Luke | Chapter 10 | Verse 29] ਪਰ ਉਹ ਚਾਹੁੰਦਾ ਸੀ ਕਿ ਆਪਣੇ ਆਪ ਨੂੰ ਸੱਚਾ ਠਹਿਰਾਵੇ ਤਾਂ ਉਸ ਨੇ ਯਿਸੂ ਨੂੰ ਕਿਹਾ, ਫੇਰ ਕੌਣ ਹੈ ਮੇਰਾ ਗੁਆਂਢੀ?
[IRV | PA | NT | Luke | Chapter 10 | Verse 30] ਯਿਸੂ ਨੇ ਉੱਤਰ ਦਿੱਤਾ ਕਿ ਇੱਕ ਆਦਮੀ ਯਰੂਸ਼ਲਮ ਤੋਂ ਯਰੀਹੋ ਨੂੰ ਜਾ ਰਿਹਾ ਸੀ ਅਤੇ ਡਾਕੂਆਂ ਨੇ ਉਸ ਨੂੰ ਘੇਰਿਆ ਅਤੇ ਉਸ ਨੂੰ ਨੰਗਾ ਕਰ ਕੇ ਮਾਰਿਆ ਅਤੇ ਅਧਮੋਇਆ ਛੱਡ ਕੇ ਚੱਲੇ ਗਏ।
[IRV | PA | NT | Luke | Chapter 10 | Verse 31] ਸੰਜੋਗ ਨਾਲ ਇੱਕ ਜਾਜਕ ਉਸ ਰਸਤੇ ਤੋਂ ਲੰਘਿਆ ਜਾਂਦਾ ਸੀ ਅਤੇ ਉਸ ਨੂੰ ਵੇਖ ਕੇ ਪਾਸਾ ਵੱਟ ਕੇ ਲੰਘ ਗਿਆ।
[IRV | PA | NT | Luke | Chapter 10 | Verse 32] ਇਸੇ ਤਰ੍ਹਾਂ ਇੱਕ ਲੇਵੀ ਵੀ ਉੱਥੇ ਪਹੁੰਚਿਆ ਅਤੇ ਉਸ ਨੂੰ ਵੇਖ ਕੇ ਪਾਸਾ ਵੱਟ ਕੇ ਲੰਘ ਗਿਆ।
[IRV | PA | NT | Luke | Chapter 10 | Verse 33] ਪਰ ਇੱਕ ਸਾਮਰੀ ਸਫ਼ਰ ਕਰਦਾ ਹੋਇਆ ਉੱਥੇ ਪਹੁੰਚਿਆ।
[IRV | PA | NT | Luke | Chapter 10 | Verse 34] ਅਤੇ ਜਦੋਂ ਉਸ ਨੂੰ ਵੇਖਿਆ ਤਾਂ ਤਰਸ ਖਾ ਕੇ ਉਸ ਦੇ ਕੋਲ ਗਿਆ ਅਤੇ ਤੇਲ ਅਤੇ ਮੈਅ ਲਾ ਕੇ ਉਸ ਦੇ ਜ਼ਖਮਾਂ ਨੂੰ ਬੰਨ੍ਹਿਆ ਅਤੇ ਆਪਣੀ ਸਵਾਰੀ ਤੇ ਉਸ ਨੂੰ ਬਿਠਾ ਕੇ ਸਰਾਂ ਵਿੱਚ ਲਿਆਂਦਾ ਅਤੇ ਉਸ ਦੀ ਮਰਹਮ ਪੱਟੀ ਕੀਤੀ।
[IRV | PA | NT | Luke | Chapter 10 | Verse 35] ਫੇਰ ਸਵੇਰ ਨੂੰ ਦੋ ਦੀਨਾਰ ਕੱਢ ਕੇ ਦੇਖਭਾਲ ਕਰਨ ਵਾਲੇ ਨੂੰ ਦਿੱਤੇ ਅਤੇ ਆਖਿਆ ਜੋ ਇਸ ਦੀ ਮਹਰਮ ਪੱਟੀ ਕਰਦਾ ਰਹੀਂ, ਅਤੇ ਜੋ ਕੁਝ ਤੇਰਾ ਹੋਰ ਲੱਗੂ ਸੋ ਮੈਂ ਜਦ ਮੁੜ ਆਵਾਂ, ਤੇਰਾ ਭਰ ਦਿਆਂਗਾ।
[IRV | PA | NT | Luke | Chapter 10 | Verse 36] ਸੋ ਉਸ ਆਦਮੀ ਦਾ ਜੋ ਡਾਕੂਆਂ ਦੇ ਹੱਥ ਪੈ ਗਿਆ ਸੀ, ਉਨ੍ਹਾਂ ਤਿੰਨਾਂ ਵਿੱਚੋਂ ਕਿਹੜਾ ਤੈਨੂੰ ਗੁਆਂਢੀ ਜਾਪਦਾ ਹੈ?
[IRV | PA | NT | Luke | Chapter 10 | Verse 37] ਉਹ ਬੋਲਿਆ, ਜਿਸ ਨੇ ਉਸ ਉੱਤੇ ਦਯਾ ਕੀਤੀ। ਫੇਰ ਯਿਸੂ ਨੇ ਉਸ ਨੂੰ ਆਖਿਆ, ਤੂੰ ਵੀ ਜਾ ਕੇ ਇਸੇ ਤਰ੍ਹਾਂ ਹੀ ਕਰ।
[IRV | PA | NT | Luke | Chapter 10 | Verse 38] ਫੇਰ ਜਦ ਉਹ ਚੱਲੇ ਜਾਂਦੇ ਸਨ ਤਾਂ ਉਹ ਇੱਕ ਪਿੰਡ ਵਿੱਚ ਪਹੁੰਚੇ ਅਤੇ ਮਾਰਥਾ ਨਾਮ ਦੀ ਇੱਕ ਔਰਤ ਨੇ ਉਸ ਨੂੰ ਆਪਣੇ ਘਰ ਉਤਾਰਿਆ।
[IRV | PA | NT | Luke | Chapter 10 | Verse 39] ਅਤੇ ਮਰਿਯਮ ਨਾਮਕ ਉਸ ਦੀ ਇੱਕ ਭੈਣ ਸੀ ਜਿਹੜੀ ਪ੍ਰਭੂ ਦੇ ਚਰਨਾਂ ਕੋਲ ਬੈਠ ਕੇ ਉਸ ਦਾ ਬਚਨ ਸੁਣਦੀ ਸੀ।
[IRV | PA | NT | Luke | Chapter 10 | Verse 40] ਪਰ ਮਾਰਥਾ ਸੇਵਾ ਕਰਦੀ-ਕਰਦੀ ਘਬਰਾ ਗਈ ਅਤੇ ਉਸ ਦੇ ਕੋਲ ਆਣ ਕੇ ਕਿਹਾ, ਪ੍ਰਭੂ ਜੀ ਤੁਹਾਨੂੰ ਮੇਰੀ ਕੋਈ ਚਿੰਤਾ ਨਹੀਂ ਜੋ ਮੇਰੀ ਭੈਣ ਸੇਵਾ ਵਿੱਚ ਮੇਰੀ ਸਹਾਇਤਾ ਨਹੀਂ ਕਰਦੀ? ਮੇਰੀ ਸਹਾਇਤਾ ਲਈ ਉਸ ਨੂੰ ਕਹੋ।
[IRV | PA | NT | Luke | Chapter 10 | Verse 41] ਪਰ ਪ੍ਰਭੂ ਨੇ ਉਸ ਨੂੰ ਉੱਤਰ ਦਿੱਤਾ, ਮਾਰਥਾ! ਮਾਰਥਾ! ਤੂੰ ਬਹੁਤੀਆਂ ਵਸਤਾਂ ਦੀ ਚਿੰਤਾ ਕਰਦੀ ਅਤੇ ਘਬਰਾਉਂਦੀ ਹੈਂ।
[IRV | PA | NT | Luke | Chapter 10 | Verse 42] ਪਰ ਇੱਕ ਗੱਲ ਦੀ ਲੋੜ ਹੈ। ਮਰਿਯਮ ਨੇ ਤਾਂ ਉਹ ਚੰਗਾ ਹਿੱਸਾ ਪਸੰਦ ਕੀਤਾ ਹੈ ਜੋ ਉਸ ਤੋਂ ਖੋਹਿਆ ਨਾ ਜਾਵੇਗਾ।
