[IRV | PA | NT | Luke | Chapter 14 | Verse 1] ਸਬਤ ਦੇ ਦਿਨ ਉਹ ਫ਼ਰੀਸੀ ਸਰਦਾਰਾਂ ਵਿੱਚੋਂ ਕਿਸੇ ਦੇ ਘਰ ਭੋਜਨ ਕਰਨ ਲਈ ਗਿਆ ਤਦ ਉਹ ਉਸ ਤੇ ਨਜ਼ਰ ਰੱਖੇ ਹੋਏ ਸਨ।
[IRV | PA | NT | Luke | Chapter 14 | Verse 12] ਜਿਸ ਨੇ ਉਸ ਨੂੰ ਬੁਲਾਇਆ ਸੀ ਉਸ ਨੇ ਉਹ ਨੂੰ ਵੀ ਕਿਹਾ ਕਿ ਜਾਂ ਤੂੰ ਦਿਨ ਜਾਂ ਰਾਤ ਦੀ ਦਾਵਤ ਕਰੇਂ ਤਾਂ ਆਪਣਿਆਂ ਮਿੱਤਰਾਂ, ਆਪਣਿਆਂ ਭਾਈਆਂ, ਆਪਣਿਆਂ ਸਾਕਾਂ ਅਤੇ ਧਨਵਾਨ ਗੁਆਂਢੀਆਂ ਨੂੰ ਨਾ ਬੁਲਾ, ਅਜਿਹਾ ਨਾ ਹੋਵੇ ਜੋ ਉਹ ਫੇਰ ਤੈਨੂੰ ਵੀ ਬੁਲਾਉਣ ਅਤੇ ਤੇਰਾ ਬਦਲਾ ਹੋ ਜਾਵੇ।
[IRV | PA | NT | Luke | Chapter 14 | Verse 13] ਪਰ ਜਦ ਤੂੰ ਦਾਵਤ ਕਰੇਂ ਤਾਂ ਕੰਗਾਲਾਂ, ਟੁੰਡਿਆਂ, ਲੰਗੜਿਆਂ, ਅੰਨ੍ਹਿਆਂ ਨੂੰ ਬੁਲਾ।
[IRV | PA | NT | Luke | Chapter 14 | Verse 14] ਅਤੇ ਤੂੰ ਧੰਨ ਹੋਵੇਂਗਾ ਕਿਉਂ ਜੋ ਤੇਰਾ ਬਦਲਾ ਚੁਕਾਉਣ ਲਈ ਉਨ੍ਹਾਂ ਕੋਲ ਕੁਝ ਨਹੀਂ ਹੈ। ਇਸ ਦਾ ਬਦਲਾ ਤੈਨੂੰ ਧਰਮੀਆਂ ਦੇ ਜੀ ਉੱਠਣ ਵਾਲੇ ਦਿਨ ਵਿੱਚ ਦਿੱਤਾ ਜਾਵੇਗਾ।
[IRV | PA | NT | Luke | Chapter 14 | Verse 15] ਉਸ ਦੇ ਨਾਲ ਬੈਠਣ ਵਾਲਿਆਂ ਵਿੱਚੋਂ ਇੱਕ ਨੇ ਇਨ੍ਹਾਂ ਗੱਲਾਂ ਨੂੰ ਸੁਣ ਕੇ ਯਿਸੂ ਨੂੰ ਕਿਹਾ ਕਿ ਧੰਨ ਉਹ ਹੈ ਜਿਹੜਾ ਪਰਮੇਸ਼ੁਰ ਦੇ ਰਾਜ ਵਿੱਚ ਭੋਜਨ ਕਰੇਗਾ।
[IRV | PA | NT | Luke | Chapter 14 | Verse 16] ਪਰ ਉਸ ਨੇ ਉਹ ਨੂੰ ਆਖਿਆ, ਕਿਸੇ ਮਨੁੱਖ ਨੇ ਇੱਕ ਵੱਡੀ ਦਾਵਤ ਕੀਤੀ ਅਤੇ ਬਹੁਤ ਸਾਰੇ ਲੋਕਾਂ ਨੂੰ ਬੁਲਾਇਆ।
[IRV | PA | NT | Luke | Chapter 14 | Verse 17] ਅਤੇ ਉਸ ਨੇ ਭੋਜਨ ਦੇ ਸਮੇਂ ਆਪਣੇ ਨੌਕਰ ਨੂੰ ਭੇਜਿਆ ਜੋ ਉਹ ਸੱਦੇ ਹੋਇਆਂ ਨੂੰ ਆਖੇ ਕਿ ਆਓ ਕਿਉਂ ਜੋ ਹੁਣ ਸਭ ਕੁਝ ਤਿਆਰ ਹੈ
[IRV | PA | NT | Luke | Chapter 14 | Verse 18] ਤਾਂ ਉਹ ਸੱਭੇ ਇੱਕ ਮੱਤ ਹੋ ਕੇ ਬਹਾਨੇ ਬਣਾਉਣ ਲੱਗੇ। ਪਹਿਲੇ ਨੇ ਉਸ ਨੂੰ ਕਿਹਾ, ਮੈਂ ਇੱਕ ਖੇਤ ਮੁੱਲ ਲਿਆ ਹੈ ਅਤੇ ਜ਼ਰੂਰ ਹੈ ਜੋ ਮੈਂ ਜਾ ਕੇ ਉਸ ਨੂੰ ਵੇਖਾਂ। ਮੈਂ ਤੇਰੇ ਅੱਗੇ ਬੇਨਤੀ ਕਰਦਾ ਹਾਂ ਜੋ ਮੈਨੂੰ ਮਾਫ਼ ਕਰੀਂ।
[IRV | PA | NT | Luke | Chapter 14 | Verse 19] ਅਤੇ ਦੂਜੇ ਨੇ ਆਖਿਆ, ਮੈਂ ਬਲ਼ਦਾਂ ਦੀਆਂ ਪੰਜ ਜੋੜੀਆਂ ਮੁੱਲ ਲਈਆਂ ਹਨ ਅਤੇ ਉਨ੍ਹਾਂ ਦੇ ਪਰਖਣ ਲਈ ਜਾਂਦਾ ਹਾਂ। ਮੈਂ ਤੇਰੇ ਅੱਗੇ ਬੇਨਤੀ ਕਰਦਾ ਹਾਂ ਜੋ ਮੈਨੂੰ ਮਾਫ਼ ਕਰੀਂ।
[IRV | PA | NT | Luke | Chapter 14 | Verse 20] ਅਤੇ ਹੋਰ ਨੇ ਆਖਿਆ, ਮੇਰਾ ਵਿਆਹ ਹੋਇਆ ਹੈ, ਇਸ ਲਈ ਮੈਂ ਨਹੀਂ ਆ ਸਕਦਾ।
[IRV | PA | NT | Luke | Chapter 14 | Verse 21] ਤਦ ਉਸ ਨੌਕਰ ਨੇ ਆਣ ਕੇ ਆਪਣੇ ਮਾਲਕ ਨੂੰ ਇਹ ਗੱਲਾਂ ਦੱਸੀਆਂ। ਤਾਂ ਉਸ ਘਰ ਦੇ ਮਾਲਕ ਨੇ ਗੁੱਸੇ ਹੋ ਕੇ ਆਪਣੇ ਨੌਕਰ ਨੂੰ ਆਖਿਆ ਜਲਦੀ ਨਿੱਕਲ ਕੇ ਸ਼ਹਿਰ ਦੇ ਚੌਕਾਂ ਅਤੇ ਗਲੀਆਂ ਵਿੱਚ ਜਾ ਅਤੇ ਕੰਗਾਲਾਂ, ਟੁੰਡਿਆਂ, ਅੰਨ੍ਹਿਆਂ ਅਤੇ ਲੰਗੜਿਆਂ ਨੂੰ ਇੱਥੇ ਅੰਦਰ ਲਿਆ।
[IRV | PA | NT | Luke | Chapter 14 | Verse 22] ਉਸ ਨੌਕਰ ਨੇ ਆਖਿਆ, ਸੁਆਮੀ ਜੀ ਜਿਵੇਂ ਤੁਸੀਂ ਹੁਕਮ ਦਿੱਤਾ ਸੀ। ਉਸੇ ਤਰ੍ਹਾਂ ਹੀ ਹੋਇਆ ਹੈ ਪਰ ਅਜੇ ਜਗ੍ਹਾ ਖਾਲੀ ਹੈ।
[IRV | PA | NT | Luke | Chapter 14 | Verse 23] ਮਾਲਕ ਨੇ ਨੌਕਰ ਨੂੰ ਕਿਹਾ ਕਿ ਨਿੱਕਲ ਕੇ ਸੜਕਾਂ ਅਤੇ ਪੈਲੀ ਬੰਨ੍ਹਿਆ ਵੱਲ ਜਾ ਅਤੇ ਵੱਡੀ ਤਗੀਦ ਕਰ ਕੇ ਲੋਕਾਂ ਨੂੰ ਅੰਦਰ ਲਿਆ ਤਾਂ ਜੋ ਮੇਰਾ ਘਰ ਮਹਿਮਾਨਾਂ ਨਾਲ ਭਰ ਜਾਵੇ।
[IRV | PA | NT | Luke | Chapter 14 | Verse 24] ਕਿਉਂ ਜੋ ਮੈਂ ਤੁਹਾਨੂੰ ਆਖਦਾ ਹਾਂ ਕਿ ਉਨ੍ਹਾਂ ਮਨੁੱਖਾਂ ਵਿੱਚੋਂ ਜਿਹੜੇ ਬੁਲਾਏ ਗਏ ਸਨ ਇੱਕ ਵੀ ਮੇਰੇ ਭੋਜ ਵਿੱਚ ਸ਼ਾਮਲ ਨਹੀਂ ਹੋਵੇਗਾ।
[IRV | PA | NT | Luke | Chapter 14 | Verse 25] ਵੱਡੀ ਭੀੜ ਯਿਸੂ ਦੇ ਨਾਲ ਚੱਲੀ ਜਾਂਦੀ ਸੀ ਅਤੇ ਉਸ ਨੇ ਮੁੜ ਕੇ ਉਨ੍ਹਾਂ ਨੂੰ ਆਖਿਆ,
[IRV | PA | NT | Luke | Chapter 14 | Verse 26] ਜੇ ਕੋਈ ਮੇਰੇ ਕੋਲ ਆਵੇ ਅਤੇ ਆਪਣੇ ਪਿਤਾ, ਮਾਤਾ, ਪਤਨੀ, ਬਾਲ ਬੱਚਿਆਂ, ਭਾਈਆਂ ਅਤੇ ਭੈਣਾਂ ਨਾਲ ਸਗੋਂ ਆਪਣੀ ਜਾਨ ਨੂੰ ਮੇਰੇ ਨਾਲੋਂ ਵੱਧ ਪਿਆਰ ਕਰੇ ਤਾਂ ਉਹ ਮੇਰਾ ਚੇਲਾ ਨਹੀਂ ਹੋ ਸਕਦਾ।
[IRV | PA | NT | Luke | Chapter 14 | Verse 27] ਜੋ ਕੋਈ ਆਪਣੀ ਸਲੀਬ ਚੁੱਕ ਕੇ ਮੇਰੇ ਮਗਰ ਨਾ ਚੱਲੇ ਤਾਂ ਉਹ ਮੇਰਾ ਚੇਲਾ ਨਹੀਂ ਹੋ ਸਕਦਾ।
[IRV | PA | NT | Luke | Chapter 14 | Verse 28] ਤੁਹਾਡੇ ਵਿੱਚੋਂ ਕੌਣ ਹੈ ਜਿਸ ਦੀ ਬੁਰਜ ਬਣਾਉਣ ਦੀ ਯੋਜਨਾ ਹੋਵੇ ਤਾਂ ਪਹਿਲਾਂ ਬੈਠ ਕੇ ਖ਼ਰਚ ਦਾ ਹਿਸਾਬ ਨਾ ਕਰੇ ਜੋ ਮੇਰੇ ਕੋਲ ਉਸ ਦੇ ਪੂਰਾ ਕਰਨ ਯੋਗ ਧਨ ਹੈ ਕਿ ਨਹੀਂ?
[IRV | PA | NT | Luke | Chapter 14 | Verse 29] ਕਿਤੇ ਇਸ ਤਰ੍ਹਾਂ ਨਾ ਹੋਵੇ ਕਿ ਜਦ ਉਸ ਨੇ ਨੀਂਹ ਰੱਖੀ ਅਤੇ ਪੂਰਾ ਨਾ ਕਰ ਸਕਿਆ ਤਾਂ ਸਭ ਵੇਖਣ ਵਾਲੇ ਇਹ ਕਹਿ ਕੇ ਉਸਦਾ ਮਜ਼ਾਕ ਉਡਾਉਣ
[IRV | PA | NT | Luke | Chapter 14 | Verse 30] ਕਿ ਇਸ ਆਦਮੀ ਨੇ ਸ਼ੁਰੂ ਤਾਂ ਕੀਤਾ ਪਰ ਪੂਰਾ ਨਾ ਕਰ ਸਕਿਆ!
[IRV | PA | NT | Luke | Chapter 14 | Verse 31] ਜਾਂ ਕਿਹੜਾ ਰਾਜਾ ਹੈ ਕਿ ਜਦ ਦੂਜੇ ਰਾਜੇ ਨਾਲ ਲੜਨ ਲਈ ਨਿੱਕਲੇ ਤਾਂ ਪਹਿਲਾਂ ਬੈਠ ਕੇ ਸਲਾਹ ਨਾ ਕਰੇ, ਕੀ ਮੈਂ ਦਸ ਹਜ਼ਾਰ ਸੈਨਿਕਾਂ ਨਾਲ ਉਹ ਦਾ ਸਾਹਮਣਾ ਕਰ ਸਕਦਾ ਹਾਂ, ਜਿਸ ਨੇ ਵੀਹ ਹਜ਼ਾਰ ਸੈਨਿਕ ਨਾਲ ਮੇਰੇ ਉੱਤੇ ਚੜ੍ਹਾਈ ਕੀਤੀ ਹੈ?
[IRV | PA | NT | Luke | Chapter 14 | Verse 32] ਜੇ ਨਹੀਂ ਤਾਂ ਹਮਲਾਵਰ ਦੇ ਅਜੇ ਦੂਰ ਹੁੰਦਿਆਂ ਉਹ ਆਪਣਾ ਦੂਤ ਭੇਜ ਕੇ ਮੇਲ-ਮਿਲਾਪ ਦੀਆਂ ਸ਼ਰਤਾਂ ਪੁੱਛਦਾ ਹੈ।
[IRV | PA | NT | Luke | Chapter 14 | Verse 33] ਸੋ ਇਸੇ ਤਰ੍ਹਾਂ ਤੁਹਾਡੇ ਵਿੱਚੋਂ ਹਰੇਕ ਜੋ ਆਪਣਾ ਸਭ ਕੁਝ? ਨਾ ਤਿਆਗੇ ਉਹ ਮੇਰਾ ਚੇਲਾ ਨਹੀਂ ਹੋ ਸਕਦਾ।
[IRV | PA | NT | Luke | Chapter 14 | Verse 34] ਲੂਣ ਤਾਂ ਚੰਗਾ ਹੈ ਪਰ ਜੇ ਲੂਣ ਬੇਸੁਆਦ ਹੋ ਜਾਵੇ ਤਾਂ ਕਿਵੇਂ ਸਲੂਣਾ ਕੀਤਾ ਜਾਵੇ?
[IRV | PA | NT | Luke | Chapter 14 | Verse 35] ਉਹ ਨਾ ਖੇਤ, ਨਾ ਖਾਦ ਦੇ ਕੰਮ ਦਾ ਹੈ। ਲੋਕ ਉਸ ਨੂੰ ਬਾਹਰ ਸੁੱਟ ਦਿੰਦੇ ਹਨ। ਜਿਸ ਦੇ ਸੁਣਨ ਵਾਲੇ ਕੰਨ ਹੋਣ ਉਹ ਸੁਣੇ।
