[IRV | PA | NT | Luke | Chapter 6 | Verse 1] ਇੱਕ ਸਬਤ ਦੇ ਦਿਨ ਇਹ ਹੋਇਆ ਜਦੋਂ ਉਹ ਖੇਤਾਂ ਵਿੱਚੋਂ ਦੀ ਜਾ ਰਿਹਾ ਸੀ, ਅਤੇ ਉਸ ਦੇ ਚੇਲੇ ਸਿੱਟੇ ਤੋੜ ਕੇ ਖਾਂਦੇ ਜਾਂਦੇ ਸਨ।
[IRV | PA | NT | Luke | Chapter 6 | Verse 12] ਉਨ੍ਹਾਂ ਦਿਨਾਂ ਵਿੱਚ ਇਹ ਹੋਇਆ ਕਿ ਉਹ ਪ੍ਰਾਰਥਨਾ ਕਰਨ ਲਈ ਪਹਾੜ ਉੱਤੇ ਗਿਆ ਅਤੇ ਪਰਮੇਸ਼ੁਰ ਅੱਗੇ ਸਾਰੀ ਰਾਤ ਪ੍ਰਾਰਥਨਾ ਕਰਦਾ ਰਿਹਾ।
[IRV | PA | NT | Luke | Chapter 6 | Verse 13] ਅਤੇ ਜਦ ਦਿਨ ਚੜ੍ਹਿਆ ਤਾਂ ਉਸ ਨੇ ਆਪਣਿਆਂ ਚੇਲਿਆਂ ਨੂੰ ਕੋਲ ਬੁਲਾਇਆ ਅਤੇ ਉਨ੍ਹਾਂ ਵਿੱਚੋਂ ਬਾਰਾਂ ਨੂੰ ਚੁਣ ਕੇ ਉਨ੍ਹਾਂ ਨੂੰ ਰਸੂਲ ਕਹਿ ਕੇ ਸੱਦਿਆ ਅਰਥਾਤ
[IRV | PA | NT | Luke | Chapter 6 | Verse 14] ਸ਼ਮਊਨ ਜਿਸ ਦਾ ਨਾਮ ਉਸ ਨੇ ਪਤਰਸ ਵੀ ਰੱਖਿਆ ਅਤੇ ਉਸ ਦਾ ਭਰਾ ਅੰਦ੍ਰਿਯਾਸ ਅਤੇ ਯਾਕੂਬ ਅਤੇ ਯੂਹੰਨਾ ਅਤੇ ਫ਼ਿਲਿਪੁੱਸ ਅਤੇ ਬਰਥੁਲਮਈ
[IRV | PA | NT | Luke | Chapter 6 | Verse 15] ਅਤੇ ਮੱਤੀ ਅਤੇ ਥੋਮਾ ਅਤੇ ਹਲਫ਼ਈ ਦਾ ਪੁੱਤਰ ਯਾਕੂਬ ਅਤੇ ਸ਼ਮਊਨ ਜਿਹੜਾ ਜ਼ੇਲੋਤੇਸ ਅਖਵਾਉਂਦਾ ਹੈ
[IRV | PA | NT | Luke | Chapter 6 | Verse 16] ਯਾਕੂਬ ਦਾ ਪੁੱਤਰ ਯਹੂਦਾ ਅਤੇ ਯਹੂਦਾ ਇਸਕਰਿਯੋਤੀ ਜਿਹੜਾ ਉਸ ਦਾ ਫੜਵਾਉਣ ਵਾਲਾ ਵੀ ਸੀ।
[IRV | PA | NT | Luke | Chapter 6 | Verse 17] ਅਤੇ ਉਹ ਉਨ੍ਹਾਂ ਨਾਲ ਉਤਰ ਕੇ ਪੱਧਰੇ ਥਾਂ ਖੜ੍ਹਾ ਹੋਇਆ, ਉਸ ਦੇ ਨਾਲ ਚੇਲਿਆਂ ਦੀ ਵੱਡੀ ਮੰਡਲੀ ਅਤੇ ਲੋਕਾਂ ਦੀ ਵੱਡੀ ਭੀੜ ਜਿਹੜੇ ਸਾਰੇ ਯਹੂਦਿਯਾ, ਯਰੂਸ਼ਲਮ, ਸੂਰ ਅਤੇ ਸੈਦਾ ਦੇ ਸਮੁੰਦਰ ਦੇ ਕੰਢਿਓਂ ਉਸ ਦੀ ਸੁਣਨ ਲਈ ਅਤੇ ਆਪਣਿਆਂ ਰੋਗਾਂ ਤੋਂ ਚੰਗੇ ਹੋਣ ਲਈ ਆਏ ਸਨ।
[IRV | PA | NT | Luke | Chapter 6 | Verse 18] ਅਤੇ ਜਿਹੜੇ ਅਸ਼ੁੱਧ ਆਤਮਾਵਾਂ ਤੋਂ ਦੁੱਖੀ ਸਨ ਉਹ ਚੰਗੇ ਕੀਤੇ ਗਏ।
[IRV | PA | NT | Luke | Chapter 6 | Verse 19] ਅਤੇ ਸਾਰੇ ਲੋਕ ਉਸ ਨੂੰ ਛੂਹਣਾ ਚਾਹੁੰਦੇ ਸਨ ਇਸ ਲਈ ਜੋ ਸਮਰੱਥਾ ਉਸ ਤੋਂ ਨਿੱਕਲ ਕੇ ਸਭਨਾਂ ਨੂੰ ਚੰਗਾ ਕਰਦੀ ਸੀ।
[IRV | PA | NT | Luke | Chapter 6 | Verse 20] ਤਦ ਉਸ ਨੇ ਆਪਣਿਆਂ ਚੇਲਿਆਂ ਉੱਤੇ ਨਿਗਾਹ ਕਰ ਕੇ ਆਖਿਆ, ਧੰਨ ਹੋ ਤੁਸੀਂ ਜਿਹੜੇ ਗਰੀਬ ਹੋ ਕਿਉਂ ਜੋ ਸਵਰਗ ਰਾਜ ਤੁਹਾਡਾ ਹੈ।
[IRV | PA | NT | Luke | Chapter 6 | Verse 21] ਧੰਨ ਹੋ ਤੁਸੀਂ ਜਿਹੜੇ ਹੁਣ ਭੁੱਖੇ ਹੋ ਕਿਉਂ ਜੋ ਤੁਸੀਂ ਰਜਾਏ ਜਾਓਗੇ। ਧੰਨ ਹੋ ਤੁਸੀਂ ਜਿਹੜੇ ਹੁਣ ਰੋਂਦੇ ਹੋ ਕਿਉਂ ਜੋ ਹੱਸੋਗੇ।
[IRV | PA | NT | Luke | Chapter 6 | Verse 22] ਧੰਨ ਹੋ ਤੁਸੀਂ ਜਦ ਮਨੁੱਖ ਦੇ ਪੁੱਤਰ ਦੇ ਕਾਰਨ ਮਨੁੱਖ ਤੁਹਾਡੇ ਨਾਲ ਵੈਰ ਰੱਖਣਗੇ ਅਤੇ ਤੁਹਾਨੂੰ ਛੱਡ ਦੇਣਗੇ, ਮੰਦਾ ਆਖਣਗੇ ਅਤੇ ਤੁਹਾਡਾ ਨਾਮ ਬੁਰਾ ਜਾਣ ਕੇ ਕੱਢ ਸੁੱਟਣਗੇ।
[IRV | PA | NT | Luke | Chapter 6 | Verse 23] ਉਸ ਦਿਨ ਅਨੰਦ ਮਨਾਉਣਾ ਤੇ ਖੁਸ਼ੀ ਨਾਲ ਉੱਛਲਣਾ ਕਿਉਂ ਜੋ ਵੇਖੋ ਤੁਹਾਡਾ ਫਲ ਸਵਰਗ ਵਿੱਚ ਵੱਡਾ ਹੈ, ਕਿਉਂ ਜੋ ਉਨ੍ਹਾਂ ਦੇ ਪਿਉ-ਦਾਦਿਆਂ ਨੇ ਨਬੀਆਂ ਨਾਲ ਵੀ ਇਸੇ ਤਰ੍ਹਾਂ ਕੀਤਾ ਸੀ।
[IRV | PA | NT | Luke | Chapter 6 | Verse 24] ਪਰ ਹਾਏ ਤੁਹਾਡੇ ਉੱਤੇ ਜਿਹੜੇ ਧਨਵਾਨ ਹੋ ਕਿਉਂ ਜੋ ਤੁਸੀਂ ਆਪਣੀ ਤਸੱਲੀ ਲੈ ਚੁੱਕੇ।
[IRV | PA | NT | Luke | Chapter 6 | Verse 25] ਹਾਏ ਤੁਹਾਡੇ ਉੱਤੇ ਜਿਹੜੇ ਹੁਣ ਰੱਜੇ ਹੋਏ ਹੋ ਕਿਉਂ ਜੋ ਤੁਸੀਂ ਭੁੱਖੇ ਹੋਵੋਗੇ। ਹਾਏ ਤੁਹਾਡੇ ਉੱਤੇ ਜਿਹੜੇ ਹੁਣ ਹੱਸਦੇ ਹੋ ਕਿਉਂ ਜੋ ਤੁਸੀਂ ਸੋਗ ਕਰੋਗੇ ਅਤੇ ਰੋਵੋਗੇ।
[IRV | PA | NT | Luke | Chapter 6 | Verse 26] ਹਾਏ ਤੁਹਾਡੇ ਉੱਤੇ ਜਦ ਸਭ ਲੋਕ ਤੁਹਾਡੀ ਪ੍ਰਸੰਸਾ ਕਰਨ ਕਿਉਂ ਜੋ ਉਨ੍ਹਾਂ ਦੇ ਪਿਉ-ਦਾਦਿਆਂ ਨੇ ਝੂਠੇ ਨਬੀਆਂ ਨਾਲ ਇਸੇ ਤਰ੍ਹਾਂ ਕੀਤਾ।
[IRV | PA | NT | Luke | Chapter 6 | Verse 27] ਪਰ ਮੈਂ ਤੁਹਾਨੂੰ ਜੋ ਸੁਣਦੇ ਹੋ ਆਖਦਾ ਹਾਂ ਕਿ ਆਪਣੇ ਵੈਰੀਆਂ ਨਾਲ ਪਿਆਰ ਕਰੋ। ਜੋ ਤੁਹਾਡੇ ਨਾਲ ਵੈਰ ਰੱਖਣ ਉਨ੍ਹਾਂ ਦਾ ਭਲਾ ਕਰੋ।
[IRV | PA | NT | Luke | Chapter 6 | Verse 28] ਜੋ ਤੁਹਾਨੂੰ ਸਰਾਪ ਦੇਣ ਉਨ੍ਹਾਂ ਨੂੰ ਬਰਕਤ ਦਿਉ। ਜੋ ਤੁਹਾਡੇ ਨਾਲ ਈਰਖਾ ਰੱਖਣ, ਉਨ੍ਹਾਂ ਲਈ ਪ੍ਰਾਰਥਨਾ ਕਰੋ।
[IRV | PA | NT | Luke | Chapter 6 | Verse 29] ਜੋ ਤੇਰੀ ਇੱਕ ਗੱਲ੍ਹ ਉੱਤੇ ਚਪੇੜ ਮਾਰੇ ਤਾਂ ਤੂੰ ਦੂਜੀ ਵੀ ਉਸ ਦੇ ਵੱਲ ਕਰ ਦੇ ਅਤੇ ਜੋ ਤੇਰੀ ਚਾਦਰ ਖੋਹ ਲਵੇ ਤਾਂ ਉਸ ਨੂੰ ਕੁੜਤਾ ਲੈਣ ਤੋਂ ਵੀ ਮਨ੍ਹਾ ਨਾ ਕਰ।
[IRV | PA | NT | Luke | Chapter 6 | Verse 30] ਜੋ ਕੋਈ ਤੇਰੇ ਕੋਲੋਂ ਮੰਗੇ ਉਸ ਨੂੰ ਦਿਹ ਅਤੇ ਜੋ ਤੇਰੀਆਂ ਵਸਤਾਂ ਖੋਹ ਲਵੇ ਉਸ ਤੋਂ ਮੁੜ ਨਾ ਮੰਗ।
[IRV | PA | NT | Luke | Chapter 6 | Verse 31] ਅਤੇ ਜਿਹੋ ਜਿਹਾ ਤੁਸੀਂ ਚਾਹੁੰਦੇ ਹੋ ਜੋ ਲੋਕ ਤੁਹਾਡੇ ਨਾਲ ਕਰਨ ਤੁਸੀਂ ਵੀ ਉਨ੍ਹਾਂ ਨਾਲ ਉਸੇ ਤਰ੍ਹਾਂ ਹੀ ਕਰੋ।
[IRV | PA | NT | Luke | Chapter 6 | Verse 32] ਜੇ ਤੁਸੀਂ ਉਨ੍ਹਾਂ ਨਾਲ ਹੀ ਪਿਆਰ ਕਰੋ ਜਿਹੜੇ ਤੁਹਾਡੇ ਨਾਲ ਪਿਆਰ ਕਰਦੇ ਹਨ ਤਾਂ ਤੁਹਾਡੀ ਕੀ ਵਡਿਆਈ, ਕਿਉਂ ਜੋ ਪਾਪੀ ਲੋਕ ਵੀ ਆਪਣੇ ਪਿਆਰ ਕਰਨ ਵਾਲਿਆਂ ਨਾਲ ਪਿਆਰ ਕਰਦੇ ਹਨ?
[IRV | PA | NT | Luke | Chapter 6 | Verse 33] ਅਤੇ ਜੇਕਰ ਤੁਸੀਂ ਸਿਰਫ਼ ਉਹਨਾਂ ਦਾ ਹੀ ਭਲਾ ਕਰੋ ਜਿਹੜੇ ਤੁਹਾਡਾ ਭਲਾ ਕਰਦੇ ਹਨ ਤਾਂ ਤੁਹਾਡੀ ਕੀ ਵਡਿਆਈ ਹੈ ਕਿਉਂ ਜੋ ਪਾਪੀ ਲੋਕ ਵੀ ਇਸੇ ਤਰ੍ਹਾਂ ਕਰਦੇ ਹਨ?
[IRV | PA | NT | Luke | Chapter 6 | Verse 34] ਜੇ ਤੁਸੀਂ ਉਨ੍ਹਾਂ ਹੀ ਨੂੰ ਉਧਾਰ ਦਿੰਦੇ ਹੋ ਜਿਨ੍ਹਾਂ ਕੋਲੋਂ ਲੈਣ ਦੀ ਆਸ ਹੋਵੇ ਤਾਂ ਤੁਹਾਡੀ ਕੀ ਭਲਿਆਈ ਹੈ? ਪਾਪੀ ਲੋਕ ਵੀ ਪਾਪੀਆਂ ਨੂੰ ਉਧਾਰ ਦਿੰਦੇ ਹਨ ਕਿ ਮੁੜ ਕੇ ਉਨ੍ਹਾਂ ਤੋਂ ਉਹਨਾਂ ਹੀ ਵਾਪਸ ਲੈ ਲੈਣ।
[IRV | PA | NT | Luke | Chapter 6 | Verse 35] ਪਰ ਤੁਸੀਂ ਆਪਣੇ ਵੈਰੀਆਂ ਨਾਲ ਪਿਆਰ ਕਰੋ ਅਤੇ ਉਨ੍ਹਾਂ ਦਾ ਭਲਾ ਕਰੋ। ਨਿਰਾਸ਼ ਨਾ ਹੋ ਕੇ ਉਧਾਰ ਦੇਵੋ ਤਾਂ ਤੁਹਾਡਾ ਫਲ ਬਹੁਤ ਹੋਵੇਗਾ ਅਤੇ ਤੁਸੀਂ ਅੱਤ ਮਹਾਨ ਪਰਮੇਸ਼ੁਰ ਦੇ ਪੁੱਤਰ ਹੋਵੋਗੇ ਕਿ ਉਹ ਨਾਸ਼ੁਕਰਿਆਂ ਅਤੇ ਦੁਸ਼ਟਾਂ ਉੱਤੇ ਕਿਰਪਾਲੂ ਹੈ।
[IRV | PA | NT | Luke | Chapter 6 | Verse 36] ਦਿਆਲੂ ਬਣੋ ਜਿਵੇਂ ਕਿ ਤੁਹਾਡਾ ਪਿਤਾ ਦਿਆਲੂ ਹੈ।
[IRV | PA | NT | Luke | Chapter 6 | Verse 37] ਦੋਸ਼ ਨਾ ਲਾਓ ਤਾਂ ਤੁਹਾਡੇ ਉੱਤੇ ਦੋਸ਼ ਲਾਇਆ ਨਾ ਜਾਵੇਗਾ, ਅਤੇ ਅਪਰਾਧੀ ਨਾ ਠਹਿਰਾਓ ਤਾਂ ਤੁਸੀਂ ਅਪਰਾਧੀ ਨਾ ਠਹਿਰਾਏ ਜਾਓਗੇ। ਮਾਫ਼ ਕਰੋ ਤਾਂ ਤੁਸੀਂ ਮਾਫ਼ ਕੀਤੇ ਜਾਓਗੇ।
[IRV | PA | NT | Luke | Chapter 6 | Verse 38] ਦਿਓ ਤਾਂ ਤੁਹਾਨੂੰ ਦਿੱਤਾ ਜਾਵੇਗਾ, ਪੂਰਾ ਮਾਪ ਦੱਬ-ਦੱਬ ਕੇ ਹਿਲਾ-ਹਿਲਾ ਕੇ ਅਤੇ ਡੁਲ੍ਹਦਾ ਹੋਇਆ ਤੁਹਾਡੇ ਪੱਲੇ ਪਾਉਣਗੇ ਕਿਉਂਕਿ ਜਿਸ ਮਾਪ ਨਾਲ ਤੁਸੀਂ ਮਿਣਦੇ ਹੋ ਉਸੇ ਨਾਲ ਤੁਹਾਡੇ ਲਈ ਮੁੜ ਮਿਣਿਆ ਜਾਵੇਗਾ।
[IRV | PA | NT | Luke | Chapter 6 | Verse 39] ਤਦ ਉਸ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਇੱਕ ਦ੍ਰਿਸ਼ਟਾਂਤ ਦੇ ਕੇ ਕਿਹਾ, ਕੀ ਅੰਨ੍ਹਾ ਅੰਨ੍ਹੇ ਦਾ ਆਗੂ ਹੋ ਸਕਦਾ ਹੈ? ਕੀ ਉਹ ਦੋਵੇਂ ਟੋਏ ਵਿੱਚ ਨਾ ਡਿੱਗਣਗੇ?
[IRV | PA | NT | Luke | Chapter 6 | Verse 40] ਚੇਲਾ ਗੁਰੂ ਨਾਲੋਂ ਵੱਡਾ ਨਹੀਂ ਪਰ ਜੋ ਕੋਈ ਸਿੱਧ ਹੋਵੇਗਾ, ਉਹ ਆਪਣੇ ਗੁਰੂ ਵਰਗਾ ਹੋਵੇਗਾ।
[IRV | PA | NT | Luke | Chapter 6 | Verse 41] ਤੂੰ ਉਸ ਕੱਖ ਨੂੰ ਜਿਹੜਾ ਤੇਰੇ ਭਰਾ ਦੀ ਅੱਖ ਵਿੱਚ ਹੈ ਕਿਉਂ ਵੇਖਦਾ ਹੈਂ ਪਰ ਉਹ ਸ਼ਤੀਰ ਜੋ ਤੇਰੀ ਆਪਣੀ ਅੱਖ ਵਿੱਚ ਹੈ, ਉਸ ਵੱਲ ਧਿਆਨ ਨਹੀਂ ਦਿੰਦਾ?
[IRV | PA | NT | Luke | Chapter 6 | Verse 42] ਤੂੰ ਕਿਵੇਂ ਆਪਣੇ ਭਰਾ ਨੂੰ ਆਖ ਸਕਦਾ ਹੈਂ, ਕਿ ਲਿਆ! ਉਸ ਕੱਖ ਨੂੰ ਜੋ ਤੇਰੀ ਅੱਖ ਵਿੱਚ ਹੈ ਕੱਢ ਦਿਆਂ? ਪਰ ਤੂੰ ਉਸ ਸ਼ਤੀਰ ਨੂੰ ਜਿਹੜਾ ਤੇਰੀ ਆਪਣੀ ਅੱਖ ਵਿੱਚ ਹੈ ਨਹੀਂ ਵੇਖਦਾ। ਹੇ ਕਪਟੀ, ਪਹਿਲਾਂ ਉਸ ਸ਼ਤੀਰ ਨੂੰ ਆਪਣੀ ਅੱਖ ਵਿੱਚੋਂ ਕੱਢ ਤਾਂ ਚੰਗੀ ਤਰ੍ਹਾਂ ਵੇਖ ਕੇ ਤੂੰ ਉਸ ਕੱਖ ਨੂੰ ਜੋ ਤੇਰੇ ਭਰਾ ਦੀ ਅੱਖ ਵਿੱਚ ਹੈ ਕੱਢ ਸਕੇਂਗਾ।
[IRV | PA | NT | Luke | Chapter 6 | Verse 43] ਕੋਈ ਚੰਗਾ ਰੁੱਖ ਨਹੀਂ ਹੈ ਜਿਹੜਾ ਮਾੜਾ ਫਲ ਦੇਵੇ ਅਤੇ ਫੇਰ ਕੋਈ ਮਾੜਾ ਰੁੱਖ ਨਹੀਂ ਹੈ ਜਿਹੜਾ ਚੰਗਾ ਫਲ ਦੇਵੇ।
[IRV | PA | NT | Luke | Chapter 6 | Verse 44] ਹਰੇਕ ਰੁੱਖ ਆਪਣੇ ਫਲਾਂ ਤੋਂ ਪਛਾਣਿਆਂ ਜਾਂਦਾ ਹੈ। ਕਿਉਂ ਜੋ ਲੋਕ ਕੰਡਿਆਲੀਆਂ ਤੋਂ ਹੰਜ਼ੀਰ ਨਹੀਂ ਤੋੜਦੇ, ਅਤੇ ਨਾ ਹੀ ਝਾੜੀਆਂ ਤੋਂ ਦਾਖ ਤੋੜਦੇ ਹਨ।
[IRV | PA | NT | Luke | Chapter 6 | Verse 45] ਭਲਾ ਮਨੁੱਖ ਆਪਣੇ ਮਨ ਦੇ ਚੰਗੇ ਖ਼ਜ਼ਾਨੇ ਵਿੱਚੋਂ ਭਲੀਆਂ ਗੱਲਾਂ ਕੱਢਦਾ ਹੈ ਅਤੇ ਬੁਰਾ ਆਦਮੀ ਬੁਰੇ ਖ਼ਜ਼ਾਨੇ ਵਿੱਚੋਂ ਬੁਰੀ ਗੱਲ ਕੱਢਦਾ ਹੈ ਕਿਉਂਕਿ ਜੋ ਮਨ ਵਿੱਚ ਭਰਿਆ ਹੋਇਆ ਹੈ ਉਸ ਦੇ ਮੂੰਹ ਉੱਤੇ ਉਹੋ ਆਉਂਦਾ ਹੈ।
[IRV | PA | NT | Luke | Chapter 6 | Verse 46] ਤੁਸੀਂ ਮੈਨੂੰ “ਪ੍ਰਭੂ, ਪ੍ਰਭੂ” ਕਰਕੇ ਕਿਉਂ ਪੁਕਾਰਦੇ ਹੋ ਪਰ ਜੋ ਮੈਂ ਕਹਿੰਦਾ ਹਾਂ ਸੋ ਨਹੀਂ ਕਰਦੇ?
[IRV | PA | NT | Luke | Chapter 6 | Verse 47] ਹਰੇਕ ਜੋ ਮੇਰੇ ਕੋਲ ਆਉਂਦਾ ਹੈ ਅਤੇ ਮੇਰੇ ਬਚਨ ਸੁਣ ਕੇ ਉਨ੍ਹਾਂ ਨੂੰ ਮੰਨਦਾ ਹੈ ਮੈਂ ਤੁਹਾਨੂੰ ਦੱਸਦਾ ਹਾਂ ਕਿ ਉਹ ਕਿਸ ਵਰਗਾ ਹੈ।
[IRV | PA | NT | Luke | Chapter 6 | Verse 48] ਉਹ ਉਸ ਮਨੁੱਖ ਵਰਗਾ ਹੈ ਜਿਸ ਨੇ ਘਰ ਬਣਾਉਣ ਵੇਲੇ ਧਰਤੀ ਡੂੰਘੀ ਪੁੱਟ ਕੇ ਪੱਥਰ ਉੱਤੇ ਨੀਂਹ ਰੱਖੀ ਅਤੇ ਜਦ ਹੜ੍ਹ ਆਇਆ ਤਾਂ ਲਹਿਰ ਨੇ ਉਸ ਘਰ ਉੱਤੇ ਜ਼ੋਰ ਮਾਰਿਆ ਪਰ ਉਸ ਨੂੰ ਹਿਲਾ ਨਾ ਸਕੀ ਇਸ ਲਈ ਜੋ ਉਹ ਚੰਗੀ ਤਰ੍ਹਾਂ ਬਣਾਇਆ ਹੋਇਆ ਸੀ।
[IRV | PA | NT | Luke | Chapter 6 | Verse 49] ਪਰ ਜਿਹੜਾ ਸੁਣ ਕੇ ਨਹੀਂ ਮੰਨਦਾ ਉਹ ਉਸ ਮਨੁੱਖ ਵਰਗਾ ਹੈ, ਜਿਸ ਨੇ ਨੀਂਹ ਬਿਨ੍ਹਾਂ ਧਰਤੀ ਉੱਤੇ ਘਰ ਬਣਾਇਆ ਜਿਸ ਉੱਤੇ ਲਹਿਰ ਨੇ ਜ਼ੋਰ ਮਾਰਿਆ ਅਤੇ ਉਹ ਝੱਟ ਡਿੱਗ ਪਿਆ ਅਤੇ ਉਸ ਘਰ ਦਾ ਸੱਤਿਆਨਾਸ ਹੋ ਗਿਆ।
