[IRV | PA | NT | Luke | Chapter 20 | Verse 1] ਇੱਕ ਦਿਨ ਇਹ ਹੋਇਆ ਕਿ ਜਦ ਉਹ ਹੈਕਲ ਪ੍ਰਾਰਥਨਾ ਘਰ ਵਿੱਚ ਲੋਕਾਂ ਨੂੰ ਉਪਦੇਸ਼ ਕਰਦਾ ਅਤੇ ਖੁਸ਼ਖਬਰੀ ਸੁਣਾਉਂਦਾ ਸੀ, ਤਦ ਮੁੱਖ ਜਾਜਕ ਅਤੇ ਉਪਦੇਸ਼ਕ ਬਜ਼ੁਰਗਾਂ ਦੇ ਨਾਲ ਚੜ੍ਹ ਆਏ।
[IRV | PA | NT | Luke | Chapter 20 | Verse 12] ਫਿਰ ਉਸ ਨੇ ਤੀਜੇ ਨੂੰ ਭੇਜਿਆ ਅਤੇ ਉਨ੍ਹਾਂ ਨੇ ਉਸ ਨੂੰ ਵੀ ਜਖ਼ਮੀ ਕਰ ਕੇ ਬਾਹਰ ਕੱਢ ਦਿੱਤਾ।
[IRV | PA | NT | Luke | Chapter 20 | Verse 13] ਤਦ ਖੇਤ ਦੇ ਮਾਲਕ ਨੇ ਕਿਹਾ, ਮੈਂ ਕੀ ਕਰਾਂ? ਮੈਂ ਆਪਣੇ ਪਿਆਰੇ ਪੁੱਤਰ ਨੂੰ ਭੇਜਾਗਾਂ, ਹੋ ਸਕਦਾ ਹੈ ਉਹ ਉਸ ਦਾ ਆਦਰ ਕਰਨ।
[IRV | PA | NT | Luke | Chapter 20 | Verse 14] ਪਰ ਜਦ ਮਾਲੀਆਂ ਨੇ ਉਸ ਨੂੰ ਵੇਖਿਆ ਤਾਂ ਆਪਸ ਵਿੱਚ ਸਲਾਹ ਕਰ ਕੇ ਬੋਲੇ, ਵਾਰਿਸ ਇਹੋ ਹੈ, ਆਓ ਇਹ ਨੂੰ ਮਾਰ ਸੁੱਟੀਏ ਤਾਂ ਵਿਰਾਸਤ ਸਾਡੀ ਹੋ ਜਾਵੇਗੀ।
[IRV | PA | NT | Luke | Chapter 20 | Verse 15] ਤਦ ਉਨ੍ਹਾਂ ਨੇ ਉਸ ਨੂੰ ਬਾਗ਼ ਵਿੱਚੋਂ ਬਾਹਰ ਕੱਢ ਕੇ ਮਾਰ ਸੁੱਟਿਆ। ਹੁਣ ਬਾਗ਼ ਦਾ ਮਾਲਕ ਉਨ੍ਹਾਂ ਨਾਲ ਕੀ ਕਰੇਗਾ?
[IRV | PA | NT | Luke | Chapter 20 | Verse 16] ਉਹ ਆਵੇਗਾ ਅਤੇ ਉਨ੍ਹਾਂ ਮਾਲੀਆਂ ਦਾ ਨਾਸ ਕਰੇਗਾ ਅਤੇ ਬਾਗ਼ ਹੋਰ ਕਿਸੇ ਨੂੰ ਦੇ ਦੇਵੇਗਾ। ਪਰ ਉਨ੍ਹਾਂ ਇਹ ਸੁਣ ਕੇ ਕਿਹਾ, ਪਰਮੇਸ਼ੁਰ ਇਹ ਨਾ ਕਰੇ!
[IRV | PA | NT | Luke | Chapter 20 | Verse 17] ਉਸ ਨੇ ਉਨ੍ਹਾਂ ਵੱਲ ਧਿਆਨ ਕਰ ਕੇ ਆਖਿਆ, ਫਿਰ ਉਹ ਜੋ ਲਿਖਿਆ ਹੋਇਆ ਹੈ, ਸੋ ਕੀ ਹੈ ਕਿ ਜਿਸ ਪੱਥਰ ਨੂੰ ਰਾਜ ਮਿਸਤਰੀਆਂ ਨੇ ਰੱਦਿਆ, ਉਹ ਹੀ ਖੂੰਜੇ ਦਾ ਸਿਰਾ ਹੋ ਗਿਆ।
[IRV | PA | NT | Luke | Chapter 20 | Verse 18] ਹਰੇਕ ਜੋ ਉਸ ਪੱਥਰ ਤੇ ਡਿੱਗੇਗਾ ਸੋ ਚੂਰ-ਚੂਰ ਹੋ ਜਾਵੇਗਾ ਪਰ ਜਿਸ ਦੇ ਉੱਤੇ ਉਹ ਪੱਥਰ ਡਿੱਗੇਗਾ ਉਹ ਨੂੰ ਪੀਹ ਸੁੱਟੇਗਾ।
[IRV | PA | NT | Luke | Chapter 20 | Verse 19] ਉਪਦੇਸ਼ਕ ਅਤੇ ਮੁੱਖ ਜਾਜਕ ਉਸ ਦੀ ਖੋਜ ਵਿੱਚ ਸਨ, ਜੋ ਉਸੇ ਵੇਲੇ ਉਸ ਉੱਤੇ ਹੱਥ ਪਾਉਣ ਪਰ ਉਹ ਲੋਕਾਂ ਤੋਂ ਡਰਦੇ ਸਨ ਕਿਉਂ ਜੋ ਉਨ੍ਹਾਂ ਨੇ ਜਾਣ ਲਿਆ ਸੀ ਕਿ ਉਸ ਨੇ ਸਾਡੇ ਉੱਤੇ ਇਹ ਦ੍ਰਿਸ਼ਟਾਂਤ ਦਿੱਤਾ ਹੈ।
[IRV | PA | NT | Luke | Chapter 20 | Verse 20] ਅਤੇ ਉਹ ਉਸ ਦੀ ਤਾੜ ਵਿੱਚ ਲੱਗੇ ਰਹੇ ਅਤੇ ਭੇਤੀਆਂ ਨੂੰ ਭੇਜਿਆ ਜਿਹੜੇ ਕਪਟ ਨਾਲ ਆਪਣੇ ਆਪ ਨੂੰ ਧਰਮੀ ਵਿਖਾਉਂਦੇ ਸਨ ਜੋ ਉਸ ਦੀ ਕੋਈ ਗੱਲ ਫੜਨ ਇਸ ਲਈ ਜੋ ਉਸ ਨੂੰ ਹਾਕਮ ਦੇ ਵੱਸ ਅਤੇ ਅਧਿਕਾਰ ਵਿੱਚ ਕਰਨ।
[IRV | PA | NT | Luke | Chapter 20 | Verse 21] ਤਦ ਉਨ੍ਹਾਂ ਨੇ ਉਸ ਤੋਂ ਪੁੱਛਿਆ, ਗੁਰੂ ਜੀ ਅਸੀਂ ਜਾਣਦੇ ਹਾਂ ਜੋ ਤੁਸੀਂ ਠੀਕ ਬੋਲਦੇ ਅਤੇ ਸਿਖਾਉਂਦੇ ਹੋ ਅਤੇ ਕਿਸੇ ਦਾ ਪੱਖਪਾਤ ਨਹੀਂ ਕਰਦੇ, ਸਗੋਂ ਸਚਿਆਈ ਨਾਲ ਪਰਮੇਸ਼ੁਰ ਦਾ ਰਾਹ ਦੱਸਦੇ ਹੋ।
[IRV | PA | NT | Luke | Chapter 20 | Verse 22] ਕੀ ਕੈਸਰ ਨੂੰ ਕਰ ਦੇਣਾ ਸਾਨੂੰ ਯੋਗ ਹੈ ਕਿ ਨਹੀਂ?
[IRV | PA | NT | Luke | Chapter 20 | Verse 23] ਪਰ ਉਸ ਨੇ ਉਨ੍ਹਾਂ ਦੀ ਚਤਰਾਈ ਜਾਣ ਕੇ ਉਨ੍ਹਾਂ ਨੂੰ ਆਖਿਆ
[IRV | PA | NT | Luke | Chapter 20 | Verse 24] ਮੈਨੂੰ ਇੱਕ ਸਿੱਕਾ ਵਿਖਾਉ। ਇਸ ਉੱਤੇ ਕਿਸ ਦੀ ਮੂਰਤ ਅਤੇ ਲਿਖਤ ਹੈ? ਉਨ੍ਹਾਂ ਆਖਿਆ, ਕੈਸਰ ਦੀ।
[IRV | PA | NT | Luke | Chapter 20 | Verse 25] ਤਦ ਉਸ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਕਿਹਾ, ਤਾਂ ਜੋ ਕੈਸਰ ਦਾ ਹੈ ਕੈਸਰ ਨੂੰ ਅਤੇ ਜੋ ਪਰਮੇਸ਼ੁਰ ਦਾ ਹੈ, ਪਰਮੇਸ਼ੁਰ ਨੂੰ ਦਿਉ।
[IRV | PA | NT | Luke | Chapter 20 | Verse 26] ਉਹ ਲੋਕਾਂ ਦੇ ਸਾਹਮਣੇ ਉਸ ਦੀ ਗੱਲ ਨੂੰ ਫੜ੍ਹ ਨਾ ਸਕੇ ਅਤੇ ਉਸ ਦੇ ਉੱਤਰ ਤੋਂ ਹੈਰਾਨ ਹੋ ਕੇ ਚੁੱਪ ਹੀ ਰਹਿ ਗਏ।
[IRV | PA | NT | Luke | Chapter 20 | Verse 27] ਤਦ ਸਦੂਕੀਆਂ ਵਿੱਚੋਂ ਜਿਹੜੇ ਆਖਦੇ ਹਨ ਕਿ ਮੁਰਦਿਆਂ ਦਾ ਜੀ ਉੱਠਣਾ ਹੈ ਹੀ ਨਹੀਂ, ਬਹੁਤ ਸਾਰੇ ਯਿਸੂ ਕੋਲ ਆਏ ਅਤੇ ਉਨ੍ਹਾਂ ਉਸ ਨੂੰ ਪੁੱਛਿਆ,
[IRV | PA | NT | Luke | Chapter 20 | Verse 28] ਗੁਰੂ ਜੀ ਮੂਸਾ ਨੇ ਸਾਡੇ ਲਈ ਲਿਖਿਆ ਹੈ ਕਿ ਜੇ ਕਿਸੇ ਦਾ ਭਰਾ ਵਿਆਹ ਕਰ ਕੇ ਬੇ-ਔਲਾਦ ਮਰ ਜਾਵੇ ਤਾਂ ਉਸ ਦਾ ਭਰਾ ਉਸ ਦੀ ਪਤਨੀ ਨਾਲ ਵਿਆਹ ਕਰ ਲਵੇ ਅਤੇ ਆਪਣੇ ਭਰਾ ਲਈ ਵੰਸ਼ ਉਤਪੰਨ ਕਰੇ।
[IRV | PA | NT | Luke | Chapter 20 | Verse 29] ਸੋ ਸੱਤ ਭਰਾ ਸਨ ਅਤੇ ਪਹਿਲਾ ਭਰਾ ਵਿਆਹ ਕਰ ਕੇ ਬੇ-ਔਲਾਦ ਮਰ ਗਿਆ।
[IRV | PA | NT | Luke | Chapter 20 | Verse 30] ਅਤੇ ਦੂਜੇ ਅਤੇ ਤੀਜੇ ਨੇ ਉਸ ਦੀ ਪਤਨੀ ਨੂੰ ਵਿਆਹ ਲਿਆ।
[IRV | PA | NT | Luke | Chapter 20 | Verse 31] ਅਤੇ ਇਸੇ ਤਰ੍ਹਾਂ ਸੱਤਾਂ ਦੇ ਸੱਤ ਬੇ-ਔਲਾਦ ਮਰ ਗਏ।
[IRV | PA | NT | Luke | Chapter 20 | Verse 32] ਇਸ ਪਿੱਛੋਂ ਉਹ ਔਰਤ ਵੀ ਮਰ ਗਈ।
[IRV | PA | NT | Luke | Chapter 20 | Verse 33] ਸੋ ਮੁਰਦਿਆਂ ਦੇ ਜੀ ਉੱਠਣ ਦੇ ਵੇਲੇ ਉਹ ਉਨ੍ਹਾਂ ਵਿੱਚੋਂ ਕਿਸ ਦੀ ਪਤਨੀ ਹੋਵੇਗੀ ਕਿਉਂ ਜੋ ਸੱਤਾਂ ਨੇ ਉਸ ਨੂੰ ਪਤਨੀ ਕਰ ਕੇ ਵਸਾਇਆ ਸੀ?
[IRV | PA | NT | Luke | Chapter 20 | Verse 34] ਤਦ ਯਿਸੂ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਆਖਿਆ ਕਿ ਇਸ ਜੁੱਗ ਦੇ ਪੁੱਤਰ ਵਿਆਹ ਕਰਦੇ ਅਤੇ ਵਿਆਹੇ ਜਾਂਦੇ ਹਨ।
[IRV | PA | NT | Luke | Chapter 20 | Verse 35] ਪਰ ਉਹ ਜਿਹੜੇ ਉਸ ਜੁੱਗ ਅਤੇ ਮੁਰਦਿਆਂ ਵਿੱਚੋਂ ਜੀ ਉੱਠਣ ਸਮੇਂ ਉਨ੍ਹਾਂ ਵਿੱਚ ਸ਼ਾਮਲ ਹੋਣ ਦੇ ਲਾਇਕ ਗਿਣੇ ਜਾਂਦੇ, ਉਹ ਨਾ ਵਿਆਹ ਕਰਦੇ ਅਤੇ ਨਾ ਵਿਆਹੇ ਜਾਂਦੇ ਹਨ।
[IRV | PA | NT | Luke | Chapter 20 | Verse 36] ਕਿਉਂ ਜੋ ਉਹ ਦੁਬਾਰਾ ਮਰ ਵੀ ਨਹੀਂ ਸਕਦੇ ਇਸ ਲਈ ਜੋ ਦੂਤਾਂ ਦੇ ਸਮਾਨ ਹਨ ਅਤੇ ਜੀ ਉੱਠਣ ਦੇ ਪੁੱਤਰ ਹੋ ਕੇ ਪਰਮੇਸ਼ੁਰ ਦੇ ਪੁੱਤਰ ਹਨ।
[IRV | PA | NT | Luke | Chapter 20 | Verse 37] ਪਰ ਇਸ ਗੱਲ ਨੂੰ ਕਿ ਮੁਰਦੇ ਜਿਵਾਲੇ ਜਾਂਦੇ ਹਨ, ਮੂਸਾ ਨੇ ਵੀ ਝਾੜੀ ਦੀ ਕਥਾ ਵਿੱਚ ਪਰਗਟ ਕੀਤਾ ਜਦੋਂ ਉਹ ਪਰਮੇਸ਼ੁਰ ਨੂੰ ਅਬਰਾਹਾਮ ਦਾ ਪਰਮੇਸ਼ੁਰ ਅਤੇ ਇਸਹਾਕ ਦਾ ਪਰਮੇਸ਼ੁਰ ਅਤੇ ਯਾਕੂਬ ਦਾ ਪਰਮੇਸ਼ੁਰ ਆਖਦਾ ਹੈ।
[IRV | PA | NT | Luke | Chapter 20 | Verse 38] ਪਰ ਉਹ ਮੁਰਦਿਆਂ ਦਾ ਨਹੀਂ ਸਗੋਂ ਜਿਉਂਦਿਆਂ ਦਾ ਪਰਮੇਸ਼ੁਰ ਹੈ ਕਿਉਂ ਜੋ ਉਸ ਦੇ ਲਈ ਸਭ ਜਿਉਂਦੇ ਹਨ।
[IRV | PA | NT | Luke | Chapter 20 | Verse 39] ਤਦ ਉਪਦੇਸ਼ਕਾਂ ਵਿੱਚੋਂ ਕਿੰਨਿਆਂ ਨੇ ਅੱਗੋਂ ਆਖਿਆ, ਗੁਰੂ ਜੀ ਤੁਸੀਂ ਚੰਗਾ ਉੱਤਰ ਦਿੱਤਾ ਹੈ।
[IRV | PA | NT | Luke | Chapter 20 | Verse 40] ਤਦ ਉਨ੍ਹਾਂ ਦਾ ਹੌਂਸਲਾ ਨਾ ਪਿਆ ਜੋ ਫਿਰ ਉਸ ਤੋਂ ਕੁਝ ਪ੍ਰਸ਼ਨ ਪੁੱਛਣ।
[IRV | PA | NT | Luke | Chapter 20 | Verse 41] ਉਸ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਆਖਿਆ ਕਿ ਮਸੀਹ ਨੂੰ ਦਾਊਦ ਦਾ ਪੁੱਤਰ ਕਿਉਂ ਆਖਦੇ ਹਨ?
[IRV | PA | NT | Luke | Chapter 20 | Verse 42] ਕਿਉਂ ਜੋ ਦਾਊਦ ਜ਼ਬੂਰ ਦੀ ਪੁਸਤਕ ਵਿੱਚ ਆਪੇ ਕਹਿੰਦਾ ਹੈ, ਜੋ ਪ੍ਰਭੂ ਨੇ ਮੇਰੇ ਪ੍ਰਭੂ ਨੂੰ ਆਖਿਆ, ਤੂੰ ਮੇਰੇ ਸੱਜੇ ਹੱਥ ਬੈਠ,
[IRV | PA | NT | Luke | Chapter 20 | Verse 43] ਜਦ ਤੱਕ ਮੈਂ ਤੇਰੇ ਵੈਰੀਆਂ ਨੂੰ ਤੇਰੇ ਪੈਰ ਰੱਖਣ ਦੀ ਚੌਂਕੀ ਨਾ ਕਰ ਦੇਵਾਂ।
[IRV | PA | NT | Luke | Chapter 20 | Verse 44] ਸੋ ਦਾਊਦ ਉਸ ਨੂੰ ਪ੍ਰਭੂ ਕਹਿੰਦਾ ਹੈ, ਫਿਰ ਉਹ ਉਸ ਦਾ ਪੁੱਤਰ ਕਿਵੇਂ ਹੋਇਆ?
[IRV | PA | NT | Luke | Chapter 20 | Verse 45] ਜਦ ਸਭ ਲੋਕ ਸੁਣ ਰਹੇ ਸਨ ਤਾਂ ਉਸ ਨੇ ਆਪਣਿਆਂ ਚੇਲਿਆਂ ਨੂੰ ਆਖਿਆ,
[IRV | PA | NT | Luke | Chapter 20 | Verse 46] ਉਪਦੇਸ਼ਕਾਂ ਤੋਂ ਸਾਵਧਾਨ ਰਹੋ ਜਿਹੜੇ ਲੰਮੇ ਬਸਤਰ ਪਹਿਨੇ ਫਿਰਨਾ ਪਸੰਦ ਕਰਦੇ ਅਤੇ ਬਜ਼ਾਰਾਂ ਵਿੱਚ ਸਲਾਮ ਲੈਣ ਅਤੇ ਪ੍ਰਾਰਥਨਾ ਘਰਾਂ ਵਿੱਚ ਅਗਲੀਆਂ ਕੁਰਸੀਆਂ ਅਤੇ ਦਾਵਤਾਂ ਵਿੱਚ ਉੱਚੀਆਂ ਥਾਵਾਂ ਨੂੰ ਭਾਲਦੇ ਹਨ।
[IRV | PA | NT | Luke | Chapter 20 | Verse 47] ਉਹ ਵਿਧਵਾਵਾਂ ਦੇ ਘਰਾਂ ਨੂੰ ਖਾ ਜਾਂਦੇ ਹਨ, ਅਤੇ ਵਿਖਾਵੇ ਲਈ ਲੰਮੀਆਂ ਪ੍ਰਾਰਥਨਾ ਕਰਦੇ ਹਨ, ਉਨ੍ਹਾਂ ਨੂੰ ਵਧੇਰੇ ਸਜ਼ਾ ਮਿਲੇਗੀ l
