[IRV | PA | NT | Luke | Chapter 5 | Verse 1] ਇਹ ਹੋਇਆ ਕਿ ਜਦ ਲੋਕ ਉਸ ਦੇ ਉੱਤੇ ਡਿੱਗਦੇ ਅਤੇ ਪਰਮੇਸ਼ੁਰ ਦਾ ਬਚਨ ਸੁਣਦੇ ਸਨ, ਉਸ ਸਮੇਂ ਉਹ ਗਨੇਸਰਤ ਦੀ ਝੀਲ ਦੇ ਕੰਢੇ ਖੜ੍ਹਾ ਸੀ।
[IRV | PA | NT | Luke | Chapter 5 | Verse 12] ਜਦੋਂ ਯਿਸੂ ਇੱਕ ਨਗਰ ਵਿੱਚ ਸੀ ਤਾਂ ਵੇਖੋ ਇੱਕ ਮਨੁੱਖ ਕੋੜ੍ਹ ਦਾ ਭਰਿਆ ਹੋਇਆ ਉਸ ਦੇ ਕੋਲ ਆਇਆ ਅਤੇ ਉਹ ਯਿਸੂ ਨੂੰ ਵੇਖ ਕੇ ਮੂੰਹ ਦੇ ਭਾਰ ਡਿੱਗਿਆ ਅਤੇ ਉਸ ਦੇ ਅੱਗੇ ਬੇਨਤੀ ਕਰ ਕੇ ਕਿਹਾ, ਪ੍ਰਭੂ ਜੀ ਜੇ ਤੁਸੀਂ ਚਾਹੋਂ ਤਾਂ ਮੈਨੂੰ ਸ਼ੁੱਧ ਕਰ ਸਕਦੇ ਹੋ।
[IRV | PA | NT | Luke | Chapter 5 | Verse 13] ਤਾਂ ਉਸ ਨੇ ਹੱਥ ਵਧਾ ਕੇ ਉਸ ਨੂੰ ਛੂਹਿਆ ਅਤੇ ਆਖਿਆ, ਮੈਂ ਚਾਹੁੰਦਾ ਹਾਂ, ਤੂੰ ਸ਼ੁੱਧ ਹੋ ਜਾ ਅਤੇ ਉਸੇ ਵੇਲੇ ਉਸ ਦਾ ਕੋੜ੍ਹ ਚੰਗਾ ਹੋ ਗਿਆ।
[IRV | PA | NT | Luke | Chapter 5 | Verse 14] ਤਦ ਉਸ ਨੇ ਹੁਕਮ ਕੀਤਾ ਕਿ ਕਿਸੇ ਨੂੰ ਨਾ ਦੱਸੀਂ ਪਰ ਜਾ ਕੇ ਆਪਣੇ ਆਪ ਨੂੰ ਜਾਜਕ ਨੂੰ ਵਿਖਾ ਅਤੇ ਆਪਣੇ ਸ਼ੁੱਧ ਹੋਣ ਦੀ ਭੇਟ ਚੜ੍ਹਾ ਜਿਵੇਂ ਮੂਸਾ ਨੇ ਠਹਿਰਾਇਆ ਹੈ ਤਾਂ ਜੋ ਉਨ੍ਹਾਂ ਲਈ ਗਵਾਹੀ ਹੋਵੇ।
[IRV | PA | NT | Luke | Chapter 5 | Verse 15] ਪਰ ਉਸ ਦੀ ਚਰਚਾ ਬਹੁਤ ਫੈਲ ਗਈ ਅਤੇ ਵੱਡੀ ਭੀੜ ਉਸ ਦੀਆਂ ਗੱਲਾਂ ਸੁਣਨ ਅਤੇ ਬਿਮਾਰੀਆਂ ਤੋਂ ਚੰਗੇ ਹੋਣ ਲਈ ਇਕੱਠੀ ਹੋਈ।
[IRV | PA | NT | Luke | Chapter 5 | Verse 16] ਪਰ ਉਹ ਆਪ ਜੰਗਲਾਂ ਵਿੱਚ ਜਾਂਦਾ ਅਤੇ ਪ੍ਰਾਰਥਨਾ ਕਰਦਾ ਹੁੰਦਾ ਸੀ।
[IRV | PA | NT | Luke | Chapter 5 | Verse 17] ਇੱਕ ਦਿਨ ਇਹ ਹੋਇਆ ਕਿ ਜਿਸ ਸਮੇਂ ਉਹ ਉਪਦੇਸ਼ ਦਿੰਦਾ ਸੀ ਤਾਂ ਕਈ ਫ਼ਰੀਸੀ ਅਤੇ ਬਿਵਸਥਾ ਦੇ ਪੜ੍ਹਾਉਣ ਵਾਲੇ ਉੱਥੇ ਬੈਠੇ ਸਨ, ਜਿਹੜੇ ਗਲੀਲ ਦੇ ਹਰੇਕ ਪਿੰਡ ਅਤੇ ਯਹੂਦਿਯਾ ਅਤੇ ਯਰੂਸ਼ਲਮ ਤੋਂ ਆਏ ਸਨ ਅਤੇ ਪ੍ਰਭੂ ਦੀ ਸਮਰੱਥਾ ਚੰਗਾ ਕਰਨ ਲਈ ਉਸ ਦੇ ਨਾਲ ਸੀ।
[IRV | PA | NT | Luke | Chapter 5 | Verse 18] ਉਸ ਸਮੇਂ ਕਈ ਲੋਕ ਇੱਕ ਮਨੁੱਖ ਨੂੰ ਜਿਹੜਾ ਅਧਰੰਗੀ ਸੀ, ਮੰਜੀ ਉੱਤੇ ਲਿਆਏ ਅਤੇ ਚਾਹਿਆ ਜੋ ਉਸ ਨੂੰ ਅੰਦਰ ਲੈ ਜਾ ਕੇ ਯਿਸੂ ਦੇ ਅੱਗੇ ਰੱਖਣ।
[IRV | PA | NT | Luke | Chapter 5 | Verse 19] ਅਤੇ ਜਦੋਂ ਭੀੜ ਦੇ ਕਾਰਨ ਉਸ ਨੂੰ ਅੰਦਰ ਲੈ ਜਾਣ ਦਾ ਕੋਈ ਤਰੀਕਾ ਨਾ ਲੱਭਿਆ ਤਾਂ ਛੱਤ ਉੱਤੇ ਚੜ੍ਹ ਗਏ ਅਤੇ ਟਾਇਲਾਂ ਦੇ ਵਿੱਚੋਂ ਦੀ ਉਸ ਨੂੰ ਮੰਜੀ ਸਣੇ ਯਿਸੂ ਦੇ ਅੱਗੇ ਉਤਾਰ ਦਿੱਤਾ।
[IRV | PA | NT | Luke | Chapter 5 | Verse 20] ਅਤੇ ਉਸ ਨੇ ਉਨ੍ਹਾਂ ਦਾ ਵਿਸ਼ਵਾਸ ਵੇਖ ਕੇ ਕਿਹਾ, ਮਨੁੱਖਾ ਤੇਰੇ ਪਾਪ ਮਾਫ਼ ਹੋਏ।
[IRV | PA | NT | Luke | Chapter 5 | Verse 21] ਤਦ ਉਪਦੇਸ਼ਕ ਅਤੇ ਫ਼ਰੀਸੀ ਵਿਵਾਦ ਕਰਨ ਲੱਗੇ ਕਿ ਇਹ ਕੌਣ ਹੈ ਜੋ ਪਰਮੇਸ਼ੁਰ ਦੀ ਨਿੰਦਿਆ ਕਰਦਾ ਹੈ? ਪਰਮੇਸ਼ੁਰ ਤੋਂ ਬਿਨ੍ਹਾਂ ਹੋਰ ਕੌਣ ਪਾਪ ਨੂੰ ਮਾਫ਼ ਕਰ ਸਕਦਾ ਹੈ?
[IRV | PA | NT | Luke | Chapter 5 | Verse 22] ਤਦ ਯਿਸੂ ਨੇ ਉਨ੍ਹਾਂ ਦੀਆਂ ਸੋਚਾਂ ਨੂੰ ਜਾਣ ਕੇ ਅੱਗੋਂ ਉਨ੍ਹਾਂ ਨੂੰ ਆਖਿਆ, ਤੁਸੀਂ ਆਪਣੇ ਮਨਾਂ ਵਿੱਚ ਕੀ ਵਿਚਾਰ ਕਰਦੇ ਹੋ?
[IRV | PA | NT | Luke | Chapter 5 | Verse 23] ਕਿਹੜੀ ਗੱਲ ਸੌਖੀ ਹੈ, ਇਹ ਆਖਣਾ ਜੋ ਤੇਰੇ ਪਾਪ ਮਾਫ਼ ਹੋਏ ਜਾਂ ਇਹ ਆਖਣਾ ਕਿ ਉੱਠ ਅਤੇ ਤੁਰ?
[IRV | PA | NT | Luke | Chapter 5 | Verse 24] ਪਰ ਇਸ ਲਈ ਜੋ ਤੁਸੀਂ ਜਾਣੋ ਕਿ ਮਨੁੱਖ ਦੇ ਪੁੱਤਰ ਨੂੰ ਧਰਤੀ ਉੱਤੇ ਪਾਪ ਮਾਫ਼ ਕਰਨ ਦਾ ਅਧਿਕਾਰ ਹੈ, ਫਿਰ ਯਿਸੂ ਨੇ ਉਸ ਅਧਰੰਗੀ ਨੂੰ ਕਿਹਾ, ਮੈਂ ਤੈਨੂੰ ਆਖਦਾ ਹਾਂ, ਉੱਠ ਅਤੇ ਆਪਣੀ ਮੰਜੀ ਚੁੱਕ ਕੇ ਘਰ ਚੱਲਿਆ ਜਾ।
[IRV | PA | NT | Luke | Chapter 5 | Verse 25] ਤਾਂ ਉਹ ਝੱਟ ਉਨ੍ਹਾਂ ਦੇ ਸਾਹਮਣੇ ਉੱਠਿਆ ਅਤੇ ਮੰਜੀ ਚੁੱਕ ਕੇ ਪਰਮੇਸ਼ੁਰ ਦੀ ਮਹਿਮਾ ਕਰਦਾ ਹੋਇਆ ਆਪਣੇ ਘਰ ਚੱਲਿਆ ਗਿਆ।
[IRV | PA | NT | Luke | Chapter 5 | Verse 26] ਅਤੇ ਉਹ ਸਾਰੇ ਬਹੁਤ ਹੈਰਾਨ ਹੋ ਕੇ ਪਰਮੇਸ਼ੁਰ ਦੀ ਮਹਿਮਾ ਕਰਨ ਲੱਗੇ ਅਤੇ ਡਰ ਨਾਲ ਭਰ ਗਏ ਤੇ ਕਹਿਣ ਲੱਗੇ, ਅਸੀਂ ਅੱਜ ਅਚਰਜ਼ ਗੱਲਾਂ ਵੇਖੀਆਂ ਹਨ!।
[IRV | PA | NT | Luke | Chapter 5 | Verse 27] ਇਸ ਤੋਂ ਬਾਅਦ ਉਹ ਬਾਹਰ ਗਿਆ ਅਤੇ ਲੇਵੀ ਨਾਮ ਦੇ ਇੱਕ ਚੂੰਗੀ ਲੈਣ ਵਾਲੇ ਨੂੰ ਚੂੰਗੀ ਦੀ ਚੌਂਕੀ ਉੱਤੇ ਬੈਠੇ ਵੇਖਿਆ ਅਤੇ ਉਸ ਨੂੰ ਆਖਿਆ ਕਿ ਮੇਰੇ ਪਿੱਛੇ ਹੋ ਤੁਰ।
[IRV | PA | NT | Luke | Chapter 5 | Verse 28] ਤਦ ਉਹ ਸਭ ਕੁਝ ਛੱਡ ਕੇ ਉੱਠਿਆ ਅਤੇ ਉਸ ਦੇ ਪਿੱਛੇ ਤੁਰ ਪਿਆ।
[IRV | PA | NT | Luke | Chapter 5 | Verse 29] ਫਿਰ ਲੇਵੀ ਨੇ ਆਪਣੇ ਘਰ ਉਸ ਦੇ ਲਈ ਵੱਡੀ ਦਾਵਤ ਕੀਤੀ ਅਤੇ ਉੱਥੇ ਚੂੰਗੀ ਲੈਣ ਵਾਲੇ ਅਤੇ ਹੋਰਾਂ ਦੀ ਜੋ ਉਨ੍ਹਾਂ ਦੇ ਨਾਲ ਖਾਣ ਬੈਠੇ ਸਨ ਵੱਡੀ ਭੀੜ ਸੀ।
[IRV | PA | NT | Luke | Chapter 5 | Verse 30] ਫ਼ਰੀਸੀ ਅਤੇ ਉਪਦੇਸ਼ਕ ਉਸ ਦੇ ਚੇਲਿਆਂ ਉੱਤੇ ਬੁੜਬੁੜਾ ਕੇ ਕਹਿਣ ਲੱਗੇ ਕਿ ਤੁਸੀਂ ਕਿਉਂ ਚੂੰਗੀ ਲੈਣ ਵਾਲਿਆਂ ਅਤੇ ਪਾਪੀਆਂ ਨਾਲ ਖਾਂਦੇ-ਪੀਂਦੇ ਹੋ?
[IRV | PA | NT | Luke | Chapter 5 | Verse 31] ਯਿਸੂ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਉੱਤਰ ਦਿੱਤਾ ਕਿ ਨਰੋਇਆਂ ਨੂੰ ਨਹੀਂ ਪਰ ਰੋਗੀਆਂ ਨੂੰ ਹਕੀਮ ਦੀ ਲੋੜ ਹੈ।
[IRV | PA | NT | Luke | Chapter 5 | Verse 32] ਮੈਂ ਧਰਮੀਆਂ ਨੂੰ ਨਹੀਂ ਸਗੋਂ ਪਾਪੀਆਂ ਨੂੰ ਤੋਬਾ ਦੇ ਲਈ ਬੁਲਾਉਣ ਆਇਆ ਹਾਂ।
[IRV | PA | NT | Luke | Chapter 5 | Verse 33] ਉਨ੍ਹਾਂ ਨੇ ਯਿਸੂ ਨੂੰ ਆਖਿਆ, ਯੂਹੰਨਾ ਦੇ ਚੇਲੇ ਬਹੁਤ ਵਰਤ ਰੱਖਦੇ ਅਤੇ ਪ੍ਰਾਰਥਨਾ ਕਰਦੇ ਹਨ ਅਤੇ ਉਸੇ ਤਰ੍ਹਾਂ ਨਾਲ ਫ਼ਰੀਸੀਆਂ ਦੇ ਵੀ ਪਰ ਤੇਰੇ ਚੇਲੇ ਤਾਂ ਖਾਂਦੇ-ਪੀਂਦੇ ਹਨ।
[IRV | PA | NT | Luke | Chapter 5 | Verse 34] ਯਿਸੂ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਆਖਿਆ, ਜਦ ਤੱਕ ਲਾੜਾ ਬਰਾਤੀਆਂ ਦੇ ਨਾਲ ਹੈ, ਭਲਾ ਤੁਸੀਂ ਉਨ੍ਹਾਂ ਤੋਂ ਵਰਤ ਰਖਾ ਸਕਦੇ ਹੋ?
[IRV | PA | NT | Luke | Chapter 5 | Verse 35] ਪਰ ਉਹ ਦਿਨ ਆਉਣਗੇ ਜਦ ਲਾੜਾ ਉਨ੍ਹਾਂ ਕੋਲੋਂ ਅਲੱਗ ਕੀਤਾ ਜਾਵੇਗਾ ਤਦ ਉਨ੍ਹੀਂ ਦਿਨੀਂ ਉਹ ਵਰਤ ਰੱਖਣਗੇ।
[IRV | PA | NT | Luke | Chapter 5 | Verse 36] ਅਤੇ ਉਸ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਇੱਕ ਦ੍ਰਿਸ਼ਟਾਂਤ ਵਿੱਚ ਆਖਿਆ, ਕਿ ਨਵੇਂ ਕੱਪੜੇ ਵਿੱਚੋਂ ਟਾਕੀ ਪਾੜ ਕੇ ਪੁਰਾਣੇ ਕੱਪੜੇ ਨੂੰ ਕੋਈ ਨਹੀਂ ਲਾਉਂਦਾ ਨਹੀਂ ਤਾਂ ਉਹ ਨਵੇਂ ਕੱਪੜੇ ਨੂੰ ਪਾੜ ਦੇਵੇਗੀ ਅਤੇ ਨਵੇਂ ਦੀ ਟਾਕੀ ਪੁਰਾਣੇ ਨਾਲ ਸੱਜਣੀ ਵੀ ਨਹੀਂ।
[IRV | PA | NT | Luke | Chapter 5 | Verse 37] ਅਤੇ ਨਵੀਂ ਮੈਅ ਨੂੰ ਪੁਰਾਣੀਆਂ ਮਸ਼ਕਾਂ ਵਿੱਚ ਕੋਈ ਨਹੀਂ ਭਰਦਾ ਨਹੀਂ ਤਾਂ ਨਵੀਂ ਮੈਅ ਮਸ਼ਕਾਂ ਨੂੰ ਪਾੜ ਕੇ ਆਪ ਵਗ ਜਾਵੇਗੀ ਅਤੇ ਮਸ਼ਕਾਂ ਦਾ ਵੀ ਨਾਸ ਹੋ ਜਾਵੇਗਾ।
[IRV | PA | NT | Luke | Chapter 5 | Verse 38] ਪਰ ਨਵੀਂ ਮੈਅ ਨਵੀਆਂ ਮਸ਼ਕਾਂ ਵਿੱਚ ਭਰਨੀ ਚਾਹੀਦੀ ਹੈ।
[IRV | PA | NT | Luke | Chapter 5 | Verse 39] ਅਤੇ ਪੁਰਾਣੀ ਮੈਅ ਪੀ ਕੇ ਨਵੀਂ ਕੋਈ ਨਹੀਂ ਚਾਹੁੰਦਾ ਕਿਉਂ ਜੋ ਉਹ ਕਹਿੰਦਾ ਹੈ ਕਿ ਪੁਰਾਣੀ ਮੈਅ ਚੰਗੀ ਹੈ।
