[IRV | PA | NT | Luke | Chapter 23 | Verse 1] ਉਨ੍ਹਾਂ ਦੀ ਸਾਰੀ ਸਭਾ ਉੱਠ ਕੇ ਯਿਸੂ ਨੂੰ ਪਿਲਾਤੁਸ ਦੇ ਕੋਲ ਲੈ ਗਈ।
[IRV | PA | NT | Luke | Chapter 23 | Verse 12] ਅਤੇ ਉਸੇ ਦਿਨ ਹੇਰੋਦੇਸ ਅਤੇ ਪਿਲਾਤੁਸ ਆਪਸ ਵਿੱਚ ਮਿੱਤਰ ਬਣ ਗਏ ਕਿਉਂ ਜੋ ਪਹਿਲਾਂ ਉਨ੍ਹਾਂ ਵਿੱਚ ਦੁਸ਼ਮਣੀ ਸੀ।
[IRV | PA | NT | Luke | Chapter 23 | Verse 13] ਤਦ ਪਿਲਾਤੁਸ ਨੇ ਮੁੱਖ ਜਾਜਕਾਂ ਅਤੇ ਹਾਕਮਾਂ ਅਤੇ ਲੋਕਾਂ ਨੂੰ ਇਕੱਠੇ ਬੁਲਾ ਕੇ
[IRV | PA | NT | Luke | Chapter 23 | Verse 14] ਉਨ੍ਹਾਂ ਨੂੰ ਆਖਿਆ, ਤੁਸੀਂ ਇਸ ਮਨੁੱਖ ਨੂੰ ਲੋਕਾਂ ਦਾ ਭਰਮਾਉਣ ਵਾਲਾ ਠਹਿਰਾ ਕੇ ਮੇਰੇ ਕੋਲ ਲਿਆਏ ਅਤੇ ਵੇਖੋ ਮੈਂ ਤੁਹਾਡੇ ਸਾਹਮਣੇ ਪੁੱਛ-ਗਿੱਛ ਕੀਤੀ ਅਤੇ ਜਿਹੜੀਆਂ ਗੱਲਾਂ ਦਾ ਦੋਸ਼ ਤੁਸੀਂ ਇਸ ਉੱਤੇ ਲਾਇਆ ਹੈ, ਮੈਂ ਉਨ੍ਹਾਂ ਦੇ ਬਾਰੇ ਇਸ ਮਨੁੱਖ ਵਿੱਚ ਕੋਈ ਦੋਸ਼ ਨਹੀਂ ਵੇਖਿਆ।
[IRV | PA | NT | Luke | Chapter 23 | Verse 15] ਅਤੇ ਨਾ ਹੇਰੋਦੇਸ ਨੇ ਕਿਉਂਕਿ ਉਸ ਨੇ ਇਸ ਨੂੰ ਸਾਡੇ ਕੋਲ ਵਾਪਸ ਭੇਜਿਆ ਅਤੇ ਵੇਖੋ, ਇਸ ਮਨੁੱਖ ਨੇ ਮੌਤ ਦੀ ਸਜ਼ਾ ਦੇ ਲਾਇਕ ਕੋਈ ਕੰਮ ਨਹੀਂ ਕੀਤਾ।
[IRV | PA | NT | Luke | Chapter 23 | Verse 16] ਇਸ ਲਈ ਮੈਂ ਉਸ ਨੂੰ ਕੋਰੜੇ ਮਾਰ ਕੇ ਰਿਹਾ ਕਰ ਦਿਆਂਗਾ।
[IRV | PA | NT | Luke | Chapter 23 | Verse 17] (ਇਹ ਉਹਨਾਂ ਲਈ ਜ਼ਰੂਰੀ ਸੀ ਕਿ ਤਿਉਹਾਰ ਤੇ ਕਿਸੇ ਇੱਕ ਨੂੰ ਰਿਹਾਈ ਦਿੱਤੀ ਜਾਵੇ)
[IRV | PA | NT | Luke | Chapter 23 | Verse 18] ਤਦ ਉਨ੍ਹਾਂ ਸਭਨਾਂ ਨੇ ਰਲ ਕੇ ਰੌਲ਼ਾ ਪਾਇਆ ਅਤੇ ਆਖਿਆ ਕਿ ਇਸ ਨੂੰ ਮਾਰ ਦਿਓ! ਅਤੇ ਬਰੱਬਾ ਨੂੰ ਸਾਡੇ ਲਈ ਰਿਹਾ ਕਰ ਦਿਓ!
[IRV | PA | NT | Luke | Chapter 23 | Verse 19] ਜੋ ਸ਼ਹਿਰ ਵਿੱਚ ਹੋਏ ਕਿਸੇ ਫਸਾਦ ਦੇ ਕਾਰਨ ਅਤੇ ਖੂਨ ਦੇ ਕਾਰਨ ਕੈਦ ਵਿੱਚ ਪਿਆ ਹੋਇਆ ਸੀ।
[IRV | PA | NT | Luke | Chapter 23 | Verse 20] ਤਦ ਪਿਲਾਤੁਸ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਫਿਰ ਸਮਝਾਇਆ, ਕਿਉਂ ਜੋ ਉਹ ਯਿਸੂ ਨੂੰ ਛੱਡਣ ਦੀ ਇੱਛਾ ਰੱਖਦਾ ਸੀ।
[IRV | PA | NT | Luke | Chapter 23 | Verse 21] ਪਰ ਉਹ ਹੋਰ ਵੀ ਉੱਚੀ ਅਵਾਜ਼ ਵਿੱਚ ਬੋਲੇ ਕਿ ਇਸ ਨੂੰ ਸਲੀਬ ਤੇ ਚੜਾਓ! ਸਲੀਬ ਚੜਾਓ!
[IRV | PA | NT | Luke | Chapter 23 | Verse 22] ਉਸ ਨੇ ਤੀਸਰੀ ਵਾਰ ਉਨ੍ਹਾਂ ਨੂੰ ਆਖਿਆ, ਕਿਉਂ, ਇਸ ਨੇ ਕੀ ਅਪਰਾਧ ਕੀਤਾ ਹੈ? ਮੈਂ ਇਸ ਦੇ ਵਿੱਚ ਮੌਤ ਦੀ ਸਜ਼ਾ ਦੇ ਲਾਇਕ ਕੋਈ ਦੋਸ਼ ਨਹੀਂ ਵੇਖਿਆ ਇਸ ਲਈ ਮੈਂ ਇਸ ਨੂੰ ਕੋਰੜੇ ਮਰਵਾ ਕੇ ਰਿਹਾ ਕਰ ਦਿਆਂਗਾ।
[IRV | PA | NT | Luke | Chapter 23 | Verse 23] ਪਰ ਉਹ ਹੋਰ ਵੀ ਉੱਚੀ ਅਵਾਜ਼ ਵਿੱਚ ਰੌਲ਼ਾ ਪਾ ਕੇ ਉਸ ਦੇ ਪਿੱਛੇ ਪੈ ਗਏ ਅਤੇ ਇਹੋ ਮੰਗਦੇ ਰਹੇ ਜੋ ਉਹ ਸਲੀਬ ਉੱਤੇ ਚੜ੍ਹਾਇਆ ਜਾਵੇ ਅਤੇ ਉਨ੍ਹਾਂ ਦੀਆਂ ਅਵਾਜ਼ਾਂ ਉਸ ਉੱਤੇ ਭਾਰੀਆਂ ਪੈ ਗਈਆਂ।
[IRV | PA | NT | Luke | Chapter 23 | Verse 24] ਤਦ ਪਿਲਾਤੁਸ ਨੇ ਹੁਕਮ ਕੀਤਾ ਜੋ ਉਨ੍ਹਾਂ ਦੀ ਮੰਗ ਦੇ ਅਨੁਸਾਰ ਹੋਵੇ।
[IRV | PA | NT | Luke | Chapter 23 | Verse 25] ਅਤੇ ਉਸ ਨੂੰ ਜਿਹੜਾ ਫਸਾਦ ਅਤੇ ਖੂਨ ਦੇ ਕਾਰਨ ਕੈਦ ਹੋਇਆ ਸੀ ਜਿਸ ਨੂੰ ਉਹ ਮੰਗਦੇ ਸਨ, ਰਿਹਾ ਕਰ ਦਿੱਤਾ ਪਰ ਯਿਸੂ ਨੂੰ ਉਨ੍ਹਾਂ ਦੀ ਮਰਜ਼ੀ ਉੱਤੇ ਹਵਾਲੇ ਕੀਤਾ।
[IRV | PA | NT | Luke | Chapter 23 | Verse 26] ਜਦ ਉਹ ਯਿਸੂ ਨੂੰ ਲਈ ਜਾਂਦੇ ਸਨ ਤਾਂ ਉਨ੍ਹਾਂ ਨੇ ਸ਼ਮਊਨ ਨਾਮਕ ਇੱਕ ਕੁਰੇਨੀ ਮਨੁੱਖ ਨੂੰ ਜੋ ਪਿੰਡੋਂ ਆਉਂਦਾ ਸੀ, ਫੜ੍ਹ ਕੇ ਉਸ ਦੇ ਮੋਢੇ ਉੱਤੇ ਸਲੀਬ ਰੱਖੀ ਜੋ ਉਹ ਯਿਸੂ ਦੇ ਮਗਰ ਲੈ ਚੱਲੇ।
[IRV | PA | NT | Luke | Chapter 23 | Verse 27] ਲੋਕਾਂ ਦੀ ਵੱਡੀ ਭੀੜ ਉਸ ਦੇ ਪਿੱਛੇ ਗਈ ਨਾਲੇ ਬਹੁਤ ਸਾਰੀਆਂ ਔਰਤਾਂ ਜਿਹੜੀਆਂ ਉਸ ਦੇ ਲਈ ਪਿੱਟਦੀਆਂ ਅਤੇ ਰੋਂਦੀਆਂ ਸਨ।
[IRV | PA | NT | Luke | Chapter 23 | Verse 28] ਪਰ ਯਿਸੂ ਨੇ ਉਨ੍ਹਾਂ ਵੱਲ ਪਿੱਛੇ ਮੁੜ ਕੇ ਕਿਹਾ, ਹੇ ਯਰੂਸ਼ਲਮ ਦੀਓ ਧੀਓ, ਮੇਰੇ ਲਈ ਨਾ ਰੋਵੋ ਪਰ ਆਪਣੇ ਅਤੇ ਆਪਣਿਆਂ ਬੱਚਿਆਂ ਲਈ ਰੋਵੋ।
[IRV | PA | NT | Luke | Chapter 23 | Verse 29] ਕਿਉਂਕਿ ਵੇਖੋ ਉਹ ਦਿਨ ਆਉਂਦੇ ਹਨ, ਜਿਨ੍ਹਾਂ ਵਿੱਚ ਆਖਣਗੇ, ਕਿ ਧੰਨ ਹਨ ਬਾਂਝ ਔਰਤਾਂ, ਅਤੇ ਉਹ ਕੁੱਖਾਂ ਜਿਨ੍ਹਾਂ ਨੇ ਜਨਮ ਨਹੀਂ ਦਿੱਤਾ ਅਤੇ ਉਹ ਦੁੱਧੀਆਂ ਜਿਨ੍ਹਾਂ ਦੁੱਧ ਨਹੀਂ ਚੁੰਘਾਇਆ।
[IRV | PA | NT | Luke | Chapter 23 | Verse 30] ਤਦ ਉਹ ਪਹਾੜਾਂ ਨੂੰ ਆਖਣਗੇ ਕਿ ਸਾਡੇ ਉੱਤੇ ਡਿੱਗ ਪਓ! ਅਤੇ ਟਿੱਲਿਆਂ ਨੂੰ ਜੋ ਸਾਨੂੰ ਢੱਕ ਲਓ!
[IRV | PA | NT | Luke | Chapter 23 | Verse 31] ਕਿਉਂਕਿ ਜਦ ਹਰੇ ਰੁੱਖ ਨਾਲ ਇਹ ਕਰਦੇ ਹਨ ਤਾਂ ਸੁੱਕੇ ਨਾਲ ਕੀ ਕੁਝ ਨਾ ਹੋਵੇਗਾ?
[IRV | PA | NT | Luke | Chapter 23 | Verse 32] ਹੋਰ ਦੋ ਮਨੁੱਖਾਂ ਨੂੰ ਵੀ ਜੋ ਅਪਰਾਧੀ ਸਨ, ਉਸ ਦੇ ਨਾਲ ਸਲੀਬ ਚੜ੍ਹਾਉਣ ਲਈ ਲੈ ਕੇ ਜਾਂਦੇ ਸਨ।
[IRV | PA | NT | Luke | Chapter 23 | Verse 33] ਅਤੇ ਜਦ ਉਹ ਉਸ ਸਥਾਨ ਤੇ ਪਹੁੰਚੇ ਜੋ ਕਲਵਰੀ ਅਖਵਾਉਂਦਾ ਹੈ, ਤਾਂ ਉਸ ਨੂੰ ਉੱਥੇ ਸਲੀਬ ਤੇ ਚੜ੍ਹਾਇਆ ਅਤੇ ਉਨ੍ਹਾਂ ਦੋਵਾਂ ਅਪਰਾਧੀਆਂ ਨੂੰ ਵੀ ਇੱਕ ਨੂੰ ਸੱਜੇ ਅਤੇ ਦੂਜੇ ਨੂੰ ਖੱਬੇ।
[IRV | PA | NT | Luke | Chapter 23 | Verse 34] ਤਦ ਯਿਸੂ ਨੇ ਆਖਿਆ, ਹੇ ਪਿਤਾ ਉਨ੍ਹਾਂ ਨੂੰ ਮਾਫ਼ ਕਰ ਕਿਉਂ ਜੋ ਉਹ ਨਹੀਂ ਜਾਣਦੇ ਜੋ ਇਹ ਕੀ ਕਰਦੇ ਹਨ ਅਤੇ ਉਨ੍ਹਾਂ ਉਸ ਦੇ ਕੱਪੜੇ ਗੁਣੇ ਪਾ ਕੇ ਵੰਡ ਲਏ।
[IRV | PA | NT | Luke | Chapter 23 | Verse 35] ਅਤੇ ਲੋਕ ਖੜ੍ਹੇ ਇਹ ਵੇਖ ਰਹੇ ਸਨ ਅਤੇ ਸਰਦਾਰ ਵੀ ਮਖ਼ੌਲ ਨਾਲ ਕਹਿਣ ਲੱਗੇ ਕਿ ਇਸ ਨੇ ਹੋਰਨਾਂ ਨੂੰ ਬਚਾਇਆ। ਜੇਕਰ ਇਹ ਪਰਮੇਸ਼ੁਰ ਦਾ ਮਸੀਹ ਅਤੇ ਉਸ ਦਾ ਚੁਣਿਆ ਹੋਇਆ ਹੈ ਤਾਂ ਆਪਣੇ ਆਪ ਨੂੰ ਬਚਾ ਲਵੇ!
[IRV | PA | NT | Luke | Chapter 23 | Verse 36] ਸਿਪਾਹੀਆਂ ਨੇ ਵੀ ਉਸ ਦਾ ਮਖ਼ੌਲ ਉਡਾਇਆ ਅਤੇ ਨੇੜੇ ਆਣ ਕੇ ਉਸ ਨੂੰ ਸਿਰਕਾ ਦਿੱਤਾ ਅਤੇ ਆਖਿਆ,
[IRV | PA | NT | Luke | Chapter 23 | Verse 37] ਜੇ ਤੂੰ ਯਹੂਦੀਆਂ ਦਾ ਰਾਜਾ ਹੈਂ ਤਾਂ ਆਪਣੇ ਆਪ ਨੂੰ ਬਚਾ ਲੈ!
[IRV | PA | NT | Luke | Chapter 23 | Verse 38] ਅਤੇ ਯਿਸੂ ਦੀ ਸਲੀਬ ਉੱਤੇ “ਇਹ ਯਹੂਦੀਆਂ ਦਾ ਰਾਜਾ ਹੈ” ਲਿਖਤ ਵੀ ਲਾਈ ਹੋਈ ਸੀ।
[IRV | PA | NT | Luke | Chapter 23 | Verse 39] ਉਨ੍ਹਾਂ ਅਪਰਾਧੀਆਂ ਵਿੱਚੋਂ ਜਿਹੜੇ ਟੰਗੇ ਹੋਏ ਸਨ, ਇੱਕ ਨੇ ਇਹ ਕਹਿ ਕੇ ਅਪਮਾਨ ਕੀਤਾ ਕਿ ਭਲਾ, ਤੂੰ ਮਸੀਹ ਨਹੀਂ ਹੈਂ? ਤਾਂ ਆਪਣੇ ਆਪ ਨੂੰ ਅਤੇ ਸਾਨੂੰ ਵੀ ਬਚਾ!
[IRV | PA | NT | Luke | Chapter 23 | Verse 40] ਪਰ ਦੂਜੇ ਨੇ ਉਸ ਨੂੰ ਝਿੜਕ ਕੇ ਆਖਿਆ, ਕੀ ਤੂੰ ਆਪ ਇਸੇ ਕਸ਼ਟ ਵਿੱਚ ਪਿਆ ਹੋਇਆ ਪਰਮੇਸ਼ੁਰ ਕੋਲੋਂ ਨਹੀਂ ਡਰਦਾ?
[IRV | PA | NT | Luke | Chapter 23 | Verse 41] ਅਸੀਂ ਤਾਂ ਨਿਆਂ ਨਾਲ ਆਪਣੀ ਕਰਨੀ ਦਾ ਫਲ ਭੋਗਦੇ ਹਾਂ, ਪਰ ਉਸ ਨੇ ਕੋਈ ਅਪਰਾਧ ਨਹੀਂ ਕੀਤਾ।
[IRV | PA | NT | Luke | Chapter 23 | Verse 42] ਅਤੇ ਉਸ ਨੇ ਆਖਿਆ, ਹੇ ਯਿਸੂ ਜਦ ਤੁਸੀਂ ਆਪਣੇ ਰਾਜ ਵਿੱਚ ਆਵੋ ਤਾਂ ਮੈਨੂੰ ਯਾਦ ਰੱਖਣਾ।
[IRV | PA | NT | Luke | Chapter 23 | Verse 43] ਯਿਸੂ ਨੇ ਉਸ ਨੂੰ ਆਖਿਆ, ਮੈਂ ਤੈਨੂੰ ਸੱਚ ਆਖਦਾ ਹਾਂ ਕਿ ਤੂੰ ਅੱਜ ਹੀ ਮੇਰੇ ਨਾਲ ਸਵਰਗ ਵਿੱਚ ਹੋਵੇਂਗਾ।
[IRV | PA | NT | Luke | Chapter 23 | Verse 44] ਹੁਣ ਦੂਸਰੇ ਪਹਿਰ ਤੋਂ ਤੀਸਰੇ ਪਹਿਰ ਤੱਕ ਸਾਰੀ ਧਰਤੀ ਉੱਤੇ ਹਨ੍ਹੇਰਾ ਰਿਹਾ।
[IRV | PA | NT | Luke | Chapter 23 | Verse 45] ਅਤੇ ਸੂਰਜ ਹਨ੍ਹੇਰਾ ਹੋ ਗਿਆ ਅਤੇ ਹੈਕਲ ਦਾ ਪੜਦਾ ਉੱਪਰ ਤੋਂ ਲੈ ਕੇ ਹੇਠਾਂ ਤੱਕ ਵਿਚਕਾਰੋਂ ਫਟ ਗਿਆ।
[IRV | PA | NT | Luke | Chapter 23 | Verse 46] ਤਦ ਯਿਸੂ ਨੇ ਉੱਚੀ ਅਵਾਜ਼ ਨਾਲ ਪੁਕਾਰ ਕੇ ਆਖਿਆ, “ਹੇ ਪਿਤਾ ਮੈਂ ਆਪਣਾ ਆਤਮਾ ਤੇਰੇ ਹੱਥ ਸੌਂਪਦਾ ਹਾਂ,” ਅਤੇ ਇਹ ਕਹਿ ਕੇ ਉਸ ਨੇ ਪ੍ਰਾਣ ਤਿਆਗ ਦਿੱਤੇ।
[IRV | PA | NT | Luke | Chapter 23 | Verse 47] ਸੂਬੇਦਾਰ ਨੇ ਇਹ ਅਜਿਹਾ ਵੇਖ ਕੇ ਪਰਮੇਸ਼ੁਰ ਦੀ ਵਡਿਆਈ ਕੀਤੀ ਅਤੇ ਬੋਲਿਆ, ਸੱਚ-ਮੁੱਚ ਇਹ ਧਰਮੀ ਪੁਰਖ ਸੀ!
[IRV | PA | NT | Luke | Chapter 23 | Verse 48] ਅਤੇ ਸਭ ਲੋਕ ਜਿਹੜੇ ਇਹ ਦ੍ਰਿਸ਼ ਵੇਖਣ ਨੂੰ ਇਕੱਠੇ ਹੋਏ ਸਨ, ਇਹ ਸਾਰੀ ਘਟਨਾ ਵੇਖ ਕੇ ਛਾਤੀਆਂ ਪਿੱਟਦੇ ਮੁੜੇ।
[IRV | PA | NT | Luke | Chapter 23 | Verse 49] ਅਤੇ ਉਸ ਦੇ ਸਭ ਜਾਣ-ਪਛਾਣ ਅਤੇ ਉਹ ਔਰਤਾਂ ਜਿਹੜੀਆਂ ਗਲੀਲ ਤੋਂ ਉਸ ਦੇ ਨਾਲ ਆਈਆਂ ਸਨ, ਦੂਰ ਖਲੋ ਕੇ ਇਹ ਹਾਲ ਵੇਖ ਰਹੀਆਂ ਸਨ।
[IRV | PA | NT | Luke | Chapter 23 | Verse 50] ਤਾਂ ਵੇਖੋ, ਯੂਸੁਫ਼ ਨਾਮ ਦਾ ਇੱਕ ਮਨੁੱਖ ਸੀ ਜੋ ਸਲਾਹਕਾਰ, ਭਲਾ ਅਤੇ ਧਰਮੀ ਸੀ।
[IRV | PA | NT | Luke | Chapter 23 | Verse 51] ਅਤੇ ਉਨ੍ਹਾਂ ਦੀ ਮੱਤ ਅਤੇ ਕਰਮ ਵਿੱਚ ਨਹੀਂ ਰਲਿਆ ਸੀ, ਉਹ ਯਹੂਦੀਆਂ ਦੇ ਨਗਰ ਅਰਿਮਥੇਆ ਦਾ ਸੀ ਅਤੇ ਪਰਮੇਸ਼ੁਰ ਦੇ ਰਾਜ ਦੀ ਉਡੀਕ ਵਿੱਚ ਸੀ।
[IRV | PA | NT | Luke | Chapter 23 | Verse 52] ਉਸ ਨੇ ਪਿਲਾਤੁਸ ਦੇ ਕੋਲ ਜਾ ਕੇ ਯਿਸੂ ਦੀ ਲਾਸ਼ ਮੰਗੀ।
[IRV | PA | NT | Luke | Chapter 23 | Verse 53] ਅਤੇ ਉਸ ਨੂੰ ਸਲੀਬ ਤੋਂ ਉਤਾਰਿਆ ਅਤੇ ਮਹੀਨ ਕੱਪੜੇ ਵਿੱਚ ਲਪੇਟ ਕੇ, ਉਸ ਨੂੰ ਇੱਕ ਕਬਰ ਦੇ ਅੰਦਰ ਰੱਖਿਆ ਜਿਹੜੀ ਚੱਟਾਨ ਵਿੱਚ ਖੋਦੀ ਹੋਈ ਸੀ, ਜਿੱਥੇ ਕਦੇ ਕੋਈ ਨਹੀਂ ਸੀ ਪਿਆ।
[IRV | PA | NT | Luke | Chapter 23 | Verse 54] ਉਹ ਤਿਆਰੀ ਦਾ ਦਿਨ ਸੀ ਅਤੇ ਸਬਤ ਦਾ ਦਿਨ ਨੇੜੇ ਆ ਪਹੁੰਚਿਆ।
[IRV | PA | NT | Luke | Chapter 23 | Verse 55] ਅਤੇ ਉਹ ਔਰਤਾਂ ਜਿਹੜੀਆਂ ਗਲੀਲ ਤੋਂ ਉਸ ਦੇ ਨਾਲ ਆਈਆਂ ਸਨ, ਉਨ੍ਹਾਂ ਦੇ ਪਿੱਛੇ ਜਾ ਕੇ ਕਬਰ ਨੂੰ ਵੇਖਿਆ ਅਤੇ ਨਾਲੇ ਇਹ ਕਿ ਉਹ ਦੇ ਸਰੀਰ ਨੂੰ ਕਿਸ ਤਰ੍ਹਾਂ ਰੱਖਿਆ ਗਿਆ ਸੀ।
[IRV | PA | NT | Luke | Chapter 23 | Verse 56] ਤਦ ਉਨ੍ਹਾਂ ਘਰ ਆ ਕੇ ਸੁਗੰਧਾਂ ਅਤੇ ਅਤਰ ਤਿਆਰ ਕੀਤਾ ਅਤੇ ਸਬਤ ਦੇ ਦਿਨ, ਪਰਮੇਸ਼ੁਰ ਦੇ ਹੁਕਮ ਅਨੁਸਾਰ ਅਰਾਮ ਕੀਤਾ।
