[LXX | EL | OT | Job | Chapter 33 | Verse 1] Οὐ μὴν δὲ ἀλλὰ ἄκουσου Ἰὼβ τὰ ῥήματά μου, καὶ λαλιὰν ἐνωτίζου μου.
[LXX | EL | OT | Job | Chapter 33 | Verse 12] Πῶς γὰρ λέγεις, δίκαιός εἰμι, καὶ οὐκ ἐπακήκοέ μου; αἰώνιος γάρ ἐστιν ὁ ἐπάνω βροτῶν.
[LXX | EL | OT | Job | Chapter 33 | Verse 13] Λέγεις δέ, διατί τῆς δίκης μου οὐκ ἐπακήκοέ μου πᾶν ῥῆμα;
[LXX | EL | OT | Job | Chapter 33 | Verse 14] Ἐν γὰρ τῷ ἅπαξ λαλήσαι ὁ Κύριος, ἐν δὲ τῷ δευτέρῳ.
[LXX | EL | OT | Job | Chapter 33 | Verse 15] ἐνύπνιον ἢ ἐν μελέτῃ νυκτερινῇ, ὡς ὅταν ἐπιπίπτῃ δεινὸς φόβος ἐπʼ ἀνθρώπους, ἐπὶ νυσταγμάτων ἐπὶ κοίτης·
[LXX | EL | OT | Job | Chapter 33 | Verse 16] Τότε ἀνακαλύπτει νοῦν ἀνθρώπων, ἐν εἴδεσι φόβου τοιούτοις αὐτοὺς ἐξεφόβησεν.
[LXX | EL | OT | Job | Chapter 33 | Verse 17] Ἀποστρέψαι ἄνθρωπον ἀπὸ ἀδικίας, τὸ δὲ σῶμα αὐτοῦ ἀπὸ πτώματος ἐῤῥύσατο.
[LXX | EL | OT | Job | Chapter 33 | Verse 18] Ἐφείσατο δὲ τῆς ψυχῆς αὐτοῦ ἀπὸ θανάτου, καὶ μὴ πεσεῖν αὐτὸν ἐν πολέμῳ.
[LXX | EL | OT | Job | Chapter 33 | Verse 19] Πάλιν δὲ ἤλεγξεν αὐτὸν ἐπὶ μαλακίᾳ ἐπὶ κοίτης, καὶ πλῆθος ὀστῶν αὐτοῦ ἐνάρκησε.
[LXX | EL | OT | Job | Chapter 33 | Verse 20] Πᾶν δὲ βρωτὸν σίτου οὐ μὴ δύνηται προσδέξασθαι, καὶ ἡ ψυχὴ αὐτοῦ βρῶσιν ἐπιθυμήσει·
[LXX | EL | OT | Job | Chapter 33 | Verse 21] ἕως ἂν σαπῶσιν αὐτοῦ αἱ σάρκες, καὶ ἀποδείξῃ τὰ ὀστᾶ αὐτοῦ κένα.
[LXX | EL | OT | Job | Chapter 33 | Verse 22] Ἤγγισε δὲ εἰς θάνατον ἡ ψυχὴ αὐτοῦ, ἡ δὲ ζωὴ αὐτοῦ ἐν ᾅδῃ·
[LXX | EL | OT | Job | Chapter 33 | Verse 23] Ἐὰν ὦσι χιλιοι αγγελοι θανατηφόροι, εἷς αὐτῶν οὐ μὴ τρώσῃ αὐτόν· ἐὰν νοήσῃ τῇ καρδίᾳ ἐπιστραφῆναι πρὸς Κύριον, ἀναγγείλῃ δὲ ἀνθρώπῳ τὴν ἑαυτοῦ μέμψιν, τὴν δὲ ἄνοιαν αὐτοῦ δείξῃ,
[LXX | EL | OT | Job | Chapter 33 | Verse 24] ἀνθέξεται τοῦ μὴ πεσεῖν εἰς θάνατον· ἀνανεώσει δὲ αὐτοῦ τὸ σῶμα ὥσπερ ἀλοιφὴν ἐπὶ τοίχου, τὰ δὲ ὀστᾶ αὐτοῦ ἐμπλήσει μυελοῦ·
[LXX | EL | OT | Job | Chapter 33 | Verse 25] Ἁπαλυνεῖ δὲ αὐτοῦ τὰς σάρκας ὥσπερ νηπίου, ἀποκαταστήσει δὲ αὐτὸν ἀνδρωθέντα ἐν ἀνθρώποις.
[LXX | EL | OT | Job | Chapter 33 | Verse 26] Εὐξάμενος δὲ πρὸς Κύριον καὶ δεκτὰ αὐτῷ ἔσται, εἰσελεύσεται προσώπῳ ἱλαρῷ σὺν ἐξηγορίᾳ· ἀποδώσει δὲ ἀνθρώποις δικαιοσύνην.
[LXX | EL | OT | Job | Chapter 33 | Verse 27] Εἶτα τότε ἀπομέμψεται ἄνθρωπος αὐτὸς ἑαυτῷ, λέγων, οἷα συνετέλουν; καὶ οὐκ ἄξια ἤτασέ με ὧν ἥμαρτον.
[LXX | EL | OT | Job | Chapter 33 | Verse 28] Σῶσον ψυχήν μου τοῦ μὴ ἐλθεῖν εἰς διαφθορὰν, καὶ ἡ ζωή μου φῶς ὄψεται.
[LXX | EL | OT | Job | Chapter 33 | Verse 29] Ἰδοὺ ταῦτα πάντα ἐργᾶται ὁ ἰσχυρὸς ὁδοὺς τρεῖς μετὰ ἀνδρός.
[LXX | EL | OT | Job | Chapter 33 | Verse 30] Καὶ ἐῤῥύσατο τὴν ψυχήν μου ἐκ θανάτου, ἵνα ἡ ζωή μου ἐν φωτὶ αἰνῇ αὐτόν.
[LXX | EL | OT | Job | Chapter 33 | Verse 31] Ἐνωτίζου Ἰὼβ καὶ ἄκουέ μου· κώφευσον, καὶ ἐγώ εἰμι λαλήσω.
[LXX | EL | OT | Job | Chapter 33 | Verse 32] Εἰ εἰσί σοι λόγοι, ἀποκρίθητί μοι· λάλησον, θέλω γὰρ δικαιωθῆναί σε.
[LXX | EL | OT | Job | Chapter 33 | Verse 33] Εἰ μὴ, σὺ ἄκουσόν μου, κώφευσον καὶ διδάξω σε.
