[LXX | EL | OT | Job | Chapter 22 | Verse 1] Ὑπολαβὼν δὲ Ἐλιφὰζ ὁ Θαιμανίτης, λέγει,
[LXX | EL | OT | Job | Chapter 22 | Verse 13] Καὶ εἶπας, τί ἔγνω ὁ ἰσχυρός; ἢ κατὰ τοῦ γνόφου κρίνει;
[LXX | EL | OT | Job | Chapter 22 | Verse 14] Νεφέλη ἀποκρυφὴ αὐτοῦ καὶ οὐχ ὁραθήσεται, καὶ γῦρον οὐρανοῦ διαπορεύεται.
[LXX | EL | OT | Job | Chapter 22 | Verse 15] Μὴ τρίβον αἰώνιον φυλάξεις, ἣν ἐπάτησαν ἄνδρες δίκαιοι,
[LXX | EL | OT | Job | Chapter 22 | Verse 16] οἳ συνελήφθησαν ἄωροι; ποταμὸς ἐπιῤῥέων οἱ θεμέλιοι αὐτῶν,
[LXX | EL | OT | Job | Chapter 22 | Verse 17] οἱ λέγοντες, Κύριος τί ποιήσει ἡμῖν; ἢ τί ἐπάξεται ἡμῖν ὁ παντοκράτωρ;
[LXX | EL | OT | Job | Chapter 22 | Verse 18] Ὃς δὲ ἐνέπλησε τοὺς οἴκους αὐτῶν ἀγαθῶν, βουλὴ δὲ ἀσεβῶν πόῤῥω ἀπʼ αὐτοῦ.
[LXX | EL | OT | Job | Chapter 22 | Verse 19] Ἰδόντες δίκαιοι ἐγέλασαν, ἄμεμπτος δὲ ἐμυκτήρισεν.
[LXX | EL | OT | Job | Chapter 22 | Verse 20] Εἰ μὴ ἠφανίσθη ἡ ὑπόστασις αὐτῶν, καὶ τὸ κατάλειμμα αὐτῶν καταφάγεται πῦρ.
[LXX | EL | OT | Job | Chapter 22 | Verse 21] Γενοῦ δὴ σκληρὸς, ἐὰν ὑπομείνῃς, εἶτα ὁ καρπός σου ἔσται ἐν ἀγαθοῖς.
[LXX | EL | OT | Job | Chapter 22 | Verse 22] Ἔκλαβε δὲ ἐκ στόματος αὐτοῦ ἐξηγορίαν, καὶ ἀνάλαβε τὰ ῥήματα αὐτοῦ ἐν καρδίᾳ σου.
[LXX | EL | OT | Job | Chapter 22 | Verse 23] Ἐὰν δὲ ἐπιστραφῇς καὶ ταπεινώσῃς σεαυτὸν ἔναντι Κυρίου, πόῤῥω ἐποίησας ἀπὸ διαίτης σου ἄδικον.
[LXX | EL | OT | Job | Chapter 22 | Verse 24] Θήσῃ ἐπὶ χώματι ἐν πέτρᾳ, καὶ ὡς πέτρα χειμάῤῥου Σωφίρ.
[LXX | EL | OT | Job | Chapter 22 | Verse 25] Ἔσται οὖν σου ὁ παντοκράτωρ βοηθὸς ἀπὸ ἐχθρῶν, καθαρὸν δὲ ἀποδώσει σε ὥσπερ ἀργύριον πεπυρωμένον.
[LXX | EL | OT | Job | Chapter 22 | Verse 26] Εἶτα παῤῥησιασθήσῃ ἐναντίον Κυρίου ἀναβλέψας εἰς τὸν οὐρανὸν ἱλαρῶς.
[LXX | EL | OT | Job | Chapter 22 | Verse 27] Εὐξαμένου δέ σου πρὸς αὐτὸν εἰσακούσεταί σου· δώσει δέ σοι ἀποδοῦναι τὰς εὐχάς.
[LXX | EL | OT | Job | Chapter 22 | Verse 28] Ἀποκαταστήσει δέ σοι δίαιταν δικαιοσύνης, ἐπὶ δὲ ὁδοῖς σου ἔσται φέγγος·
[LXX | EL | OT | Job | Chapter 22 | Verse 29] Ὅτι ἐταπείνωσας σεαυτὸν, καὶ ἐρεῖς, ὑπερηφανεύσατο, καὶ κύφοντα ὀφθαλμοῖς σώσει.
[LXX | EL | OT | Job | Chapter 22 | Verse 30] Ῥύσεται ἀθῶον, καὶ διασώθητι ἐν καθαραῖς χερσί σου.
