[LXX | EL | OT | Job | Chapter 15 | Verse 1] Ὑπολαβὼν δὲ Ἐλιφὰζ ὁ Θαιμανίτης, λέγει,
[LXX | EL | OT | Job | Chapter 15 | Verse 13] ὅτι θυμὸν ἔῤῥηξας ἔναντι Κυρίου, ἐξήγαγες δὲ ἐκ στόματος ῥήματα τοιαῦτα;
[LXX | EL | OT | Job | Chapter 15 | Verse 14] Τίς γὰρ ὢν βροτὸς, ὅτι ἔσται ἅμεμπτος; ἢ ὡς ἐσόμενος δίκαιος γεννητὸς γυναικός;
[LXX | EL | OT | Job | Chapter 15 | Verse 15] Εἰ κατὰ ἁγίων οὐ πιστεύει, οὐρανὸς δὲ οὐ καθαρὸς ἐναντίον αὐτοῦ.
[LXX | EL | OT | Job | Chapter 15 | Verse 16] Ἔα δὲ ἐβδελυγμένος καὶ ἀκάθαρτος ἀνὴρ, πίνων ἀδικίας ἶσα ποτῷ.
[LXX | EL | OT | Job | Chapter 15 | Verse 17] Ἀναγγελῶ δέ σοι, ἄκουέ μου, ἃ δὴ ἑώρακα, ἀναγγελῶ σοι,
[LXX | EL | OT | Job | Chapter 15 | Verse 18] ἃ σοφοὶ ἐροῦσι, καὶ οὐκ ἔκρυψαν πατέρες αὐτῶν.
[LXX | EL | OT | Job | Chapter 15 | Verse 19] Αὐτοῖς μόνοις ἐδόθη ἡ γῆ, καὶ οὐκ ἐπῆλθεν ἀλλογενὴς ἐπʼ αὐτούς.
[LXX | EL | OT | Job | Chapter 15 | Verse 20] Πᾶς ὁ βίος ἀσεβοῦς ἐν φροντίδι, ἔτη δὲ ἀριθμητὰ δεδομένα δυνάστῃ.
[LXX | EL | OT | Job | Chapter 15 | Verse 21] Ὁ δὲ φόβος αὐτοῦ ἐν ὠσὶν αὐτοῦ· ὅταν δοκῇ ἤδη εἰρηνεύειν, ἥξει αὐτοῦ ἡ καταστροφή.
[LXX | EL | OT | Job | Chapter 15 | Verse 22] Μὴ πιστευέτω ἀποστραφῆναι ἀπὸ σκότους, ἐντέταλται γὰρ ἤδη εἰς χεῖρας σιδήρου,
[LXX | EL | OT | Job | Chapter 15 | Verse 23] κατατέτακται δὲ εἰς σῖτα γυψίν· οἶδε δὲ ἐν ἑαυτῷ ὅτι μένει εἰς πτῶμα· ἡμέρα δὲ σκοτεινὴ αὐτὸν στροβήσει,
[LXX | EL | OT | Job | Chapter 15 | Verse 24] ἀνάγκη δὲ καὶ θλίψις αὐτὸν καθέξει, ὥσπερ στρατηγὸς πρωτοστάτης πίπτων·
[LXX | EL | OT | Job | Chapter 15 | Verse 25] Ὅτι ᾖρκε χεῖρας ἐναντίον τοῦ Κυρίου, ἔναντι δὲ Κυρίου παντοκράτορος ἐτραχηλίασεν.
[LXX | EL | OT | Job | Chapter 15 | Verse 26] Ἔδραμε δὲ ἐναντίον αὐτοῦ ὕβρει, ἐν πάχει νώτου ἀσπίδος αὐτοῦ.
[LXX | EL | OT | Job | Chapter 15 | Verse 27] Ὅτι ἐκάλυψε τὸ πρόσωπον αὐτοῦ ἐν στέατι αὐτοῦ, καὶ ἐποίησε περιστόμιον ἐπὶ τῶν μηρίων.
[LXX | EL | OT | Job | Chapter 15 | Verse 28] Αὐλισθείη δὲ πόλεις ἐρήμους, εἰσέλθοι δὲ εἰς οἴκους ἀοικήτους· ἃ δὲ ἐκεῖνοι ἡτοίμασαν, ἄλλοι ἀποίσονται.
[LXX | EL | OT | Job | Chapter 15 | Verse 29] Οὔτε μὴ πλουτισθῇ, οὔτε μὴ μείνῃ αὐτοῦ τὰ ὑπάρχοντα· οὐ μὴ βάλῃ ἐπὶ τὴν γῆν σκιὰν,
[LXX | EL | OT | Job | Chapter 15 | Verse 30] οὐδὲ μὴ ἐκφύγῃ τὸ σκότος· τὸν βλαστὸν αὐτοῦ μαράναι ἄνεμος, ἐκπέσοι δὲ αὐτοῦ τὸ ἄνθος.
[LXX | EL | OT | Job | Chapter 15 | Verse 31] Μὴ πιστευέτω ὅτι ὑπομενεῖ, κενὰ γὰρ ἀποβήσεται αὐτῷ.
[LXX | EL | OT | Job | Chapter 15 | Verse 32] Ἡ τομὴ αὐτοῦ πρὸ ὥρας φθαρήσεται, καὶ ὁ ῥάδαμνος αὐτοῦ οὐ μὴ πυκάσῃ.
[LXX | EL | OT | Job | Chapter 15 | Verse 33] Τρυγηθείη δὲ ὡς ὄμφαξ πρὸ ὥρας, ἐκπέσοι δὲ ὡς ἄνθος ἐλαίας.
[LXX | EL | OT | Job | Chapter 15 | Verse 34] Μαρτύριον γὰρ ἀσεβοῦς θάνατος· πῦρ δὲ καύσει οἴκους δωροδεκτῶν·
[LXX | EL | OT | Job | Chapter 15 | Verse 35] Ἐν γαστρὶ δὲ λήψεται ὀδύνας, ἀποβήσεται δὲ αὐτῷ κενὰ, ἡ δὲ κοιλία αὐτοῦ ὑποίσει δόλον.
