[LXX | EL | OT | Job | Chapter 31 | Verse 1] Διαθήκην ἐθέμην τοῖς ὀφθαλμοῖς μου, καὶ οὐ συνήσω ἐπὶ παρθένον.
[LXX | EL | OT | Job | Chapter 31 | Verse 12] Πῦρ γάρ ἐστι καιόμενον ἐπὶ πάντων τῶν μερῶν, οὗδʼ ἂν ἐπέλθῃ ἐκ ῥιζῶν ἀπώλεσεν.
[LXX | EL | OT | Job | Chapter 31 | Verse 13] Εἰ δὲ καὶ ἐφαύλισα κρίμα θεράποντός μου ἢ θεραπαίνης, κρινομένων αὐτῶν πρὸς μὲ,
[LXX | EL | OT | Job | Chapter 31 | Verse 14] τί γὰρ ποιήσω ἐὰν ἔτασίν μου ποιῆται ὁ Κύριος; ἐὰν δὲ καὶ ἐπισκοπήν τινα, ἀπόκρισιν ποιήσομαι;
[LXX | EL | OT | Job | Chapter 31 | Verse 15] Πότερον οὐχ ὡς καὶ ἐγὼ ἐγενόμην ἐν γαστρὶ, καὶ ἐκεῖνοι γεγόνασι; γεγόναμεν δὲ ἐν τῇ αὐτῇ κοιλίᾳ.
[LXX | EL | OT | Job | Chapter 31 | Verse 16] Ἀδύνατοι δὲ χρείαν ἥν ποτε εἶχον οὐκ ἀπέτυχον, χήρας δὲ τὸν ὀφθαλμὸν οὐκ ἐξέτηξα·
[LXX | EL | OT | Job | Chapter 31 | Verse 17] Εἰ δὲ καὶ τὸν ψωμόν μου ἔφαγον μόνος, καὶ οὐχὶ ὀρφανῷ μετέδωκα·
[LXX | EL | OT | Job | Chapter 31 | Verse 18] Ὅτι ἐκ νεότητός μου ἐξέτρεφον ὡς πατὴρ, καὶ ἐκ γαστρὸς μητρός μου ὡδήγησα·
[LXX | EL | OT | Job | Chapter 31 | Verse 19] Εἰ δὲ καὶ ὑπερεῖδον γυμνὸν ἀπολλύμενον, καὶ οὐκ ἠμφίασα αὐτόν·
[LXX | EL | OT | Job | Chapter 31 | Verse 20] Ἀδύνατοι δὲ εἰ μὴ εὐλόγησάν με, ἀπὸ δὲ κουρᾶς ἀμνῶν μοῦ ἐθερμάνθησαν οἱ ὦμοι αὐτῶν·
[LXX | EL | OT | Job | Chapter 31 | Verse 21] Εἰ ἐπῆρα ὀρφανῷ χεῖρα, πεποιθὼς ὅτι πολλή μοι βοήθεια περίεστιν·
[LXX | EL | OT | Job | Chapter 31 | Verse 22] Ἀποσταίη ἄρα ὁ ὦμός μου ἀπὸ τῆς κλειδός, ὁ δὲ βραχίων μου ἀπὸ τοῦ ἀγκῶνος συντριβείη.
[LXX | EL | OT | Job | Chapter 31 | Verse 23] Φόβος γὰρ Κυρίου συνέσχε με, ἀπὸ τοῦ λήμματος αὐτοῦ οὐχ ὑποίσω.
[LXX | EL | OT | Job | Chapter 31 | Verse 24] Εἰ ἔταξα χρυσίον εἰς χοῦν μου, εἰ δὲ καὶ λίθῳ πολυτελεῖ ἐπεποίθησα,
[LXX | EL | OT | Job | Chapter 31 | Verse 25] εἰ δὲ καὶ εὐφράνθην πολλοῦ πλούτου μου γενομένου, εἰ δὲ καὶ ἐπʼ ἀναριθμήτοις ἐθέμην χεῖρά μου·
[LXX | EL | OT | Job | Chapter 31 | Verse 26] Ἢ οὐχ ὁρῶμεν ἥλιον τὸν ἐπιθαύσκοντα ἐκλείποντα, σελήνην δὲ φθίνουσαν; οὐ γὰρ ἐπʼ αὐτοῖς ἐστί·
[LXX | EL | OT | Job | Chapter 31 | Verse 27] Καὶ εἰ ἠπατήθη λάθρα ἡ καρδία μου, εἰ δὲ χεῖρά μου ἐπιθεὶς ἐπὶ στόματί μου ἐφίλησα.
[LXX | EL | OT | Job | Chapter 31 | Verse 28] Καὶ τοῦτό μοι ἄρα ἀνομία ἡ μεγίστη λογισθείη, ὅτι ἐψευσάμην ἐναντίον Κυρίου τοῦ ὑψίστου.
[LXX | EL | OT | Job | Chapter 31 | Verse 29] Εἰ δὲ καὶ ἐπιχαρὴς ἐγενόμην πτώματι ἐχθρῶν μου, καὶ εἶπεν ἡ καρδία μου, εὖγε.
[LXX | EL | OT | Job | Chapter 31 | Verse 30] Ἀκούσαι ἄρα τὸ οὖς μου τὴν κατάραν μου, θρυληθείην δὲ ἄρα ὑπὸ λαοῦ μου κακούμενος.
[LXX | EL | OT | Job | Chapter 31 | Verse 31] Εἰ δὲ καὶ πολλάκις εἶπον αἱ θεράπαιναί μου, τίς ἄν δῴη ἡμῖν τῶν σαρκῶν αὐτοῦ πλησθῆναι; λίαν μου χρηστοῦ ὄντος·
[LXX | EL | OT | Job | Chapter 31 | Verse 32] Ἔξω δὲ οὐκ ηὐλίζετο ξένος, ἡ δὲ θύρα μου παντὶ ἐλθόντι ἀνέῳκτο·
[LXX | EL | OT | Job | Chapter 31 | Verse 33] Εἰ δὲ καὶ ἁμαρτὼν ἀκουσίως ἔκρυψα τὴν ἁμαρτίαν μου·
[LXX | EL | OT | Job | Chapter 31 | Verse 34] Οὐ γὰρ διετράπην πολυοχλίαν πλήθους, τοῦ μὴ ἐξαγορεῦσαι ἐνώπιον αὐτῶν· εἰ δὲ καὶ εἴασα ἀδύνατον ἐξελθεῖν θύραν μου κόλπῳ κενῷ·
[LXX | EL | OT | Job | Chapter 31 | Verse 35] Τίς δῴη ἀκούοντά μου; χεῖρα δὲ Κυρίου εἰ μὴ ἐδεδοίκειν· συγγραφὴν δὲ ἣν εἶχον κατά τινος,
[LXX | EL | OT | Job | Chapter 31 | Verse 36] ἐπʼ ὤμοις ἂν περιθέμενος στέφανον ἀνεγίνωσκον,
[LXX | EL | OT | Job | Chapter 31 | Verse 37] καὶ εἰ μὴ ῥῆξας αὐτὴν ἀπέδωκα, οὐθὲν λαβὼν παρὰ χρεωφειλέτου·
[LXX | EL | OT | Job | Chapter 31 | Verse 38] Εἰ ἐπʼ ἐμοί ποτε ἡ γῆ ἐστέναξεν, εἰ δὲ καὶ οἱ αὔλακες αὐτῆς ἔκλαυσαν ὁμοθυμαδόν·
[LXX | EL | OT | Job | Chapter 31 | Verse 39] Εἰ δὲ καὶ τὴν ἰσχὺν αὐτῆς ἔφαγον μόνος ἄνευ τιμῆς, εἰ δὲ καὶ ψυχὴν κυρίου τῆς γῆς ἐκλαβὼν ἐλύπησα·
[LXX | EL | OT | Job | Chapter 31 | Verse 40] Ἀντὶ πυροῦ ἄρα ἐξέλθοι μοι κνίδη, ἀντὶ δὲ κριθῆς βάτος. Καὶ ἐπαύσατο Ἰὼβ ῥήμασιν.
