[VANDYKE | AR | OT | Joshua | Chapter 15 | Verse 1] وَكَانَتِ ٱلْقُرْعَةُ لِسِبْطِ بَنِي يَهُوذَا حَسَبَ عَشَائِرِهِمْ: إِلَى تُخْمِ أَدُومَ بَرِّيَّةَ صِينَ نَحْوَ ٱلْجَنُوبِ، أَقْصَى ٱلتَّيْمَنِ.
[VANDYKE | AR | OT | Joshua | Chapter 15 | Verse 12] وَٱلتُّخْمُ ٱلْغَرْبِيُّ ٱلْبَحْرُ ٱلْكَبِيرُ وَتُخُومُهُ. هَذَا تُخْمُ بَنِي يَهُوذَا مُسْتَدِيرٌ حَسَبَ عَشَائِرِهِمْ.
[VANDYKE | AR | OT | Joshua | Chapter 15 | Verse 13] وَأَعْطَى كَالَبُ بْنَ يَفُنَّةَ قِسْمًا فِي وَسَطِ بَنِي يَهُوذَا حَسَبَ قَوْلِ ٱلرَّبِّ لِيَشُوعَ: قَرْيَةَ أَرْبَعَ أَبِي عَنَاقَ، هِيَ حَبْرُونُ.
[VANDYKE | AR | OT | Joshua | Chapter 15 | Verse 14] وَطَرَدَ كَالَبُ مِنْ هُنَاكَ بَنِي عَنَاقَ ٱلثَّلَاثَةَ: شِيشَايَ وَأَخِيمَانَ وَتَلْمَايَ، أَوْلَادَ عَنَاقَ.
[VANDYKE | AR | OT | Joshua | Chapter 15 | Verse 15] وَصَعِدَ مِنْ هُنَاكَ إِلَى سُكَّانِ دَبِيرَ. وَكَانَ ٱسْمُ دَبِيرَ قَبْلًا قَرْيَةَ سِفْرٍ
[VANDYKE | AR | OT | Joshua | Chapter 15 | Verse 16] وَقَالَ كَالَبُ: «مَنْ يَضْرِبُ قَرْيَةَ سِفْرٍ وَيَأْخُذُهَا أُعْطِيهِ عَكْسَةَ ٱبْنَتِي ٱمْرَأَةً».
[VANDYKE | AR | OT | Joshua | Chapter 15 | Verse 17] فَأَخَذَهَا عُثْنِيئِيلُ بْنُ قَنَازَ أَخُو كَالَبَ. فَأَعْطَاهُ عَكْسَةَ ٱبْنَتَهُ ٱمْرَأَةً.
[VANDYKE | AR | OT | Joshua | Chapter 15 | Verse 18] وَكَانَ عِنْدَ دُخُولِهَا أَنَّهَا غَرَّتْهُ بِطَلَبِ حَقْلٍ مِنْ أَبِيهَا. فَنَزَلَتْ عَنِ ٱلْحِمَارِ فَقَالَ لَهَا كَالَبُ: «مَا لَكِ؟»
[VANDYKE | AR | OT | Joshua | Chapter 15 | Verse 19] فَقَالَتْ: «أَعْطِنِي بَرَكَةً. لِأَنَّكَ أَعْطَيْتَنِي أَرْضَ ٱلْجَنُوبِ فَأَعْطِنِي يَنَابِيعَ مَاءٍ». فَأَعْطَاهَا ٱلْيَنَابِيعَ ٱلْعُلْيَا وَٱلْيَنَابِيعَ ٱلسُّفْلَى.
[VANDYKE | AR | OT | Joshua | Chapter 15 | Verse 20] هَذَا نَصِيبُ سِبْطِ بَنِي يَهُوذَا حَسَبَ عَشَائِرِهِمْ:
[VANDYKE | AR | OT | Joshua | Chapter 15 | Verse 21] وَكَانَتِ ٱلْمُدُنُ ٱلْقُصْوَى ٱلَّتِي لِسِبْطِ بَنِي يَهُوذَا إِلَى تُخْمِ أَدُومَ جَنُوبًا: قَبْصِئِيلَ وَعِيدَرَ وَيَاجُورَ،
[VANDYKE | AR | OT | Joshua | Chapter 15 | Verse 22] وَقَيْنَةَ وَدِيمُونَةَ وَعَدْعَدَةَ،
[VANDYKE | AR | OT | Joshua | Chapter 15 | Verse 23] وَقَادَشَ وَحَاصُورَ وَيِثْنَانَ،
[VANDYKE | AR | OT | Joshua | Chapter 15 | Verse 24] وَزِيفَ وَطَالَمَ وَبَعَلُوتَ،
[VANDYKE | AR | OT | Joshua | Chapter 15 | Verse 25] وَحَاصُورَ وَحَدَتَّةَ وَقَرْيُوتَ وَحَصْرُونَ، هِيَ حَاصُورُ،
[VANDYKE | AR | OT | Joshua | Chapter 15 | Verse 26] وَأَمَامَ وَشَمَاعَ وَمُولَادَةَ،
[VANDYKE | AR | OT | Joshua | Chapter 15 | Verse 27] وَحَصَرَ جَدَّةَ وَحَشْمُونَ وَبَيْتَ فَالَطَ،
[VANDYKE | AR | OT | Joshua | Chapter 15 | Verse 28] وَحَصَرَ شُوعَالَ وَبِئْرَ سَبْعَ وَبِزْيُوتِيَةَ،
[VANDYKE | AR | OT | Joshua | Chapter 15 | Verse 29] وَبَعَلَةَ وَعَيِّيمَ وَعَاصَمَ،
[VANDYKE | AR | OT | Joshua | Chapter 15 | Verse 30] وَأَلْتُولَدَ وَكِسِيلَ وَحُرْمَةَ،
[VANDYKE | AR | OT | Joshua | Chapter 15 | Verse 31] وَصِقْلَغَ وَمَدْمَنَّةَ وَسَنْسَنَّةَ،
[VANDYKE | AR | OT | Joshua | Chapter 15 | Verse 32] وَلَبَاوُتَ وَشِلْحِيمَ وَعَيْنَ وَرِمُّونَ. كُلُّ ٱلْمُدُنِ تِسْعٌ وَعِشْرُونَ مَعَ ضِيَاعِهَا.
[VANDYKE | AR | OT | Joshua | Chapter 15 | Verse 33] فِي ٱلسَّهْلِ: أَشْتَأُولُ وَصَرْعَةُ وَأَشْنَةُ،
[VANDYKE | AR | OT | Joshua | Chapter 15 | Verse 34] وَزَانُوحُ وَعَيْنُ جَنِّيمَ وَتَفُّوحُ وَعَيْنَامُ،
[VANDYKE | AR | OT | Joshua | Chapter 15 | Verse 35] وَيَرْمُوتُ وَعَدُلَّامُ وَسُوكُوهُ وَعَزِيقَةُ،
[VANDYKE | AR | OT | Joshua | Chapter 15 | Verse 36] وَشَعَرَايِمُ وَعَدِيتَايِمُ وَٱلْجُدَيْرَةُ وَجُدَيْرُوتَايِمُ. أَرْبَعَ عَشَرَةَ مَدِينَةً مَعَ ضِيَاعِهَا.
[VANDYKE | AR | OT | Joshua | Chapter 15 | Verse 37] صَنَانُ وَحَدَاشَةُ وَمَجْدَلُ جَادَ،
[VANDYKE | AR | OT | Joshua | Chapter 15 | Verse 38] وَدِلْعَانُ وَٱلْمِصْفَاةُ وَيَقْتِئِيلُ،
[VANDYKE | AR | OT | Joshua | Chapter 15 | Verse 39] وَلَخِيشُ وَبَصْقَةُ وَعَجْلُونُ،
[VANDYKE | AR | OT | Joshua | Chapter 15 | Verse 40] وَكَبُّونُ وَلَحْمَامُ وَكِتْلِيشُ،
[VANDYKE | AR | OT | Joshua | Chapter 15 | Verse 41] وَجُدَيْرُوتُ بَيْتُ دَاجُونَ وَنَعَمَةُ وَمَقِّيدَةُ. سِتَّ عَشَرَةَ مَدِينَةً مَعَ ضِيَاعِهَا.
[VANDYKE | AR | OT | Joshua | Chapter 15 | Verse 42] لِبْنَةُ وَعَاتَرُ وَعَاشَانُ،
[VANDYKE | AR | OT | Joshua | Chapter 15 | Verse 43] وَيَفْتَاحُ وَأَشْنَةُ وَنَصِيبُ،
[VANDYKE | AR | OT | Joshua | Chapter 15 | Verse 44] وَقَعِيلَةُ وَأَكْزِيبُ وَمَرِيشَةُ. تِسْعُ مُدُنٍ مَعَ ضِيَاعِهَا.
[VANDYKE | AR | OT | Joshua | Chapter 15 | Verse 45] عَقْرُونُ وَقُرَاهَا وَضِيَاعُهَا.
[VANDYKE | AR | OT | Joshua | Chapter 15 | Verse 46] مِنْ عَقْرُونَ غَرْبًا كُلُّ مَا بِقُرْبِ أَشْدُودَ وَضِيَاعِهَا.
[VANDYKE | AR | OT | Joshua | Chapter 15 | Verse 47] أَشْدُودُ وَقُرَاهَا وَضِيَاعُهَا، وَغَزَّةُ وَقُرَاهَا وَضِيَاعُهَا إِلَى وَادِي مِصْرَ وَٱلْبَحْرِ ٱلْكَبِيرِ وَتُخُومِهِ.
[VANDYKE | AR | OT | Joshua | Chapter 15 | Verse 48] وَفِي ٱلْجَبَلِ: شَامِيرُ وَيَتِّيرُ وَسُوكُوهُ،
[VANDYKE | AR | OT | Joshua | Chapter 15 | Verse 49] وَدَنَّةُ وَقَرْيَةُ سَنَّةَ، هِيَ دَبِيرُ.
[VANDYKE | AR | OT | Joshua | Chapter 15 | Verse 50] وَعَنَابُ وَأَشْتِمُوهُ وَعَانِيمُ،
[VANDYKE | AR | OT | Joshua | Chapter 15 | Verse 51] وَجُوشَنُ وَحُولُونُ وَجِيلُوهُ. إِحْدَى عَشْرَةَ مَدِينَةً مَعَ ضِيَاعِهَا.
[VANDYKE | AR | OT | Joshua | Chapter 15 | Verse 52] أَرَابُ وَدُومَةُ وَأَشْعَانُ،
[VANDYKE | AR | OT | Joshua | Chapter 15 | Verse 53] وَيَنُومُ بَيْتُ تَفُّوحَ وَأَفِيقَةُ،
[VANDYKE | AR | OT | Joshua | Chapter 15 | Verse 54] وَحُمْطَةُ وَقَرْيَةُ أَرْبَعَ، هِيَ حَبْرُونُ، وَصِيعُورُ. تِسْعُ مُدُنٍ مَعَ ضِيَاعِهَا.
[VANDYKE | AR | OT | Joshua | Chapter 15 | Verse 55] مَعُونُ وَكَرْمَلُ وَزِيفُ وَيُوطَةُ،
[VANDYKE | AR | OT | Joshua | Chapter 15 | Verse 56] وَيَزْرَعِيلُ وَيَقْدَعَامُ وَزَانُوحُ،
[VANDYKE | AR | OT | Joshua | Chapter 15 | Verse 57] وَٱلْقَايِنُ وَجِبْعَةُ وَتِمْنَةُ. عَشَرُ مُدُنٍ مَعَ ضِيَاعِهَا.
[VANDYKE | AR | OT | Joshua | Chapter 15 | Verse 58] حَلْحُولُ وَبَيْتُ صُورٍ وَجَدُورُ،
[VANDYKE | AR | OT | Joshua | Chapter 15 | Verse 59] وَمَعَارَةُ وَبَيْتُ عَنُوتَ وَأَلْتَقُونُ. سِتُّ مُدُنٍ مَعَ ضِيَاعِهَا.
[VANDYKE | AR | OT | Joshua | Chapter 15 | Verse 60] قَرْيَةُ بَعْلٍ، هِيَ قَرْيَةُ يَعَارِيمَ، وَٱلرَّبَّةُ. مَدِينَتَانِ مَعَ ضِيَاعِهِمَا.
[VANDYKE | AR | OT | Joshua | Chapter 15 | Verse 61] فِي ٱلْبَرِّيَّةِ: بَيْتُ ٱلْعَرَبَةِ وَمِدِّينُ وَسَكَاكَةُ،
[VANDYKE | AR | OT | Joshua | Chapter 15 | Verse 62] وَٱلنِّبْشَانُ وَمَدِينَةُ ٱلْمِلْحِ وَعَيْنُ جَدْيٍ. سِتُّ مُدُنٍ مَعَ ضِيَاعِهَا.
[VANDYKE | AR | OT | Joshua | Chapter 15 | Verse 63] وَأَمَّا ٱلْيَبُوسِيُّونَ ٱلسَّاكِنُونَ فِي أُورُشَلِيمَ فَلَمْ يَقْدِرْ بَنُو يَهُوذَا عَلَى طَرْدِهِمْ، فَسَكَنَ ٱلْيَبُوسِيُّونَ مَعَ بَنِي يَهُوذَا فِي أُورُشَلِيمَ إِلَى هَذَا ٱلْيَوْمِ.
