[IRV | HI | OT | Exodus | Chapter 6 | Verse 1] तब यहोवा ने मूसा से कहा, “अब तू देखेगा कि मैं फ़िरौन से क्या करूँगा; जिससे वह उनको बरबस निकालेगा, वह तो उन्हें अपने देश से बरबस निकाल देगा।”
[IRV | HI | OT | Exodus | Chapter 6 | Verse 20] अम्राम ने अपनी फूफी योकेबेद को ब्याह लिया और उससे हारून और मूसा उत्पन्न हुए, और अम्राम की पूरी अवस्था एक सौ सैंतीस वर्ष की हुई।
[IRV | HI | OT | Exodus | Chapter 6 | Verse 21] यिसहार के पुत्र: कोरह, नेपेग और जिक्री थे।
[IRV | HI | OT | Exodus | Chapter 6 | Verse 22] उज्जीएल के पुत्र: मीशाएल, एलसाफान और सित्री थे।
[IRV | HI | OT | Exodus | Chapter 6 | Verse 23] हारून ने अम्मीनादाब की बेटी, और नहशोन की बहन एलीशेबा को ब्याह लिया; और उससे नादाब, अबीहू, और ईतामार उत्पन्न हुए।
[IRV | HI | OT | Exodus | Chapter 6 | Verse 24] कोरह के पुत्र: अस्सीर, एलकाना और अबीआसाप थे; और इन्हीं से कोरहियों के कुल निकले।
[IRV | HI | OT | Exodus | Chapter 6 | Verse 25] हारून के पुत्र एलीआजर ने पूतीएल की एक बेटी को ब्याह लिया; और उससे पीनहास उत्पन्न हुआ। जिनसे उनका कुल चला। लेवियों के पितरों के घरानों के मुख्य पुरुष ये ही हैं।
[IRV | HI | OT | Exodus | Chapter 6 | Verse 26] हारून और मूसा वे ही हैं जिनको यहोवा ने यह आज्ञा दी: “इस्राएलियों को दल-दल करके उनके जत्थों के अनुसार मिस्र देश से निकाल ले आओ।”
[IRV | HI | OT | Exodus | Chapter 6 | Verse 27] ये वही मूसा और हारून हैं जिन्होंने मिस्र के राजा फ़िरौन से कहा कि हम इस्राएलियों को मिस्र से निकाल ले जाएँगे।
[IRV | HI | OT | Exodus | Chapter 6 | Verse 28] जब यहोवा ने मिस्र देश में मूसा से यह बात कहीं,
[IRV | HI | OT | Exodus | Chapter 6 | Verse 29] “मैं तो यहोवा हूँ; इसलिए जो कुछ मैं तुम से कहूँगा वह सब मिस्र के राजा फ़िरौन से कहना।”
[IRV | HI | OT | Exodus | Chapter 6 | Verse 30] परन्तु मूसा ने यहोवा को उत्तर दिया, “मैं तो बोलने में भद्दा हूँ; और फ़िरौन कैसे मेरी सुनेगा?”
