[LXX | EL | OT | Deuteronomy | Chapter 28 | Verse 1] Καὶ ἔσται ἐὰν ἀκοῇ ἀκούσῃς τῆς φωνῆς Κυρίου τοῦ Θεοῦ σου, φυλάσσειν καὶ ποιεῖν πάσας τὰς ἐντολὰς ταύτας, ἃς ἐγὼ ἐντέλλομαί σοι σήμερον, καὶ δώσει σε Κύριος ὁ Θεός σου ὑπεράνω ἐπὶ πάντα τὰ ἔθνη τῆς γῆς,
[LXX | EL | OT | Deuteronomy | Chapter 28 | Verse 12] Ἀνοίξαι σοι Κύριος τὸν θησαυρὸν αὐτοῦ τὸν ἀγαθὸν, τὸν οὐρανὸν, δοῦναι τὸν ὑετὸν τῇ γῇ σου ἐπὶ καιροῦ· εὐλογῆσαι πάντα τὰ ἔργα τῶν χειρῶν σου· καὶ δανειεῖς ἔθνεσι πολλοῖς, σὺ δὲ οὐ δανειῇ. καὶ ἄρξεις σὺ ἐθνῶν πολλῶν, σοῦ δὲ οὐκ ἄρξουσι.
[LXX | EL | OT | Deuteronomy | Chapter 28 | Verse 13] Καταστήσαι σε Κύριος ὁ Θεός σου εἰς κεφαλὴν καὶ μὴ εἰς οὐρὰν, καὶ ἔσῃ τότε ἐπάνω καὶ οὐκ ἔσῃ ὑποκάτω, ἐὰν ἀκούσῃς τῆς φωνῆς Κυρίου τοῦ Θεοῦ σου, ὅσα ἐγὼ ἐντέλλομαί σοι σήμερον φυλάσσειν.
[LXX | EL | OT | Deuteronomy | Chapter 28 | Verse 14] Οὐ παραβήσῃ ἀπὸ πασῶν τῶν ἐντολῶν, ὧν ἐγὼ ἐντέλλομαί σοι σήμερον δεξιὰ οὐδὲ ἀριστερὰ, πορεύσεθαι ὀπίσω θεῶν ἑτέρων λατρεύειν αὐτοῖς.
[LXX | EL | OT | Deuteronomy | Chapter 28 | Verse 15] Καὶ ἔσται ἐὰν μὴ εἰσακούσῃς τῆς φωνῆς Κυρίου τοῦ Θεοῦ σου, φυλάσσεσθαι πάσας τὰς ἐντολὰς αὐτοῦ, ὅσας ἐγὼ ἐντέλλομαί σοι σήμερον, καὶ ἐλεύσονται ἐπὶ σὲ πᾶσαι αἱ κατάραι αὗται, καὶ καταλήψονταί σε.
[LXX | EL | OT | Deuteronomy | Chapter 28 | Verse 16] Ἐπικατάρατος σὺ ἐν πόλει, καὶ ἐπικατάρατος σὺ ἐν ἀγρῷ.
[LXX | EL | OT | Deuteronomy | Chapter 28 | Verse 17] Ἐπικατάρατοι αἱ ἀποθῆκαί σου, καὶ τὰ ἐγκαταλείμματά σου.
[LXX | EL | OT | Deuteronomy | Chapter 28 | Verse 18] Ἐπικατάρατα τὰ ἔκγονα τῆς κοιλίας σου, καὶ τὰ γεννήματα τῆς γῆς σου, τὰ βουκόλια τῶν βοῶν σου, καὶ τὰ ποίμνια τῶν προβάτων σου·
[LXX | EL | OT | Deuteronomy | Chapter 28 | Verse 19] Ἐπικατάρατος σὺ ἐν τῷ εἰσπορεύεσθαί σε, καὶ ἐπικατάρατος σὺ ἐν τῷ ἐκπορεύεσθαί σε.
[LXX | EL | OT | Deuteronomy | Chapter 28 | Verse 20] Ἀποστείλαι Κύριος ἐπὶ σὲ τὴν ἔνδειαν καὶ τὴν ἐκλιμίαν καὶ τὴν ἀνάλωσιν ἐπὶ πάντα οὗ ἐὰν ἐπιβάλῃς τὴν χεῖρά σου, ἕως ἂν ἐξολοθρεύσῃ σε, καὶ ἕως ἂν ἀπολέσῃ σε ἐν τάχει διὰ τὰ πονηρὰ ἐπιτηδεύματά σου, διότι ἐνκατέλιπές με.
[LXX | EL | OT | Deuteronomy | Chapter 28 | Verse 21] Προσκολλήσαι Κύριος εἰς σὲ τὸν θάνατον, ἕως ἂν ἐξαναλώσῃ σε ἀπὸ τῆς γῆς, εἰς ἣν εἰσπορεύῃ ἐκεῖ κληρονομῆσαι αὐτήν.
[LXX | EL | OT | Deuteronomy | Chapter 28 | Verse 22] Πατάξαι σε Κύριος ἐν ἀπορίᾳ, καὶ πυρετῷ, καὶ ῥίγει, καὶ ἐρεθισμῷ, καὶ ἀνεμοφθορίᾳ, καὶ τῇ ὤχρᾳ, καὶ καταδιώξονταί σε ἕως ἂν ἀπολέσωσί σε.
[LXX | EL | OT | Deuteronomy | Chapter 28 | Verse 23] Καὶ ἔσται σοι ὁ οὐρανὸς ὁ ὑπὲρ κεφαλῆς σου χαλκοῦς, καὶ ἡ γῆ ἡ ὑποκάτω σου σιδηρᾶ.
[LXX | EL | OT | Deuteronomy | Chapter 28 | Verse 24] Δῴη Κύριος ὁ Θεός σου τὸν ὑετὸν τῇς γῇς σου κονιορτὸν, καὶ χοῦς ἐκ τοῦ οὐρανοῦ καταβήσεται, ἕως ἂν ἐκτρίψῃ σε, καὶ ἕως ἂν ἀπολέσῃ σε ἐν τάχει.
[LXX | EL | OT | Deuteronomy | Chapter 28 | Verse 25] Δῴη σε Κύριος ἐπὶ κοπὴν ἐναντίον τῶν ἐχθρῶν· ἐν ὁδῷ μιᾷ ἐξελεύσῃ πρὸς αὐτοὺς, καὶ ἐν ἑπτὰ ὁδοῖς φεύξῃ ἀπὸ προσώπου αὐτῶν· καὶ ἔσῃ διασπορὰ ἐν πάσαις βασιλείαις τῆς γῆς.
[LXX | EL | OT | Deuteronomy | Chapter 28 | Verse 26] Καὶ ἔσονται οἱ νεκροὶ ὑμῶν κατάβρωμα τοῖς πετεινοῖς τοῦ οὐρανοῦ, καὶ τοῖς θηρίοις τῆς γῆς, καὶ οὐκ ἔσται ὁ ἐκφοβῶν.
[LXX | EL | OT | Deuteronomy | Chapter 28 | Verse 27] Πατάξαι σε Κύριος ἕλκει Αἰγυπτίῳ εἰς τὴν ἕδραν, καὶ ψώρᾳ ἀγρίᾳ, καὶ κνήφῃ, ὥστε μὴ δύνασθαί σε ἰαθῆναι.
[LXX | EL | OT | Deuteronomy | Chapter 28 | Verse 28] Πατάξαι σε Κύριος παραπληξίᾳ, καὶ ἀορασίᾳ, καὶ ἐκστάσει διανοίας.
[LXX | EL | OT | Deuteronomy | Chapter 28 | Verse 29] Καὶ ἔσῃ ψηλαφῶν μεσημβρίας, ὡσεί τις ψηλαφήσαι τυφλὸς ἐν τῷ σκότει, καὶ οὐκ εὐοδώσει τὰς ὁδούς σου· καὶ ἔσῃ τότε ἀδικούμενος, καὶ διαρπαζόμενος πάσας τὰς ἡμέρας, καὶ οὐκ ἔσται ὁ βοηθῶν.
[LXX | EL | OT | Deuteronomy | Chapter 28 | Verse 30] Γυναῖκα λήψῃ, καὶ ἀνὴρ ἕτερος ἕξει αὐτήν· οἰκίαν οἰκοδομήσεις, καὶ οὐκ οἰκήσεις ἐν αὐτῇ· ἀμπελῶνα φυτεύσεις, καὶ οὐ μὴ τρυγήσεις αὐτόν.
[LXX | EL | OT | Deuteronomy | Chapter 28 | Verse 31] Ὁ μόσχος σου ἐσφαγμένος ἐναντίον σου, καὶ οὐ φάγῃ ἐξ αὐτοῦ· ὁ ὄνος σου ἡρπασμένος ἀπὸ σοῦ, καὶ οὐκ ἀποδοθήσεταί σοι· τὰ πρόβατά σου δεδομένα τοῖς ἐχθροῖς σου,
[LXX | EL | OT | Deuteronomy | Chapter 28 | Verse 32] καὶ οὐκ ἔσται σοι ὁ βοηθῶν. Οἱ υἱοί σου καὶ αἱ θυγατέρες σου δεδομέναι ἔθνει ἑτέρῳ, καὶ οἱ ὀφθαλμοί σου βλέψονται σφακελίζοντες εἰς αὐτὰ· οὐκ ἰσχύσει ἡ χείρ σου.
[LXX | EL | OT | Deuteronomy | Chapter 28 | Verse 33] Τὰ ἐκφόρια τῆς γῆς σου, καὶ πάντας τοὺς πόνους σου φάγεται ἔθνος, ὃ οὐκ ἐπίστασαι· καὶ ἔσῃ ἀδικούμενος καὶ τεθραυσμένος πάσας τὰς ἡμέρας.
[LXX | EL | OT | Deuteronomy | Chapter 28 | Verse 34] Καὶ ἔσῃ παράπληκτος διὰ τὰ ὁράματα τῶν ὀφθαλμῶν σου, ἃ βλέψῃ.
[LXX | EL | OT | Deuteronomy | Chapter 28 | Verse 35] Πατάξαι σε Κύριος ἐν ἕλκει πονηρῷ ἐπὶ τὰ γόνατα καὶ ἐπὶ τὰς κνήμας, ὥστε μὴ δύνασθαι ἰαθῆναί σε ἀπὸ ἴχνους τῶν ποδῶν σου ἕως τῆς κορυφῆς σου.
[LXX | EL | OT | Deuteronomy | Chapter 28 | Verse 36] Ἀπαγάγοι Κύριός σε καὶ τοὺς ἄρχοντάς σου, οὓς ἂν καταστήσῃς ἐπὶ σεαυτὸν, ἐπʼ ἔθνος ὃ οὐκ ἐπίστασαι σὺ καὶ οἱ πατέρες σου, καὶ λατρεύσεις ἐκεῖ θεοῖς ἑτέροις ξύλοις καὶ λίθοις.
[LXX | EL | OT | Deuteronomy | Chapter 28 | Verse 37] Καὶ ἔσῃ ἐκεῖ ἐν αἰνίγματι καὶ παραβολῇ καὶ διηγήματι ἐν πᾶσι τοῖς ἔθνεσιν, εἰς οὓς ἂν ἀπαγάγῃ σε Κύριος ἐκεῖ.
[LXX | EL | OT | Deuteronomy | Chapter 28 | Verse 38] Σπέρμα πολὺ ἐξοίσεις εἰς τὸ πεδίον, καὶ ὀλίγα εἰσοίσεις, ὅτι κατέδεται αὐτὰ ἡ ἀκρίς·
[LXX | EL | OT | Deuteronomy | Chapter 28 | Verse 39] Ἀμπελῶνα φυτεύσεις καὶ κατεργᾷ, καὶ οἶνον οὐ πίεσαι οὐδὲ εὐφρανθήσῃ ἐξ αὐτοῦ, ὅτι καταφάγεται αὐτὰ ὁ σκώληξ.
[LXX | EL | OT | Deuteronomy | Chapter 28 | Verse 40] Ἐλαῖαι ἔσονταί σοι ἐν πᾶσι τοὶς ὁρίοις σου, καὶ ἔλαιον οὐ χρίσῃ, ὅτι ἐκρυήσεται ἡ ἐλαία σου.
[LXX | EL | OT | Deuteronomy | Chapter 28 | Verse 41] Υἱοὺς καὶ θυγατέρας γεννήσεις καὶ οὐκ ἔσονται· ἀπελεύσονται γὰρ ἐν αἰχμαλωσίᾳ.
[LXX | EL | OT | Deuteronomy | Chapter 28 | Verse 42] Πάντα τὰ ξύλινά σου, καὶ τὰ γεννήματα τῆς γῆς σου ἐξαναλώσει ἡ ἐρισύβη.
[LXX | EL | OT | Deuteronomy | Chapter 28 | Verse 43] Ὁ προσήλυτος ὅς ἐστιν ἐν σοὶ, ἀναβήσεται ἄνω ἄνω, σὺ δὲ καταβήσῃ κάτω κάτω.
[LXX | EL | OT | Deuteronomy | Chapter 28 | Verse 44] Οὗτος δανειεῖ σοι, σὺ δὲ τούτῳ οὐ δανειεῖς· οὗτος ἔσται κεφαλὴ, σὺ δὲ ἔσῃ οὐρά.
[LXX | EL | OT | Deuteronomy | Chapter 28 | Verse 45] Καὶ ἐλεύσονται ἐπὶ σὲ πᾶσαι αἱ κατάραι αὗται, καὶ καταδιώξονταί σε, καὶ καταλήψονταί σε, ἔως ἂν ἐξολοθρεύσῃ σε, καὶ ἕως ἂν ἀπολέσῃ σε· ὅτι οὐκ εἰσήκουσας τῆς φωνῆς Κυρίου τοῦ Θεοῦ σου, φυλάξαι τὰς ἐντολὰς αὐτοῦ, καὶ τὰ δικαιώματα ὅσα ἐνετείλατό σοι.
[LXX | EL | OT | Deuteronomy | Chapter 28 | Verse 46] Καὶ ἔσται ἐν σοὶ σημεῖα, καὶ τέρατα ἐν τῷ σπέρματί σου ἕως τοῦ αἰῶνος,
[LXX | EL | OT | Deuteronomy | Chapter 28 | Verse 47] ἀνθʼ ὧν οὐκ ἐλάτρευσας Κυρίῳ τῷ Θεῷ σου ἐν εὐφροσύνῃ καὶ ἀγαθῇ διανοίᾳ διὰ τὸ πλῆθος πάντων.
[LXX | EL | OT | Deuteronomy | Chapter 28 | Verse 48] Καὶ λατρεύσεις τοῖς ἐχθροῖς σου, οὓς ἐπαποστελεῖ Κύριος ἐπὶ σέ, ἐν λιμῷ, καὶ ἐν δίψει, καὶ ἐν γυμνότητι, καὶ ἐν ἐκλείψει πάντων· καὶ ἐπιθήσῃ κλοιὸν σιδηροῦν ἐπὶ τὸν τράχηλόν σου, ἕως ἂν ἐξολοθρεύσῃ σε.
[LXX | EL | OT | Deuteronomy | Chapter 28 | Verse 49] Ἐπάξει ἐπὶ σὲ Κύριος ἔθνος μακρόθεν ἀπʼ ἐσχάτου τῆς γῆς ὡσεὶ ὅρμημα ἀετοῦ, ἔθνος ὃ οὐκ ἀκούσῃ τῆς φωνῆς αὐτοῦ,
[LXX | EL | OT | Deuteronomy | Chapter 28 | Verse 50] ἔθνος ἀναιδὲς προσώπῳ, ὅστις οὐ θαυμάσει πρόσωπον πρεσβύτου, καὶ νέον οὐκ ἐλεήσει.
[LXX | EL | OT | Deuteronomy | Chapter 28 | Verse 51] Καὶ κατέδεται τὰ ἔγκονα τῶν κτηνῶν σου, καὶ τὰ γεννήματα τῆς γῆς σου, ὥστε μὴ καταλιπεῖν σοι σῖτον, οἶνον, ἔλαιον, τὰ βουκόλια τῶν βοῶν σου, καὶ τὰ ποίμνια τῶν προβάτων σου, ἕως ἂν ἀπολέσῃ σε.
[LXX | EL | OT | Deuteronomy | Chapter 28 | Verse 52] Καὶ ἐκτρίψῃ σε ἐν ταῖς πόλεσί σου, ἕως ἂν καθαιρεθῶσι τὰ τείχη τὰ ὑψηλὰ καὶ τὰ ὀχυρὰ, ἐφʼ οἷς σὺ πέποιθας ἐπʼ αὐτοῖς, ἐν πάσῃ τῇ γῇ σου· καὶ θλίψει σε ἐν ταῖς πόλεσί σου, αἷς ἔδωκέ σοι.
[LXX | EL | OT | Deuteronomy | Chapter 28 | Verse 53] Καὶ φαγῇ τὰ ἔκγονα τῆς κοιλίας σου, κρέα υἱῶν σου καὶ θυγατέρων σου, ὅσα ἔδωκέ σοι, ἐν τῇ στενοχωρίᾳ σου καὶ ἐν τῇ θλίψει σου, ἡ· θλίψει σε ὁ ἐχθρός σου.
[LXX | EL | OT | Deuteronomy | Chapter 28 | Verse 54] Ὁ ἁπαλὸς ὁ ἐν σοὶ καὶ ὁ τρυφερὸς σφόδρα, βασκανεῖ τῷ ὀφθαλμῷ αὐτοῦ τὸν ἀδελφὸν αὐτοῦ, καὶ τὴν γυναῖκα τὴν ἐν τῷ κόλπῳ αὐτοῦ, καὶ τὰ καταλελειμμένα τέκνα, ἃ ἂν καταλειφθῇ
[LXX | EL | OT | Deuteronomy | Chapter 28 | Verse 55] αὐτῷ, ὥστε δοῦναι ἑνὶ αὐτῶν ἀπὸ τῶν σαρκῶν τῶν τέκνων αὐτοῦ, ὧν ἂν κατέσθῃ διὰ τὸ μὴ καταλειφθῆναι αὐτῷ οὐδὲν ἐν τῇ στενοχωρίᾳ σου, καὶ ἐν τῇ θλίψει σου, ἡ· ἂν θλίψωσί σε οἱ ἐχθροί σου ἐν πάσαις ταῖς πόλεσί σου.
[LXX | EL | OT | Deuteronomy | Chapter 28 | Verse 56] Καὶ ἡ ἁπαλὴ ἐν ὑμῖν καὶ ἡ τρυφερά, ἧς οὐχὶ πεῖραν ἔλαβεν ὁ ποὺς αὐτῆς βαίνειν ἐπὶ τῆς γῆς διὰ τὴν τρυφερότητα καὶ διὰ τὴν ἁπαλότητα, βασκανεῖ τῷ ὀφθαλμῷ αὐτῆς τὸν ἄνδρα αὐτῆς τὸν ἐν κόλπῳ αὐτῆς, καὶ τὸν υἱὸν καὶ τὴν θυγατέρα αὐτῆς,
[LXX | EL | OT | Deuteronomy | Chapter 28 | Verse 57] καὶ τὸ κόριον αὐτῆς τὸ ἐξελθὸν διὰ τῶν μηρῶν αὐτῆς, καὶ τὸ τέκνον αὐτῆς ὃ ἐὰν τέκῃ· καταφάγεται γὰρ αὐτὰ διὰ τὴν ἔνδειαν πάντων κρυφῇ ἐν τῇ στενοχωρίᾳ σου, καὶ ἐν τῇ θλίψει σου, ἡ· θλίψει σε ὁ ἐχθρός σου ἐν ταῖς πόλεσί σου,
[LXX | EL | OT | Deuteronomy | Chapter 28 | Verse 58] ἐὰν μὴ εἰσακούσῃς ποιεῖν πάντα τὰ ῥήματα τοῦ νόμου τούτου, τὰ γεγραμμένα ἐν τῷ βιβλίῳ τούτῳ, φοβεῖσθαι τὸ ὄνομα τὸ ἔντιμον τὸ θαυμαστὸν τοῦτο, ΚΥΡΙΟΝ τὸν ΘΕΟΝ σου.
[LXX | EL | OT | Deuteronomy | Chapter 28 | Verse 59] Καὶ παραδοξάσει Κύριος τὰς πληγάς σου, καὶ τὰς πληγὰς τοῦ σπέρματός σου, πληγὰς μεγάλας καὶ θαυμαστὰς, καὶ νόσους πονηρὰς καὶ πιστάς.
[LXX | EL | OT | Deuteronomy | Chapter 28 | Verse 60] Καὶ ἐπιστρέψει πᾶσαν τὴν ὀδύνην Αἰγύπτου τὴν πονηρὰν, ἣν διευλαβοῦ ἀπὸ προσώπου αὐτῶν, καὶ κολληθήσονται ἐν σοί.
[LXX | EL | OT | Deuteronomy | Chapter 28 | Verse 61] Καὶ πᾶσαν μαλακίαν, καὶ πᾶσαν πληγὴν τὴν μὴ γεγραμμένην, καὶ πᾶσαν τὴν γεγραμμένην ἐν τῷ βιβλίῳ τοῦ νόμου τούτου, ἐπάξει Κύριος ἐπὶ σέ, ἕως ἂν ἐξολοθρεύσῃ σε.
[LXX | EL | OT | Deuteronomy | Chapter 28 | Verse 62] Καὶ καταλειφθήσεσθε ἐν ἀριθμῷ βραχεῖ, ἀνθʼ ὧν ὅτι ἦτε ὡσεὶ τὰ ἄστρα τοῦ οὐρανοῦ τῷ πλήθει, ὅτι οὐκ εἰσήκουσας τῆς φωνῆς Κυρίου τοῦ Θεοῦ σου.
[LXX | EL | OT | Deuteronomy | Chapter 28 | Verse 63] Καὶ ἔσται ὃν τρόπον εὐφράνθη Κύριος ἐφʼ ὑμῖν εὖ ποιῆσαι ὑμᾶς, καὶ πληθῦναι ὑμᾶς, οὕτως εὐφρανθήσεται Κύριος ἐφʼ ὑμῖν ἐξολοθρεῦσαι ὑμᾶς· καὶ ἐξαρθήσεσθε ἐν τάχει ἀπὸ τῆς γῆς, εἰς ἣν εἰσπορεύῃ ἐκεῖ κληρονομῆσαι αὐτήν.
[LXX | EL | OT | Deuteronomy | Chapter 28 | Verse 64] Καὶ διασπερεῖ σε Κύριος ὁ Θεός σου εἰς πάντα τὰ ἔθνη, ἀπʼ ἄκρου τῆς γῆς ἕως ἄκρου τῆς γῆς, καὶ δουλεύσεις ἐκεῖ θεοῖς ἑτέροις, ξύλοις καὶ λίθοις, οὓς οὐκ ἠπίστω σὺ καὶ οἱ πατέρες σου.
[LXX | EL | OT | Deuteronomy | Chapter 28 | Verse 65] Ἀλλὰ καὶ ἐν τοῖς ἔθνεσιν ἐκείνοις οὐκ ἀναπαύσει σε, οὐδʼ οὐ μὴ γένηται στάσις τῷ ἴχνει τοῦ ποδός σου· καὶ δώσει σοι Κύριος ἐκεῖ καρδίαν ἑτέραν ἀπειθοῦσαν, καὶ ἐκλείποντας ὀφθαλμοὺς, καὶ τηκομένην ψυχήν.
[LXX | EL | OT | Deuteronomy | Chapter 28 | Verse 66] Καὶ ἔσται ἡ ζωή σου κρεμαμένη ἀπέναντι τῶν ὀφθαλμῶν σου· καὶ φοβηθήσῃ ἡμέρας καὶ νυκτὸς, καὶ οὐ πιστεύσεις τῇ ζωῇ σου.
[LXX | EL | OT | Deuteronomy | Chapter 28 | Verse 67] Τὸ πρωῒ ἐρεῖς, πῶς ἂν γένοιτο ἑσπέρα· καὶ τὸ ἑσπέρας ἐρεῖς, πῶς ἂν γένοιτο πρωΐ· ἀπὸ τοῦ φόβου τῆς καρδίας σου ἃ φοβηθήσῃ, καὶ ἀπὸ τῶν ὁραμάτων τῶν ὀφθαλμῶν σου ὧν ὄψῃ.
[LXX | EL | OT | Deuteronomy | Chapter 28 | Verse 68] Καὶ ἀποστρέψει σε Κύριος εἰς Αἴγυπτον ἐν πλοίοις, ἐν τῇ ὁδῷ ἡ· εἶπα, οὐ προσθήσῃ ἔτι ἰδεῖν αὐτήν· καὶ πραθήσεσθε ἐκεῖ τοῖς ἐχθροῖς ὑμῶν εἰς παῖδας καὶ παιδίσκας, καὶ οὐκ ἔσται ὁ κτώμενος.
