[LXX | EL | OT | Deuteronomy | Chapter 11 | Verse 1] Καὶ ἀγαπήσεις Κύριον τὸν Θεόν σου, καὶ φυλάξῃ τὰ φυλάγματα αὐτοῦ, καὶ τὰ δικαιώματα αὐτοῦ, καὶ τὰς ἐντολὰς αὐτοῦ, καὶ τὰς κρίσεις αὐτοῦ πάσας τὰς ἡμέρας.
[LXX | EL | OT | Deuteronomy | Chapter 11 | Verse 12] Γῆ, ἣν Κύριος ὁ Θεός σου ἐπισκοπεῖται αὐτὴν διαπαντός, οἱ ὀφθαλμοὶ Κυρίου τοῦ Θεοῦ σου ἐπʼ αὐτῆς ἀπʼ ἀρχῆς τοῦ ἐνιαυτοῦ καὶ ἕως συντελείας τοῦ ἐνιαυτοῦ.
[LXX | EL | OT | Deuteronomy | Chapter 11 | Verse 13] Ἐὰν δὲ ἀκοῇ ἀκούσητε πάσας τὰς ἐντολὰς, ἃς ἐγὼ ἐντελλομαί σοι σήμερον, ἀγαπᾷν Κύριον τὸν Θεόν σου, καὶ λατρεύειν αὐτῷ ἐξ ὅλης τῆς καρδίας σου, καὶ ἐξ ὅλης τῆς ψυχῆς σου,
[LXX | EL | OT | Deuteronomy | Chapter 11 | Verse 14] καὶ δώσει τὸν ὑετὸν τῇ γῇ σου καθʼ ὥραν πρώϊμον καὶ ὄψιμον, καὶ εἰσοίσεις τὸν σῖτόν σου, καὶ τὸν οἶνόν σου, καὶ τὸ ἔλαιόν σου,
[LXX | EL | OT | Deuteronomy | Chapter 11 | Verse 15] καὶ δώσει χορτάσματα ἐν τοῖς ἀγροῖς σου τοῖς κτήνεσί σου· καὶ φαγὼν, καὶ ἐμπλησθεὶς,
[LXX | EL | OT | Deuteronomy | Chapter 11 | Verse 16] πρόσεχε σεαυτῷ μὴ πλατυνθῇ ἡ καρδία σου, καὶ παραβῆτε, καὶ λατρεύσητε θεοῖς ἑτέροις, καὶ προσκυνήσητε αὐτοῖς,
[LXX | EL | OT | Deuteronomy | Chapter 11 | Verse 17] καὶ θυμωθεὶς ὀργῇ Κύριος ἐφʼ ὑμῖν, καὶ συσχῇ τὸν οὐρανὸν, καὶ οὐκ ἔσται ὑετὸς, καὶ ἡ γῆ οὐ δώσει τὸν καρπὸν αὐτῆς, καὶ ἀπολεῖσθε ἐν τάχει ἀπὸ τῆς γῆς τῆς ἀγαθῆς, ἧς Κύριος ἔδωκεν ὑμῖν.
[LXX | EL | OT | Deuteronomy | Chapter 11 | Verse 18] Καὶ ἐμβαλεῖτε τὰ ῥήματα ταῦτα εἰς τὴν καρδίαν ὑμῶν καὶ εἰς τὴν ψυχὴν ὑμῶν, καὶ ἀφάψετε αὐτὰ εἰς σημεῖον ἐπὶ τῆς χειρὸς ὑμῶν, καὶ ἔσται ἀσάλευτον πρὸ ὀφθαλμῶν ὑμῶν·
[LXX | EL | OT | Deuteronomy | Chapter 11 | Verse 19] Καὶ διδάξετε αὐτὰ τὰ τέκνα ὑμῶν λαλεῖν ἐν αὐτοῖς καθημένου σου ἐν οἴκῳ, καὶ πορευομένου σου ἐν ὁδῷ, καὶ καθεύδοντός σου, καὶ διανισταμένου σου.
[LXX | EL | OT | Deuteronomy | Chapter 11 | Verse 20] Καὶ γράψετε αὐτὰ ἐπὶ τὰς φλιὰς τῶν οἰκιῶν ὑμῶν, καὶ τῶν πυλῶν ὑμῶν,
[LXX | EL | OT | Deuteronomy | Chapter 11 | Verse 21] ἵνα μακροημερεύσητε, καὶ αἱ ἡμέραι τῶν υἱῶν ὑμῶν ἐπὶ τῆς γῆς, ἧς ὤμοσε Κύριος τοῖς πατράσιν ὑμῶν δοῦναι αὐτοῖς, καθὼς αἱ ἡμέραι τοῦ οὐρανοῦ ἐπὶ τῆς γῆς.
[LXX | EL | OT | Deuteronomy | Chapter 11 | Verse 22] Καὶ ἔσται ἐὰν ἀκοῇ ἀκούσητε πάσας τὰς ἐντολὰς ταύτας ἃς ἐγὼ ἐντέλλομαί σοι σήμερον ποιεῖν, ἀγαπᾷν Κύριον τὸν Θεὸν ἡμῶν, καὶ πορεύεσθαι ἐν πάσαις ταῖς ὁδοῖς αὐτοῦ, καὶ προσκολλᾶσθαι αὐτῷ,
[LXX | EL | OT | Deuteronomy | Chapter 11 | Verse 23] καὶ ἐκβαλεῖ Κύριος πάντα τὰ ἔθνη ταῦτα ἀπὸ προσώπου ὑμῶν, καὶ κληρονομήσετε ἔθνη μεγάλα καὶ ἰσχυρὰ μᾶλλον ἢ ὑμεῖς.
[LXX | EL | OT | Deuteronomy | Chapter 11 | Verse 24] Πάντα τὸν τόπον οὗ ἐὰν πατήσῃ τὸ ἴχνος τοῦ ποδὸς ὑμῶν, ὑμῖν ἔσται· ἀπὸ τῆς ἐρήμου καὶ Ἀντιλιβάνου, καὶ ἀπὸ τοῦ ποταμοῦ τοῦ μελάλου, ποταμοῦ Εὐφράτου, καὶ ἕως τῆς θαλάσσης τῆς ἐπὶ δυσμῶν ἔσται τὰ ὅριά σου.
[LXX | EL | OT | Deuteronomy | Chapter 11 | Verse 25] Οὐκ ἀντιστήσεται οὐδεὶς κατὰ πρόσωπον ὑμῶν· καὶ τὸν φόβον ὑμῶν καὶ τὸν τρόμον ὑμῶν ἐπιθήσει Κύριος ὁ Θεὸς ὑμῶν ἐπὶ πρόσωπον πάσης τῆς γῆς, ἐφʼ ἧς ἂν ἐπιβῆτε ἐπʼ αὐτῆς, ὃν τρόπον ἐλάλησε πρὸς ὑμᾶς.
[LXX | EL | OT | Deuteronomy | Chapter 11 | Verse 26] Ἰδοὺ ἐγὼ δίδωμι ἐνώπιον ὑμῶν σήμερον τὴν εὐλογίαν καὶ τὴν κατάραν·
[LXX | EL | OT | Deuteronomy | Chapter 11 | Verse 27] Τὴν εὐλογίαν, ἐὰν ἀκούσητε τὰς ἐντολὰς Κυρίου τοῦ Θεοῦ ὑμῶν, ὅσας ἐγὼ ἐντέλλομαι ὑμῖν σήμερον·
[LXX | EL | OT | Deuteronomy | Chapter 11 | Verse 28] καὶ τὴν κατάραν, ἐὰν μὴ ἀκούσητε τὰς ἐντολὰς Κυρίου τοῦ Θεοῦ ὑμῶν, ὅσα ἐγὼ ἐντέλλομαι ὑμῖν σήμερον, καὶ πλανηθῆτε ἀπὸ τῆς ὁδοῦ ἧς ἐνετειλάμην ὑμῖν, πορευθέντες λατρεύειν θεοῖς ἑτέροις, οὓς οὐκ οἴδατε.
[LXX | EL | OT | Deuteronomy | Chapter 11 | Verse 29] Καὶ ἔσται ὅταν εἰσαγάγῃ σε Κύριος ὁ Θεός σου εἰς τὴν γῆν εἰς ἣν διαβαίνεις ἐκεῖ κληρονομῆσαι αὐτήν, καὶ δώσεις εὐλογίαν ἐπʼ ὄρος Γαριζὶν, καὶ τὴν κατάραν ἐπʼ ὄρος Γαιβάλ.
[LXX | EL | OT | Deuteronomy | Chapter 11 | Verse 30] Οὐκ ἰδοὺ ταῦτα πέραν τοῦ Ἰορδάνου, ὀπίσω ὁδὸν δυσμῶν ἡλίου ἐν γῇ Χαναὰν, τὸ κατοικοῦν ἐπὶ δυσμῶν ἐχόμενον τοῦ Γολγὸλ πλησίον τῆς δρυὸς τῆς ὑψηλῆς;
[LXX | EL | OT | Deuteronomy | Chapter 11 | Verse 31] Ὑμεῖς γὰρ διαβαίνετε τὸν Ἰορδάνην, εἰσελθόντες κληρονομῆσαι τὴν γῆν, ἣν Κύριος ὁ Θεὸς ἡμῶν δίδωσιν ὑμῖν ἐν κλήρῳ πάσας τὰς ἡμέρας, καὶ κατοικήσετε ἐν αὐτῇ.
[LXX | EL | OT | Deuteronomy | Chapter 11 | Verse 32] Καὶ φυλάξεσθε τοῦ ποιεῖν πάντα τὰ προστάγματα αὐτοῦ, καὶ τὰς κρίσεις ταύτας, ὅσας ἐγὼ δίδωμι ἐνώπιον ὑμῶν σήμερον.
