[LXX | EL | OT | Deuteronomy | Chapter 2 | Verse 1] Καὶ ἐπιστραφέντες ἀπῄραμεν εἰς τὴν ἔρημον, ὁδὸν θάλασσαν ἐρυθράν, ὃν τρόπον ἐλάλησε Κύριος πρὸς μὲ, καὶ ἐκυκλώσαμεν τὸ ὄρος τὸ Σηεὶρ ἡμέρας πολλάς.
[LXX | EL | OT | Deuteronomy | Chapter 2 | Verse 12] Καὶ ἐν Σηεὶρ ἐνεκάθητο ὁ Χοῤῥαῖος τὸ πρότερον, καὶ υἱοὶ Ἡσαὺ ἀπώλεσαν αὐτοὺς, καὶ ἐξέτριψαν αὐτοὺς ἀπὸ προσώπου αὐτῶν. καὶ κατῳκίσθησαν ἀντʼ αὐτῶν, ὃν τρόπον ἐποίησεν Ἰσραὴλ τὴν γῆν τῆς κληρονομίας αὐτοῦ, ἣν δέδωκε Κύριος αὐτοῖς.
[LXX | EL | OT | Deuteronomy | Chapter 2 | Verse 13] Νῦν οὖν ἀνάστητε καὶ ἀπάρατε ὑμεῖς, καὶ παραπορεύεσθε τὴν φάραγγα Ζάρετ.
[LXX | EL | OT | Deuteronomy | Chapter 2 | Verse 14] Καὶ αἱ ἡμέραι ἃς παρεπορεύθημεν ἀπὸ Κάδης Βαρνὴ ἕως οὗ παρήλθομεν τὴν φάραγγα Ζαρὲτ, τριάκοντα καὶ ὀκτὼ ἔτη, ἕως οὗ διέπεσε πᾶσα γενεὰ ἀνδρῶν πολεμιστῶν ἀποθνήσκοντες ἐκ τῆς παρεμβολῆς, καθότι ὤμοσεν Κύριος ὁ
[LXX | EL | OT | Deuteronomy | Chapter 2 | Verse 15] Θεός αὐτοὺς. Καὶ ἡ χεὶρ τοῦ Θεοῦ ἦν ἐπʼ αὐτοῖς ἐξαναλῶσαι αὐτοὺς ἐκ μέσου τῆς παρεμβολῆς ἕως οὗ διέπεσαν.
[LXX | EL | OT | Deuteronomy | Chapter 2 | Verse 16] Καὶ ἐγενήθη ἐπειδὰν ἔπεσαν πάντες οἱ ἄνδρες οἱ πολεμισταὶ ἀποθνήσκοντες ἐκ μέσου τοῦ λαοῦ, καὶ ἐλάλησε
[LXX | EL | OT | Deuteronomy | Chapter 2 | Verse 17] Κύριος πρὸς μὲ, λέγων, σὺ παραπορεύσῃ σήμερον τὰ ὅρια
[LXX | EL | OT | Deuteronomy | Chapter 2 | Verse 18] Μωὰβ τὴν Ἀροὴρ,
[LXX | EL | OT | Deuteronomy | Chapter 2 | Verse 19] καὶ προσάξετε ἐγγὺς υἱῶν Ἀμμάν· μὴ ἐχθραίνετε αὐτοῖς, μηδὲ συνάψετε αὐτοῖς εἰς πόλεμον· οὐ γὰρ μὴ δῶ ἀπὸ τῆς γῆς υἱῶν Ἀμμάν σοι ἐν κλήρῳ, ὅτι τοῖς υἱοῖς Λὼτ δέδωκα αὐτὴν ἐν κλήρῳ.
[LXX | EL | OT | Deuteronomy | Chapter 2 | Verse 20] Γὴ Ῥαφαῒν λογισθήσεται, καὶ γὰρ ἐπʼ αὐτῆς κατῴκουν οἱ Ῥαφαῒν τοπρότερον καὶ οἱ Ἀμμανῖται ἐπονομάζουσιν αὐτοὺς Ζοχομμίν.
[LXX | EL | OT | Deuteronomy | Chapter 2 | Verse 21] Ἔθνος μέγα καὶ πολὺ καὶ δυνατώτερον ὑμῶν, ὥσπερ καὶ οἱ Ἐνακείμ· καὶ ἀπώλεσεν αὐτοὺς Κύριος πρὸ πρόσωπου αὐτῶν, καὶ κατεκληρονόμησαν καὶ κατῳκίσθησαν, ἀντʼ αὐτῶν ἕως τῆς ἡμέρας ταύτης.
[LXX | EL | OT | Deuteronomy | Chapter 2 | Verse 22] Ὥσπερ ἐποίησαν τοῖς υἱοῖς Ἡσαὺ τοῖς κατοικοῦσιν ἐν Σηείρ, ὃν τρόπον ἐξέτριψαν τὸν Χοῤῥαῖον ἀπὸ προσώπου αὐτῶν, καὶ κατεκληρονόμησαν αὐτοὺς, καὶ κατῳκίσθησαν ἀντʼ αὐτῶν ἕως τῆς ἡμέρας ταύτης.
[LXX | EL | OT | Deuteronomy | Chapter 2 | Verse 23] Καὶ οἱ Εὐαῖοι οἱ κατοικοῦντες ἐν Ἀσηδὼθ ἕως Γάζης, καὶ οἱ Καππάδοκες οἱ ἐξελθόντες ἐκ Καππαδοκίας, ἐξέτριψαν αὐτοὺς, καὶ κατῳκίσθησαν ἀντʼ αὐτῶν.
[LXX | EL | OT | Deuteronomy | Chapter 2 | Verse 24] Νῦν οὖν ἀνάστητε καὶ ἀπάρατε, καὶ παρέλθετε ὑμεῖς τὴν φάραγγα Ἀρνών· ἰδοὺ παραδέδωκα εἰς χεῖράς σου τὸν Σηὼν βασιλέα Ἐσεβὼν τὸν Ἀμοῤῥαῖον καὶ τὴν γῆν αὐτοῦ· ἐνάρχου κληρονομεῖν· σύναπτε πρὸς αὐτὸν πόλεμον ἐν τῇ ἡμέρᾳ ταύτῃ.
[LXX | EL | OT | Deuteronomy | Chapter 2 | Verse 25] Ἐνάρχου δοῦναι τὸν τρόμον σου καὶ τὸν φόβον σου ἐπὶ προσώπου πάντων τῶν ἐθνῶν τῶν ὑποκάτω τοῦ οὐρανοῦ, οἵτινες ἀκούσαντες τὸ ὄνομά σου ταραχθήσονται, καὶ ὠδῖνας ἕξουσιν ἀπὸ προσώπου σου.
[LXX | EL | OT | Deuteronomy | Chapter 2 | Verse 26] Καὶ ἀπέστειλα πρέσβεις ἐκ τῆς ἐρήμου Κεδαμὼθ πρὸς Σηὼν βασιλέα Ἐσεβὼν λόγοις εἰρηνικοῖς, λέγων,
[LXX | EL | OT | Deuteronomy | Chapter 2 | Verse 27] παρελεύσομαι διὰ τῆς γῆς σου· ἐν τῇ ὁδῷ παρεύσομαι, οὐκ ἐκκλινῶ δεξιὰ οὐδʼ ἀριστερά.
[LXX | EL | OT | Deuteronomy | Chapter 2 | Verse 28] Βρώματα ἀργυρίου ἀποδώσῃ μοι, καὶ φάγομαι· καὶ ὕδωρ ἀργυρίου ἀποδώσῃ μοι, καὶ πίομαι· πλὴν ὅτι παρελεύσομαι τοῖς ποσί·
[LXX | EL | OT | Deuteronomy | Chapter 2 | Verse 29] Καθὼς ἐποίησάν μοι οἱ υἱοὶ Ἠσαῦ οἱ κατοικοῦντες ἐν Σηεὶρ, καὶ οἱ Μωαβῖται οἱ κατοικοῦντες ἐν Ἀροήρ· ἕως παρέλθω τὸν Ἰορδάνην εἰς τὴν γῆν, ἣν Κύριος ὁ Θεὸς ἡμῶν δίδωσιν ἡμῖν.
[LXX | EL | OT | Deuteronomy | Chapter 2 | Verse 30] Καὶ οὐκ ἠθέλησεν Σηὼν βασιλεὺς Ἐσεβὼν παρελθεῖν ἡμᾶς διʼ αὐτοῦ, ὅτι ἐσκλήρυνε Κύριος ὁ Θεὸς ἡμῶν τὸ πνεῦμα αὐτοῦ, καὶ κατίσχυσε τὴν καρδίαν αὐτοῦ, ἵνα παραδοθῇ εἰς τὰς χεῖράς σου ὡς ἐν τῇ ἡμέρᾳ ταύτῃ.
[LXX | EL | OT | Deuteronomy | Chapter 2 | Verse 31] Καὶ εἶπε Κύριος πρὸς μέ ἰδοὺ ἦργμαι παραδοῦναι πρὸ προσώπου σου τὸν Σηὼν βασιλέα Ἐσεβὼν τὸν Ἀμοῤῥαῖον, καὶ τὴν γῆν αὐτοῦ, καὶ ἔναρξαι κληρονομῆσαι τὴν γῆν αὐτοῦ.
[LXX | EL | OT | Deuteronomy | Chapter 2 | Verse 32] Καὶ ἐξῆλθε Σηὼν βασιλεὺς Ἐσεβὼν εἰς συνάντησιν ἡμῖν, αὐτὸς καὶ πᾶς ὁ λαὸς αὐτοῦ, εἰς πόλεμον εἰς Ἰασσά.
[LXX | EL | OT | Deuteronomy | Chapter 2 | Verse 33] Καὶ παρέδωκεν αὐτὸν Κύριος ὁ Θεὸς ἡμῶν πρὸ προσώπου ἡμῶν· καὶ ἐπατάξαμεν αὐτὸν καὶ τοὺς υἱοὺς αὐτοῦ καὶ πάντα τὸν λαὸν αὐτοῦ.
[LXX | EL | OT | Deuteronomy | Chapter 2 | Verse 34] Καὶ ἐκρατήσαμεν πασῶν τῶν πόλεων αὐτοῦ ἐν τῷ καιρῷ ἐκείνῳ, καὶ ἐξωλοθρεύσαμεν πᾶσαν πόλιν ἑξῆς, καὶ τὰς γυναῖκας αὐτῶν καὶ τὰ τέκνα αὐτῶν· οὐ κατελίπομεν ζωγρίαν.
[LXX | EL | OT | Deuteronomy | Chapter 2 | Verse 35] Πλὴν τὰ κτήνη ἐπρονομεύσαμεν, καὶ τὰ σκῦλα τῶν πόλεων ἐλάβομεν
[LXX | EL | OT | Deuteronomy | Chapter 2 | Verse 36] ἐξ Ἀροὴρ, ἥ ἐστι παρὰ τὸ χεῖλος χειμάῤῥου Ἀρνών, καὶ τὴν πόλιν τὴν οὖσαν ἐν τῇ φάραγγι, καὶ ἕως ὄρους τοῦ Γαλαάδ· οὐκ ἐγενήθη πόλις ἥτις διέφυγεν ἡμᾶς. τὰς πάσας παρέδωκε Κύριος ὁ Θεὸς ἡμῶν εἰς τὰς χεῖρας ἡμῶν.
[LXX | EL | OT | Deuteronomy | Chapter 2 | Verse 37] Πλὴν ἐγγὺς υἱῶν Ἀμμὰν οὐ προσήλθομεν πάντα τὰ συγκυροῦντα χειμάῤῥου Ἰαβὸκ, καὶ τὰς πόλεις τὰς ἐν τῇ ὀρεινῇ, καθότι ἐνετείλατο Κύριος ὁ Θεὸς ἡμῶν ἡμῖν.
