[GRCGTR | EL | NT | 1 Corinthians | Chapter 12 | Verse 1] Περὶ δὲ τῶν πνευματικῶν, ἀδελφοί, οὐ θέλω ὑμᾶς ἀγνοεῖν.
[GRCGTR | EL | NT | 1 Corinthians | Chapter 12 | Verse 12] Καθάπερ γὰρ τὸ σῶμα ἕν ἐστι, καὶ μέλη ἔχει πολλά, πάντα δὲ τὰ μέλη τοῦ σώματος τοῦ ἑνός, πολλὰ ὄντα, ἕν ἐστι σῶμα· οὕτω καὶ ὁ Χριστός.
[GRCGTR | EL | NT | 1 Corinthians | Chapter 12 | Verse 13] Καὶ γὰρ ἐν ἑνὶ πνεύματι ἡμεῖς πάντες εἰς ἓν σῶμα ἐβαπτίσθημεν, εἴτε Ἰουδαῖοι εἴτε Ἕλληνες, εἴτε δοῦλοι εἴτε ἐλεύθεροι· καὶ πάντες εἰς ἓν πνεῦμα ἐποτίσθημεν.
[GRCGTR | EL | NT | 1 Corinthians | Chapter 12 | Verse 14] Καὶ γὰρ τὸ σῶμα οὐκ ἔστιν ἓν μέλος ἀλλὰ πολλά.
[GRCGTR | EL | NT | 1 Corinthians | Chapter 12 | Verse 15] Ἐὰν εἴπῃ ὁ πούς, Ὅτι οὐκ εἰμὶ χείρ, οὐκ εἰμὶ ἐκ τοῦ σώματος· οὐ παρὰ τοῦτο οὐκ ἔστιν ἐκ τοῦ σώματος;
[GRCGTR | EL | NT | 1 Corinthians | Chapter 12 | Verse 16] Καὶ ἐὰν εἴπῃ τὸ οὖς, Ὅτι οὐκ εἰμὶ ὀφθαλμός, οὐκ εἰμὶ ἐκ τοῦ σώματος· οὐ παρὰ τοῦτο οὐκ ἔστιν ἐκ τοῦ σώματος;
[GRCGTR | EL | NT | 1 Corinthians | Chapter 12 | Verse 17] Εἰ ὅλον τὸ σῶμα ὀφθαλμός, ποῦ ἡ ἀκοή; Εἰ ὅλον ἀκοή, ποῦ ἡ ὄσφρησις;
[GRCGTR | EL | NT | 1 Corinthians | Chapter 12 | Verse 18] Νυνὶ δὲ ὁ Θεὸς ἔθετο τὰ μέλη ἓν ἕκαστον αὐτῶν ἐν τῷ σώματι, καθὼς ἠθέλησεν.
[GRCGTR | EL | NT | 1 Corinthians | Chapter 12 | Verse 19] Εἰ δὲ ἦν τὰ πάντα ἓν μέλος, ποῦ τὸ σῶμα;
[GRCGTR | EL | NT | 1 Corinthians | Chapter 12 | Verse 20] Νῦν δὲ πολλὰ μὲν μέλη, ἓν δὲ σῶμα.
[GRCGTR | EL | NT | 1 Corinthians | Chapter 12 | Verse 21] Οὐ δύναται δὲ ὀφθαλμὸς εἰπεῖν τῇ χειρί, Χρείαν σου οὐκ ἔχω· ἢ πάλιν ἡ κεφαλὴ τοῖς ποσί, Χρείαν ὑμῶν οὐκ ἔχω.
[GRCGTR | EL | NT | 1 Corinthians | Chapter 12 | Verse 22] Ἀλλὰ πολλῷ μᾶλλον τὰ δοκοῦντα μέλη τοῦ σώματος ἀσθενέστερα ὑπάρχειν, ἀναγκαῖά ἐστι·
[GRCGTR | EL | NT | 1 Corinthians | Chapter 12 | Verse 23] καὶ ἃ δοκοῦμεν + 12:23 ἀτιμότερα ¦ ἀτιμώτερα ELZ ἀτιμότερα εἶναι τοῦ σώματος, τούτοις τιμὴν περισσοτέραν περιτίθεμεν· καὶ τὰ ἀσχήμονα ἡμῶν εὐσχημοσύνην περισσοτέραν ἔχει·
[GRCGTR | EL | NT | 1 Corinthians | Chapter 12 | Verse 24] τὰ δὲ εὐσχήμονα ἡμῶν οὐ χρείαν ἔχει· ἀλλ᾿ ὁ Θεὸς συνεκέρασε τὸ σῶμα, τῷ ὑστεροῦντι περισσοτέραν δοὺς τιμήν,
[GRCGTR | EL | NT | 1 Corinthians | Chapter 12 | Verse 25] ἵνα μὴ ᾖ σχίσμα ἐν τῷ σώματι, ἀλλὰ τὸ αὐτὸ ὑπὲρ ἀλλήλων μεριμνῶσι τὰ μέλη.
[GRCGTR | EL | NT | 1 Corinthians | Chapter 12 | Verse 26] Καὶ εἴτε πάσχει ἓν μέλος, συμπάσχει πάντα τὰ μέλη· εἴτε δοξάζεται ἓν μέλος, συγχαίρει πάντα τὰ μέλη.
[GRCGTR | EL | NT | 1 Corinthians | Chapter 12 | Verse 27] Ὑμεῖς δέ ἐστε σῶμα Χριστοῦ, καὶ μέλη ἐκ μέρους.
[GRCGTR | EL | NT | 1 Corinthians | Chapter 12 | Verse 28] Καὶ οὓς μὲν ἔθετο ὁ Θεὸς ἐν τῇ ἐκκλησίᾳ πρῶτον ἀποστόλους, δεύτερον προφήτας, τρίτον διδασκάλους, ἔπειτα δυνάμεις, εἶτα χαρίσματα ἰαμάτων, ἀντιλήψεις, κυβερνήσεις, γένη γλωσσῶν.
[GRCGTR | EL | NT | 1 Corinthians | Chapter 12 | Verse 29] Μὴ πάντες ἀπόστολοι; Μὴ πάντες προφῆται; Μὴ πάντες διδάσκαλοι; Μὴ πάντες δυνάμεις;
[GRCGTR | EL | NT | 1 Corinthians | Chapter 12 | Verse 30] Μὴ πάντες χαρίσματα ἔχουσιν ἰαμάτων; Μὴ πάντες γλώσσαις λαλοῦσι; Μὴ πάντες διερμηνεύουσι;
[GRCGTR | EL | NT | 1 Corinthians | Chapter 12 | Verse 31] Ζηλοῦτε δὲ τὰ χαρίσματα τὰ κρείττονα. Καὶ ἔτι καθ᾿ ὑπερβολὴν ὁδὸν ὑμῖν δείκνυμι.
