[GRCGTR | EL | NT | 1 Corinthians | Chapter 7 | Verse 1] Περὶ δὲ ὧν ἐγράψατέ μοι, καλὸν ἀνθρώπῳ γυναικὸς μὴ ἅπτεσθαι.
[GRCGTR | EL | NT | 1 Corinthians | Chapter 7 | Verse 12] Τοῖς δὲ λοιποῖς ἐγὼ λέγω, οὐχ ὁ Κύριος· εἴ τις ἀδελφὸς γυναῖκα ἔχει ἄπιστον, καὶ αὐτὴ συνευδοκεῖ οἰκεῖν μετ᾿ αὐτοῦ, μὴ ἀφιέτω αὐτήν.
[GRCGTR | EL | NT | 1 Corinthians | Chapter 7 | Verse 13] Καὶ γυνὴ ἥτις ἔχει ἄνδρα ἄπιστον, καὶ αὐτὸς συνευδοκεῖ οἰκεῖν μετ᾿ αὐτῆς, μὴ ἀφιέτω αὐτόν.
[GRCGTR | EL | NT | 1 Corinthians | Chapter 7 | Verse 14] Ἡγίασται γὰρ ὁ ἀνὴρ ὁ ἄπιστος ἐν τῇ γυναικί, καὶ ἡγίασται ἡ γυνὴ ἡ ἄπιστος ἐν τῷ ἀνδρί· ἐπεὶ ἄρα τὰ τέκνα ὑμῶν ἀκάθαρτά ἐστι, νῦν δὲ ἅγιά ἐστιν.
[GRCGTR | EL | NT | 1 Corinthians | Chapter 7 | Verse 15] Εἰ δὲ ὁ ἄπιστος χωρίζεται, χωριζέσθω. Οὐ δεδούλωται ὁ ἀδελφὸς ἢ ἡ ἀδελφὴ ἐν τοῖς τοιούτοις· ἐν δὲ εἰρήνῃ κέκληκεν ἡμᾶς ὁ Θεός.
[GRCGTR | EL | NT | 1 Corinthians | Chapter 7 | Verse 16] Τί γὰρ οἶδας, γύναι, εἰ τὸν ἄνδρα σώσεις; Ἢ τί οἶδας, ἄνερ, εἰ τὴν γυναῖκα σώσεις;
[GRCGTR | EL | NT | 1 Corinthians | Chapter 7 | Verse 17] Εἰ μὴ ἑκάστῳ ὡς ἐμέρισεν ὁ Θεός, ἕκαστον ὡς κέκληκεν ὁ Κύριος, οὕτω περιπατείτω. Καὶ οὕτως ἐν ταῖς ἐκκλησίαις πάσαις διατάσσομαι.
[GRCGTR | EL | NT | 1 Corinthians | Chapter 7 | Verse 18] Περιτετμημένος τις ἐκλήθη; Μὴ ἐπισπάσθω. Ἐν ἀκροβυστίᾳ τις ἐκλήθη; Μὴ περιτεμνέσθω.
[GRCGTR | EL | NT | 1 Corinthians | Chapter 7 | Verse 19] Ἡ περιτομὴ οὐδέν ἐστι, καὶ ἡ ἀκροβυστία οὐδέν ἐστιν, ἀλλὰ τήρησις ἐντολῶν Θεοῦ.
[GRCGTR | EL | NT | 1 Corinthians | Chapter 7 | Verse 20] Ἕκαστος ἐν τῇ κλήσει ᾗ ἐκλήθη, ἐν ταύτῃ μενέτω.
[GRCGTR | EL | NT | 1 Corinthians | Chapter 7 | Verse 21] Δοῦλος ἐκλήθης; Μή σοι μελέτω· ἀλλ᾿ εἰ καὶ δύνασαι ἐλεύθερος γενέσθαι, μᾶλλον χρῆσαι.
[GRCGTR | EL | NT | 1 Corinthians | Chapter 7 | Verse 22] Ὁ γὰρ ἐν Κυρίῳ κληθεὶς δοῦλος, ἀπελεύθερος Κυρίου ἐστίν· ὁμοίως καὶ ὁ ἐλεύθερος κληθείς, δοῦλός ἐστι Χριστοῦ.
[GRCGTR | EL | NT | 1 Corinthians | Chapter 7 | Verse 23] Τιμῆς ἠγοράσθητε· μὴ γίνεσθε δοῦλοι ἀνθρώπων.
[GRCGTR | EL | NT | 1 Corinthians | Chapter 7 | Verse 24] Ἕκαστος ἐν ᾧ ἐκλήθη, ἀδελφοί, ἐν τούτῳ μενέτω παρὰ τῷ Θεῷ.
[GRCGTR | EL | NT | 1 Corinthians | Chapter 7 | Verse 25] Περὶ δὲ τῶν παρθένων ἐπιταγὴν Κυρίου οὐκ ἔχω· γνώμην δὲ δίδωμι ὡς ἠλεημένος ὑπὸ Κυρίου πιστὸς εἶναι.
[GRCGTR | EL | NT | 1 Corinthians | Chapter 7 | Verse 26] Νομίζω οὖν τοῦτο καλὸν ὑπάρχειν διὰ τὴν ἐνεστῶσαν ἀνάγκην, ὅτι καλὸν ἀνθρώπῳ τὸ οὕτως εἶναι.
[GRCGTR | EL | NT | 1 Corinthians | Chapter 7 | Verse 27] Δέδεσαι γυναικί; Μὴ ζήτει λύσιν. Λέλυσαι ἀπὸ γυναικός; Μὴ ζήτει γυναῖκα.
[GRCGTR | EL | NT | 1 Corinthians | Chapter 7 | Verse 28] Ἐὰν δὲ καὶ γήμῃς, οὐχ ἥμαρτες· καὶ ἐὰν γήμῃ ἡ παρθένος, οὐχ ἥμαρτε. Θλίψιν δὲ τῇ σαρκὶ ἕξουσιν οἱ τοιοῦτοι· ἐγὼ δὲ ὑμῶν φείδομαι.
[GRCGTR | EL | NT | 1 Corinthians | Chapter 7 | Verse 29] Τοῦτο δέ φημι, ἀδελφοί, + 7:29 ὅτι ¦ — ST ὅτι ὁ καιρὸς + 7:29 συνεσταλμένος· τὸ λοιπόν ἐστιν ¦ συνεσταλμένος τὸ λοιπόν ἐστιν· ELZ συνεσταλμένος· τὸ λοιπόν ἐστιν ἵνα καὶ + 7:29 οἱ ¦ — ELZ οἱ ἔχοντες γυναῖκας ὡς μὴ ἔχοντες ὦσι·
[GRCGTR | EL | NT | 1 Corinthians | Chapter 7 | Verse 30] καὶ οἱ κλαίοντες, ὡς μὴ κλαίοντες· καὶ οἱ χαίροντες, ὡς μὴ χαίροντες· καὶ οἱ ἀγοράζοντες, ὡς μὴ κατέχοντες·
[GRCGTR | EL | NT | 1 Corinthians | Chapter 7 | Verse 31] καὶ οἱ χρώμενοι τῷ κόσμῳ τούτῳ, ὡς μὴ καταχρώμενοι· παράγει γὰρ τὸ σχῆμα τοῦ κόσμου τούτου.
[GRCGTR | EL | NT | 1 Corinthians | Chapter 7 | Verse 32] Θέλω δὲ ὑμᾶς ἀμερίμνους εἶναι. Ὁ ἄγαμος μεριμνᾷ τὰ τοῦ Κυρίου, πῶς ἀρέσει τῷ Κυρίῳ·
[GRCGTR | EL | NT | 1 Corinthians | Chapter 7 | Verse 33] ὁ δὲ γαμήσας μεριμνᾷ τὰ τοῦ κόσμου, πῶς ἀρέσει τῇ γυναικί.
[GRCGTR | EL | NT | 1 Corinthians | Chapter 7 | Verse 34] Μεμέρισται ἡ γυνὴ καὶ ἡ παρθένος. Ἡ ἄγαμος μεριμνᾷ τὰ τοῦ Κυρίου, ἵνα ᾖ ἁγία καὶ σώματι καὶ πνεύματι· ἡ δὲ γαμήσασα μεριμνᾷ τὰ τοῦ κόσμου, πῶς ἀρέσει τῷ ἀνδρί.
[GRCGTR | EL | NT | 1 Corinthians | Chapter 7 | Verse 35] Τοῦτο δὲ πρὸς τὸ ὑμῶν αὐτῶν συμφέρον λέγω· οὐχ ἵνα βρόχον ὑμῖν ἐπιβάλω, ἀλλὰ πρὸς τὸ εὔσχημον καὶ εὐπρόσεδρον τῷ Κυρίῳ ἀπερισπάστως.
[GRCGTR | EL | NT | 1 Corinthians | Chapter 7 | Verse 36] Εἰ δέ τις ἀσχημονεῖν ἐπὶ τὴν παρθένον αὐτοῦ νομίζει, ἐὰν ᾖ ὑπέρακμος, καὶ οὕτως ὀφείλει γίνεσθαι, ὃ θέλει ποιείτω· οὐχ ἁμαρτάνει· γαμείτωσαν.
[GRCGTR | EL | NT | 1 Corinthians | Chapter 7 | Verse 37] Ὃς δὲ ἕστηκεν ἑδραῖος ἐν τῇ καρδίᾳ, μὴ ἔχων ἀνάγκην, ἐξουσίαν δὲ ἔχει περὶ τοῦ ἰδίου θελήματος, καὶ τοῦτο κέκρικεν ἐν τῇ καρδίᾳ αὐτοῦ, τοῦ τηρεῖν τὴν ἑαυτοῦ παρθένον, καλῶς ποιεῖ.
[GRCGTR | EL | NT | 1 Corinthians | Chapter 7 | Verse 38] Ὥστε καὶ ὁ ἐκγαμίζων καλῶς ποιεῖ· ὁ δὲ μὴ ἐκγαμίζων κρεῖσσον ποιεῖ.
[GRCGTR | EL | NT | 1 Corinthians | Chapter 7 | Verse 39] Γυνὴ δέδεται νόμῳ ἐφ᾿ ὅσον χρόνον ζῇ ὁ ἀνὴρ αὐτῆς· ἐὰν δὲ κοιμηθῇ ὁ ἀνὴρ αὐτῆς, ἐλευθέρα ἐστὶν ᾧ θέλει γαμηθῆναι, μόνον ἐν Κυρίῳ.
[GRCGTR | EL | NT | 1 Corinthians | Chapter 7 | Verse 40] Μακαριωτέρα δέ ἐστιν ἐὰν οὕτω μείνῃ, κατὰ τὴν ἐμὴν γνώμην· δοκῶ δὲ κἀγὼ πνεῦμα Θεοῦ ἔχειν.
