[GRCGTR | EL | NT | 1 Corinthians | Chapter 14 | Verse 1] Διώκετε τὴν ἀγάπην· ζηλοῦτε δὲ τὰ πνευματικά, μᾶλλον δὲ ἵνα προφητεύητε.
[GRCGTR | EL | NT | 1 Corinthians | Chapter 14 | Verse 23] Ἐὰν οὖν συνέλθῃ ἡ ἐκκλησία ὅλη ἐπὶ τὸ αὐτό, καὶ πάντες γλώσσαις λαλῶσιν, εἰσέλθωσι δὲ ἰδιῶται ἢ ἄπιστοι, οὐκ ἐροῦσιν ὅτι μαίνεσθε;
[GRCGTR | EL | NT | 1 Corinthians | Chapter 14 | Verse 24] Ἐὰν δὲ πάντες προφητεύωσιν, εἰσέλθῃ δέ τις ἄπιστος ἢ ἰδιώτης, ἐλέγχεται ὑπὸ πάντων, ἀνακρίνεται ὑπὸ πάντων,
[GRCGTR | EL | NT | 1 Corinthians | Chapter 14 | Verse 25] καὶ οὕτω τὰ κρυπτὰ τῆς καρδίας αὐτοῦ φανερὰ γίνεται· καὶ οὕτω πεσὼν ἐπὶ πρόσωπον προσκυνήσει τῷ Θεῷ ἀπαγγέλλων ὅτι Ὁ Θεὸς ὄντως ἐν ὑμῖν ἐστι.
[GRCGTR | EL | NT | 1 Corinthians | Chapter 14 | Verse 26] Τί οὖν ἐστίν, ἀδελφοί; Ὅταν συνέρχησθε, ἕκαστος ὑμῶν ψαλμὸν ἔχει, διδαχὴν ἔχει, γλῶσσαν ἔχει, ἀποκάλυψιν ἔχει, ἑρμηνείαν ἔχει. Πάντα πρὸς οἰκοδομὴν γενέσθω.
[GRCGTR | EL | NT | 1 Corinthians | Chapter 14 | Verse 27] Εἴτε γλώσσῃ τις λαλεῖ, κατὰ δύο ἢ τὸ πλεῖστον τρεῖς, καὶ ἀνὰ μέρος, καὶ εἷς διερμηνευέτω·
[GRCGTR | EL | NT | 1 Corinthians | Chapter 14 | Verse 28] ἐὰν δὲ μὴ ᾖ διερμηνευτής, σιγάτω ἐν ἐκκλησίᾳ· ἑαυτῷ δὲ λαλείτω καὶ τῷ Θεῷ.
[GRCGTR | EL | NT | 1 Corinthians | Chapter 14 | Verse 29] Προφῆται δὲ δύο ἢ τρεῖς λαλείτωσαν, καὶ οἱ ἄλλοι διακρινέτωσαν.
[GRCGTR | EL | NT | 1 Corinthians | Chapter 14 | Verse 30] Ἐὰν δὲ ἄλλῳ ἀποκαλυφθῇ καθημένῳ, ὁ πρῶτος σιγάτω.
[GRCGTR | EL | NT | 1 Corinthians | Chapter 14 | Verse 31] Δύνασθε γὰρ καθ᾿ ἕνα πάντες προφητεύειν, ἵνα πάντες μανθάνωσι, καὶ πάντες παρακαλῶνται·
[GRCGTR | EL | NT | 1 Corinthians | Chapter 14 | Verse 32] καὶ πνεύματα προφητῶν προφήταις ὑποτάσσεται.
[GRCGTR | EL | NT | 1 Corinthians | Chapter 14 | Verse 33] Οὐ γάρ ἐστιν ἀκαταστασίας ὁ Θεός, ἀλλ᾿ εἰρήνης, ὡς ἐν πάσαις ταῖς ἐκκλησίαις τῶν ἁγίων.
[GRCGTR | EL | NT | 1 Corinthians | Chapter 14 | Verse 34] Αἱ γυναῖκες ὑμῶν ἐν ταῖς ἐκκλησίαις σιγάτωσαν· οὐ γὰρ ἐπιτέτραπται αὐταῖς λαλεῖν, ἀλλ᾿ ὑποτάσσεσθαι, καθὼς καὶ ὁ νόμος λέγει.
[GRCGTR | EL | NT | 1 Corinthians | Chapter 14 | Verse 35] Εἰ δέ τι μαθεῖν θέλουσιν, ἐν οἴκῳ τοὺς ἰδίους ἄνδρας ἐπερωτάτωσαν· αἰσχρὸν γάρ ἐστι γυναιξὶν ἐν ἐκκλησίᾳ λαλεῖν.
[GRCGTR | EL | NT | 1 Corinthians | Chapter 14 | Verse 36] Ἢ ἀφ᾿ ὑμῶν ὁ λόγος τοῦ Θεοῦ ἐξῆλθεν; Ἢ εἰς ὑμᾶς μόνους κατήντησεν;
[GRCGTR | EL | NT | 1 Corinthians | Chapter 14 | Verse 37] Εἴ τις δοκεῖ προφήτης εἶναι ἢ πνευματικός, ἐπιγινωσκέτω ἃ γράφω ὑμῖν, ὅτι τοῦ Κυρίου εἰσὶν ἐντολαί.
[GRCGTR | EL | NT | 1 Corinthians | Chapter 14 | Verse 38] Εἰ δέ τις ἀγνοεῖ, ἀγνοείτω.
[GRCGTR | EL | NT | 1 Corinthians | Chapter 14 | Verse 39] Ὥστε, ἀδελφοί, ζηλοῦτε τὸ προφητεύειν, καὶ τὸ λαλεῖν γλώσσαις μὴ κωλύετε·
[GRCGTR | EL | NT | 1 Corinthians | Chapter 14 | Verse 40] πάντα εὐσχημόνως καὶ κατὰ τάξιν γινέσθω.
