[ERV | EN | OT | Numbers | Chapter 31 | Verse 1] And the LORD spake unto Moses, saying,
[ERV | EN | OT | Numbers | Chapter 31 | Verse 43] ( now the congregation’s half was three hundred thousand and thirty thousand, seven thousand and five hundred sheep,
[ERV | EN | OT | Numbers | Chapter 31 | Verse 44] and thirty and six thousand beeves,
[ERV | EN | OT | Numbers | Chapter 31 | Verse 45] and thirty thousand and five hundred asses,
[ERV | EN | OT | Numbers | Chapter 31 | Verse 46] and sixteen thousand persons;)
[ERV | EN | OT | Numbers | Chapter 31 | Verse 47] even of the children of Israel’s half, Moses took one drawn out of every fifty, both of man and of beast, and gave them unto the Levites, which kept the charge of the tabernacle of the LORD; as the LORD commanded Moses.
[ERV | EN | OT | Numbers | Chapter 31 | Verse 48] And the officers which were over the thousands of the host, the captains of thousands, and the captains of hundreds, came near unto Moses:
[ERV | EN | OT | Numbers | Chapter 31 | Verse 49] and they said unto Moses, Thy servants have taken the sum of the men of war which are under our charge, and there lacketh not one man of us.
[ERV | EN | OT | Numbers | Chapter 31 | Verse 50] And we have brought the LORD’S oblation, what every man hath gotten, of jewels of gold, ankle chains, and bracelets, signet-rings, earrings, and armlets, to make atonement for our souls before the LORD.
[ERV | EN | OT | Numbers | Chapter 31 | Verse 51] And Moses and Eleazar the priest took the gold of them, even all wrought jewels.
[ERV | EN | OT | Numbers | Chapter 31 | Verse 52] And all the gold of the heave offering that they offered up to the LORD, of the captains of thousands, and of the captains of hundreds, was sixteen thousand seven hundred and fifty shekels.
[ERV | EN | OT | Numbers | Chapter 31 | Verse 53] ( For the men of war had taken booty, every man for himself.)
[ERV | EN | OT | Numbers | Chapter 31 | Verse 54] And Moses and Eleazar the priest took the gold of the captains of thousands and of hundreds, and brought it into the tent of meeting, for a memorial for the children of Israel before the LORD.
