[ERV | EN | OT | Numbers | Chapter 14 | Verse 1] And all the congregation lifted up their voice, and cried; and the people wept that night.
[ERV | EN | OT | Numbers | Chapter 14 | Verse 36] And the men, which Moses sent to spy out the land, who returned, and made all the congregation to murmur against him, by bringing up an evil report against the land,
[ERV | EN | OT | Numbers | Chapter 14 | Verse 37] even those men that did bring up an evil report of the land, died by the plague before the LORD.
[ERV | EN | OT | Numbers | Chapter 14 | Verse 38] But Joshua the son of Nun, and Caleb the son of Jephunneh, remained alive of those men that went to spy out the land.
[ERV | EN | OT | Numbers | Chapter 14 | Verse 39] And Moses told these words unto all the children of Israel: and the people mourned greatly.
[ERV | EN | OT | Numbers | Chapter 14 | Verse 40] And they rose up early in the morning, and gat them up to the top of the mountain, saying, Lo, we be here, and will go up unto the place which the LORD hath promised: for we have sinned.
[ERV | EN | OT | Numbers | Chapter 14 | Verse 41] And Moses said, Wherefore now do ye transgress the commandment of the LORD, seeing it shall not prosper?
[ERV | EN | OT | Numbers | Chapter 14 | Verse 42] Go not up, for the LORD is not among you; that ye be not smitten down before your enemies.
[ERV | EN | OT | Numbers | Chapter 14 | Verse 43] For there the Amalekite and the Canaanite are before you, and ye shall fall by the sword: because ye are turned back from following the LORD, therefore the LORD will not be with you.
[ERV | EN | OT | Numbers | Chapter 14 | Verse 44] But they presumed to go up to the top of the mountain: nevertheless the ark of the covenant of the LORD, and Moses, departed not out of the camp.
[ERV | EN | OT | Numbers | Chapter 14 | Verse 45] Then the Amalekite came down, and the Canaanite which dwelt in that mountain, and smote them and beat them down, even unto Hormah.
