[ASV | EN | OT | Susanna | Chapter 1 | Verse 1] There dwelt a man in Babylon, and his name was Joakim:
[ASV | EN | OT | Susanna | Chapter 1 | Verse 28] And it came to pass on the morrow, when the people assembled to her husband Joakim, the two elders came full of their wicked intent against Susanna to put her to death;
[ASV | EN | OT | Susanna | Chapter 1 | Verse 29] and said before the people, Send for Susanna, the daughter of Hilkiah, Joakim’s wife. So they sent;
[ASV | EN | OT | Susanna | Chapter 1 | Verse 30] and she came with her father and mother, her children, and all her kindred.
[ASV | EN | OT | Susanna | Chapter 1 | Verse 31] Now Susanna was a very delicate woman, and beauteous to behold.
[ASV | EN | OT | Susanna | Chapter 1 | Verse 32] And these wicked men commanded her to be unveiled, (for she was veiled) that they might be filled with her beauty.
[ASV | EN | OT | Susanna | Chapter 1 | Verse 33] Therefore her friends and all that saw her wept.
[ASV | EN | OT | Susanna | Chapter 1 | Verse 34] Then the two elders stood up in the midst of the people, and laid their hands upon her head.
[ASV | EN | OT | Susanna | Chapter 1 | Verse 35] And she weeping looked up toward heaven: for her heart trusted in the Lord.
[ASV | EN | OT | Susanna | Chapter 1 | Verse 36] And the elders said, As we walked in the garden alone, this woman came in with two maids, and shut the garden doors, and sent the maids away.
[ASV | EN | OT | Susanna | Chapter 1 | Verse 37] Then a young man, who there was hidden, came unto her, and lay with her.
[ASV | EN | OT | Susanna | Chapter 1 | Verse 38] And we, being in a corner of the garden, saw this wickedness, and ran unto them.
[ASV | EN | OT | Susanna | Chapter 1 | Verse 39] And when we saw them together, the man we could not hold: for he was stronger than we, and opened the doors, and leaped out.
[ASV | EN | OT | Susanna | Chapter 1 | Verse 40] But having taken this woman, we asked who the young man was, but she would not tell us: these things do we testify.
[ASV | EN | OT | Susanna | Chapter 1 | Verse 41] Then the assembly believed them, as those that were elders of the people and judges: so they condemned her to death.
[ASV | EN | OT | Susanna | Chapter 1 | Verse 42] Then Susanna cried out with a loud voice, and said, O everlasting God, that knowest the secrets, that knowest all things before they come to be:
[ASV | EN | OT | Susanna | Chapter 1 | Verse 43] thou knowest that they have borne false witness against me, and, behold, I must die; whereas I never did such things as these men have maliciously invented against me.
[ASV | EN | OT | Susanna | Chapter 1 | Verse 44] And the Lord heard her voice.
[ASV | EN | OT | Susanna | Chapter 1 | Verse 45] Therefore when she was led away to be put to death, God raised up the holy spirit of a young youth, whose name was Daniel:
[ASV | EN | OT | Susanna | Chapter 1 | Verse 46] and he cried with a loud voice, I am clear from the blood of this woman.
[ASV | EN | OT | Susanna | Chapter 1 | Verse 47] Then all the people turned them toward him, and said, What mean these words that thou hast spoken?
[ASV | EN | OT | Susanna | Chapter 1 | Verse 48] So he standing in the midst of them said, Are ye such fools, ye sons of Israel, that without examination or knowledge of the truth ye have condemned a daughter of Israel?
[ASV | EN | OT | Susanna | Chapter 1 | Verse 49] Return again to the place of judgment: for these have borne false witness against her.
[ASV | EN | OT | Susanna | Chapter 1 | Verse 50] Wherefore all the people turned again in haste, and the elders said unto him, Come, sit down among us, and show it us, seeing God hath given thee the honor of an elder.
[ASV | EN | OT | Susanna | Chapter 1 | Verse 51] Then said Daniel unto them, Put them asunder one far from another, and I will examine them.
[ASV | EN | OT | Susanna | Chapter 1 | Verse 52] So when they were put asunder one from another, he called one of them, and said unto him, O thou that art waxen old in wickedness, now are thy sins come home to thee which thou hast committed aforetime,
[ASV | EN | OT | Susanna | Chapter 1 | Verse 53] in pronouncing unjust judgment, and condemning the innocent, and letting the guilty go free; albeit the Lord saith, The innocent and righteous shalt thou not slay.
[ASV | EN | OT | Susanna | Chapter 1 | Verse 54] Now then, if thou sawest her, tell me, Under what tree sawest thou them companying together? Who answered, Under a mastic tree.
[ASV | EN | OT | Susanna | Chapter 1 | Verse 55] And Daniel said, Right well hast thou lied against thine own head; for even now the angel of God hath received the sentence of God and shall cut thee in two.
[ASV | EN | OT | Susanna | Chapter 1 | Verse 56] So he put him aside, and commanded to bring the other, and said unto him, O thou seed of Canaan, and not of Judah, beauty hath deceived thee, and lust hath perverted thy heart.
[ASV | EN | OT | Susanna | Chapter 1 | Verse 57] Thus have ye dealt with the daughters of Israel, and they for fear companied with you: but the daughter of Judah would not abide your wickedness.
[ASV | EN | OT | Susanna | Chapter 1 | Verse 58] Now therefore tell me, Under what tree didst thou take them companying together? Who answered, Under a holm tree.
[ASV | EN | OT | Susanna | Chapter 1 | Verse 59] Then said Daniel unto him, Right well hast thou also lied against thine own head: for the angel of God waiteth with the sword to cut thee in two, that he may destroy you.
[ASV | EN | OT | Susanna | Chapter 1 | Verse 60] With that all the assembly cried out with a loud voice, and blessed God, who saveth them that hope in him.
[ASV | EN | OT | Susanna | Chapter 1 | Verse 61] And they arose against the two elders, for Daniel had convicted them of false witness out of their own mouth:
[ASV | EN | OT | Susanna | Chapter 1 | Verse 62] and according to the law of Moses they did unto them in such sort as they maliciously intended to do to their neighbor: and they put them to death, and the innocent blood was saved the same day.
[ASV | EN | OT | Susanna | Chapter 1 | Verse 63] Therefore Hilkiah and his wife praised God for their daughter Susanna, with Joakim her husband, and all the kindred, because there was no dishonesty found in her.
[ASV | EN | OT | Susanna | Chapter 1 | Verse 64] And from that day forth was Daniel had in great reputation in the sight of the people.
