[GNV | EN | OT | Psalms | Chapter 89 | Verse 1] A Psalme to give instruction, of Ethan the Ezrahite. I will sing the mercies of the Lord for euer: with my mouth will I declare thy trueth from generation to generation.
[GNV | EN | OT | Psalms | Chapter 89 | Verse 25] I will set his hand also in the sea, and his right hand in the floods.
[GNV | EN | OT | Psalms | Chapter 89 | Verse 26] He shall cry vnto mee, Thou art my Father, my God and the rocke of my saluation.
[GNV | EN | OT | Psalms | Chapter 89 | Verse 27] Also I wil make him my first borne, higher then the Kings of the earth.
[GNV | EN | OT | Psalms | Chapter 89 | Verse 28] My mercie will I keepe for him for euermore, and my couenant shall stande fast with him.
[GNV | EN | OT | Psalms | Chapter 89 | Verse 29] His seede also will I make to endure for euer, and his throne as the dayes of heauen.
[GNV | EN | OT | Psalms | Chapter 89 | Verse 30] But if his children forsake my Lawe, and walke not in my iudgements:
[GNV | EN | OT | Psalms | Chapter 89 | Verse 31] If they breake my statutes, and keepe not my commandements:
[GNV | EN | OT | Psalms | Chapter 89 | Verse 32] Then will I visite their transgression with the rod, and their iniquitie with strokes.
[GNV | EN | OT | Psalms | Chapter 89 | Verse 33] Yet my louing kindnesse will I not take from him, neither will I falsifie my trueth.
[GNV | EN | OT | Psalms | Chapter 89 | Verse 34] My couenant wil I not breake, nor alter the thing that is gone out of my lips.
[GNV | EN | OT | Psalms | Chapter 89 | Verse 35] I haue sworne once by mine holines, that I will not fayle Dauid, saying,
[GNV | EN | OT | Psalms | Chapter 89 | Verse 36] His seede shall endure for euer, and his throne shalbe as the sunne before me.
[GNV | EN | OT | Psalms | Chapter 89 | Verse 37] He shalbe established for euermore as the moone, and as a faythfull witnes in the heauen. Selah.
[GNV | EN | OT | Psalms | Chapter 89 | Verse 38] But thou hast reiected and abhorred, thou hast bene angry with thine Anoynted.
[GNV | EN | OT | Psalms | Chapter 89 | Verse 39] Thou hast broken the couenant of thy seruant, and profaned his crowne, casting it on the ground.
[GNV | EN | OT | Psalms | Chapter 89 | Verse 40] Thou hast broken downe all his walles: thou hast layd his fortresses in ruine.
[GNV | EN | OT | Psalms | Chapter 89 | Verse 41] All that goe by the way, spoyle him: he is a rebuke vnto his neighbours.
[GNV | EN | OT | Psalms | Chapter 89 | Verse 42] Thou hast set vp the right hand of his enemies, and made all his aduersaries to reioyce.
[GNV | EN | OT | Psalms | Chapter 89 | Verse 43] Thou hast also turned the edge of his sworde, and hast not made him to stand in the battell.
[GNV | EN | OT | Psalms | Chapter 89 | Verse 44] Thou hast caused his dignitie to decay, and cast his throne to the ground.
[GNV | EN | OT | Psalms | Chapter 89 | Verse 45] The dayes of his youth hast thou shortned, and couered him with shame. Selah.
[GNV | EN | OT | Psalms | Chapter 89 | Verse 46] Lord, howe long wilt thou hide thy selfe, for euer? shall thy wrath burne like fire?
[GNV | EN | OT | Psalms | Chapter 89 | Verse 47] Remember of what time I am: wherefore shouldest thou create in vaine all the children of men?
[GNV | EN | OT | Psalms | Chapter 89 | Verse 48] What man liueth, and shall not see death? shall hee deliuer his soule from the hande of the graue? Selah.
[GNV | EN | OT | Psalms | Chapter 89 | Verse 49] Lord, where are thy former mercies, which thou swarest vnto Dauid in thy trueth?
[GNV | EN | OT | Psalms | Chapter 89 | Verse 50] Remember, O Lord, the rebuke of thy seruants, which I beare in my bosome of all the mightie people.
[GNV | EN | OT | Psalms | Chapter 89 | Verse 51] For thine enemies haue reproched thee, O Lord, because they haue reproched the footesteps of thine Anointed.
[GNV | EN | OT | Psalms | Chapter 89 | Verse 52] Praised be the Lord for euermore. So be it, euen so be it.
