[SBLGNT | EL | NT | Hebrews | Chapter 11 | Verse 1] Ἔστιν δὲ πίστις ἐλπιζομένων ὑπόστασις, πραγμάτων ἔλεγχος οὐ βλεπομένων·
[SBLGNT | EL | NT | Hebrews | Chapter 11 | Verse 12] διὸ καὶ ἀφʼ ἑνὸς ἐγεννήθησαν, καὶ ταῦτα νενεκρωμένου, καθὼς τὰ ἄστρα τοῦ οὐρανοῦ τῷ πλήθει καὶ ὡς ἡ ἄμμος ἡ παρὰ τὸ χεῖλος τῆς θαλάσσης ἡ ἀναρίθμητος.
[SBLGNT | EL | NT | Hebrews | Chapter 11 | Verse 13] Κατὰ πίστιν ἀπέθανον οὗτοι πάντες, μὴ ⸀λαβόντες τὰς ἐπαγγελίας, ἀλλὰ πόρρωθεν αὐτὰς ἰδόντες καὶ ἀσπασάμενοι, καὶ ὁμολογήσαντες ὅτι ξένοι καὶ παρεπίδημοί εἰσιν ἐπὶ τῆς γῆς.
[SBLGNT | EL | NT | Hebrews | Chapter 11 | Verse 14] οἱ γὰρ τοιαῦτα λέγοντες ἐμφανίζουσιν ὅτι πατρίδα ἐπιζητοῦσιν.
[SBLGNT | EL | NT | Hebrews | Chapter 11 | Verse 15] καὶ εἰ μὲν ἐκείνης ⸀μνημονεύουσιν ἀφʼ ἧς ⸀ἐξέβησαν, εἶχον ἂν καιρὸν ἀνακάμψαι·
[SBLGNT | EL | NT | Hebrews | Chapter 11 | Verse 16] νῦν δὲ κρείττονος ὀρέγονται, τοῦτʼ ἔστιν ἐπουρανίου. διὸ οὐκ ἐπαισχύνεται αὐτοὺς ὁ θεὸς θεὸς ἐπικαλεῖσθαι αὐτῶν, ἡτοίμασεν γὰρ αὐτοῖς πόλιν.
[SBLGNT | EL | NT | Hebrews | Chapter 11 | Verse 17] Πίστει προσενήνοχεν Ἀβραὰμ τὸν Ἰσαὰκ πειραζόμενος, καὶ τὸν μονογενῆ προσέφερεν ὁ τὰς ἐπαγγελίας ἀναδεξάμενος,
[SBLGNT | EL | NT | Hebrews | Chapter 11 | Verse 18] πρὸς ὃν ἐλαλήθη ὅτι Ἐν Ἰσαὰκ κληθήσεταί σοι σπέρμα,
[SBLGNT | EL | NT | Hebrews | Chapter 11 | Verse 19] λογισάμενος ὅτι καὶ ἐκ νεκρῶν ἐγείρειν δυνατὸς ὁ θεός· ὅθεν αὐτὸν καὶ ἐν παραβολῇ ἐκομίσατο.
[SBLGNT | EL | NT | Hebrews | Chapter 11 | Verse 20] Πίστει ⸀καὶ περὶ μελλόντων εὐλόγησεν Ἰσαὰκ τὸν Ἰακὼβ καὶ τὸν Ἠσαῦ.
[SBLGNT | EL | NT | Hebrews | Chapter 11 | Verse 21] πίστει Ἰακὼβ ἀποθνῄσκων ἕκαστον τῶν υἱῶν Ἰωσὴφ εὐλόγησεν, καὶ προσεκύνησεν ἐπὶ τὸ ἄκρον τῆς ῥάβδου αὐτοῦ.
[SBLGNT | EL | NT | Hebrews | Chapter 11 | Verse 22] πίστει Ἰωσὴφ τελευτῶν περὶ τῆς ἐξόδου τῶν υἱῶν Ἰσραὴλ ἐμνημόνευσεν, καὶ περὶ τῶν ὀστέων αὐτοῦ ἐνετείλατο.
[SBLGNT | EL | NT | Hebrews | Chapter 11 | Verse 23] Πίστει Μωϋσῆς γεννηθεὶς ἐκρύβη τρίμηνον ὑπὸ τῶν πατέρων αὐτοῦ, διότι εἶδον ἀστεῖον τὸ παιδίον καὶ οὐκ ἐφοβήθησαν τὸ διάταγμα τοῦ βασιλέως.
[SBLGNT | EL | NT | Hebrews | Chapter 11 | Verse 24] πίστει Μωϋσῆς μέγας γενόμενος ἠρνήσατο λέγεσθαι υἱὸς θυγατρὸς Φαραώ,
[SBLGNT | EL | NT | Hebrews | Chapter 11 | Verse 25] μᾶλλον ἑλόμενος συγκακουχεῖσθαι τῷ λαῷ τοῦ θεοῦ ἢ πρόσκαιρον ἔχειν ἁμαρτίας ἀπόλαυσιν,
[SBLGNT | EL | NT | Hebrews | Chapter 11 | Verse 26] μείζονα πλοῦτον ἡγησάμενος τῶν Αἰγύπτου θησαυρῶν τὸν ὀνειδισμὸν τοῦ Χριστοῦ, ἀπέβλεπεν γὰρ εἰς τὴν μισθαποδοσίαν.
[SBLGNT | EL | NT | Hebrews | Chapter 11 | Verse 27] πίστει κατέλιπεν Αἴγυπτον, μὴ φοβηθεὶς τὸν θυμὸν τοῦ βασιλέως, τὸν γὰρ ἀόρατον ὡς ὁρῶν ἐκαρτέρησεν.
[SBLGNT | EL | NT | Hebrews | Chapter 11 | Verse 28] πίστει πεποίηκεν τὸ πάσχα καὶ τὴν πρόσχυσιν τοῦ αἵματος, ἵνα μὴ ὁ ὀλοθρεύων τὰ πρωτότοκα θίγῃ αὐτῶν.
[SBLGNT | EL | NT | Hebrews | Chapter 11 | Verse 29] Πίστει διέβησαν τὴν Ἐρυθρὰν Θάλασσαν ὡς διὰ ξηρᾶς ⸀γῆς, ἧς πεῖραν λαβόντες οἱ Αἰγύπτιοι κατεπόθησαν.
[SBLGNT | EL | NT | Hebrews | Chapter 11 | Verse 30] πίστει τὰ τείχη Ἰεριχὼ ⸀ἔπεσαν κυκλωθέντα ἐπὶ ἑπτὰ ἡμέρας.
[SBLGNT | EL | NT | Hebrews | Chapter 11 | Verse 31] πίστει Ῥαὰβ ἡ πόρνη οὐ συναπώλετο τοῖς ἀπειθήσασιν, δεξαμένη τοὺς κατασκόπους μετʼ εἰρήνης.
[SBLGNT | EL | NT | Hebrews | Chapter 11 | Verse 32] Καὶ τί ἔτι λέγω; ἐπιλείψει ⸂με γὰρ⸃ διηγούμενον ὁ χρόνος περὶ Γεδεών, Βαράκ, ⸀Σαμψών, Ἰεφθάε, Δαυίδ τε καὶ Σαμουὴλ καὶ τῶν προφητῶν,
[SBLGNT | EL | NT | Hebrews | Chapter 11 | Verse 33] οἳ διὰ πίστεως κατηγωνίσαντο βασιλείας, εἰργάσαντο δικαιοσύνην, ἐπέτυχον ἐπαγγελιῶν, ἔφραξαν στόματα λεόντων,
[SBLGNT | EL | NT | Hebrews | Chapter 11 | Verse 34] ἔσβεσαν δύναμιν πυρός, ἔφυγον στόματα ⸀μαχαίρης, ⸀ἐδυναμώθησαν ἀπὸ ἀσθενείας, ἐγενήθησαν ἰσχυροὶ ἐν πολέμῳ, παρεμβολὰς ἔκλιναν ἀλλοτρίων·
[SBLGNT | EL | NT | Hebrews | Chapter 11 | Verse 35] ἔλαβον γυναῖκες ἐξ ἀναστάσεως τοὺς νεκροὺς αὐτῶν· ἄλλοι δὲ ἐτυμπανίσθησαν, οὐ προσδεξάμενοι τὴν ἀπολύτρωσιν, ἵνα κρείττονος ἀναστάσεως τύχωσιν·
[SBLGNT | EL | NT | Hebrews | Chapter 11 | Verse 36] ἕτεροι δὲ ἐμπαιγμῶν καὶ μαστίγων πεῖραν ἔλαβον, ἔτι δὲ δεσμῶν καὶ φυλακῆς·
[SBLGNT | EL | NT | Hebrews | Chapter 11 | Verse 37] ἐλιθάσθησαν, ⸀ἐπρίσθησαν, ἐν φόνῳ ⸀μαχαίρης ἀπέθανον, περιῆλθον ἐν μηλωταῖς, ἐν αἰγείοις δέρμασιν, ὑστερούμενοι, θλιβόμενοι, κακουχούμενοι,
[SBLGNT | EL | NT | Hebrews | Chapter 11 | Verse 38] ὧν οὐκ ἦν ἄξιος ὁ κόσμος ⸀ἐπὶ ἐρημίαις πλανώμενοι καὶ ὄρεσι καὶ σπηλαίοις καὶ ταῖς ὀπαῖς τῆς γῆς·
[SBLGNT | EL | NT | Hebrews | Chapter 11 | Verse 39] ⸀καὶ πάντες μαρτυρηθέντες διὰ τῆς πίστεως οὐκ ἐκομίσαντο τὴν ἐπαγγελίαν,
[SBLGNT | EL | NT | Hebrews | Chapter 11 | Verse 40] τοῦ θεοῦ περὶ ἡμῶν κρεῖττόν τι προβλεψαμένου, ἵνα μὴ χωρὶς ἡμῶν τελειωθῶσιν.
