[SBLGNT | EL | NT | Hebrews | Chapter 7 | Verse 1] Οὗτος γὰρ ὁ Μελχισέδεκ, βασιλεὺς Σαλήμ, ἱερεὺς τοῦ θεοῦ τοῦ ὑψίστου, ⸀ὁ συναντήσας Ἀβραὰμ ὑποστρέφοντι ἀπὸ τῆς κοπῆς τῶν βασιλέων καὶ εὐλογήσας αὐτόν,
[SBLGNT | EL | NT | Hebrews | Chapter 7 | Verse 12] μετατιθεμένης γὰρ τῆς ἱερωσύνης ἐξ ἀνάγκης καὶ νόμου μετάθεσις γίνεται.
[SBLGNT | EL | NT | Hebrews | Chapter 7 | Verse 13] ἐφʼ ὃν γὰρ λέγεται ταῦτα φυλῆς ἑτέρας μετέσχηκεν, ἀφʼ ἧς οὐδεὶς προσέσχηκεν τῷ θυσιαστηρίῳ·
[SBLGNT | EL | NT | Hebrews | Chapter 7 | Verse 14] πρόδηλον γὰρ ὅτι ἐξ Ἰούδα ἀνατέταλκεν ὁ κύριος ἡμῶν, εἰς ἣν φυλὴν ⸂περὶ ἱερέων οὐδὲν⸃ Μωϋσῆς ἐλάλησεν.
[SBLGNT | EL | NT | Hebrews | Chapter 7 | Verse 15] Καὶ περισσότερον ἔτι κατάδηλόν ἐστιν, εἰ κατὰ τὴν ὁμοιότητα Μελχισέδεκ ἀνίσταται ἱερεὺς ἕτερος,
[SBLGNT | EL | NT | Hebrews | Chapter 7 | Verse 16] ὃς οὐ κατὰ νόμον ἐντολῆς ⸀σαρκίνης γέγονεν ἀλλὰ κατὰ δύναμιν ζωῆς ἀκαταλύτου,
[SBLGNT | EL | NT | Hebrews | Chapter 7 | Verse 17] ⸀μαρτυρεῖται γὰρ ὅτι Σὺ ἱερεὺς εἰς τὸν αἰῶνα κατὰ τὴν τάξιν Μελχισέδεκ.
[SBLGNT | EL | NT | Hebrews | Chapter 7 | Verse 18] ἀθέτησις μὲν γὰρ γίνεται προαγούσης ἐντολῆς διὰ τὸ αὐτῆς ἀσθενὲς καὶ ἀνωφελές,
[SBLGNT | EL | NT | Hebrews | Chapter 7 | Verse 19] οὐδὲν γὰρ ἐτελείωσεν ὁ νόμος, ἐπεισαγωγὴ δὲ κρείττονος ἐλπίδος, διʼ ἧς ἐγγίζομεν τῷ θεῷ.
[SBLGNT | EL | NT | Hebrews | Chapter 7 | Verse 20] Καὶ καθʼ ὅσον οὐ χωρὶς ὁρκωμοσίας (οἱ μὲν γὰρ χωρὶς ὁρκωμοσίας εἰσὶν ἱερεῖς γεγονότες,
[SBLGNT | EL | NT | Hebrews | Chapter 7 | Verse 21] ὁ δὲ μετὰ ὁρκωμοσίας διὰ τοῦ λέγοντος πρὸς αὐτόν· Ὤμοσεν κύριος, καὶ οὐ μεταμεληθήσεται, Σὺ ἱερεὺς εἰς τὸν ⸀αἰῶνα),
[SBLGNT | EL | NT | Hebrews | Chapter 7 | Verse 22] κατὰ ⸀τοσοῦτο ⸀κρείττονος διαθήκης γέγονεν ἔγγυος Ἰησοῦς.
[SBLGNT | EL | NT | Hebrews | Chapter 7 | Verse 23] Καὶ οἱ μὲν πλείονές εἰσιν γεγονότες ἱερεῖς διὰ τὸ θανάτῳ κωλύεσθαι παραμένειν·
[SBLGNT | EL | NT | Hebrews | Chapter 7 | Verse 24] ὁ δὲ διὰ τὸ μένειν αὐτὸν εἰς τὸν αἰῶνα ἀπαράβατον ἔχει τὴν ἱερωσύνην·
[SBLGNT | EL | NT | Hebrews | Chapter 7 | Verse 25] ὅθεν καὶ σῴζειν εἰς τὸ παντελὲς δύναται τοὺς προσερχομένους διʼ αὐτοῦ τῷ θεῷ, πάντοτε ζῶν εἰς τὸ ἐντυγχάνειν ὑπὲρ αὐτῶν.
[SBLGNT | EL | NT | Hebrews | Chapter 7 | Verse 26] Τοιοῦτος γὰρ ἡμῖν ⸀καὶ ἔπρεπεν ἀρχιερεύς, ὅσιος, ἄκακος, ἀμίαντος, κεχωρισμένος ἀπὸ τῶν ἁμαρτωλῶν, καὶ ὑψηλότερος τῶν οὐρανῶν γενόμενος·
[SBLGNT | EL | NT | Hebrews | Chapter 7 | Verse 27] ὃς οὐκ ἔχει καθʼ ἡμέραν ἀνάγκην, ὥσπερ οἱ ἀρχιερεῖς, πρότερον ὑπὲρ τῶν ἰδίων ἁμαρτιῶν θυσίας ἀναφέρειν, ἔπειτα τῶν τοῦ λαοῦ (τοῦτο γὰρ ἐποίησεν ἐφάπαξ ἑαυτὸν ἀνενέγκας)·
[SBLGNT | EL | NT | Hebrews | Chapter 7 | Verse 28] ὁ νόμος γὰρ ἀνθρώπους καθίστησιν ἀρχιερεῖς ἔχοντας ἀσθένειαν, ὁ λόγος δὲ τῆς ὁρκωμοσίας τῆς μετὰ τὸν νόμον υἱόν, εἰς τὸν αἰῶνα τετελειωμένον.
