[SBLGNT | EL | NT | Hebrews | Chapter 12 | Verse 1] Τοιγαροῦν καὶ ἡμεῖς, τοσοῦτον ἔχοντες περικείμενον ἡμῖν νέφος μαρτύρων, ὄγκον ἀποθέμενοι πάντα καὶ τὴν εὐπερίστατον ἁμαρτίαν, διʼ ὑπομονῆς τρέχωμεν τὸν προκείμενον ἡμῖν ἀγῶνα,
[SBLGNT | EL | NT | Hebrews | Chapter 12 | Verse 15] ἐπισκοποῦντες μή τις ὑστερῶν ἀπὸ τῆς χάριτος τοῦ θεοῦ, μή τις ῥίζα πικρίας ἄνω φύουσα ἐνοχλῇ καὶ ⸂διʼ αὐτῆς⸃ μιανθῶσιν ⸀πολλοί,
[SBLGNT | EL | NT | Hebrews | Chapter 12 | Verse 16] μή τις πόρνος ἢ βέβηλος ὡς Ἠσαῦ, ὃς ἀντὶ βρώσεως μιᾶς ἀπέδετο τὰ πρωτοτόκια ⸀ἑαυτοῦ.
[SBLGNT | EL | NT | Hebrews | Chapter 12 | Verse 17] ἴστε γὰρ ὅτι καὶ μετέπειτα θέλων κληρονομῆσαι τὴν εὐλογίαν ἀπεδοκιμάσθη, μετανοίας γὰρ τόπον οὐχ εὗρεν, καίπερ μετὰ δακρύων ἐκζητήσας αὐτήν.
[SBLGNT | EL | NT | Hebrews | Chapter 12 | Verse 18] Οὐ γὰρ προσεληλύθατε ⸀ψηλαφωμένῳ καὶ κεκαυμένῳ πυρὶ καὶ γνόφῳ καὶ ⸀ζόφῳ καὶ θυέλλῃ
[SBLGNT | EL | NT | Hebrews | Chapter 12 | Verse 19] καὶ σάλπιγγος ἤχῳ καὶ φωνῇ ῥημάτων, ἧς οἱ ἀκούσαντες παρῃτήσαντο ⸀μὴ προστεθῆναι αὐτοῖς λόγον·
[SBLGNT | EL | NT | Hebrews | Chapter 12 | Verse 20] οὐκ ἔφερον γὰρ τὸ διαστελλόμενον· Κἂν θηρίον θίγῃ τοῦ ὄρους, λιθοβοληθήσεται·
[SBLGNT | EL | NT | Hebrews | Chapter 12 | Verse 21] καί, οὕτω φοβερὸν ἦν τὸ φανταζόμενον, Μωϋσῆς εἶπεν· Ἔκφοβός εἰμι καὶ ἔντρομος.
[SBLGNT | EL | NT | Hebrews | Chapter 12 | Verse 22] ἀλλὰ προσεληλύθατε Σιὼν ὄρει καὶ πόλει θεοῦ ζῶντος, Ἰερουσαλὴμ ἐπουρανίῳ, καὶ μυριάσιν ἀγγέλων, πανηγύρει
[SBLGNT | EL | NT | Hebrews | Chapter 12 | Verse 23] καὶ ἐκκλησίᾳ πρωτοτόκων ⸂ἀπογεγραμμένων ἐν οὐρανοῖς⸃, καὶ κριτῇ θεῷ πάντων, καὶ πνεύμασι δικαίων τετελειωμένων,
[SBLGNT | EL | NT | Hebrews | Chapter 12 | Verse 24] καὶ διαθήκης νέας μεσίτῃ Ἰησοῦ, καὶ αἵματι ῥαντισμοῦ κρεῖττον λαλοῦντι παρὰ τὸν Ἅβελ.
[SBLGNT | EL | NT | Hebrews | Chapter 12 | Verse 25] Βλέπετε μὴ παραιτήσησθε τὸν λαλοῦντα· εἰ γὰρ ἐκεῖνοι οὐκ ⸀ἐξέφυγον ⸂ἐπὶ γῆς παραιτησάμενοι τὸν⸃ χρηματίζοντα, ⸀πολὺ μᾶλλον ἡμεῖς οἱ τὸν ἀπʼ οὐρανῶν ἀποστρεφόμενοι·
[SBLGNT | EL | NT | Hebrews | Chapter 12 | Verse 26] οὗ ἡ φωνὴ τὴν γῆν ἐσάλευσεν τότε, νῦν δὲ ἐπήγγελται λέγων· Ἔτι ἅπαξ ἐγὼ ⸀σείσω οὐ μόνον τὴν γῆν ἀλλὰ καὶ τὸν οὐρανόν.
[SBLGNT | EL | NT | Hebrews | Chapter 12 | Verse 27] τὸ δὲ Ἔτι ἅπαξ δηλοῖ ⸂τῶν σαλευομένων⸃ μετάθεσιν ὡς πεποιημένων, ἵνα μείνῃ τὰ μὴ σαλευόμενα.
[SBLGNT | EL | NT | Hebrews | Chapter 12 | Verse 28] διὸ βασιλείαν ἀσάλευτον παραλαμβάνοντες ἔχωμεν χάριν, διʼ ἧς ⸀λατρεύωμεν εὐαρέστως τῷ θεῷ μετὰ ⸂εὐλαβείας καὶ δέους⸃,
[SBLGNT | EL | NT | Hebrews | Chapter 12 | Verse 29] καὶ γὰρ ὁ θεὸς ἡμῶν πῦρ καταναλίσκον.
