[GNV | EN | OT | Genesis | Chapter 36 | Verse 1] Nowe these are the generations of Esau, which is Edom.
[GNV | EN | OT | Genesis | Chapter 36 | Verse 17] And these are the sonnes of Reuel Esaus sonne: Duke Nahath, Duke Zerah, Duke Shammah, Duke Mizzah: these are the Dukes that came of Reuel in the land of Edom: these are the sonnes of Bashemath Esaus wife.
[GNV | EN | OT | Genesis | Chapter 36 | Verse 18] Likewise these were the sonnes of Aholibamah Esaus wife: Duke Ieush, Duke Iaalam, Duke Korah: these Dukes came of Aholibamah, the daughter of Anah Esaus wife.
[GNV | EN | OT | Genesis | Chapter 36 | Verse 19] These are the children of Esau, and these are the Dukes of them: This Esau is Edom.
[GNV | EN | OT | Genesis | Chapter 36 | Verse 20] These are the sonnes of Seir the Horite, which inhabited the lande before, Lotan, and Shobal, and Zibeon, and Anah.
[GNV | EN | OT | Genesis | Chapter 36 | Verse 21] And Dishon, and Ezer, and Dishan: these are the Dukes of the Horites, the sonnes of Seir in the land of Edom.
[GNV | EN | OT | Genesis | Chapter 36 | Verse 22] And the sonnes of Lotan were, Hori and Hemam, and Lotans sister was Timna.
[GNV | EN | OT | Genesis | Chapter 36 | Verse 23] And the sonnes of Shobal were these: Aluan, and Manahath, and Ebal, Shepho, and Onam.
[GNV | EN | OT | Genesis | Chapter 36 | Verse 24] And these are the sonnes of Zibeon: Both Aiah, and Anah: this was Anah that founde mules in the wildernesse, as he fedde his father Zibeons asses.
[GNV | EN | OT | Genesis | Chapter 36 | Verse 25] And the children of Anah were these: Dishon and Aholibamah, the daughter of Anah.
[GNV | EN | OT | Genesis | Chapter 36 | Verse 26] Also these are the sonnes of Dishan: Hemdan, and Eshban, and Ithran, and Cheran.
[GNV | EN | OT | Genesis | Chapter 36 | Verse 27] The sonnes of Ezer are these: Bilhan, and Zaauan, and Akan.
[GNV | EN | OT | Genesis | Chapter 36 | Verse 28] The sonnes of Dishan are these: Vz, and Aran.
[GNV | EN | OT | Genesis | Chapter 36 | Verse 29] These are the Dukes of the Horites: Duke Lotan, Duke Shobal, Duke Zibeon, Duke Anah,
[GNV | EN | OT | Genesis | Chapter 36 | Verse 30] Duke Dishon, Duke Ezer, Duke Dishan: these bee the Dukes of the Horites, after their Dukedomes in the land of Seir.
[GNV | EN | OT | Genesis | Chapter 36 | Verse 31] And these are the Kings that reigned in the lande of Edom, before there reigned any King ouer the children of Israel.
[GNV | EN | OT | Genesis | Chapter 36 | Verse 32] Then Bela the sonne of Beor reigned in Edom, and the name of his citie was Dinhabah.
[GNV | EN | OT | Genesis | Chapter 36 | Verse 33] And when Bela dyed, Iobab the sonne of Zerah of Bozra reigned in his steade.
[GNV | EN | OT | Genesis | Chapter 36 | Verse 34] When Iobab also was dead, Husham of the land of Temani reigned in his steade.
[GNV | EN | OT | Genesis | Chapter 36 | Verse 35] And after the death of Husham, Hadad the sonne of Bedad, which slewe Midian in the field of Moab, reigned in his steade, and the name of his citie was Auith.
[GNV | EN | OT | Genesis | Chapter 36 | Verse 36] When Hadad was dead, then Samlah of Masrekah reigned in his steade.
[GNV | EN | OT | Genesis | Chapter 36 | Verse 37] When Samlah was dead, Shaul of Rehoboth by the riuer, reigned in his steade.
[GNV | EN | OT | Genesis | Chapter 36 | Verse 38] When Shaul dyed, Baal-hanan the sonne of Achbor reigned in his steade.
[GNV | EN | OT | Genesis | Chapter 36 | Verse 39] And after the death of Baal-hanan the sonne of Achbor, Hadad reigned in his stead, and the name of his citie was Pau: and his wiues name Mehetabel the daughter of Matred, the daughter of Mezahab.
[GNV | EN | OT | Genesis | Chapter 36 | Verse 40] Then these are the names of the Dukes of Esau according to their families, their places and by their names: Duke Timna, Duke Aluah, Duke Ietheth,
[GNV | EN | OT | Genesis | Chapter 36 | Verse 41] Duke Aholibamah, Duke Elah, Duke Pinon,
[GNV | EN | OT | Genesis | Chapter 36 | Verse 42] Duke Kenaz, Duke Teman, Duke Mibzar,
[GNV | EN | OT | Genesis | Chapter 36 | Verse 43] Duke Magdiel, Duke Iram: these bee the Dukes of Edom, according to their habitations, in the lande of their inheritance. This Esau is the father of Edom.
