[GNV | EN | OT | Genesis | Chapter 31 | Verse 1] Now he heard the words of Labans sonnes, saying, Iaakob hath taken away all that was our fathers, and of our fathers goods hath he gotten all this honour.
[GNV | EN | OT | Genesis | Chapter 31 | Verse 42] Except the God of my father, the God of Abraham, and the feare of Izhak had bene with me, surely thou haddest sent me away nowe emptie: but God behelde my tribulation, and the labour of mine hads, and rebuked thee yester night.
[GNV | EN | OT | Genesis | Chapter 31 | Verse 43] Then Laban answered, and saide vnto Iaakob, These daughters are my daughters, and these sonnes are my sonnes, and these sheepe are my sheepe, and all that thou seest, is mine, and what can I doe this day vnto these my daughters, or to their sonnes which they haue borne?
[GNV | EN | OT | Genesis | Chapter 31 | Verse 44] Nowe therefore come and let vs make a couenant, I and thou, which may be a witnes betweene me and thee.
[GNV | EN | OT | Genesis | Chapter 31 | Verse 45] Then tooke Iaakob a stone, and set it vp as a pillar:
[GNV | EN | OT | Genesis | Chapter 31 | Verse 46] And Iaakob sayde vnto his brethren, Gather stones: who brought stones, and made an heape, and they did eate there vpon the heape.
[GNV | EN | OT | Genesis | Chapter 31 | Verse 47] And Laban called it Iegar-sahadutha, and Iaakob called it Galeed.
[GNV | EN | OT | Genesis | Chapter 31 | Verse 48] For Laban sayd, This heape is witnesse betweene me and thee this day: therefore he called the name of it Galeed.
[GNV | EN | OT | Genesis | Chapter 31 | Verse 49] Also he called it Mizpah, because he said, The Lord looke betweene me and thee, when we shalbe departed one from another,
[GNV | EN | OT | Genesis | Chapter 31 | Verse 50] If thou shalt vexe my daughters, or shalt take wiues beside my daughters: there is no man with vs, beholde, God is witnesse betweene me and thee.
[GNV | EN | OT | Genesis | Chapter 31 | Verse 51] Moreouer Laban sayd to Iaakob, Beholde this heape, and behold the pillar, which I haue set betweene me and thee,
[GNV | EN | OT | Genesis | Chapter 31 | Verse 52] This heape shall be witnesse, and the pillar shall be witnesse, that I will not come ouer this heape to thee, and that thou shalt not passe ouer this heape and this pillar vnto me for euill.
[GNV | EN | OT | Genesis | Chapter 31 | Verse 53] The God of Abraham, and the God of Nabor, and the God of their father be iudge betweene vs: But Iaakob sware by the feare of his father Izhak.
[GNV | EN | OT | Genesis | Chapter 31 | Verse 54] Then Iaakob did offer a sacrifice vpon the mount, and called his brethren to eate bread. and they did eate bread, and taried all night in the mount.
