[LXX | EL | OT | Leviticus | Chapter 16 | Verse 1] Καὶ ἐλάλησε Κύριος πρὸς Μωυσῆν, μετὰ τὸ τελευτῆσαι τοὺς δύο υἱοὺς Ἀαρὼν ἐν τῷ προσάγειν αὐτοὺς πῦρ ἀλλότριον ἔναντι Κυρίου, καὶ ἐτελεύτησαν.
[LXX | EL | OT | Leviticus | Chapter 16 | Verse 12] Καὶ λήψεται τὸ πυρεῖον πλῆρες ἀνθράκων πυρὸς ἀπὸ τοῦ θυσιαστηρίου, τοῦ ἀπέναντι Κυρίου· καὶ πλήσει τὰς χεῖρας θυμιάματος συνθέσεως λεπτῆς, καὶ εἰσοίσει ἐσώτερον τοῦ καταπετάσματος.
[LXX | EL | OT | Leviticus | Chapter 16 | Verse 13] Καὶ ἐπιθήσει τὸ θυμίαμα ἐπὶ τὸ πῦρ ἔναντι Κυρίου· καὶ καλύψει ἡ ἀτμὶς τοῦ θυμιάματος τὸ ἱλαστήριον τὸ ἐπὶ τῶν μαρτυρίων, καὶ οὐκ ἀποθανεῖται.
[LXX | EL | OT | Leviticus | Chapter 16 | Verse 14] Καὶ λήψεται ἀπὸ τοῦ αἵματος τοῦ μόσχου, καὶ ῥανεῖ τῷ δακτύλῳ ἐπὶ τὸ ἱλαστήριον κατὰ ἀνατολάς· κατὰ πρόσωπον τοῦ ἱλαστηρίου ῥανεῖ ἑπτάκις ἀπὸ τοῦ αἵματος τῷ δακτύλῳ.
[LXX | EL | OT | Leviticus | Chapter 16 | Verse 15] Καὶ σφάξει τὸν χίμαρον τὸν περὶ ἁμαρτίας, τὸν περὶ τοῦ λαοῦ, ἔναντι Κυρίου· καὶ εἰσοίσει τοῦ αἵματος αὐτοῦ ἐσώτερον τοῦ καταπετάσματος, καὶ ποιήσει τὸ αἷμα αὐτοῦ, ὃν τρόπον ἐποίησε τὸ αἷμα τοῦ μόσχου· καὶ ῥανεῖ τὸ αἷμα αὐτοῦ ἐπὶ τὸ ἱλαστήριον, κατὰ πρόσωπον τοῦ ἱλαστηρίου.
[LXX | EL | OT | Leviticus | Chapter 16 | Verse 16] Καὶ ἐξιλάσεται τὸ ἅγιον ἀπὸ τῶν ἀκαθαρσιῶν τῶν υἱῶν Ἰσραὴλ, καὶ ἀπὸ τῶν ἀδικημάτων αὐτῶν περὶ πασῶν τῶν ἁμαρτιῶς αὐτῶν· καὶ οὕτω ποιήσει τῇ σκηνῇ τοῦ μαρτυρίου τῇ ἐκτισμένῃ ἐν αὐτοῖς ἐν μέσῳ τῆς ἀκαθαρσίας αὐτῶν.
[LXX | EL | OT | Leviticus | Chapter 16 | Verse 17] Καὶ πᾶς ἄνθρώπος οὐκ ἔσται ἐν τῇ σκηνῇ τοῦ μαρτυρίου, εἰσπορευομένου αὐτοῦ ἐξιλάσασθαι ἐν τῷ ἁγίῳ, ἕως ἂν ἐξέλθῃ· καὶ ἐξιλάσεται περὶ ἑαυτοῦ, καὶ τοῦ οἴκου αὐτοῦ, καὶ περὶ πάσης συναγωγῆς υἱῶν Ἰσραήλ.
[LXX | EL | OT | Leviticus | Chapter 16 | Verse 18] Καὶ ἐξελεύσεται ἐπὶ τὸ θυσιαστήριον τὸ ὂν ἀπέναντι Κυρίου, καὶ ἐξιλάσεται ἐπʼ αὐτοῦ· καὶ λήψεται ἀπὸ τοῦ αἵματος τοῦ μόσχου, καὶ ἀπὸ τοῦ αἵματος τοῦ χιμάρου, καὶ ἐπιθήσει ἐπὶ τὰ κέρατα τοῦ θυσιαστηρίου κύκλῳ.
[LXX | EL | OT | Leviticus | Chapter 16 | Verse 19] Καὶ ῥανεῖ ἐπʼ αὐτὸ ἀπὸ τοῦ αἵματος τῷ δακτύλῳ ἑπτάκις, καὶ καθαριεῖ αὐτό, καὶ ἁγιάσει αὐτὸ ἀπὸ τῶν ἀκαθαρσιῶν τῶν υἱῶν Ἰσραήλ.
[LXX | EL | OT | Leviticus | Chapter 16 | Verse 20] Καὶ συντελέσει ἐξιλασκόμενος τὸ ἅγιον, καὶ τὴν σκηνὴν τοῦ μαρτυρίου, καὶ τὸ θυσιαστήριον, καὶ περὶ τῶν ἱερέων καθαριεῖ· καὶ προσάξει τὸν χίμαρον τὸν ζῶντα.
[LXX | EL | OT | Leviticus | Chapter 16 | Verse 21] Καὶ ἐπιθήσει Ἀαρὼν τὰς χεῖρας αὐτοῦ ἐπὶ τὴν κεφαλὴν τοῦ χιμάρου τοῦ ζῶντος, καὶ ἐξαγορεύσει ἐπʼ αὐτοῦ πάσας τὰς ἀνομίας τῶν υἱῶν Ἰσραὴλ, καὶ πάσας τὰς ἀδικίας αὐτῶν, καὶ πάσας τὰς ἁμαρτίας αὐτῶν· καὶ ἐπιθήσει αὐτὰς ἐπὶ τὴν κεφαλὴν τοῦ χιμάρου τοῦ ζῶντος· καὶ ἐξαποστελεῖ ἐν χειρὶ ἀνθρώπου ἑτοιμου εἰς τὴν ἔρημον.
[LXX | EL | OT | Leviticus | Chapter 16 | Verse 22] Καὶ λήψεται ὁ χίμαρος ἐφʼ ἑαυτῷ τὰς ἀδικίας αὐτῶν εἰς γῆν ἄβατον· καὶ ἐξαποστελεῖ τὸν χίμαρον εἰς τὴν ἔρημον.
[LXX | EL | OT | Leviticus | Chapter 16 | Verse 23] Καὶ εἰσελεύσεται Ἀαρὼν εἰς τὴν σκηνὴν τοῦ μαρτυρίου, καὶ ἐκδύσεται τὴν στολὴν τὴν λινῆν, ἣν ἐνδεδύκει, εἰσπορευομένου αὐτοῦ εἰς τὸ ἅγιον, καὶ ἀποθήσει αὐτὴν ἐκεῖ.
[LXX | EL | OT | Leviticus | Chapter 16 | Verse 24] Καὶ λούσεται τὸ σῶμα αὐτοῦ ὕδατι ἐν τόπῳ ἁγίῳ, καὶ ἐνδύσεται τὴν στολὴν αὐτοῦ, καὶ ἐξελθὼν ποιήσει τὸ ὁλοκαύτωμα αὐτοῦ καὶ τὸ ὁλοκάρπωμα τοῦ λαοῦ, καὶ ἐξιλάσεται περὶ αὐτοῦ, καὶ περὶ τοῦ οἴκου αὐτοῦ, καὶ περὶ τοῦ λαοῦ, ὡς περὶ τῶν ἱερέων.
[LXX | EL | OT | Leviticus | Chapter 16 | Verse 25] Καὶ τὸ στέαρ τὸ περὶ τῶν ἁμαρτιῶν ἀνοίσει ἐπὶ τὸ θυσιαστήριον.
[LXX | EL | OT | Leviticus | Chapter 16 | Verse 26] Καὶ ὁ ἐξαποστέλλων τὸν χίμαρον τὸν διεσταλμένον εἰς ἄφεσιν, πλυνεῖ τὰ ἱμάτια, καὶ λούσεται τὸ σῶμα αὐτοῦ ὕδατι, καὶ μετὰ ταῦτα εἰσελεύσεται εἰς τὴν παρεμβολήν.
[LXX | EL | OT | Leviticus | Chapter 16 | Verse 27] Καὶ τὸν μόσχον τὸν περὶ τῆς ἁμαρτίας, καὶ τὸν χίμαρον τὸν περὶ τῆς ἁμαρτίας, ὧν τὸ αἷμα εἰσηνέχθη ἐξιλάσασθαι ἐν τῷ ἁγίῳ, ἐξοίσουσιν αὐτὰ ἔξω τῆς παρεμβολῆς, ταὶ κατακαύσουσιν αὐτὰ ἐν πυρὶ, καὶ τὰ δέρματα αὐτῶν καὶ τὰ κρέα αὐτῶν καὶ τὴν κόπρον αὐτῶν.
[LXX | EL | OT | Leviticus | Chapter 16 | Verse 28] Ὁ δὲ κατακαίων αὐτὰ, πλυνεῖ τὰ ἱμάτια, καὶ λούσεται τὸ σῶμα αὐτοῦ ὕδατι, καὶ μετὰ ταῦτα εἰσελεύσεται εἰς τὴν παρεμβολήν.
[LXX | EL | OT | Leviticus | Chapter 16 | Verse 29] Καὶ ἔσται τοῦτο ὑμῖν νόμιμον αἰώνιον· ἐν τῷ μηνὶ τῷ ἑβδόμῳ, δεκάτῃ τοῦ μηνὸς, ταπεινώσετε τὰς ψυχὰς ὑμῶν, καὶ πᾶν ἔργον οὐ ποιήσετε ὁ αὐτόχθων, καὶ ὁ προσήλυτος ὁ προσκείμενος ἐν ὑμῖν.
[LXX | EL | OT | Leviticus | Chapter 16 | Verse 30] Ἐν γὰρ τῇ ἡμέρᾳ ταύτῃ ἐξιλάσεται περὶ ὑμῶν, καθαρίσαι ὑμᾶς ἀπὸ πασῶν τῶν ἁμαρτιῶν ὑμῶν ἔναντι Κυρίου, καὶ καθαρισθήσεσθε.
[LXX | EL | OT | Leviticus | Chapter 16 | Verse 31] Σάββατα σαββάτων ἀνάπαυσις αὕτη ἔσται ὑμῖν· καὶ ταπεινώσετε τὰς ψυχὰς ὑμῶν, νόμιμον αἰώνιον.
[LXX | EL | OT | Leviticus | Chapter 16 | Verse 32] Ἐξιλάσεται ὁ ἱερεὺς, ὃν ἂν χρίσωσιν αὐτὸν, καὶ ὃν ἂν τελειώσωσι τὰς χεῖρας αὐτοῦ ἱερατεύειν μετὰ τὸν πατέρα αὐτοῦ· καὶ ἐνδύσεται τὴν στολὴν τὴν λινῆν, στολὴν ἁγίαν.
[LXX | EL | OT | Leviticus | Chapter 16 | Verse 33] Καὶ ἐξιλάσεται τὸ ἅγιον τοῦ ἁγίου, καὶ τὴν σκηνὴν τοῦ μαρτυρίου, καὶ τὸ θυσιαστήριον ἐξιλάσεται, καὶ περὶ τῶν ἱερέων, καὶ περὶ πάσης συναγωγῆς ἐξιλάσεται.
[LXX | EL | OT | Leviticus | Chapter 16 | Verse 34] Καὶ ἔσται τοῦτο ὑμῖν νόμιμον αἰώνιον ἐξιλάσκεσθαι περὶ τῶν νἱῶν Ἰσραὴλ ἀπὸ πασῶν τῶν ἁμαρτιῶν αὐτῶν· ἅπαξ τοῦ ἐνιαυτοῦ ποιηθήσεται, καθὰ συνέταξε Κύριος τῷ Μωυσῇ.
