[LXX | EL | OT | Leviticus | Chapter 22 | Verse 1] Καὶ ἐλάλησε Κύριος πρὸς Μωυσῆν, λέγων,
[LXX | EL | OT | Leviticus | Chapter 22 | Verse 18] λάλησον Ἀαρὼν καὶ τοῖς υἱοῖς αὐτοῦ, καὶ πάσῃ συναγωγῇ Ἰσραὴλ, καὶ ἐρεῖς πρὸς αὐτοὺς, ἄνθρωπος ἄνθρωπος ἀπὸ τῶν υἱῶν Ἰσραὴλ, ἢ τῶν προσηλύτων τῶν προσκειμένων πρὸς αὐτοὺς ἐν Ἰσραὴλ, ὃς ἂν προσενέγκῃ τὰ δῶρα αὐτοῦ κατὰ πᾶσαν ὁμολογίαν αὐτῶν, ἢ κατὰ πᾶσαν αἵρεσιν αὐτῶν, ὅσα ἂν προσενέγκωσι τῷ Θεῷ εἰς ὁλοκαύτωμα.
[LXX | EL | OT | Leviticus | Chapter 22 | Verse 19] Δεκτὰ ὑμῖν ἄμωμα ἄρσενα ἐκ τῶν βουκολίων, ἢ ἐκ τῶν προβάτων, καὶ ἐκ τῶν αἰγῶν.
[LXX | EL | OT | Leviticus | Chapter 22 | Verse 20] Πάντα ὅσα ἂν ἔχῃ μῶμον ἐν αὐτῷ οὐ προσάξουσι Κυρίῳ, διότι οὐ δεκτὸν ἔσται ὑμῖν.
[LXX | EL | OT | Leviticus | Chapter 22 | Verse 21] Καὶ ἄνθρωπος ὃς ἂν προσενέγκῃ θυσίαν σωτηρίου τῷ Κυρίῳ, διαστείλας εὐχὴν ἢ κατὰ αἵρεσιν ἢ ἐν ταῖς ἑορταῖς ὑμῶν, ἐκ τῶν βουκολίων ἢ ἐκ τῶν προβάτων, ἄμωμον ἔσται εἰσδεκτὸν, πᾶς μῶμος οὐκ ἔσται ἐν αὐτῷ.
[LXX | EL | OT | Leviticus | Chapter 22 | Verse 22] Τυφλὸν ἢ συντετριμμένον ἢ γλωσσότμητον ἢ μυρμηκιῶντα ἢ ψωραγριῶντα ἢ λειχῆνας ἔχοντα, οὐ προσάξουσι ταῦτα τῷ Κυρίῳ, καὶ εἰς κάρπωσιν οὐ δώσετε ἀπʼ αὐτῶν ἐπὶ τὸ θυσιαστήριον τῷ Κυρίῳ.
[LXX | EL | OT | Leviticus | Chapter 22 | Verse 23] Καὶ μόσχον ἢ πρόβατον ὠτότμητον ἢ κολοβόκερκον, σφάγια ποιήσεις αὐτὰ σεαυτῷ, εἰς δὲ εὐχήν σου οὐ δεχθήσεται.
[LXX | EL | OT | Leviticus | Chapter 22 | Verse 24] Θλαδίαν καὶ ἐκτεθλιμμένον καὶ ἐκτομίαν καὶ ἀπεσπασμένον, οὐ προσάξεις αὐτὰ τῷ Κυρίῳ, καὶ ἐπὶ τῆς γῆς ὑμῶν οὐ ποιήσετε.
[LXX | EL | OT | Leviticus | Chapter 22 | Verse 25] Καὶ ἐκ χειρὸς ἀλλογενοῦς οὐ προσοίσετε τὰ δῶρα τοῦ Θεοῦ ὑμῶν ἀπὸ πάντων τούτων· ὅτι φθάρματά ἐστιν ἐν αὐτοῖς, μῶμος ἐν αὐτοῖς οὐ δεχθήσεται ταῦτα ὑμῖν.
[LXX | EL | OT | Leviticus | Chapter 22 | Verse 26] Καὶ ἐλάλησε Κύριος πρὸς Μωυσῆν, λέγων,
[LXX | EL | OT | Leviticus | Chapter 22 | Verse 27] μόσχον ἢ πρόβατον ἢ αἶγα, ὡς ἂν τεχθῇ, καὶ ἔσται ἑπτὰ ἡμέρας ὑπὸ τὴν μητέρα, τῇ δὲ ἡμέρᾳ τῇ ὀγδόῃ καὶ ἐπέκεινα δεχθήσεται εἰς δῶρα, κάρπωμα Κυρίῳ.
[LXX | EL | OT | Leviticus | Chapter 22 | Verse 28] Καὶ μόσχον καὶ πρόβατον, αὐτὴν καὶ τὰ παιδία αὐτῆς, οὐ σφάξεις ἐν ἡμέρᾳ μιᾷ.
[LXX | EL | OT | Leviticus | Chapter 22 | Verse 29] Ἐὰν δὲ θύσῃς θυσίαν εὐχὴν χαρμοσύνης Κυρίῳ, εἰσδεκτὸν ὑμῖν θύσετε αὐτό.
[LXX | EL | OT | Leviticus | Chapter 22 | Verse 30] Αὐτῇ τῇ ἡμέρᾳ ἐκείνῃ βρωθήσεται· οὐκ ἀπολείψετε ἀπὸ τῶν κρεῶν εἰς τοπρωΐ· ἐγώ εἰμι Κύριος.
[LXX | EL | OT | Leviticus | Chapter 22 | Verse 31] Καὶ φυλάξετε τὰς ἐντολάς μου, καὶ ποιήσετε αὐτάς.
[LXX | EL | OT | Leviticus | Chapter 22 | Verse 32] Καὶ οὐ βεβηλώσετε τὸ ὄνομα τοῦ ἁγίου, καὶ ἁγιασθήσομαι ἐν μέσῳ τῶν υἱῶν Ἰσραήλ· ἐγὼ Κύριος ὁ ἁγιάζων ὑμᾶς,
[LXX | EL | OT | Leviticus | Chapter 22 | Verse 33] ὁ ἐξαγαγὼν ὑμᾶς ἐκ γῆς Αἰγύπτου, ὥστε εἶναι ὑμῶν Θεός· ἐγὼ Κύριος.
