[LXX | EL | OT | Leviticus | Chapter 13 | Verse 1] Καὶ ἐλάλησε Κύριος πρὸς Μωυσῆν καὶ Ἀαρὼν, λέγων,
[LXX | EL | OT | Leviticus | Chapter 13 | Verse 12] Ἐὰν δὲ ἀνθοῦσα ἐξανθήσῃ λέπρα ἐν τῷ δέρματι, καὶ καλύψῃ ἡ λέπρα πᾶν τὸ δέρμα τῆς ἁφῆς ἀπὸ κεφαλῆς ἕως ποδῶν, καθʼ ὅλην τὴν ὅρασιν τοῦ ἱερέως·
[LXX | EL | OT | Leviticus | Chapter 13 | Verse 13] Καὶ ὄψεται ὁ ἱερεὺς, καὶ ἰδοὺ ἐκάλυψεν ἡ λέπρα πᾶν τὸ δέρμα τοῦ χρωτός· καὶ καθαριεῖ αὐτὸν ὁ ἱερεὺς τὴν ἁφήν, ὅτι πᾶν μετέβαλε λευκὸν, καθαρόν ἐστι.
[LXX | EL | OT | Leviticus | Chapter 13 | Verse 14] Καὶ ᾗ ἂν ἡμέρᾳ ὀφθῇ ἐν αὐτῷ χρὼς ζῶν, μιανθήσεται.
[LXX | EL | OT | Leviticus | Chapter 13 | Verse 15] Καὶ ὅψεται ὁ ἱερεὺς τὸν χρῶτα τὸν ὑγιῆ, καὶ μιανεῖ αὐτὸν ὁ χρὼς ὁ ὑγιὴς, ὅτι ἀκάθαρτός ἐστι· λέπρα ἐστίν.
[LXX | EL | OT | Leviticus | Chapter 13 | Verse 16] Ἐὰν δὲ ἀποκαταστῇ ὁ χρὼς ὁ ὑγιὴς, καὶ μεταβάλῃ λευκὴ, καὶ ἐλεύσεται πρὸς τὸν ἱερέα·
[LXX | EL | OT | Leviticus | Chapter 13 | Verse 17] Καὶ ὄψεται ὁ ἱερεὺς, καὶ ἰδοὺ μετέβαλεν ἡ ἁφὴ εἰς τὸ λευκόν, καὶ καθαριεῖ ὁ ἱερεὺς τὴν ἁφήν· καθαρός ἐστι.
[LXX | EL | OT | Leviticus | Chapter 13 | Verse 18] Καὶ σὰρξ ἐὰν γένηται ἐν τῷ δέρματι αὐτοῦ ἕλκος, καὶ ὑγιασθῇ,
[LXX | EL | OT | Leviticus | Chapter 13 | Verse 19] καὶ γένηται ἐν τῷ τόπῳ τοῦ ἕλκους οὐλὴ λευκὴ, ἢ τηλαυγὴς λευκαίνουσα, ἢ πυῤῥίζουσα, καὶ ὀφθήσεται τῷ ἱερεῖ·
[LXX | EL | OT | Leviticus | Chapter 13 | Verse 20] Καὶ ὄψεται ὁ ἱερεὺς, καὶ ἰδοὺ ἡ ὄψις ταπεινοτέρα τοῦ δέρματος, καὶ ἡ θρὶξ αὐτῆς μετέβαλεν εἰς λευκὴν, καὶ μιανεῖ αὐτὸν ὁ ἱερεὺς, ὅτι λέπρα ἐστίν· ἐν τῷ ἕλκει ἐξήνθησεν.
[LXX | EL | OT | Leviticus | Chapter 13 | Verse 21] Ἐὰν δὲ ἴδῃ ὁ ἱερεὺς, καὶ ἰδοὺ οὐκ ἔστιν ἐν αὐτῷ θρὶξ λευκὴ, καὶ ταπεινὸν μὴ ᾖ ἀπὸ τοῦ δέρματος τοῦ χρωτὸς, καὶ αὐτὴ ᾖ ἀμαυρά, καὶ ἀφοριεῖ αὐτὸν ὁ ἱερεὺς ἑπτὰ ἡμέρας.
[LXX | EL | OT | Leviticus | Chapter 13 | Verse 22] Ἐὰν δὲ διαχύσει διαχέηται ἐν τῷ δέρματι, καὶ μιανεῖ αὐτὸν ὁ ἱερεὺς, ἁφὴ λέπρας ἐστίν· ἐν τῷ ἕλκει ἐξήνθησεν·
[LXX | EL | OT | Leviticus | Chapter 13 | Verse 23] Ἐὰν δὲ κατὰ χώραν μείνῃ τὸ τηλαύγημα καὶ μὴ διαχέηται, οὐλὴ τοῦ ἕλκους ἐστὶ, καὶ καθαριεῖ αὐτὸν ὁ ἱερεύς.
[LXX | EL | OT | Leviticus | Chapter 13 | Verse 24] Καὶ σὰρξ ἐὰν γένηται ἐν τῷ δέρματι αὐτοῦ κατάκαυμα πυρὸς, καὶ γένηται ἐν τῷ δέρματι αὐτοῦ τὸ ὑγιασθὲν τοῦ κατακαύματος αὐγάζον τηλαυγὲς λευκὸν, ὑποπυῤῥίζον, ἢ ἔκλευκον·
[LXX | EL | OT | Leviticus | Chapter 13 | Verse 25] Καὶ ὄψεται αὐτὸν ὁ ἱερεὺς, καὶ ἰδοὺ μετέβαλε θρὶξ λευκὴ εἰς τὸ αὐγάζον, καὶ ἡ ὄψις αὐτοῦ ταπεινὴ ἀπὸ τοῦ δέρματος, λέπρα ἐστίν· ἐν τῷ κατακαύματι ἐξήνθησε· καὶ μιανεῖ αὐτὸν ὁ ἱερεὺς, ἁφὴ λέπρας ἐστίν.
[LXX | EL | OT | Leviticus | Chapter 13 | Verse 26] Ἐὰν δὲ ἴδῃ ὁ ἱερεὺς, καὶ ἰδοὺ οὐκ ἔστιν ἐν τῷ· αὐγάζοντι θρὶξ λευκή, καὶ ταπεινὸν μὴ ᾖ ἀπὸ τοῦ δέρματος, αὐτὸ δὲ ἀμαυρὸν, καὶ ἀφοριεῖ αὐτὸν ὁ ἱερεὺς ἑπτὰ ἡμέρας.
[LXX | EL | OT | Leviticus | Chapter 13 | Verse 27] Καὶ ὄψεται αὐτὸν ὁ ἱερεὺς τῇ ἡμέρᾳ τῇ ἑβδόμῃ· ἐὰν δὲ διαχύσει διαχέηται ἐν τῷ δέρματι, καὶ μιανεῖ αὐτὸν ὁ ἱερεὺς, ἁφὴ λέπρας ἐστίν· ἐν τῷ ἕλκει ἐξήνθησεν.
[LXX | EL | OT | Leviticus | Chapter 13 | Verse 28] Ἐὰν δὲ κατὰ χώραν μείνῃ τὸ αὐγάζον, καὶ μὴ διαχυθῇ ἐν τῷ δέρματι, αὐτὴ δὲ ἀμαυρὰ ᾖ, οὐλὴ τοῦ κατακαύματός ἐστι, καὶ καθαριεῖ αὐτὸν ὁ ἱερεύς· ὁ γὰρ χαρακτὴρ τοῦ κατακαύματός ἐστι.
[LXX | EL | OT | Leviticus | Chapter 13 | Verse 29] Καὶ ἀνδρὶ ἢ γυναικὶ ἐὰν γένηται ἐν αὐτοῖς ἁφὴ λέπρας ἐν τῇ κεφαλῇ ἢ ἐν τῷ πώγωνι·
[LXX | EL | OT | Leviticus | Chapter 13 | Verse 30] Καὶ ὄψεται ὁ ἱερεὺς τὴν ἁφὴν, καὶ ἰδοὺ ἡ ὄψις αὐτῆς ἐγκοιλοτέρα τοῦ δέρματος, ἐν αὐτῇ δὲ θρὶξ ξανθίζουσα λεπτὴ, καὶ μιανεῖ αὐτὸν ὁ ἱερεύς· θραῦσμά ἐστι, λέπρα τῆς κεφαλῆς ἢ λέπρα τοῦ πώγωνός ἐστι.
[LXX | EL | OT | Leviticus | Chapter 13 | Verse 31] Καὶ ἐὰν ἴδῃ ὁ ἱερεὺς τὴν ἁφὴν τοῦ θραύσματος, καὶ ἰδοὺ οὐχ ἡ ὄψις ἐγκοιλοτέρα τοῦ δέρματος, καὶ θρὶξ ξανθίζουσα οὐκ ἔστιν ἐν αὐτῇ, καὶ ἀφοριεῖ ὁ ἱερεὺς τὴν ἁφὴν τοῦ θραύσματος ἑπτὰ ἡμέρας.
[LXX | EL | OT | Leviticus | Chapter 13 | Verse 32] Καὶ ὄψεται ὁ ἱερεὺς τὴν ἁφὴν τῇ ἡμέρᾳ τῇ ἑβδόμῃ, καὶ ἰδοὺ οὐ διεχύθη τὸ θραῦσμα, καὶ θρὶξ ξανθίζουσα οὐκ ἔστιν ἐν αὐτῇ, καὶ ἡ ὄψις τοῦ θραύσματος οὐκ ἔστι κοίλη ἀπὸ τοῦ δέρματος·
[LXX | EL | OT | Leviticus | Chapter 13 | Verse 33] Καὶ ξυρηθήσεται τὸ δέρμα, τὸ δὲ θραῦσμα οὐ ξυρηθήσεται, καὶ ἀφοριεῖ ὁ ἱερεὺς τὸ θραῦσμα ἑπτὰ ἡμέρας τὸ δεύτερον.
[LXX | EL | OT | Leviticus | Chapter 13 | Verse 34] Καὶ ὄψεται ὁ ἱερεὺς τὸ θραῦσμα τῇ ἡμέρᾳ τῇ ἑβδόμῃ, καὶ ἰδοὺ οὐ διεχύθη τὸ θραῦσμα ἐν τῷ δέρματι μετὰ τὸ ξυρηθῆναι αὐτόν, καὶ ἡ ὄψις τοῦ θραύσματος οὐκ ἔστιν κοίλη ἀπὸ τοῦ δέρματος, καὶ καθαριεῖ αὐτὸν ὁ ἱερεὺς, καὶ πλυνάμενος τὰ ἱμάτια, καθαρὸς ἔσται.
[LXX | EL | OT | Leviticus | Chapter 13 | Verse 35] Ἐὰν δὲ διαχύσει διαχέηται τὸ θραῦσμα ἐν τῷ δέρματι μετὰ τὸ καθαρισθῆναι αὐτόν·
[LXX | EL | OT | Leviticus | Chapter 13 | Verse 36] Καὶ ὄψεται ὁ ἱερεὺς, καὶ ἰδοὺ διακέχυται τὸ θραῦσμα ἐν τῷ δέρματι, οὐκ ἐπισκέψεται ὁ ἱερεὺς περὶ τῆς τριχὸς τῆς ξανθῆς, ὅτι ἀκάθαρτός ἐστιν.
[LXX | EL | OT | Leviticus | Chapter 13 | Verse 37] Ἐὰν δὲ ἐνώπιον μείνῃ ἐπὶ χώρας τὸ θραῦσμα, καὶ θρὶξ μέλαινα ἀνατείλῃ ἐν αὐτῷ, ὑγίακε τὸ θραῦσμα, καθαρός ἐστι, καὶ καθαριεῖ αὐτὸν ὁ ἱερεύς.
[LXX | EL | OT | Leviticus | Chapter 13 | Verse 38] Καὶ ἀνδρὶ ἢ γυναικὶ ἐὰν γένηται ἐν δέρματι τῆς σαρκὸς αὐτοῦ αὐγάματα αὐγάζοντα λευκανθίζοντα·
[LXX | EL | OT | Leviticus | Chapter 13 | Verse 39] καὶ ὄψεται ὁ ἱερεὺς, καὶ ἰδοὺ ἐν δέρματι τῆς σαρκὸς αὐτοῦ αὐγάσματα αὐγάζοντα λευκαθίζοντα, ἀλφός ἐστιν· ἐξανθεῖ ἐν τῷ δέρματι τῆς σαρκὸς αὐτοῦ, καθαρός ἐστιν.
[LXX | EL | OT | Leviticus | Chapter 13 | Verse 40] Ἐὰν δέ τινι μαδήσῃ ἡ κεφαλὴ αὐτοῦ, φαλακρός ἐστι, καθαρός ἐστιν.
[LXX | EL | OT | Leviticus | Chapter 13 | Verse 41] Ἐὰν δὲ κατὰ πρόσωπον μαδήσῃ ἡ κεφαλὴ αὐτοῦ, ἀναφάλαντός ἐστι, καθαρός ἐστιν.
[LXX | EL | OT | Leviticus | Chapter 13 | Verse 42] Ἐὰν δὲ γένηται ἐν τῷ φαλακρώματι αὐτοῦ ἢ ἐν τῷ ἀναφαλαντώματι αὐτοῦ ἁφὴ λευκὴ ἢ πυῤῥίζουσα, λέπρα ἐστὶν ἐν τῷ φαλακρώματι αὐτοὺ, ἢ ἐν τῷ ἀναφαλαντώματι αὐτοῦ·
[LXX | EL | OT | Leviticus | Chapter 13 | Verse 43] καὶ ὄψεται αὐτὸν ὁ ἱερεύς, καὶ ἰδοὺ ἡ ὄψις τῆς ἁφῆς λευκὴ ἢ πυῤῥίζουσα ἐν τῷ φαλακρώματι αὐτοῦ ἢ ἐν τῷ ἀναφαλαντώματι αὐτοῦ, ὡς ωἶδος λέπρας ἐν δέρματι τῆς σαρκὸς αὐτοῦ·
[LXX | EL | OT | Leviticus | Chapter 13 | Verse 44] Ἄνθρωπος λεπρός ἐστι· μιάνσει μιανεῖ αὐτὸν ὁ ἱερεὺς, ἐν τῇ κεφαλῇ αὐτοῦ ἡ ἁφὴ αὐτοῦ.
[LXX | EL | OT | Leviticus | Chapter 13 | Verse 45] Καὶ ὁ λεπρὸς ἐν ᾧ ἐστιν ἡ ἁφὴ, τὰ ἱμάτια αὐτοῦ ἔστω παραλελυμένα, καὶ ἡ κεφαλὴ αὐτοῦ ἀκάλυπτος, καὶ περὶ τὸ στόμα αὐτοῦ περιβαλέσθω, καὶ ἀκάθαρτος κεκλήσεται.
[LXX | EL | OT | Leviticus | Chapter 13 | Verse 46] Πάσας τὰς ἡμέρας, ὅσας ἐὰν ᾖ ἐπʼ αὐτὸν ἡ ἁφὴ, ἀκάθαρτος ὢν ἀκάθαρτος ἔσται· κεχωρισμένος καθήσεται, ἔξω τῆς παρεμβολῆς αὐτοῦ ἔσται ἡ διατριβή.
[LXX | EL | OT | Leviticus | Chapter 13 | Verse 47] Καὶ ἱματίῳ ἐὰν γένηται ἁφὴ ἐν αὐτῷ λέπρας, ἐν ἱματίῳ ἐρέῳ, ἢ ἐν ἱματίῳ στυππυίνῳ,
[LXX | EL | OT | Leviticus | Chapter 13 | Verse 48] ἢ ἐν στήμονι, ἢ ἐν κρόκῃ, ἢ ἐν τοῖς λινοῖς, ἢ ἐν τοῖς ἐρέοις, ἢ ἐν δέρματι, ἢ ἐν παντὶ ἐργασίμῳ δέρματι,
[LXX | EL | OT | Leviticus | Chapter 13 | Verse 49] καὶ γένηται ἡ ἁφὴ χλωρίζουσα ἢ πυῤῥίζουσα ἐν τῷ δέρματι, ἢ ἐν τῷ ἱματίῳ, ἢ ἐν τῷ στήμονι, ἢ ἐν τῇ κρόκῃ, ἢ ἐν παντὶ σκεύει ἐργασίμῳ δέρματος, ἁφὴ λέπρας ἐστί· καὶ δείξει τῷ ἱερεῖ·
[LXX | EL | OT | Leviticus | Chapter 13 | Verse 50] Καὶ ὄψεται ὁ ἱερεὺς τὴν ἁφήν, καὶ ἀφοριεῖ ὁ ἱερεὺς τὴν ἁφὴν ἑπτὰ ἡμέρας.
[LXX | EL | OT | Leviticus | Chapter 13 | Verse 51] Καὶ ὄψεται ὁ ἱερεὺς τὴν ἁφὴν τῇ ἡμέρᾳ τῇ ἑβδόμῃ· ἐὰν δὲ διαχέηται ἡ ἁφὴ ἐν τῷ ἱματίῳ, ἢ ἐν τῷ στήμονι, ἢ ἐν τῇ κρόκῃ, ἢ ἐν τῷ δέρματι, κατὰ πάντα ὅσα ἐὰν ποιηθῇ δέρματα ἐν τῇ ἐργασίᾳ, λέπρα ἔμμονός ἐστιν ἡ ἁφὴ, ἀκάθαρτός ἐστι.
[LXX | EL | OT | Leviticus | Chapter 13 | Verse 52] Κατακαύσει τὸ ἱμάτιον, ἢ τὸν στήμονα, ἢ τὴν κρόκην ἐν τοῖς ἐρέοις, ἢ ἐν τοῖς λινοῖς, ἢ ἐν παντὶ σκεύει δερματίνῳ, ἐν ᾧ ἂν ᾖ ἐν αὐτῷ ἡ ἁφὴ, ὅτι λέπρα ἔμμονός ἐστιν, ἐν πυρὶ κατακαυθήσεται.
[LXX | EL | OT | Leviticus | Chapter 13 | Verse 53] Ἐὰν δὲ ἴδῃ ὁ ἱερεὺς, καὶ μὴ διαχέηται ἡ ἁφὴ ἐν τῷ ἱματίῳ, ἢ ἐν τῷ στήμονι, ἢ ἐν τῇ κρόκῃ, ἢ ἐν παντὶ σκεύει δερματίνῳ·
[LXX | EL | OT | Leviticus | Chapter 13 | Verse 54] Καὶ συντάξει ὁ ἱερεύς, καὶ πλυνεῖ ἐφʼ οὗ ἐὰν ᾖ ἐπʼ αὐτοῦ ἡ ἁφὴ, καὶ ἀφοριεῖ ὁ ἱερεὺς τὴν ἁφὴν ἑπτὰ ἡμέρας τοδέυτερον.
[LXX | EL | OT | Leviticus | Chapter 13 | Verse 55] Καὶ ὄψεται ὁ ἱερεὺς μετὰ τὸ πλυθῆναι αὐτὸ τὴν ἁφὴν, καὶ ἥδε οὐ μὴ μετέβαλεν ἡ ἁφὴ τὴν ὄψιν, καὶ ἡ ἁφὴ οὐ διαχεῖται, ἀκάθαρτόν ἐστιν, ἐν πυρὶ κατακαυθήσεται· ἐστήρικται ἐν τῷ ἱματίῳ, ἢ ἐν τῷ στήμονι, ἢ ἐν τῇ κρόκη.
[LXX | EL | OT | Leviticus | Chapter 13 | Verse 56] Καὶ ἐὰν ἴδῃ ὁ ἱερεὺς, καὶ ᾖ ἀμαυρὰ ἡ ἁφὴ μετὰ τὸ πλυθήναι αὐτὸ, ἀποῤῥήξει αὐτὸ ἀπὸ τοῦ ἱματίου, ἢ ἀπὸ τοῦ στήμονος, ἢ ἀπὸ τῆς κρόκης, ἢ ἀπὸ τοῦ δέρματος.
[LXX | EL | OT | Leviticus | Chapter 13 | Verse 57] Ἐὰν δὲ ὀφθῇ ἔτι ἐν τῷ ἱματίῳ, ἢ ἐν τῷ στήμονι, ἢ ἐν τῇ κρόκῃ, ἢ ἐν παντὶ σκεύει δερματίνῳ, λέπρα ἐξανθοῦσά ἐστιν ἐν πυρὶ κατακαυθήσεται ἐν ᾧ ἐστιν ἡ ἁφή.
[LXX | EL | OT | Leviticus | Chapter 13 | Verse 58] Καὶ τὸ ἱμάτιον, ἢ ὁ στήμων, ἢ ἡ κρόκη, ἢ πᾶν σκεῦος δερμάτινον, ὃ πλυθήσεται, καὶ ἀποστήσεται ἀπʼ αὐτοῦ ἡ ἁφὴ, καὶ πλυθήσεται τὸ δέυτερον, καὶ καθαρὸν ἔσται.
[LXX | EL | OT | Leviticus | Chapter 13 | Verse 59] Οὗτος ὁ νόμος ἁφῆς λέπρας ἱματίου ἐρέου, ἢ στυππυίνου, ἢ στήμονος, ἢ κρόκης, ἢ παντὸς σκεύους δερματίνου, εἰς τὸ καθαρίσαι αὐτὸ, ἢ μιᾶναι αὐτό.
