[LXX | EL | OT | Leviticus | Chapter 19 | Verse 1] Καὶ ἐλάλησε Κύριος πρὸς Μωυσῆν, λέγων,
[LXX | EL | OT | Leviticus | Chapter 19 | Verse 16] Οὐ πορεύσῃ δόλῳ ἐν τῷ ἔθνει σου· οὐκ ἐπιστήσῃ ἐφʼ αἷμα τοῦ πλησίον σου· ἐγώ εἰμι Κύριος ὁ Θεὸς ὑμῶν.
[LXX | EL | OT | Leviticus | Chapter 19 | Verse 17] Οὐ μισήσεις τὸν ἀδελφόν σου τῇ διανοίᾳ σου· ἐλεγμῷ ἐλέγξεις τὸν πλησίον σου, καὶ οὐ λήψῃ διʼ αὐτὸν ἁμαρτίαν.
[LXX | EL | OT | Leviticus | Chapter 19 | Verse 18] Καὶ οὐκ ἐκδικᾶταί σου ἡ χείρ· καὶ οὐ μηνιεῖς τοῖς υἱοῖς τοῦ λαοῦ σου· καὶ ἀγαπήσεις τὸν πλησίον σου ὡς σεαυτόν· ἐγώ εἰμι Κύριος.
[LXX | EL | OT | Leviticus | Chapter 19 | Verse 19] Τὸν νόμον μου φυλάξεσθε· τὰ κτήνη σου οὐ κατοχεύσεις ἑτεροζύγῳ· καὶ τὸν ἀμπελῶνά σου οὐ κατασπερεῖς διάφορον· καὶ ἱμάτιον ἐκ δύο ὑφασμένον κίβδηλον οὐκ ἐπιβαλεῖς σεαυτῷ.
[LXX | EL | OT | Leviticus | Chapter 19 | Verse 20] Καὶ ἐάν τις κοιμηθῇ μετὰ γυναικὸς κοίτην σπέρματος, καὶ αὕτη ᾖ οἰκέτις διαπεφυλαγμένη ἀνθρώπῳ, καὶ αὕτη λύτροις οὐ λελύτρωται, ἢ ἐλευθερία οὐκ ἐδόθη αὐτῇ, ἐπισκοπὴ ἔσται αὐτοῖς· οὐκ ἀποθανοῦνται, ὅτι οὐκ ἀπηλευθερώθη.
[LXX | EL | OT | Leviticus | Chapter 19 | Verse 21] Καὶ προσάξει τῆς πλημμελείας αὐτοῦ τῷ Κυρίῳ παρὰ τὴν θύραν τῆς σκηνῆς τοῦ μαρτυρίου κριὸν πλημμελείας.
[LXX | EL | OT | Leviticus | Chapter 19 | Verse 22] Καὶ ἐξιλάσεται περὶ αὐτοῦ ὁ ἱερεὺς ἐν τῷ κριῷ τῆς πλημμελείας ἔναντι Κυρίου περὶ τῆς ἁμαρτίας ἧς ἥμαρτε, καὶ ἀφεθήσεται αὐτῷ ἡ ἁμαρτία ἣν ἥμαρτεν.
[LXX | EL | OT | Leviticus | Chapter 19 | Verse 23] Ὅταν δὲ εἰσέλθητε εἰς τὴν γῆν, ἣν Κύριος ὁ Θεὸς ὑμῶν δίδωσιν ὑμῖν, καὶ καταφυτεύσετε πᾶν ξύλον βρώσιμον, καὶ περικαθαριεῖτε τὴν ἀκαθαρσίαν αὐτοῦ· ὁ καρπὸς αὐτοῦ τρία ἔτη ἔσται ὑμῖν ἀπερικάθαρτος, οὐ βρωθήσεται.
[LXX | EL | OT | Leviticus | Chapter 19 | Verse 24] Καὶ τῷ ἔτει τῷ τετάρτῳ ἔσται πᾶς ὁ καρπὸς αὐτοῦ ἅγιος αἰνετὸς τῷ Κυρίῳ.
[LXX | EL | OT | Leviticus | Chapter 19 | Verse 25] Ἐν δὲ τῷ ἔτει τῷ πέμπτῳ φάγεσθε τὸν καρπόν, πρόσθεμα ὑμῖν τὰ γεννήματα αὐτοῦ· ἐγώ εἰμι Κύριος ὁ Θεὸς ὑμῶν.
[LXX | EL | OT | Leviticus | Chapter 19 | Verse 26] Μὴ ἔσθετε ἐπὶ τῶν ὀρέων, καὶ οὐκ οἰωνιεῖσθε, οὐδὲ ὀρνιθοσκοπήσεσθε.
[LXX | EL | OT | Leviticus | Chapter 19 | Verse 27] Οὐ ποιήσετε σισόην ἐκ τῆς κόμης τῆς κεφαλῆς ὑμῶν, οὐδὲ φθερεῖτε τὴν ὄψιν τοῦ πώγωνος ὑμῶν.
[LXX | EL | OT | Leviticus | Chapter 19 | Verse 28] Καὶ ἐντομίδας οὐ ποιήσετε ἐπὶ ψυχῇ ἐν τῷ σώματι ὑμῶν· καὶ γράμματα στικτὰ οὐ ποιήσετε ἐν ὑμῖν· ἐγώ εἰμι Κύριος ὁ Θεὸς ὑμῶν.
[LXX | EL | OT | Leviticus | Chapter 19 | Verse 29] Οὐ βεβηλώσεις τὴν θυγατέρα σου ἐκπορνεῦσαι αὐτήν· καὶ οὐκ ἐκπορνεύσει ἡ γῆ, καὶ ἡ γῆ πλησθήσεται ἀνομίας.
[LXX | EL | OT | Leviticus | Chapter 19 | Verse 30] Τὰ σάββατά μον φυλάξεσθε, καὶ ἀπὸ τῶν ἁγίων μου φοβηθήσεσθε· ἐγώ εἰμι Κύριος.
[LXX | EL | OT | Leviticus | Chapter 19 | Verse 31] Οὐκ ἐπακολουθήσετε ἐγγαστριμύθοις, καὶ τοῖς ἐπαοιδοῖς οὐ προσκολληθήσεσθε, ἐκμιανθῆναι ἐν αὐτοῖς· ἐγώ εἰμι Κύριος ὁ Θεὸς ὑμῶν.
[LXX | EL | OT | Leviticus | Chapter 19 | Verse 32] Ἀπὸ προσώπου πολιοῦ ἐξαναστήσῃ, καὶ τιμήσεις πρόσωπον πρεσβυτέρου, καὶ φοβηθήσῃ τὸν Θεόν σου· ἐγώ εἰμι Κύριος ὁ Θεὸς ὑμῶν.
[LXX | EL | OT | Leviticus | Chapter 19 | Verse 33] Ἐὰν δέ τις προσέλθῃ ὑμῖν προσήλυτος ἐν τῇ γῇ ὑμῶν, οὐ θλίψετε αὐτόν.
[LXX | EL | OT | Leviticus | Chapter 19 | Verse 34] Ὡς ὁ αὐτόχθων ἐν ὑμῖν ἔσται ὁ προσήλυτος ὁ προσπορευόμενος πρὸς ὑμᾶς, καὶ ἀγαπήσεις αὐτὸν ὡς σεαυτόν· ὅτι προσήλυτοι ἐγενήθητε ἐν γῇ Αἰγύπτῳ· ἐγώ εἰμι Κύριος ὁ Θεὸς ὑμῶν.
[LXX | EL | OT | Leviticus | Chapter 19 | Verse 35] Οὐ ποιήσετε ἄδικον ἐν κρίσει, ἐν μέτροις καὶ ἐν σταθμίοις καὶ ἐν ζυγοῖς.
[LXX | EL | OT | Leviticus | Chapter 19 | Verse 36] Ζυγὰ δίκαια καὶ σταθμία δίκαια καὶ χοῦς δίκαιος ἔσται ἐν ὑμιν· ἐγώ εἰμι Κύριος ὁ Θεὸς ὑμῶν, ὁ ἐξαγαγὼν ὑμᾶς ἐκ γῆς Αἰγύπτου.
[LXX | EL | OT | Leviticus | Chapter 19 | Verse 37] Καὶ φυλάξεσθε πάντα τὸν νόμον μου, καὶ πάντα τὰ προστάγματά μου, καὶ ποιήσετε αὐτά· ἐγώ εἰμι Κύριος ὁ Θεὸς ὑμῶν.
