[IRV | PA | OT | 2 Samuel | Chapter 5 | Verse 1] ਇਹ ਦੇ ਬਾਅਦ ਇਸਰਾਏਲ ਦੇ ਸਾਰੇ ਗੋਤ ਹਬਰੋਨ ਵਿੱਚ ਦਾਊਦ ਦੇ ਕੋਲ ਇਕੱਠੇ ਹੋਏ ਅਤੇ ਉਸ ਨੂੰ ਆਖਿਆ, ਵੇਖੋ, ਅਸੀਂ ਤੁਹਾਡੀ ਹੀ ਹੱਡੀ ਅਤੇ ਮਾਸ ਹਾਂ।
[IRV | PA | OT | 2 Samuel | Chapter 5 | Verse 12] ਦਾਊਦ ਜਾਣ ਗਿਆ ਕਿ ਯਹੋਵਾਹ ਨੇ ਉਸ ਨੂੰ ਇਸਰਾਏਲ ਦਾ ਰਾਜਾ ਠਹਿਰਾਇਆ ਹੈ, ਅਤੇ ਉਸ ਨੇ ਮੇਰੇ ਰਾਜ ਨੂੰ ਆਪਣੀ ਪਰਜਾ ਇਸਰਾਏਲ ਦੇ ਲਈ ਹੀ ਵਧਾਇਆ ਹੈ।
[IRV | PA | OT | 2 Samuel | Chapter 5 | Verse 13] ਦਾਊਦ ਨੇ ਹਬਰੋਨ ਤੋਂ ਆ ਕੇ ਯਰੂਸ਼ਲਮ ਵਿੱਚ ਹੋਰ ਵੀ ਰਖ਼ੈਲਾਂ ਰੱਖੀਆਂ ਅਤੇ ਇਸਤਰੀਆਂ ਨਾਲ ਵਿਆਹ ਕੀਤਾ ਅਤੇ ਦਾਊਦ ਤੋਂ ਹੋਰ ਵੀ ਪੁੱਤਰ ਅਤੇ ਧੀਆਂ ਜੰਮੇ।
[IRV | PA | OT | 2 Samuel | Chapter 5 | Verse 14] ਉਸ ਦੇ ਪੁੱਤਰਾਂ ਦੇ ਨਾਮ ਜਿਹੜੇ ਯਰੂਸ਼ਲਮ ਵਿੱਚ ਜੰਮੇ ਇਹ ਸਨ - ਸ਼ਮੂਆਹ, ਸ਼ੋਬਾਬ, ਨਾਥਾਨ, ਅਤੇ ਸੁਲੇਮਾਨ,
[IRV | PA | OT | 2 Samuel | Chapter 5 | Verse 15] ਯਿਬਹਾਰ, ਅਲੀਸ਼ੂਆ, ਨਫ਼ਗ, ਅਤੇ ਯਾਫ਼ੀਆ
[IRV | PA | OT | 2 Samuel | Chapter 5 | Verse 16] ਅਲੀਸ਼ਾਮਾ, ਅਲਯਾਦਾ ਅਤੇ ਅਲੀਫ਼ਾਲਟ।
[IRV | PA | OT | 2 Samuel | Chapter 5 | Verse 17] ਜਦ ਫ਼ਲਿਸਤੀਆਂ ਨੇ ਸੁਣਿਆ ਕਿ ਦਾਊਦ ਦਾ ਸਾਰੇ ਇਸਰਾਏਲ ਉੱਤੇ ਰਾਜਾ ਹੋਣ ਲਈ ਮਸਹ ਕੀਤਾ ਗਿਆ ਹੈ, ਤਦ ਸਾਰੇ ਫ਼ਲਿਸਤੀ ਦਾਊਦ ਨੂੰ ਲੱਭਣ ਲਈ ਆਏ। ਦਾਊਦ ਨੇ ਇਹ ਸੁਣਿਆ ਇਸ ਲਈ ਉਹ ਗੜ੍ਹ ਵਿੱਚ ਚਲਾ ਗਿਆ।
[IRV | PA | OT | 2 Samuel | Chapter 5 | Verse 18] ਫ਼ਲਿਸਤੀ ਆਏ ਅਤੇ ਰਫ਼ਾਈਆਂ ਦੀ ਘਾਟੀ ਵਿੱਚ ਫੈਲ ਗਏ।
[IRV | PA | OT | 2 Samuel | Chapter 5 | Verse 19] ਤਦ ਦਾਊਦ ਨੇ ਯਹੋਵਾਹ ਕੋਲੋਂ ਪੁੱਛਿਆ, ਕੀ ਮੈਂ ਫ਼ਲਿਸਤੀਆਂ ਦਾ ਸਾਹਮਣਾ ਕਰਨ ਨੂੰ ਜਾਂਵਾਂ? ਕੀ ਤੂੰ ਉਨ੍ਹਾਂ ਨੂੰ ਮੇਰੇ ਵੱਸ ਕਰ ਦੇਵੇਂਗਾ? ਯਹੋਵਾਹ ਨੇ ਦਾਊਦ ਨੂੰ ਆਖਿਆ, ਜਾ, ਹਮਲਾ ਕਰ ਕਿਉਂ ਜੋ ਜ਼ਰੂਰ ਹੀ ਮੈਂ ਫ਼ਲਿਸਤੀਆਂ ਨੂੰ ਤੇਰੇ ਅਧੀਨ ਕਰ ਦਿਆਂਗਾ।
[IRV | PA | OT | 2 Samuel | Chapter 5 | Verse 20] ਇਸ ਲਈ ਦਾਊਦ ਬਆਲ-ਪਰਾਸੀਮ ਵਿੱਚ ਆਇਆ ਅਤੇ ਉੱਥੇ ਦਾਊਦ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਮਾਰਿਆ ਅਤੇ ਆਖਿਆ, ਯਹੋਵਾਹ ਮੇਰੇ ਸਾਹਮਣੇ ਮੇਰੇ ਵੈਰੀਆਂ ਤੇ ਇਸ ਤਰ੍ਹਾਂ ਟੁੱਟ ਪਿਆ ਜਿਵੇਂ ਪਾਣੀ ਦੀਆਂ ਲਹਿਰਾਂ ਰੋੜ੍ਹ ਕੇ ਲੈ ਜਾਂਦੀਆਂ ਹਨ! ਇਸ ਲਈ ਉਸ ਨੇ ਉਸ ਥਾਂ ਦਾ ਨਾਮ ਬਆਲ-ਪਰਾਸੀਮ ਰੱਖਿਆ।
[IRV | PA | OT | 2 Samuel | Chapter 5 | Verse 21] ਉਨ੍ਹਾਂ ਨੇ ਆਪਣੀਆਂ ਮੂਰਤਾਂ ਨੂੰ ਉੱਥੇ ਛੱਡਿਆ, ਸੋ ਦਾਊਦ ਅਤੇ ਉਸ ਦੇ ਲੋਕਾਂ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਚੁੱਕ ਲਿਆ।
[IRV | PA | OT | 2 Samuel | Chapter 5 | Verse 22] ਫ਼ਲਿਸਤੀ ਫੇਰ ਮੁੜ ਆਏ ਅਤੇ ਰਫ਼ਾਈਆਂ ਦੀ ਘਾਟੀ ਵਿੱਚ ਫੈਲ ਗਏ।
[IRV | PA | OT | 2 Samuel | Chapter 5 | Verse 23] ਸੋ ਦਾਊਦ ਨੇ ਯਹੋਵਾਹ ਕੋਲੋਂ ਫੇਰ ਸਲਾਹ ਮੰਗੀ ਅਤੇ ਉਸ ਨੇ ਆਖਿਆ, ਤੂੰ ਚੜ੍ਹਾਈ ਨਾ ਕਰ ਪਰ ਪਿੱਛੇ ਦੀ ਹੋ ਕੇ ਉਨ੍ਹਾਂ ਨੂੰ ਘੇਰਾ ਪਾ ਅਤੇ ਤੂਤ ਦੇ ਰੁੱਖਾਂ ਦੇ ਸਾਹਮਣੇ ਹੋ ਕੇ ਉਨ੍ਹਾਂ ਉੱਤੇ ਹਮਲਾ ਕਰ,
[IRV | PA | OT | 2 Samuel | Chapter 5 | Verse 24] ਅਤੇ ਜਿਸ ਵੇਲੇ ਤੂੰ ਤੂਤਾਂ ਦੇ ਰੁੱਖਾਂ ਦੀਆਂ ਉੱਪਰਲੀਆਂ ਟਾਹਣੀਆਂ ਵਿੱਚ ਤੁਰਨ ਦੀ ਅਵਾਜ਼ ਸੁਣੇ ਤਾਂ ਸੁਚੇਤ ਹੋ ਕਿਉਂ ਜੋ ਉਸ ਵੇਲੇ ਯਹੋਵਾਹ ਤੇਰੇ ਅੱਗੇ-ਅੱਗੇ ਤੁਰ ਕੇ ਫ਼ਲਿਸਤੀਆਂ ਦੀ ਸੈਨਾਂ ਨੂੰ ਮਾਰੇਗਾ।
[IRV | PA | OT | 2 Samuel | Chapter 5 | Verse 25] ਇਸ ਲਈ ਜਿਵੇਂ ਯਹੋਵਾਹ ਨੇ ਉਹ ਨੂੰ ਹੁਕਮ ਦਿੱਤਾ ਸੀ, ਦਾਊਦ ਨੇ ਉਸੇ ਤਰ੍ਹਾਂ ਹੀ ਕੀਤਾ, ਅਤੇ ਫ਼ਲਿਸਤੀਆਂ ਨੂੰ ਗਬਾ ਤੋਂ ਲੈ ਕੇ ਗਜ਼ਰ ਵਿੱਚ ਪਹੁੰਚਣ ਤੱਕ ਮਾਰਿਆ।
