[IRV | PA | OT | 2 Samuel | Chapter 17 | Verse 1] ਅਹੀਥੋਫ਼ਲ ਨੇ ਅਬਸ਼ਾਲੋਮ ਨੂੰ ਇਹ ਵੀ ਆਖਿਆ ਕਿ ਮੈਨੂੰ ਹੁਕਮ ਦਿਓ ਤਾਂ ਜੋ ਮੈਂ ਹੁਣ ਬਾਰਾਂ ਹਜ਼ਾਰ ਮਨੁੱਖ ਚੁਣ ਲਵਾਂ ਅਤੇ ਅੱਜ ਰਾਤ ਨੂੰ ਹੀ ਉੱਠ ਕੇ ਦਾਊਦ ਦਾ ਪਿੱਛਾ ਕਰਾਂਗਾ,
[IRV | PA | OT | 2 Samuel | Chapter 17 | Verse 12] ਉਸ ਵੇਲੇ ਉਹ ਜਿੱਥੇ ਕਿਤੇ ਵੀ ਹੋਵੇ, ਅਸੀਂ ਉਸ ਨੂੰ ਟੱਕਰਾਂਗੇ ਅਤੇ ਤ੍ਰੇਲ ਦੀ ਤਰ੍ਹਾਂ ਜੋ ਧਰਤੀ ਉੱਤੇ ਡਿੱਗਦੀ ਹੈ, ਉਸ ਦੇ ਉੱਤੇ ਜਾ ਪਵਾਂਗੇ। ਤਦ ਉਹ ਅਤੇ ਉਨ੍ਹਾਂ ਸਾਰੇ ਲੋਕਾਂ ਵਿੱਚੋਂ ਜੋ ਉਸ ਦੇ ਨਾਲ ਹਨ, ਇੱਕ ਵੀ ਜੀਉਂਦਾ ਨਾ ਰਹੇਗਾ।
[IRV | PA | OT | 2 Samuel | Chapter 17 | Verse 13] ਜੇਕਰ ਉਹ ਕਿਸੇ ਸ਼ਹਿਰ ਵਿੱਚ ਵੜ ਗਿਆ ਹੋਵੇ ਤਾਂ ਸਾਰੇ ਇਸਰਾਏਲੀ ਰੱਸੀਆਂ ਲੈ ਕੇ ਉਸ ਸ਼ਹਿਰ ਨੂੰ ਚੜ੍ਹ ਜਾਣਗੇ ਅਤੇ ਅਸੀਂ ਉਹ ਨੂੰ ਨਦੀ ਵਿੱਚ ਅਜਿਹਾ ਖਿੱਚ ਲਿਆਵਾਂਗੇ, ਜੋ ਉੱਥੇ ਉੱਥੋਂ ਇੱਕ ਰੋੜਾ ਵੀ ਨਹੀਂ ਲੱਭੇਗਾ।
[IRV | PA | OT | 2 Samuel | Chapter 17 | Verse 14] ਤਦ ਅਬਸ਼ਾਲੋਮ ਅਤੇ ਸਾਰੇ ਇਸਰਾਏਲ ਦੇ ਮਨੁੱਖਾਂ ਨੇ ਆਖਿਆ, ਇਹ ਸਲਾਹ ਜੋ ਹੂਸ਼ਈ ਅਰਕੀ ਨੇ ਦਿੱਤੀ ਹੈ, ਅਹੀਥੋਫ਼ਲ ਦੀ ਸਲਾਹ ਨਾਲੋਂ ਚੰਗੀ ਹੈ। ਕਿਉਂ ਜੋ ਯਹੋਵਾਹ ਨੇ ਅਹੀਥੋਫ਼ਲ ਦੀ ਚੰਗੀ ਸਲਾਹ ਉਲਟਾਉਣਾ, ਪਹਿਲਾਂ ਹੀ ਠਾਣ ਲਿਆ ਸੀ ਤਾਂ ਜੋ ਯਹੋਵਾਹ ਅਬਸ਼ਾਲੋਮ ਉੱਤੇ ਬੁਰਿਆਈ ਪਾਵੇ।
[IRV | PA | OT | 2 Samuel | Chapter 17 | Verse 15] ਤਦ ਹੂਸ਼ਈ ਨੇ ਸਾਦੋਕ ਅਤੇ ਅਬਯਾਥਾਰ ਜਾਜਕਾਂ ਨੂੰ ਆਖਿਆ, ਅਹੀਥੋਫ਼ਲ ਨੇ ਅਬਸ਼ਾਲੋਮ ਨੂੰ ਅਤੇ ਇਸਰਾਏਲ ਦੇ ਬਜ਼ੁਰਗਾਂ ਨੂੰ ਇਸ ਤਰ੍ਹਾਂ ਸਲਾਹ ਦਿੱਤੀ ਹੈ,
[IRV | PA | OT | 2 Samuel | Chapter 17 | Verse 16] ਇਸ ਲੈ ਹੁਣ ਛੇਤੀ ਹੀ ਕਿਸੇ ਨੂੰ ਭੇਜ ਕੇ ਦਾਊਦ ਨੂੰ ਆਖੋ ਕਿ ਅੱਜ ਦੀ ਰਾਤ ਉਜਾੜ ਦੇ ਪੱਤਣ ਕੋਲ ਨਾ ਰਹੋ ਪਰ ਛੇਤੀ ਨਾਲ ਪਾਰ ਲੰਘ ਜਾਓ, ਅਜਿਹਾ ਨਾ ਹੋਵੇ ਕਿ ਰਾਜਾ ਤੇ ਉਹ ਦੇ ਨਾਲ ਦੇ ਸਭ ਲੋਕ ਨਿਗਲੇ ਜਾਣ।
[IRV | PA | OT | 2 Samuel | Chapter 17 | Verse 17] ਉਸ ਵੇਲੇ ਯੋਨਾਥਾਨ ਅਤੇ ਅਹੀਮਅਸ ਏਨ-ਰੋਗੇਲ ਵਿੱਚ ਰਹਿੰਦੇ ਸਨ ਤਾਂ ਜੋ ਉਨ੍ਹਾਂ ਦਾ ਆਉਣਾ-ਜਾਣਾ ਸ਼ਹਿਰ ਵਿੱਚ ਜਾਣਿਆ ਨਾ ਜਾਵੇ ਅਤੇ ਇੱਕ ਦਾਸੀ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਜਾ ਕੇ ਦੱਸਿਆ। ਤਦ ਉਹ ਗਏ ਅਤੇ ਦਾਊਦ ਰਾਜਾ ਨੂੰ ਖ਼ਬਰ ਦਿੱਤੀ।
[IRV | PA | OT | 2 Samuel | Chapter 17 | Verse 18] ਫਿਰ ਵੀ ਇੱਕ ਜੁਆਨ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਵੇਖ ਕੇ ਅਬਸ਼ਾਲੋਮ ਨੂੰ ਜਾ ਕੇ ਦੱਸਿਆ, ਪਰ ਉਹ ਦੋਵੇਂ ਛੇਤੀ ਨਾਲ ਨਿੱਕਲ ਗਏ ਅਤੇ ਬਹੁਰੀਮ ਵਿੱਚ ਇੱਕ ਮਨੁੱਖ ਦੇ ਘਰ ਆਣ ਵੜੇ। ਉਸ ਦੇ ਵਿਹੜੇ ਵਿੱਚ ਇੱਕ ਖੂਹ ਸੀ, ਉਹ ਉਸ ਦੇ ਵਿੱਚ ਉਤਰ ਗਏ।
[IRV | PA | OT | 2 Samuel | Chapter 17 | Verse 19] ਅਤੇ ਉਸ ਦੀ ਪਤਨੀ ਨੇ ਇੱਕ ਕੱਪੜਾ ਲੈ ਕੇ ਖੂਹ ਦੇ ਮੂੰਹ ਉੱਤੇ ਪਾ ਦਿੱਤਾ ਅਤੇ ਉਸ ਉੱਤੇ ਦਲੀ ਹੋਈ ਕਣਕ ਪਾ ਦਿੱਤੀ, ਇਸ ਲਈ ਇਹ ਗੱਲ ਪਰਗਟ ਨਾ ਹੋਈ।
[IRV | PA | OT | 2 Samuel | Chapter 17 | Verse 20] ਜਦ ਅਬਸ਼ਾਲੋਮ ਦੇ ਸੇਵਕ ਉਸ ਘਰ ਵਿੱਚ ਉਸ ਇਸਤਰੀ ਕੋਲ ਆਏ ਅਤੇ ਪੁੱਛਿਆ ਕਿ ਅਹੀਮਅਸ ਅਤੇ ਯੋਨਾਥਾਨ ਕਿੱਥੇ ਹਨ? ਤਦ ਉਸ ਇਸਤਰੀ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਆਖਿਆ, ਉਹ ਤਾਂ ਨਦੀਓਂ ਪਾਰ ਲੰਘ ਗਏ ਹੋਣਗੇ ਅਤੇ ਉਨ੍ਹਾਂ ਨੇ ਉਹਨਾਂ ਨੂੰ ਜਾ ਕੇ ਲੱਭਿਆ ਪਰ ਜਦ ਉਹ ਨਾ ਲੱਭੇ ਤਾਂ ਉਹ ਯਰੂਸ਼ਲਮ ਨੂੰ ਮੁੜ ਆਏ।
[IRV | PA | OT | 2 Samuel | Chapter 17 | Verse 21] ਜਦ ਉਹ ਮੁੜ ਗਏ ਤਾਂ ਉਹ ਖੂਹ ਵਿੱਚੋਂ ਨਿੱਕਲ ਕੇ ਤੁਰ ਪਏ ਅਤੇ ਜਾ ਕੇ ਦਾਊਦ ਰਾਜਾ ਨੂੰ ਖ਼ਬਰ ਦਿੱਤੀ ਅਤੇ ਉਹਨਾਂ ਨੇ ਦਾਊਦ ਨੂੰ ਆਖਿਆ, ਉੱਠੋ ਛੇਤੀ ਪਾਰ ਲੰਘ ਜਾਓ, ਕਿਉਂ ਜੋ ਅਹੀਥੋਫ਼ਲ ਨੇ ਤੁਹਾਡੇ ਵਿਖੇ ਇਸ ਤਰ੍ਹਾਂ ਸਲਾਹ ਦਿੱਤੀ ਹੈ।
[IRV | PA | OT | 2 Samuel | Chapter 17 | Verse 22] ਤਦ ਦਾਊਦ ਅਤੇ ਉਸ ਦੇ ਨਾਲ ਦੇ ਸਾਰੇ ਲੋਕ ਉੱਠੇ ਅਤੇ ਯਰਦਨ ਤੋਂ ਪਾਰ ਲੰਘ ਗਏ। ਸਵੇਰ ਹੁੰਦਿਆਂ ਤੱਕ ਉਨ੍ਹਾਂ ਵਿੱਚੋਂ ਇੱਕ ਵੀ ਨਹੀਂ ਰਿਹਾ ਸੀ, ਜੋ ਯਰਦਨ ਤੋਂ ਪਾਰ ਨਾ ਲੰਘਿਆ ਹੋਵੇ।
[IRV | PA | OT | 2 Samuel | Chapter 17 | Verse 23] ਜਦ ਅਹੀਥੋਫ਼ਲ ਨੇ ਵੇਖਿਆ ਕਿ ਮੇਰੀ ਸਲਾਹ ਅਨੁਸਾਰ ਕੰਮ ਨਹੀਂ ਕੀਤਾ ਗਿਆ ਤਾਂ ਉਸ ਨੇ ਆਪਣੇ ਗਧੇ ਉੱਤੇ ਕਾਠੀ ਪਾਈ ਅਤੇ ਉਸ ਉੱਤੇ ਬੈਠ ਕੇ ਆਪਣੇ ਸ਼ਹਿਰ ਵਿੱਚ ਘਰ ਨੂੰ ਗਿਆ ਅਤੇ ਆਪਣੇ ਘਰਾਣੇ ਨੂੰ ਸੰਭਾਲ ਕੇ ਆਪਣੇ ਆਪ ਨੂੰ ਫਾਹੇ ਲਾ ਲਿਆ ਅਤੇ ਮਰ ਗਿਆ ਅਤੇ ਆਪਣੇ ਪਿਤਾ ਦੀ ਕਬਰ ਵਿੱਚ ਦੱਬਿਆ ਗਿਆ।
[IRV | PA | OT | 2 Samuel | Chapter 17 | Verse 24] ਦਾਊਦ ਮਹਨਇਮ ਵਿੱਚ ਆਇਆ ਅਤੇ ਅਬਸ਼ਾਲੋਮ ਯਰਦਨ ਤੋਂ ਪਾਰ ਲੰਘ ਗਿਆ ਅਤੇ ਇਸਰਾਏਲ ਦੇ ਸਾਰੇ ਲੋਕ ਉਹ ਦੇ ਨਾਲ ਸਨ।
[IRV | PA | OT | 2 Samuel | Chapter 17 | Verse 25] ਅਬਸ਼ਾਲੋਮ ਨੇ ਯੋਆਬ ਦੇ ਸਥਾਨ ਤੇ ਅਮਾਸਾ ਨੂੰ ਸੈਨਾਪਤੀ ਬਣਾਇਆ। ਇਹ ਅਮਾਸਾ ਇੱਕ ਯਿਥਰਾ ਨਾਮ ਦੇ ਇਸਰਾਏਲੀ ਮਨੁੱਖ ਦਾ ਪੁੱਤਰ ਸੀ, ਉਸ ਨੇ ਨਾਹਾਸ਼ ਦੀ ਧੀ ਅਬੀਗੈਲ ਨਾਲ ਜੋ ਯੋਆਬ ਦੀ ਮਾਂ ਅਤੇ ਸਰੂਯਾਹ ਦੀ ਭੈਣ ਸੀ, ਸੰਗ ਕੀਤਾ ਸੀ।
[IRV | PA | OT | 2 Samuel | Chapter 17 | Verse 26] ਇਸਰਾਏਲ ਅਤੇ ਅਬਸ਼ਾਲੋਮ ਨੇ ਗਿਲਆਦ ਦੇ ਦੇਸ਼ ਵਿੱਚ ਤੰਬੂ ਲਾਏ।
[IRV | PA | OT | 2 Samuel | Chapter 17 | Verse 27] ਜਦ ਦਾਊਦ ਮਹਨਇਮ ਵਿੱਚ ਪਹੁੰਚਿਆ ਤਾਂ ਅਜਿਹਾ ਹੋਇਆ ਕਿ ਨਾਹਾਸ਼ ਦਾ ਪੁੱਤਰ ਸ਼ੋਬੀ ਅੰਮੋਨੀਆਂ ਦੇ ਰੱਬਾਹ ਤੋਂ ਅਤੇ ਅੰਮੀਏਲ ਦਾ ਪੁੱਤਰ ਮਾਕੀਰ ਲੋ-ਦੇਬਾਰ ਤੋਂ ਅਤੇ ਬਰਜ਼ਿੱਲਈ ਗਿਲਆਦੀ ਰੋਗਲੀਮ ਤੋਂ
[IRV | PA | OT | 2 Samuel | Chapter 17 | Verse 28] ਮੰਜੇ, ਤਸਲੇ, ਮਿੱਟੀ ਦੇ ਭਾਂਡੇ, ਕਣਕ, ਜੌਂ, ਆਟਾ, ਭੁੰਨਿਆ ਹੋਇਆ ਅਨਾਜ, ਰਵਾਂਹ ਦੀਆਂ ਫਲੀਆਂ, ਮਸਰ, ਭੁੰਨੇ ਹੋਏ ਛੋਲੇ,
[IRV | PA | OT | 2 Samuel | Chapter 17 | Verse 29] ਸ਼ਹਿਦ, ਮੱਖਣ, ਭੇਡਾਂ ਅਤੇ ਗੋਕਾ ਪਨੀਰ ਦਾਊਦ ਅਤੇ ਉਹ ਦੇ ਨਾਲ ਦੇ ਲੋਕਾਂ ਦੇ ਖਾਣ ਲਈ ਲੈ ਆਏ, ਕਿਉਂ ਜੋ ਉਨ੍ਹਾਂ ਨੇ ਆਖਿਆ ਕਿ ਉਹ ਲੋਕ ਉਜਾੜ ਵਿੱਚ ਭੁੱਖੇ, ਥੱਕੇ ਹੋਏ ਅਤੇ ਤਿਹਾਏ ਹੋਣਗੇ।
