[IRV | PA | OT | 2 Samuel | Chapter 13 | Verse 1] ਇਸ ਤੋਂ ਬਾਅਦ ਅਜਿਹਾ ਹੋਇਆ ਕਿ ਦਾਊਦ ਦੇ ਪੁੱਤਰ ਅਬਸ਼ਾਲੋਮ ਦੀ ਤਾਮਾਰ ਨਾਮ ਦੀ ਇੱਕ ਭੈਣ ਜੋ ਬਹੁਤ ਸੋਹਣੀ ਸੀ। ਦਾਊਦ ਦਾ ਪੁੱਤਰ ਅਮਨੋਨ ਉਸ ਨਾਲ ਪ੍ਰੇਮ ਕਰਨ ਲੱਗਾ।
[IRV | PA | OT | 2 Samuel | Chapter 13 | Verse 12] ਉਹ ਬੋਲੀ, ਨਹੀਂ ਮੇਰੇ ਭਰਾ, ਮੇਰੇ ਨਾਲ ਜ਼ਬਰਦਸਤੀ ਨਾ ਕਰ ਕਿਉਂ ਜੋ ਇਸਰਾਏਲ ਵਿੱਚ ਅਜਿਹਾ ਕੰਮ ਕਰਨਾ ਯੋਗ ਨਹੀਂ! ਤੂੰ ਅਜਿਹੀ ਮੂਰਖਤਾ ਨਾ ਕਰ।
[IRV | PA | OT | 2 Samuel | Chapter 13 | Verse 13] ਮੈਂ ਆਪਣਾ ਕਲੰਕ ਕਿੱਥੇ ਲਾਹਵਾਂਗੀ ਅਤੇ ਤੂੰ ਇਸਰਾਏਲ ਦੇ ਵਿੱਚ ਮੂਰਖ ਹੋਵੇਂਗਾ! ਤੂੰ ਹੁਣ ਰਾਜਾ ਨੂੰ ਆਖ। ਉਹ ਮੈਨੂੰ ਤੇਰੇ ਨਾਲ ਵਿਆਹ ਤੋਂ ਨਾਂਹ ਨਾ ਕਰੇਗਾ।
[IRV | PA | OT | 2 Samuel | Chapter 13 | Verse 14] ਪਰ ਉਹ ਨੇ ਉਸ ਦੀ ਗੱਲ ਨਾ ਮੰਨੀ ਅਤੇ ਉਸ ਤੋਂ ਤਕੜਾ ਹੋਣ ਦੇ ਕਾਰਨ ਉਸ ਦੇ ਨਾਲ ਜ਼ਬਰਦਸਤੀ ਕੀਤੀ ਅਤੇ ਸੰਗ ਕੀਤਾ।
[IRV | PA | OT | 2 Samuel | Chapter 13 | Verse 15] ਫਿਰ ਅਮਨੋਨ ਨੇ ਉਸ ਦੇ ਨਾਲ ਡਾਢਾ ਵੈਰ ਕੀਤਾ ਅਜਿਹਾ ਵੈਰ ਜੋ ਉਸ ਦੀ ਪ੍ਰੀਤ ਨਾਲੋਂ ਵੀ ਵੱਧ ਸੀ ਅਤੇ ਅਮਨੋਨ ਨੇ ਉਸ ਨੂੰ ਆਖਿਆ, ਉੱਠ, ਚੱਲੀ ਜਾ!
[IRV | PA | OT | 2 Samuel | Chapter 13 | Verse 16] ਤਦ ਉਸ ਨੇ ਉਹ ਨੂੰ ਆਖਿਆ, ਅਜਿਹਾ ਨਹੀਂ ਹੋਵੇਗਾ ਕਿਉਂ ਜੋ ਮੈਨੂੰ ਕੱਢ ਦੇਣ ਬੁਰਿਆਈ ਉਸ ਨਾਲੋਂ ਵੀ ਵੱਧ ਹੈ ਜਿਹੜੀ ਤੂੰ ਮੇਰੇ ਨਾਲ ਸੰਗ ਕਰ ਕੇ ਕੀਤੀ ਹੈ! ਪਰ ਉਹ ਨੇ ਉਸ ਦੀ ਗੱਲ ਨਾ ਸੁਣੀ।
[IRV | PA | OT | 2 Samuel | Chapter 13 | Verse 17] ਤਦ ਅਮਨੋਨ ਨੇ ਆਪਣੇ ਜੁਆਨ ਸੇਵਕ ਨੂੰ ਜੋ ਉਹ ਦੀ ਸੇਵਾ ਕਰਦਾ ਸੀ ਸੱਦ ਕੇ ਆਖਿਆ, ਇਹ ਨੂੰ ਮੇਰੇ ਘਰੋਂ ਹੁਣੇ ਬਾਹਰ ਕੱਢ ਕੇ ਉਸ ਦੇ ਪਿੱਛੋਂ ਦਰਵਾਜ਼ਾ ਬੰਦ ਕਰ ਦੇ!
[IRV | PA | OT | 2 Samuel | Chapter 13 | Verse 18] ਉਸ ਨੇ ਰੰਗ-ਬਿਰੰਗੀ ਕੁੜਤੀ ਪਾਈ ਹੋਈ ਸੀ ਕਿਉਂ ਜੋ ਰਾਜਾ ਦੀਆਂ ਕੁਆਰੀਆਂ ਧੀਆਂ ਇਹੋ ਜਿਹੇ ਬਸਤਰ ਪਹਿਨਦੀਆਂ ਸਨ। ਸੋ, ਉਹ ਦੇ ਸੇਵਕ ਨੇ ਉਸ ਨੂੰ ਬਾਹਰ ਕੱਢ ਦਿੱਤਾ ਅਤੇ ਉਸ ਦੇ ਪਿੱਛੋਂ ਦਰਵਾਜ਼ਾ ਬੰਦ ਕਰ ਲਿਆ।
[IRV | PA | OT | 2 Samuel | Chapter 13 | Verse 19] ਤਾਮਾਰ ਨੇ ਸਿਰ ਉੱਤੇ ਸੁਆਹ ਪਾਈ ਅਤੇ ਉਹ ਰੰਗ-ਬਿਰੰਗੀ ਕੁੜਤੀ ਜੋ ਪਹਿਨੀ ਹੋਈ ਸੀ ਪਾੜ ਸੁੱਟੀ ਅਤੇ ਸਿਰ ਉੱਤੇ ਹੱਥ ਧਰ ਕੇ ਚੀਕਾਂ ਮਾਰਦੀ ਹੋਈ ਤੁਰੀ ਜਾਂਦੀ ਸੀ।
[IRV | PA | OT | 2 Samuel | Chapter 13 | Verse 20] ਉਸ ਦੇ ਭਰਾ ਅਬਸ਼ਾਲੋਮ ਨੇ ਉਸ ਨੂੰ ਆਖਿਆ ਕੀ ਤੇਰੇ ਭਰਾ ਅਮਨੋਨ ਨੇ ਤੇਰੇ ਨਾਲ ਕੁਝ ਕੀਤਾ? ਪਰ ਹੇ ਮੇਰੀ ਭੈਣ, ਹੁਣ ਚੁੱਪ ਰਹਿ ਕਿਉਂ ਜੋ ਉਹ ਤੇਰਾ ਭਰਾ ਹੈ ਅਤੇ ਇਸ ਗੱਲ ਲਈ ਮਨ ਵਿੱਚ ਫ਼ਿਕਰ ਨਾ ਕਰ। ਤਦ ਤਾਮਾਰ ਆਪਣੇ ਭਰਾ ਅਬਸ਼ਾਲੋਮ ਦੇ ਘਰ ਵਿੱਚ ਉਦਾਸ ਹੋ ਕੇ ਬੈਠੀ ਰਹੀ।
[IRV | PA | OT | 2 Samuel | Chapter 13 | Verse 21] ਜਦ ਦਾਊਦ ਰਾਜਾ ਨੇ ਇਹ ਸਾਰੀਆਂ ਗੱਲਾਂ ਸੁਣੀਆਂ ਤਾਂ ਉਹ ਦਾ ਕ੍ਰੋਧ ਭੜਕ ਪਿਆ।
[IRV | PA | OT | 2 Samuel | Chapter 13 | Verse 22] ਅਬਸ਼ਾਲੋਮ ਨੇ ਆਪਣੇ ਭਰਾ ਅਮਨੋਨ ਨੂੰ ਕੁਝ ਚੰਗਾ-ਮੰਦਾ ਨਾ ਆਖਿਆ, ਕਿਉਂ ਜੋ ਅਬਸ਼ਾਲੋਮ ਅਮਨੋਨ ਨਾਲ ਵੈਰ ਰੱਖਦਾ ਸੀ ਕਿਉਂਕਿ ਜੋ ਉਸ ਨੇ ਉਹ ਦੀ ਭੈਣ ਤਾਮਾਰ ਨਾਲ ਜ਼ਬਰਦਸਤੀ ਕੀਤੀ ਸੀ
[IRV | PA | OT | 2 Samuel | Chapter 13 | Verse 23] ਅਜਿਹਾ ਹੋਇਆ ਜੋ ਪੂਰੇ ਦੋ ਸਾਲ ਪਿੱਛੋਂ ਅਬਸ਼ਾਲੋਮ ਨੇ ਇਫ਼ਰਾਈਮ ਦੇ ਕੋਲ ਬਆਲ-ਹਸੋਰ ਵਿੱਚ ਆਪਣੀਆਂ ਭੇਡਾਂ ਦੀ ਉੱਨ ਕਤਰਵਾਈ ਅਤੇ ਅਬਸ਼ਾਲੋਮ ਨੇ ਰਾਜੇ ਦੇ ਸਾਰੇ ਪੁੱਤਰਾਂ ਨੂੰ ਉੱਥੇ ਬੁਲਾਇਆ।
[IRV | PA | OT | 2 Samuel | Chapter 13 | Verse 24] ਅਬਸ਼ਾਲੋਮ ਰਾਜੇ ਕੋਲ ਆਇਆ ਅਤੇ ਆਖਿਆ, ਵੇਖੋ, ਤੇਰੇ ਸੇਵਕ ਦੇ ਉੱਨ ਕਤਰਨ ਵਾਲੇ ਉੱਥੇ ਹਨ ਸੋ ਹੁਣ ਮੈਂ ਬੇਨਤੀ ਕਰਦਾ ਹਾਂ ਕਿ ਰਾਜਾ ਅਤੇ ਉਹ ਦੇ ਦਾਸ ਤੇਰੇ ਸੇਵਕ ਨਾਲ ਚੱਲਣ।
[IRV | PA | OT | 2 Samuel | Chapter 13 | Verse 25] ਤਦ ਰਾਜੇ ਨੇ ਅਬਸ਼ਾਲੋਮ ਨੂੰ ਆਖਿਆ, ਨਾ ਪੁੱਤਰ ਅਸੀਂ ਸਾਰੇ ਨਹੀਂ ਜਾਂਵਾਂਗੇ ਅਜਿਹਾ ਨਾ ਹੋਵੇ ਜੋ ਤੇਰੇ ਤੇ ਭਾਰੀ ਹੋ ਜਾਈਏ ਅਤੇ ਉਸ ਨੇ ਬੇਨਤੀ ਕੀਤੀ ਪਰ ਉਹ ਨੇ ਜਾਣ ਤੋਂ ਨਾਂਹ ਕੀਤੀ ਪਰ ਉਹ ਨੂੰ ਅਸੀਸ ਦਿੱਤੀ।
[IRV | PA | OT | 2 Samuel | Chapter 13 | Verse 26] ਤਦ ਅਬਸ਼ਾਲੋਮ ਨੇ ਆਖਿਆ, ਜੇਕਰ ਤੂੰ ਨਹੀਂ ਜਾਂਦਾ ਤਾਂ ਮੇਰੇ ਭਰਾ ਅਮਨੋਨ ਨੂੰ ਸਾਡੇ ਨਾਲ ਭੇਜ ਦਿਓ। ਤਾਂ ਰਾਜਾ ਨੇ ਉਹ ਨੂੰ ਆਖਿਆ, ਉਹ ਕਿਉਂ ਤੇਰੇ ਨਾਲ ਜਾਵੇ?
[IRV | PA | OT | 2 Samuel | Chapter 13 | Verse 27] ਤਦ ਅਬਸ਼ਾਲੋਮ ਨੇ ਉਹ ਨੂੰ ਜ਼ੋਰ ਪਾਇਆ, ਤਾਂ ਉਸ ਨੇ ਅਮਨੋਨ ਨੂੰ ਅਤੇ ਸਾਰੇ ਰਾਜ ਪੁੱਤਰਾਂ ਨੂੰ ਉਹ ਦੇ ਨਾਲ ਜਾਣ ਦਿੱਤਾ।
[IRV | PA | OT | 2 Samuel | Chapter 13 | Verse 28] ਅਬਸ਼ਾਲੋਮ ਨੇ ਆਪਣੇ ਜੁਆਨਾਂ ਨੂੰ ਹੁਕਮ ਦੇ ਦਿੱਤਾ ਸੀ ਕਿ ਸੁਚੇਤ ਰਹੋ। ਜਦ ਅਮਨੋਨ ਦਾ ਦਿਲ ਸ਼ਰਾਬ ਪੀ ਕੇ ਮਤਵਾਲਾ ਹੋਵੇ ਅਤੇ ਮੈਂ ਤੁਹਾਨੂੰ ਆਖਾਂ ਕਿ ਅਮਨੋਨ ਨੂੰ ਮਾਰ ਦਿਓ! ਤਾਂ ਤੁਸੀਂ ਉਹ ਨੂੰ ਮਾਰ ਸੁੱਟਣਾ। ਬਿਲਕੁਲ ਨਾ ਡਰਿਓ! ਭਲਾ, ਮੈਂ ਤੁਹਾਨੂੰ ਹੁਕਮ ਨਹੀਂ ਦਿੱਤਾ? ਸੋ ਤਕੜੇ ਹੋਵੋ, ਹੱਥ ਮਜ਼ਬੂਤ ਕਰੋ!
[IRV | PA | OT | 2 Samuel | Chapter 13 | Verse 29] ਇਸ ਲਈ ਅਬਸ਼ਾਲੋਮ ਦੇ ਜੁਆਨਾਂ ਨੇ ਜਿਵੇਂ ਅਬਸ਼ਾਲੋਮ ਨੇ ਹੁਕਮ ਦਿੱਤਾ ਸੀ ਉਸੇ ਤਰ੍ਹਾਂ ਹੀ ਅਮਨੋਨ ਨਾਲ ਕੀਤਾ। ਤਦ ਸਾਰੇ ਰਾਜ ਪੁੱਤਰ ਉੱਠੇ ਅਤੇ ਸਾਰੇ ਮਨੁੱਖ ਆਪੋ ਆਪਣੇ ਖੱਚਰਾਂ ਉੱਤੇ ਚੜ੍ਹ ਕੇ ਭੱਜ ਗਏ।
[IRV | PA | OT | 2 Samuel | Chapter 13 | Verse 30] ਤਦ ਅਜਿਹਾ ਹੋਇਆ ਜੋ ਉਹ ਅਜੇ ਰਾਹ ਵਿੱਚ ਹੀ ਸਨ ਜੋ ਦਾਊਦ ਨੂੰ ਖ਼ਬਰ ਹੋਈ ਕਿ ਅਬਸ਼ਾਲੋਮ ਨੇ ਸਾਰੇ ਰਾਜਕੁਮਾਰਾਂ ਨੂੰ ਮਾਰ ਸੁੱਟਿਆ ਅਤੇ ਉਨ੍ਹਾਂ ਵਿੱਚੋਂ ਇੱਕ ਵੀ ਨਾ ਬਚਿਆ!
[IRV | PA | OT | 2 Samuel | Chapter 13 | Verse 31] ਤਦ ਰਾਜਾ ਉੱਠਿਆ, ਆਪਣੇ ਕੱਪੜੇ ਪਾੜ ਸੁੱਟੇ ਅਤੇ ਜ਼ਮੀਨ ਉੱਤੇ ਲੰਮਾ ਪੈ ਗਿਆ ਤਾਂ ਉਹ ਦੇ ਸਾਰੇ ਸੇਵਕ ਵੀ ਕੱਪੜੇ ਪਾੜ ਕੇ ਉਹ ਦੇ ਅੱਗੇ ਖੜ੍ਹੇ ਹੋ ਗਏ।
[IRV | PA | OT | 2 Samuel | Chapter 13 | Verse 32] ਤਦ ਦਾਊਦ ਦੇ ਭਰਾ ਸ਼ਿਮਆਹ ਦਾ ਪੁੱਤਰ ਯੋਨਾਦਾਬ ਇਸ ਤਰ੍ਹਾਂ ਬੋਲਿਆ, ਮੇਰਾ ਮਹਾਰਾਜ ਇਹ ਧਿਆਨ ਨਾ ਕਰੋ ਜੋ ਉਨ੍ਹਾਂ ਨੇ ਸਾਰੇ ਜੁਆਨਾਂ ਨੂੰ ਅਰਥਾਤ ਰਾਜੇ ਦੇ ਪੁੱਤਰ ਸਨ ਮਾਰ ਸੁੱਟਿਆ ਸਗੋਂ ਅਮਨੋਨ ਹੀ ਇਕੱਲਾ ਮਾਰਿਆ ਗਿਆ ਕਿਉਂ ਜੋ ਅਬਸ਼ਾਲੋਮ ਨੇ ਜਿਸ ਦਿਨ ਤੋਂ ਅਮਨੋਨ ਨੇ ਉਹ ਦੀ ਭੈਣ ਤਾਮਾਰ ਨਾਲ ਜ਼ਬਰਦਸਤੀ ਕੀਤੀ ਸੀ ਇਹ ਗੱਲ ਮਿੱਥ ਲਈ ਸੀ।
[IRV | PA | OT | 2 Samuel | Chapter 13 | Verse 33] ਸੋ ਮੇਰਾ ਮਹਾਰਾਜ ਰਾਜਾ ਮਨ ਵਿੱਚ ਇਹ ਨਾ ਸਮਝੇ ਕਿ ਸਾਰੇ ਰਾਜਕੁਮਾਰ ਮਾਰੇ ਗਏ ਕਿਉਂ ਜੋ ਅਮਨੋਨ ਹੀ ਇਕੱਲਾ ਮਾਰਿਆ ਗਿਆ ਹੈ।
[IRV | PA | OT | 2 Samuel | Chapter 13 | Verse 34] ਅਬਸ਼ਾਲੋਮ ਨੱਠ ਗਿਆ ਅਤੇ ਉਸ ਜੁਆਨ ਰਾਖੇ ਨੇ ਜਦ ਆਪਣੀਆਂ ਅੱਖੀਆਂ ਉਤਾਹਾਂ ਚੁੱਕੀਆਂ ਤਾਂ ਕੀ ਵੇਖੇ ਜੋ ਵੱਡੀ ਭੀੜ ਪਰਬਤ ਦੇ ਰਾਹ ਵੱਲੋਂ ਉਹ ਦੇ ਪਿੱਛੇ ਆਉਂਦੀ ਸੀ।
[IRV | PA | OT | 2 Samuel | Chapter 13 | Verse 35] ਤਦ ਯੋਨਾਦਾਬ ਨੇ ਰਾਜਾ ਨੂੰ ਆਖਿਆ, ਵੇਖੋ ਰਾਜਕੁਮਾਰ ਆ ਗਏ ਅਤੇ ਜਿਵੇਂ ਤੁਹਾਡੇ ਸੇਵਕ ਨੇ ਆਖਿਆ ਸੀ ਉਸੇ ਤਰ੍ਹਾਂ ਹੀ ਹੋਇਆ।
[IRV | PA | OT | 2 Samuel | Chapter 13 | Verse 36] ਜਦ ਉਹ ਗੱਲ ਆਖ ਚੁੱਕਾ ਤਾਂ ਰਾਜਕੁਮਾਰ ਆ ਪਹੁੰਚੇ ਅਤੇ ਚੀਕਾਂ ਮਾਰ-ਮਾਰ ਕੇ ਰੋਏ ਅਤੇ ਰਾਜਾ ਵੀ ਆਪਣੇ ਸਾਰਿਆਂ ਸੇਵਕਾਂ ਨਾਲ ਬਹੁਤ ਭੁੱਬਾਂ ਮਾਰ-ਮਾਰ ਰੋਇਆ।
[IRV | PA | OT | 2 Samuel | Chapter 13 | Verse 37] ਪਰ ਅਬਸ਼ਾਲੋਮ ਨੱਠ ਕੇ ਗਸ਼ੂਰ ਦੇ ਰਾਜਾ ਅਮੀਹੂਦ ਦੇ ਪੁੱਤਰ ਤਲਮਈ ਕੋਲ ਗਿਆ ਅਤੇ ਦਾਊਦ ਹਰ ਰੋਜ਼ ਆਪਣੇ ਪੁੱਤਰ ਲਈ ਸੋਗ ਕਰਦਾ ਸੀ।
[IRV | PA | OT | 2 Samuel | Chapter 13 | Verse 38] ਅਬਸ਼ਾਲੋਮ ਨੱਠ ਕੇ ਗਸ਼ੂਰ ਵਿੱਚ ਆਇਆ ਅਤੇ ਤਿੰਨ ਸਾਲ ਉੱਥੇ ਰਿਹਾ।
[IRV | PA | OT | 2 Samuel | Chapter 13 | Verse 39] ਅਤੇ ਦਾਊਦ ਰਾਜਾ ਦਾ ਮਨ ਅਬਸ਼ਾਲੋਮ ਕੋਲ ਜਾਣ ਲਈ ਬਹੁਤ ਤਰਸਦਾ ਸੀ ਕਿਉਂ ਜੋ ਅਮਨੋਨ ਦੀ ਵੱਲੋਂ ਉਹ ਨੂੰ ਸ਼ਾਂਤੀ ਆ ਗਈ ਸੀ, ਕਿਉਂ ਜੋ ਉਹ ਮਰ ਚੁੱਕਾ ਸੀ।
