[IRV | PA | OT | 2 Samuel | Chapter 6 | Verse 1] ਫਿਰ ਦਾਊਦ ਨੇ ਇਸਰਾਏਲ ਦੇ ਸਾਰੇ ਚੁਣੇ ਹੋਏ, ਤੀਹ ਹਜ਼ਾਰ ਜੁਆਨਾਂ ਨੂੰ ਇਕੱਠਿਆਂ ਕੀਤਾ।
[IRV | PA | OT | 2 Samuel | Chapter 6 | Verse 12] ਦਾਊਦ ਰਾਜਾ ਨੂੰ ਲੋਕਾਂ ਨੇ ਇਹ ਖ਼ਬਰ ਦਿੱਤੀ ਕਿ ਓਬੇਦ-ਅਦੋਮ ਦੇ ਘਰ ਨੂੰ ਅਤੇ ਉਸ ਦੀਆਂ ਵਸਤਾਂ ਨੂੰ ਪਰਮੇਸ਼ੁਰ ਦੇ ਸੰਦੂਕ ਦੇ ਕਾਰਨ ਯਹੋਵਾਹ ਨੇ ਬਰਕਤ ਦਿੱਤੀ ਹੈ। ਤਦ ਦਾਊਦ ਗਿਆ ਅਤੇ ਪਰਮੇਸ਼ੁਰ ਦੇ ਸੰਦੂਕ ਨੂੰ ਓਬੇਦ-ਅਦੋਮ ਦੇ ਘਰੋਂ ਦਾਊਦ ਦੇ ਸ਼ਹਿਰ ਵਿੱਚ ਆਨੰਦ ਨਾਲ ਲੈ ਆਇਆ।
[IRV | PA | OT | 2 Samuel | Chapter 6 | Verse 13] ਅਤੇ ਜਦ ਯਹੋਵਾਹ ਦੇ ਸੰਦੂਕ ਦੇ ਚੁੱਕਣ ਵਾਲੇ ਛੇ ਕਦਮ ਤੁਰੇ ਤਾਂ ਦਾਊਦ ਨੇ ਬਲ਼ਦ ਅਤੇ ਪਲਿਆ ਹੋਇਆ ਵੱਛਾ ਭੇਟ ਕਰ ਕੇ ਚੜ੍ਹਾਇਆ।
[IRV | PA | OT | 2 Samuel | Chapter 6 | Verse 14] ਦਾਊਦ ਯਹੋਵਾਹ ਦੇ ਸੰਦੂਕ ਅੱਗੇ ਆਪਣੇ ਸਾਰੇ ਜ਼ੋਰ ਨਾਲ ਨੱਚਦਾ ਜਾਂਦਾ ਸੀ ਅਤੇ ਦਾਊਦ ਨੇ ਕਤਾਨ ਦਾ ਏਫ਼ੋਦ ਪਹਿਨਿਆ ਹੋਇਆ ਸੀ।
[IRV | PA | OT | 2 Samuel | Chapter 6 | Verse 15] ਇਸ ਤਰ੍ਹਾਂ ਦਾਊਦ ਅਤੇ ਇਸਰਾਏਲ ਦਾ ਸਾਰਾ ਘਰਾਣਾ ਯਹੋਵਾਹ ਦੇ ਸੰਦੂਕ ਨੂੰ ਜੈਕਾਰਾ ਬੁਲਾਉਂਦੇ ਅਤੇ ਤੁਰ੍ਹੀਆਂ ਵਜਾਉਂਦੇ ਹੋਏ ਚੁੱਕ ਕੇ ਲੈ ਆਏ।
[IRV | PA | OT | 2 Samuel | Chapter 6 | Verse 16] ਜਦੋਂ ਯਹੋਵਾਹ ਦਾ ਸੰਦੂਕ ਦਾਊਦ ਦੇ ਸ਼ਹਿਰ ਵਿੱਚ ਆਇਆ ਤਾਂ ਸ਼ਾਊਲ ਦੀ ਧੀ ਮੀਕਲ ਨੇ ਬਾਰੀ ਵਿੱਚੋਂ ਦੀ ਝਾਤੀ ਮਾਰ ਕੇ ਦਾਊਦ ਰਾਜਾ ਨੂੰ ਯਹੋਵਾਹ ਦੇ ਅੱਗੇ ਨੱਚਦੇ-ਟੱਪਦੇ ਦੇਖਿਆ ਤਾਂ ਉਸ ਨੇ ਆਪਣੇ ਮਨ ਵਿੱਚ ਉਹ ਨੂੰ ਤੁੱਛ ਜਾਣਿਆ।
[IRV | PA | OT | 2 Samuel | Chapter 6 | Verse 17] ਇਸ ਤਰ੍ਹਾਂ ਓਹ ਯਹੋਵਾਹ ਦੇ ਸੰਦੂਕ ਨੂੰ ਅੰਦਰ ਲੈ ਆਏ ਅਤੇ ਉਹ ਨੂੰ ਉਹ ਦੇ ਠੀਕ ਥਾਂ ਵਿੱਚ ਉਸ ਤੰਬੂ ਦੇ ਵਿਚਕਾਰ, ਜੋ ਦਾਊਦ ਨੇ ਉਹ ਦੇ ਲਈ ਲਾਇਆ ਸੀ ਰੱਖ ਦਿੱਤਾ ਅਤੇ ਦਾਊਦ ਨੇ ਹੋਮ ਦੀਆਂ ਭੇਟਾਂ ਯਹੋਵਾਹ ਦੇ ਅੱਗੇ ਚੜ੍ਹਾਈਆਂ।
[IRV | PA | OT | 2 Samuel | Chapter 6 | Verse 18] ਜਦ ਦਾਊਦ ਹੋਮ ਦੀਆਂ ਬਲੀਆਂ ਅਤੇ ਸੁੱਖ-ਸਾਂਦ ਦੀਆਂ ਭੇਟਾਂ ਚੜ੍ਹਾ ਚੁੱਕਾ ਤਾਂ ਉਸ ਨੇ ਸੈਨਾਂ ਦੇ ਯਹੋਵਾਹ ਦਾ ਨਾਮ ਲੈ ਕੇ ਲੋਕਾਂ ਨੂੰ ਅਸੀਸ ਦਿੱਤੀ।
[IRV | PA | OT | 2 Samuel | Chapter 6 | Verse 19] ਅਤੇ ਉਸ ਨੇ ਸਾਰਿਆਂ ਲੋਕਾਂ ਨੂੰ ਸਗੋਂ ਇਸਰਾਏਲ ਦੀ ਸਾਰੀ ਪਰਜਾ ਨੂੰ ਭਾਵੇ ਇਸਰਤੀ, ਪੁਰਸ਼, ਸਾਰਿਆਂ ਨੂੰ ਇੱਕ-ਇੱਕ ਰੋਟੀ, ਇੱਕ-ਇੱਕ ਮਾਸ ਦਾ ਟੁੱਕੜਾ ਅਤੇ ਇੱਕ-ਇੱਕ ਨੂੰ ਸੋਗੀ ਦੀ ਟਿੱਕੀ ਦਿੱਤੀਆਂ ਤਦ ਸਭ ਲੋਕ ਆਪੋ ਆਪਣੇ ਘਰਾਂ ਨੂੰ ਵਿਦਾ ਹੋਏ।
[IRV | PA | OT | 2 Samuel | Chapter 6 | Verse 20] ਤਦ ਦਾਊਦ ਆਪਣੇ ਘਰਾਣੇ ਨੂੰ ਅਸੀਸ ਦੇਣ ਲਈ ਮੁੜਿਆ। ਉਸ ਵੇਲੇ ਸ਼ਾਊਲ ਦੀ ਧੀ ਮੀਕਲ ਦਾਊਦ ਦੇ ਮਿਲਣ ਨੂੰ ਨਿੱਕਲੀ ਅਤੇ ਬੋਲੀ, ਇਸਰਾਏਲ ਦਾ ਰਾਜਾ ਅੱਜ ਪ੍ਰਤਾਪੀ ਲੱਗਦਾ ਸੀ, ਜਿਸ ਨੇ ਅੱਜ ਆਪਣੇ ਨੌਕਰਾਂ ਦੀਆਂ ਦਾਸੀਆਂ ਦੀਆਂ ਅੱਖਾਂ ਦੇ ਸਾਹਮਣੇ ਆਪਣੇ ਆਪ ਨੂੰ ਨੰਗਾ ਕੀਤਾ, ਜਿਵੇਂ ਕੋਈ ਲੁੱਚਾ ਆਪ ਨੂੰ ਨਿਰਲੱਜ ਬਣਾ ਕੇ ਨੰਗਾ ਕਰਦਾ ਹੈ।
[IRV | PA | OT | 2 Samuel | Chapter 6 | Verse 21] ਦਾਊਦ ਨੇ ਮੀਕਲ ਨੂੰ ਆਖਿਆ, ਇਹ ਯਹੋਵਾਹ ਦੇ ਅੱਗੇ ਸੀ ਜਿਸ ਨੇ ਤੇਰੇ ਪਿਤਾ ਅਤੇ ਉਹ ਦੇ ਸਾਰੇ ਘਰਾਣੇ ਦੇ ਅੱਗੇ ਮੈਨੂੰ ਚੁਣ ਲਿਆ ਅਤੇ ਯਹੋਵਾਹ ਦੀ ਪਰਜਾ ਇਸਰਾਏਲ ਦਾ ਪ੍ਰਧਾਨ ਬਣਾ ਦਿੱਤਾ, ਇਸ ਲਈ ਮੈਂ ਯਹੋਵਾਹ ਦੇ ਅੱਗੇ ਨੱਚਾਂਗਾ
[IRV | PA | OT | 2 Samuel | Chapter 6 | Verse 22] ਸਗੋਂ ਮੈਂ ਇਸ ਨਾਲੋਂ ਵੀ ਨੀਚ ਬਣਾਂਗਾ ਅਤੇ ਆਪਣੇ ਆਪ ਨੂੰ ਆਪਣੀ ਨਜ਼ਰ ਵਿੱਚ ਤੁੱਛ ਗਿਣਾਂਗਾ ਅਤੇ ਜਿਹੜੀਆਂ ਦਾਸੀਆਂ ਦੀ ਗੱਲ ਤੂੰ ਕੀਤੀ ਹੈ ਉਹ ਮੇਰਾ ਆਦਰ ਸਨਮਾਨ ਕਰਨਗੀਆਂ।
[IRV | PA | OT | 2 Samuel | Chapter 6 | Verse 23] ਇਸ ਕਾਰਨ ਮੀਕਲ ਸ਼ਾਊਲ ਦੀ ਧੀ ਨੂੰ ਮਰਨ ਤੱਕ ਕੋਈ ਬੱਚਾ ਨਾ ਜੰਮਿਆ।
