[IRV | PA | OT | 2 Samuel | Chapter 3 | Verse 1] ਸ਼ਾਊਲ ਦੇ ਘਰਾਣੇ ਅਤੇ ਦਾਊਦ ਦੇ ਘਰਾਣੇ ਵਿੱਚ ਲੰਮੇ ਸਮੇਂ ਤੱਕ ਯੁੱਧ ਹੁੰਦਾ ਰਿਹਾ, ਪਰ ਦਾਊਦ ਦਿਨੋ ਦਿਨ ਤਕੜਾ ਹੁੰਦਾ ਗਿਆ, ਪਰ ਸ਼ਾਊਲ ਦਾ ਘਰਾਣਾ ਕਮਜ਼ੋਰ ਹੁੰਦਾ ਗਿਆ।
[IRV | PA | OT | 2 Samuel | Chapter 3 | Verse 13] ਤਦ ਦਾਊਦ ਬੋਲਿਆ, ਚੰਗੀ ਗੱਲ, ਮੈਂ ਤੇਰੇ ਨਾਲ ਬਚਨ ਕਰਾਂਗਾ, ਪਰ ਤੈਥੋਂ ਮੈਂ ਇੱਕ ਗੱਲ ਮੰਗਦਾ ਕਿ ਜਿਸ ਵੇਲੇ ਤੂੰ ਮੈਨੂੰ ਮਿਲਣ ਲਈ ਆਵੇਂ ਅਤੇ ਸ਼ਾਊਲ ਦੀ ਧੀ ਮੀਕਲ ਨੂੰ ਆਪਣੇ ਨਾਲ ਨਾ ਲਿਆਵੇਂ ਤਾਂ ਤੂੰ ਮੇਰਾ ਮੂੰਹ ਕਦੇ ਨਾ ਵੇਖੇਂਗਾ।
[IRV | PA | OT | 2 Samuel | Chapter 3 | Verse 14] ਫਿਰ ਦਾਊਦ ਨੇ ਸ਼ਾਊਲ ਦੇ ਪੁੱਤਰ ਈਸ਼ਬੋਸ਼ਥ ਨੂੰ ਦੂਤਾਂ ਦੇ ਰਾਹੀਂ ਸੁਨੇਹਾ ਭੇਜਿਆ, ਮੇਰੀ ਪਤਨੀ ਮੀਕਲ ਨੂੰ, ਜੋ ਮੈਂ ਫ਼ਲਿਸਤੀਆਂ ਦੀਆਂ ਸੌ ਖਲੜੀਆਂ ਦੇ ਕੇ ਵਿਆਹੀ ਸੀ ਮੇਰੇ ਹੱਥ ਸੌਂਪ ਦੇ।
[IRV | PA | OT | 2 Samuel | Chapter 3 | Verse 15] ਤਦ ਈਸ਼ਬੋਸ਼ਥ ਨੇ ਲੋਕ ਭੇਜੇ ਅਤੇ ਉਸ ਇਸਤਰੀ ਨੂੰ ਉਸ ਦੇ ਪਤੀ ਲੈਸ਼ ਦੇ ਪੁੱਤਰ ਫ਼ਲਟੀਏਲ ਕੋਲੋਂ ਖੋਹ ਲਿਆ।
[IRV | PA | OT | 2 Samuel | Chapter 3 | Verse 16] ਤਦ ਉਸ ਦਾ ਪਤੀ ਉਸ ਇਸਤਰੀ ਦੇ ਨਾਲ ਤੁਰਿਆ ਉਸ ਦੇ ਪਿੱਛੇ ਬਹੁਰੀਮ ਸ਼ਹਿਰ ਤੱਕ ਰੋਂਦਾ ਆਇਆ। ਤਦ ਅਬਨੇਰ ਨੇ ਉਹ ਨੂੰ ਆਖਿਆ, ਜਾ, ਮੁੜ ਜਾ! ਤਦ ਉਹ ਮੁੜ ਗਿਆ।
[IRV | PA | OT | 2 Samuel | Chapter 3 | Verse 17] ਤਦ ਅਬਨੇਰ ਨੇ ਇਸਰਾਏਲ ਦੇ ਬਜ਼ੁਰਗਾਂ ਨਾਲ ਗੱਲਾਂ ਬਾਤਾਂ ਕਰ ਕੇ ਆਖਿਆ, ਤੁਸੀਂ ਤਾਂ ਪਹਿਲਾ ਹੀ ਚਾਹੁੰਦੇ ਸੀ ਕਿ ਦਾਊਦ ਸਾਡਾ ਰਾਜਾ ਬਣੇ,
[IRV | PA | OT | 2 Samuel | Chapter 3 | Verse 18] ਇਸ ਲਈ ਹੁਣ ਤੁਸੀਂ ਅਜਿਹਾ ਹੀ ਕਰੋਂ ਕਿਉਂ ਜੋ ਯਹੋਵਾਹ ਨੇ ਦਾਊਦ ਦੇ ਲਈ ਆਖਿਆ ਹੈ ਕਿ ਮੈਂ ਆਪਣੇ ਦਾਸ ਦਾਊਦ ਦੇ ਰਾਹੀਂ ਆਪਣੀ ਪਰਜਾ ਇਸਰਾਏਲ ਨੂੰ ਫ਼ਲਿਸਤੀਆਂ ਦੇ ਹੱਥੋਂ ਅਤੇ ਉਸ ਦੇ ਸਾਰੇ ਵੈਰੀਆਂ ਦੇ ਹੱਥੋਂ ਛੁਟਕਾਰਾ ਦਿਆਂਗਾ।
[IRV | PA | OT | 2 Samuel | Chapter 3 | Verse 19] ਤਦ ਅਬਨੇਰ ਨੇ ਬਿਨਯਾਮੀਨ ਨੂੰ ਵੀ ਇਹ ਗੱਲ ਸੁਣਾਈ ਤਾਂ ਫਿਰ ਅਬਨੇਰ ਹਬਰੋਨ ਨੂੰ ਗਿਆ ਤਾਂ ਕਿ ਜੋ ਸਭ ਕੁਝ ਜਿਹੜਾ ਇਸਰਾਏਲ ਨੂੰ ਅਤੇ ਬਿਨਯਾਮੀਨ ਦੇ ਸਾਰੇ ਘਰਾਣੇ ਨੂੰ ਚੰਗਾ ਲੱਗਿਆ ਸੀ ਉਹ ਸਭ ਕੁਝ ਦਾਊਦ ਨੂੰ ਸੁਣਾਵੇ।
[IRV | PA | OT | 2 Samuel | Chapter 3 | Verse 20] ਸੋ ਅਬਨੇਰ ਹਬਰੋਨ ਵਿੱਚ ਦਾਊਦ ਕੋਲ ਆਇਆ ਅਤੇ ਵੀਹ ਮਨੁੱਖ ਉਹ ਦੇ ਨਾਲ ਸਨ। ਤਦ ਦਾਊਦ ਨੇ ਅਬਨੇਰ ਦੀ ਅਤੇ ਉਹ ਦੇ ਨਾਲ ਦੇ ਲੋਕਾਂ ਦੀ ਦਾਵਤ ਕੀਤੀ।
[IRV | PA | OT | 2 Samuel | Chapter 3 | Verse 21] ਅਬਨੇਰ ਨੇ ਦਾਊਦ ਨੂੰ ਆਖਿਆ, ਹੁਣ ਮੈਂ ਉੱਠ ਕੇ ਜਾਂਵਾਂਗਾ ਅਤੇ ਸਾਰੇ ਇਸਰਾਏਲ ਨੂੰ ਆਪਣੇ ਮਹਾਰਾਜ ਰਾਜਾ ਦੇ ਕੋਲ ਇਕੱਠਿਆਂ ਕਰਾਂਗਾ ਜੋ ਓਹ ਤੁਹਾਡੇ ਨਾਲ ਵਾਇਦਾ ਕਰਨ ਅਤੇ ਜਿੱਥੇ ਤੁਹਾਡਾ ਜੀਅ ਕਰੇ ਉੱਥੇ ਹੀ ਤੁਸੀਂ ਰਾਜ ਕਰੋ। ਦਾਊਦ ਨੇ ਅਬਨੇਰ ਨੂੰ ਵਿਦਾ ਕੀਤਾ ਅਤੇ ਉਹ ਸੁੱਖ-ਸਾਂਦ ਨਾਲ ਚੱਲਿਆ ਗਿਆ।
[IRV | PA | OT | 2 Samuel | Chapter 3 | Verse 22] ਵੇਖੋ, ਉਸ ਵੇਲੇ ਦਾਊਦ ਦੇ ਸੇਵਕਾਂ ਅਤੇ ਯੋਆਬ ਕਿਸੇ ਟੋਲੀ ਦਾ ਪਿੱਛਾ ਕਰ ਕੇ ਢੇਰ ਸਾਰੀ ਲੁੱਟ ਆਪਣੇ ਨਾਲ ਲੈ ਆਏ। ਉਸ ਵੇਲੇ ਅਬਨੇਰ ਹਬਰੋਨ ਵਿੱਚ ਦਾਊਦ ਦੇ ਕੋਲ ਨਹੀਂ ਸੀ ਕਿਉਂ ਜੋ ਉਸ ਨੇ ਉਹ ਨੂੰ ਤੋਰ ਦਿੱਤਾ ਸੀ। ਉਹ ਸੁੱਖ-ਸਾਂਦ ਨਾਲ ਚੱਲਿਆ ਗਿਆ।
[IRV | PA | OT | 2 Samuel | Chapter 3 | Verse 23] ਜਦ ਯੋਆਬ ਅਤੇ ਦਲ ਦੇ ਸਭ ਲੋਕ ਜੋ ਉਹ ਦੇ ਨਾਲ ਸਨ ਆਏ ਤਾਂ ਉਨ੍ਹਾਂ ਨੇ ਯੋਆਬ ਨੂੰ ਆਖਿਆ, ਨੇਰ ਦਾ ਪੁੱਤਰ ਅਬਨੇਰ ਰਾਜਾ ਕੋਲ ਆਇਆ ਸੀ ਅਤੇ ਉਸ ਨੇ ਉਹ ਨੂੰ ਤੋਰ ਦਿੱਤਾ ਅਤੇ ਉਹ ਸੁੱਖ-ਸਾਂਦ ਨਾਲ ਚੱਲਿਆ ਗਿਆ।
[IRV | PA | OT | 2 Samuel | Chapter 3 | Verse 24] ਸੋ ਯੋਆਬ ਰਾਜਾ ਦੇ ਕੋਲ ਆ ਕੇ ਬੋਲਿਆ, ਇਹ ਤੂੰ ਕੀ ਕੀਤਾ? ਵੇਖ ਅਬਨੇਰ ਤੇਰੇ ਕੋਲ ਆਇਆ ਸੋ ਤੂੰ ਉਹ ਨੂੰ ਕਿਉਂ ਵਿਦਾ ਕੀਤਾ ਅਤੇ ਉਹ ਚੱਲਿਆ ਗਿਆ।
[IRV | PA | OT | 2 Samuel | Chapter 3 | Verse 25] ਤੂੰ ਨੇਰ ਦੇ ਪੁੱਤਰ ਅਬਨੇਰ ਨੂੰ ਜਾਣਦਾ ਹੈਂ ਉਹ ਜੋ ਤੇਰੇ ਨਾਲ ਧੋਖਾ ਕਰਨ ਨੂੰ ਅਤੇ ਤੇਰੇ ਆਉਣ ਜਾਣ ਅਤੇ ਤੇਰੇ ਸਾਰੇ ਕੰਮਾਂ ਦਾ ਭੇਦ ਲੈਣ ਆਇਆ ਸੀ।
[IRV | PA | OT | 2 Samuel | Chapter 3 | Verse 26] ਫਿਰ ਜਦ ਯੋਆਬ ਦਾਊਦ ਕੋਲੋਂ ਨਿੱਕਲ ਆਇਆ ਤਾਂ ਉਸ ਨੇ ਅਬਨੇਰ ਦੇ ਪਿੱਛੇ ਦੂਤ ਭੇਜੇ ਅਤੇ ਓਹ ਉਸ ਨੂੰ ਸਿਰਾਹ ਦੇ ਖੂਹ ਕੋਲੋਂ ਮੋੜ ਲਿਆਏ ਪਰ ਦਾਊਦ ਨੂੰ ਇਸ ਗੱਲ ਦੀ ਖ਼ਬਰ ਨਹੀਂ ਸੀ।
[IRV | PA | OT | 2 Samuel | Chapter 3 | Verse 27] ਜਦ ਅਬਨੇਰ ਹਬਰੋਨ ਵਿੱਚ ਮੁੜ ਆਇਆ ਤਾਂ ਯੋਆਬ ਉਸ ਦੇ ਨਾਲ ਇਕੱਲੇ ਵਿੱਚ ਗੱਲ ਕਰਨ ਲਈ ਉਹ ਡਿਉੜ੍ਹੀ ਦੀ ਨੁੱਕਰ ਵਿੱਚ ਲੈ ਗਿਆ ਅਤੇ ਉੱਥੇ ਉਸ ਦੇ ਢਿੱਡ ਵਿੱਚ ਆਪਣੇ ਭਰਾ ਅਸਾਹੇਲ ਦੇ ਖੂਨ ਬਦਲੇ ਅਜਿਹਾ ਮਾਰਿਆ ਕਿ ਉਹ ਮਰ ਗਿਆ।
[IRV | PA | OT | 2 Samuel | Chapter 3 | Verse 28] ਇਹ ਦੇ ਪਿੱਛੋਂ ਜਦ ਦਾਊਦ ਨੇ ਸੁਣਿਆ ਤਾਂ ਉਹ ਬੋਲਿਆ, ਮੈਂ ਆਪਣੇ ਰਾਜ ਸਮੇਤ ਯਹੋਵਾਹ ਦੇ ਅੱਗੇ ਨੇਰ ਦੇ ਪੁੱਤਰ ਅਬਨੇਰ ਦੇ ਖੂਨ ਤੋਂ ਨਿਰਦੋਸ਼ ਹਾਂ।
[IRV | PA | OT | 2 Samuel | Chapter 3 | Verse 29] ਉਹ ਯੋਆਬ ਦੇ ਸਿਰ ਅਤੇ ਉਹ ਦੇ ਪਿਤਾ ਦੇ ਸਾਰੇ ਘਰਾਣੇ ਦੇ ਉੱਤੇ ਰਹੇ ਅਤੇ ਯੋਆਬ ਦੇ ਘਰ ਵਿੱਚ ਕੋਈ ਨਾ ਕੋਈ ਅਜਿਹਾ ਰਹੇ ਜਿਹ ਦਾ ਲਹੂ ਵਗੇ ਜਾਂ ਕੋੜ੍ਹ ਹੋਵੇ ਜਾਂ ਲਾਠੀ ਫੜ੍ਹ ਕੇ ਤੁਰੇ ਜਾਂ ਤਲਵਾਰ ਨਾਲ ਡਿੱਗੇ ਜਾਂ ਰੋਟੀ ਦੀ ਘਾਟ ਹੋਵੇ!
[IRV | PA | OT | 2 Samuel | Chapter 3 | Verse 30] ਸੋ ਯੋਆਬ ਅਤੇ ਉਸ ਦੇ ਭਰਾ ਅਬੀਸ਼ਈ ਨੇ ਅਬਨੇਰ ਨੂੰ ਮਾਰ ਸੁੱਟਿਆ ਕਿਉਂ ਜੋ ਉਸ ਨੇ ਉਨ੍ਹਾਂ ਦੇ ਭਰਾ ਅਸਾਹੇਲ ਨੂੰ ਗਿਬਓਨ ਦੀ ਲੜਾਈ ਦੇ ਵਿੱਚ ਮਾਰ ਸੁੱਟਿਆ ਸੀ।
[IRV | PA | OT | 2 Samuel | Chapter 3 | Verse 31] ਦਾਊਦ ਨੇ ਯੋਆਬ ਅਤੇ ਸਾਰੇ ਲੋਕਾਂ ਨੂੰ ਜੋ ਉਹ ਦੇ ਨਾਲ ਸਨ ਆਖਿਆ ਆਪਣੇ ਕੱਪੜੇ ਪਾੜੋ ਅਤੇ ਤੱਪੜ ਪਹਿਨ ਲਓ ਅਤੇ ਅਬਨੇਰ ਦੇ ਅੱਗੇ ਤੁਰ ਕੇ ਰੋਵੋ ਅਤੇ ਦਾਊਦ ਰਾਜਾ ਆਪ ਅਰਥੀ ਪਿੱਛੇ-ਪਿੱਛੇ ਤੁਰਿਆ।
[IRV | PA | OT | 2 Samuel | Chapter 3 | Verse 32] ਸੋ ਉਨ੍ਹਾਂ ਨੇ ਅਬਨੇਰ ਨੂੰ ਹਬਰੋਨ ਵਿੱਚ ਦਫ਼ਨਾ ਦਿੱਤਾ ਅਤੇ ਰਾਜਾ ਉੱਚੀ ਅਵਾਜ਼ ਨਾਲ ਅਬਨੇਰ ਦੀ ਕਬਰ ਉੱਤੇ ਰੋਇਆ ਅਤੇ ਲੋਕ ਵੀ ਰੋਏ।
[IRV | PA | OT | 2 Samuel | Chapter 3 | Verse 33] ਰਾਜਾ ਨੇ ਅਬਨੇਰ ਲਈ ਵਿਰਲਾਪ ਕੀਤਾ ਅਤੇ ਆਖਿਆ, ਹਾਏ ਅਬਨੇਰ! ਕੀ ਤੂੰ ਇੱਕ ਮੂਰਖ ਦੀ ਮੌਤ ਮਰਿਆ?
[IRV | PA | OT | 2 Samuel | Chapter 3 | Verse 34] ਤੇਰੇ ਹੱਥ ਬੰਨ੍ਹੇ ਹੋਏ ਨਹੀਂ ਸਨ, ਨਾ ਤੇਰੇ ਪੈਰੀਂ ਬੇੜੀਆਂ ਸਨ, ਤੂੰ ਤਾਂ ਇਸ ਤਰ੍ਹਾਂ ਡਿੱਗਿਆ ਜਿਵੇਂ ਕੋਈ ਅਪਰਾਧੀ ਅੱਗੇ ਡਿੱਗ ਪਵੇ! ਤਦ ਉਹ ਦੇ ਉੱਤੇ ਸਭ ਲੋਕ ਹੋਰ ਰੋਏ।
[IRV | PA | OT | 2 Samuel | Chapter 3 | Verse 35] ਤਾਂ ਸਭ ਲੋਕ ਉੱਥੋਂ ਆਏ ਤੇ ਦਿਨ ਰਹਿੰਦਿਆਂ ਦਾਊਦ ਨੂੰ ਕੁਝ ਖੁਵਾਉਣ ਲੱਗੇ। ਤਦ ਦਾਊਦ ਨੇ ਸਹੁੰ ਖਾ ਕੇ ਆਖਿਆ, ਜੇਕਰ ਮੈਂ ਸੂਰਜ ਡੁੱਬਣ ਤੋਂ ਪਹਿਲਾਂ ਰੋਟੀ ਜਾਂ ਹੋਰ ਕੁਝ ਖਾਵਾਂ ਤਾਂ ਪਰਮੇਸ਼ੁਰ ਮੇਰੇ ਨਾਲ ਅਜਿਹਾ ਹੀ ਕਰੇ ਸਗੋਂ ਇਸ ਨਾਲੋਂ ਵੀ ਵੱਧ ਕਰੇ!
[IRV | PA | OT | 2 Samuel | Chapter 3 | Verse 36] ਸਾਰੇ ਲੋਕਾਂ ਨੇ ਇਸ ਗੱਲ ਉੱਤੇ ਧਿਆਨ ਕੀਤਾ ਅਤੇ ਇਹ ਗੱਲ ਉਨ੍ਹਾਂ ਨੂੰ ਚੰਗੀ ਲੱਗੀ ਕਿਉਂਕਿ ਜੋ ਕੁਝ ਰਾਜਾ ਕਰਦਾ ਸੀ, ਸਭ ਲੋਕ ਉਸ ਤੇ ਰਾਜ਼ੀ ਹੁੰਦੇ ਸਨ।
[IRV | PA | OT | 2 Samuel | Chapter 3 | Verse 37] ਸਾਰੇ ਲੋਕਾਂ ਨੇ ਅਤੇ ਸਾਰੇ ਇਸਰਾਏਲ ਨੇ ਉਸ ਦਿਨ ਇਹ ਜਾਣ ਲਿਆ ਕਿ ਨੇਰ ਦਾ ਪੁੱਤਰ ਅਬਨੇਰ ਰਾਜੇ ਦੀ ਮਰਜ਼ੀ ਨਾਲ ਨਹੀਂ ਮਰਿਆ।
[IRV | PA | OT | 2 Samuel | Chapter 3 | Verse 38] ਰਾਜੇ ਨੇ ਆਪਣੇ ਸੇਵਕਾਂ ਨੂੰ ਆਖਿਆ, ਭਲਾ, ਤੁਸੀਂ ਨਹੀਂ ਜਾਣਦੇ ਕਿ ਅੱਜ ਦੇ ਦਿਨ ਇੱਕ ਪ੍ਰਧਾਨ ਸਗੋਂ ਇੱਕ ਮਹਾਂ ਪੁਰਸ਼ ਇਸਰਾਏਲ ਦੇ ਵਿੱਚੋਂ ਹਟਾ ਦਿੱਤਾ ਗਿਆ ਹੈ?
[IRV | PA | OT | 2 Samuel | Chapter 3 | Verse 39] ਭਾਵੇਂ ਮੈਂ ਅਭਿਸ਼ੇਕ ਕੀਤਾ ਹੋਇਆ ਰਾਜਾ ਹਾਂ, ਫ਼ਿਰ ਵੀ ਅੱਜ ਦੇ ਦਿਨ ਮੈਂ ਕਮਜ਼ੋਰ ਹਾਂ ਅਤੇ ਇਹ ਲੋਕ ਸਰੂਯਾਹ ਦੇ ਪੁੱਤਰ ਮੇਰੇ ਨਾਲ ਜ਼ੋਰਾਵਰੀ ਕਰਦੇ ਹਨ, ਪਰ ਯਹੋਵਾਹ ਬੁਰਿਆਰ ਨੂੰ ਉਹ ਦੀ ਬੁਰਿਆਈ ਦਾ ਪੂਰਾ ਬਦਲਾ ਦੇਵੇਗਾ।
