[IRV | PA | OT | 2 Samuel | Chapter 2 | Verse 1] ਇਹ ਤੋਂ ਬਾਅਦ ਦਾਊਦ ਨੇ ਯਹੋਵਾਹ ਕੋਲੋਂ ਪੁੱਛ-ਗਿੱਛ ਕੀਤੀ, ਕੀ ਮੈਂ ਯਹੂਦਾਹ ਦੇ ਨਗਰ ਵਿੱਚ ਜਾਂਵਾਂ? ਯਹੋਵਾਹ ਨੇ ਉਹ ਨੂੰ ਆਖਿਆ, ਚਲਾ ਜਾ! ਫਿਰ ਦਾਊਦ ਨੇ ਪੁੱਛਿਆ, ਕਿੱਥੇ ਜਾਂਵਾਂ? ਉਸ ਨੇ ਆਖਿਆ ਹਬਰੋਨ ਵੱਲ,
[IRV | PA | OT | 2 Samuel | Chapter 2 | Verse 12] ਨੇਰ ਦੇ ਪੁੱਤਰ ਅਬਨੇਰ ਅਤੇ ਸ਼ਾਊਲ ਦੇ ਪੁੱਤਰ ਈਸ਼ਬੋਸ਼ਥ ਦੇ ਸੇਵਕ ਮਹਨਇਮ ਵਿੱਚੋਂ ਚੱਲ ਕੇ ਗਿਬਓਨ ਵਿੱਚ ਆਏ।
[IRV | PA | OT | 2 Samuel | Chapter 2 | Verse 13] ਅਤੇ ਸਰੂਯਾਹ ਦਾ ਪੁੱਤਰ ਯੋਆਬ ਅਤੇ ਦਾਊਦ ਦੇ ਸੇਵਕ ਨਿੱਕਲ ਕੇ ਗਿਬਓਨ ਦੇ ਤਲਾਬ ਕੋਲ ਉਨ੍ਹਾਂ ਨੂੰ ਮਿਲੇ ਅਤੇ ਦੋਵੇਂ ਬੈਠ ਗਏ ਇੱਕ ਤਾਂ ਤਲਾਬ ਦੇ ਉਰਲੇ ਬੰਨ੍ਹੇ ਅਤੇ ਦੂਜਾ ਤਲਾਬ ਦੇ ਪਰਲੇ ਬੰਨ੍ਹੇ।
[IRV | PA | OT | 2 Samuel | Chapter 2 | Verse 14] ਤਦ ਅਬਨੇਰ ਨੇ ਯੋਆਬ ਨੂੰ ਆਖਿਆ, ਆਖੋ ਤਾਂ ਜੁਆਨ ਉੱਠਣ ਅਤੇ ਸਾਡੇ ਅੱਗੇ ਕੋਈ ਖੇਡ ਵਿਖਾਉਣ। ਯੋਆਬ ਬੋਲਿਆ, ਉੱਠੋ।
[IRV | PA | OT | 2 Samuel | Chapter 2 | Verse 15] ਤਦ ਸ਼ਾਊਲ ਦੇ ਪੁੱਤਰ ਈਸ਼ਬੋਸ਼ਥ ਵੱਲੋਂ ਬਿਨਯਾਮੀਨ ਦੇ ਗਿਣਤੀ ਦੇ ਬਾਰਾਂ ਜੁਆਨ ਉੱਠੇ ਅਤੇ ਪਰਲੇ ਪਾਸੇ ਗਏ ਅਤੇ ਦਾਊਦ ਦੇ ਸੇਵਕਾਂ ਵੱਲੋਂ ਵੀ ਬਾਰਾਂ ਜੁਆਨ ਨਿੱਕਲੇ।
[IRV | PA | OT | 2 Samuel | Chapter 2 | Verse 16] ਅਤੇ ਇੱਕ-ਇੱਕ ਨੇ ਆਪੋ ਆਪਣੇ ਵਿਰੋਧੀ ਨੂੰ ਸਿਰੋਂ ਫੜ੍ਹ ਕੇ ਆਪਣੀ ਤਲਵਾਰ ਆਪਣੇ ਵਿਰੋਧੀ ਦੀ ਵੱਖੀ ਵਿੱਚ ਧਸਾ ਦਿੱਤੀ, ਅਤੇ ਉਹ ਇਕੱਠੇ ਹੀ ਡਿੱਗ ਪਏ! ਇਸ ਲਈ ਉਸ ਥਾਂ ਦਾ ਨਾਮ ਹਲਕਤ ਹੱਸੂਰੀਮ ਰੱਖਿਆ, ਜੋ ਗਿਬਓਨ ਵਿੱਚ ਹੈ।
[IRV | PA | OT | 2 Samuel | Chapter 2 | Verse 17] ਅਤੇ ਉਸ ਦਿਨ ਵੱਡੀ ਲੜਾਈ ਹੋਈ ਅਤੇ ਅਬਨੇਰ ਅਤੇ ਇਸਰਾਏਲ ਦੇ ਲੋਕ ਦਾਊਦ ਦੇ ਲੋਕਾਂ ਕੋਲੋਂ ਹਾਰ ਗਏ।
[IRV | PA | OT | 2 Samuel | Chapter 2 | Verse 18] ਉੱਥੇ ਸਰੂਯਾਹ ਦੇ ਤਿੰਨ ਪੁੱਤਰ ਯੋਆਬ, ਅਬੀਸ਼ਈ ਅਤੇ ਅਸਾਹੇਲ ਸਨ। ਅਸਾਹੇਲ ਜੰਗਲੀ ਹਿਰਨ ਦੀ ਤਰ੍ਹਾਂ ਫੁਰਤੀਲਾ ਸੀ।
[IRV | PA | OT | 2 Samuel | Chapter 2 | Verse 19] ਅਤੇ ਅਸਾਹੇਲ ਨੇ ਅਬਨੇਰ ਦਾ ਪਿੱਛਾ ਕੀਤਾ ਅਤੇ ਅਬਨੇਰ ਦਾ ਪਿੱਛਾ ਕਰਨ ਵੇਲੇ ਨਾ ਤਾਂ ਸੱਜੇ ਨਾ ਹੀ ਖੱਬੇ ਪਾਸੇ ਮੁੜਿਆ
[IRV | PA | OT | 2 Samuel | Chapter 2 | Verse 20] ਤਦ ਅਬਨੇਰ ਨੇ ਆਪਣੇ ਪਿੱਛੇ ਵੇਖ ਕੇ ਉਹ ਨੂੰ ਪੁੱਛਿਆ, ਕੀ ਤੂੰ ਹੀ ਅਸਾਹੇਲ ਹੈਂ? ਉਸ ਨੇ ਉੱਤਰ ਦਿੱਤਾ, ਹਾਂ, ਮੈਂ ਹੀ ਹਾਂ!
[IRV | PA | OT | 2 Samuel | Chapter 2 | Verse 21] ਤਦ ਅਬਨੇਰ ਨੇ ਉਹ ਨੂੰ ਆਖਿਆ, ਸੱਜੇ ਜਾਂ ਖੱਬੇ ਹੱਥ ਨੂੰ ਮੁੜ ਅਤੇ ਜੁਆਨਾਂ ਵਿੱਚੋਂ ਕਿਸੇ ਨੂੰ ਫੜ੍ਹ ਲੈ ਅਤੇ ਉਹ ਦੇ ਸ਼ਸਤਰ ਲੁੱਟ ਲੈ, ਪਰ ਅਸਾਹੇਲ ਨੇ ਉਸ ਦਾ ਪਿੱਛਾ ਕਰਨਾ ਨਾ ਛੱਡਿਆ ਜੋ ਉਸ ਦਾ ਪਿੱਛਾ ਕਰਨ ਤੋਂ ਕਿਸੇ ਹੋਰ ਦੀ ਵੱਲ ਜਾਂਵਾਂ।
[IRV | PA | OT | 2 Samuel | Chapter 2 | Verse 22] ਅਬਨੇਰ ਨੇ ਅਸਾਹੇਲ ਨੂੰ ਫਿਰ ਆਖਿਆ, ਮੇਰਾ ਪਿੱਛਾ ਕਰਨਾ ਛੱਡ ਦੇ! ਮੈਂ ਕਿਉਂ ਤੈਨੂੰ ਵੱਢ ਕੇ ਧਰਤੀ ਤੇ ਸੁੱਟਾਂ? ਫੇਰ ਮੈਂ ਤੇਰੇ ਭਰਾ ਯੋਆਬ ਨੂੰ ਕਿਵੇਂ ਮੂੰਹ ਵਿਖਾਵਾਂਗਾ?
[IRV | PA | OT | 2 Samuel | Chapter 2 | Verse 23] ਪਰ ਉਸ ਨੇ ਕਿਸੇ ਹੋਰ ਪਾਸੇ ਮੁੜਨ ਤੋਂ ਨਾਂਹ ਕੀਤੀ। ਤਦ ਅਬਨੇਰ ਨੇ ਬਰਛੀ ਦੇ ਪਿਛਲੇ ਸਿਰੇ ਨਾਲ ਉਸ ਦੇ ਢਿੱਡ ਵਿੱਚ ਅਜਿਹਾ ਮਾਰਿਆ ਜੋ ਉਸ ਦੀ ਪਿੱਠ ਵਿੱਚੋਂ ਦੀ ਪਾਰ ਨਿੱਕਲ ਗਈ, ਉਹ ਉੱਥੇ ਡਿੱਗ ਪਿਆ ਅਤੇ ਉਸੇ ਥਾਂ ਮਰ ਗਿਆ। ਅਜਿਹਾ ਹੋਇਆ, ਜੋ ਕੋਈ ਉਸ ਸਥਾਨ ਉੱਤੇ ਆਉਂਦਾ ਸੀ ਜਿੱਥੇ ਅਸਾਹੇਲ ਮਰਿਆ ਪਿਆ ਸੀ, ਤਾਂ ਉਹ ਉੱਥੇ ਹੀ ਖੜ੍ਹਾ ਰਹਿੰਦਾ ਸੀ।
[IRV | PA | OT | 2 Samuel | Chapter 2 | Verse 24] ਤਦ ਯੋਆਬ ਅਤੇ ਅਬੀਸ਼ਈ ਵੀ ਅਬਨੇਰ ਦਾ ਪਿੱਛਾ ਕਰਦੇ ਰਹੇ ਅਤੇ ਜਦ ਉਹ ਅੰਮਾਹ ਦੇ ਪਰਬਤ ਤੱਕ ਜੋ ਗਿਬਓਨ ਦੇ ਉਜਾੜ ਦੇ ਰਾਹ ਵਿੱਚ ਗਿਯਹ ਦੇ ਸਾਹਮਣੇ ਹੈ ਪਹੁੰਚੇ, ਤਦ ਸੂਰਜ ਡੁੱਬ ਗਿਆ।
[IRV | PA | OT | 2 Samuel | Chapter 2 | Verse 25] ਅਤੇ ਬਿਨਯਾਮੀਨੀ ਅਬਨੇਰ ਦੇ ਪਿੱਛੇ ਹੋ ਕੇ ਇਕੱਠੇ ਹੋਏ ਅਤੇ ਇੱਕ ਟੋਲੀ ਬਣ ਕੇ ਇੱਕ ਪਰਬਤ ਦੀ ਟੀਸੀ ਉੱਤੇ ਖੜ੍ਹੇ ਹੋ ਗਏ।
[IRV | PA | OT | 2 Samuel | Chapter 2 | Verse 26] ਤਦ ਅਬਨੇਰ ਨੇ ਯੋਆਬ ਨੂੰ ਸੱਦ ਕੇ ਆਖਿਆ, ਭਲਾ, ਕੀ ਤਲਵਾਰ ਸਦਾ ਤਬਾਹੀ ਕਰਦੀ ਰਹੇਗੀ? ਭਲਾ ਤੂੰ ਨਹੀਂ ਜਾਣਦਾ ਜੋ ਇਸ ਦਾ ਫਲ ਬੁਰਾ ਹੋਵੇਗਾ ਅਤੇ ਕਦ ਤੱਕ ਤੂੰ ਲੋਕਾਂ ਨੂੰ ਆਪੋ ਆਪਣੇ ਭਰਾਵਾਂ ਦਾ ਪਿੱਛਾ ਕਰਨ ਤੋਂ ਨਾ ਮੋੜੇਂਗਾ?
[IRV | PA | OT | 2 Samuel | Chapter 2 | Verse 27] ਤਦ ਯੋਆਬ ਨੇ ਆਖਿਆ, ਜਿਉਂਦੇ ਪਰਮੇਸ਼ੁਰ ਦੀ ਸਹੁੰ, ਜੇ ਕਦੇ ਤੂੰ ਇਹ ਗੱਲ ਨਾ ਆਖਦਾ, ਤਾਂ ਲੋਕ ਸਵੇਰੇ ਹੀ ਮੁੜ ਜਾਂਦੇ ਅਤੇ ਆਪੋ ਆਪਣੇ ਭਰਾਵਾਂ ਦਾ ਪਿੱਛਾ ਨਾ ਕਰਦੇ।
[IRV | PA | OT | 2 Samuel | Chapter 2 | Verse 28] ਯੋਆਬ ਨੇ ਤੁਰ੍ਹੀ ਵਜਾਈ ਅਤੇ ਸਭ ਲੋਕ ਖੜ੍ਹੇ ਹੋ ਗਏ ਅਤੇ ਫਿਰ ਇਸਰਾਏਲ ਦਾ ਪਿੱਛਾ ਨਾ ਕੀਤਾ ਅਤੇ ਲੜਾਈ ਵੀ ਨਾ ਕੀਤੀ।
[IRV | PA | OT | 2 Samuel | Chapter 2 | Verse 29] ਅਬਨੇਰ ਅਤੇ ਉਹ ਦੇ ਲੋਕ ਉਸ ਸਾਰੀ ਰਾਤ ਮੈਦਾਨ ਵਿੱਚ ਤੁਰਦੇ ਗਏ ਅਤੇ ਯਰਦਨ ਦੇ ਪਾਰ ਹੋਏ ਅਤੇ ਉਹ ਸਾਰੇ ਦਿਨ ਚਲਦੇ ਰਹੇ ਅਤੇ ਮਹਨਇਮ ਵਿੱਚ ਆ ਗਏ।
[IRV | PA | OT | 2 Samuel | Chapter 2 | Verse 30] ਯੋਆਬ ਅਬਨੇਰ ਦਾ ਪਿੱਛਾ ਕਰਨ ਤੋਂ ਮੁੜ ਗਿਆ; ਅਤੇ ਜਦ ਉਸ ਨੇ ਸਾਰੇ ਲੋਕਾਂ ਨੂੰ ਇਕੱਠਾ ਕੀਤਾ ਤਦ ਉਸ ਨੇ ਵੇਖਿਆ ਕਿ ਦਾਊਦ ਦੇ ਸੇਵਕਾਂ ਵਿੱਚੋਂ ਉੱਨੀ ਮਨੁੱਖ ਨਾ ਲੱਭੇ ਅਤੇ ਅਸਾਹੇਲ ਵੀ ਨਾ ਲੱਭਿਆ।
[IRV | PA | OT | 2 Samuel | Chapter 2 | Verse 31] ਪਰ ਦਾਊਦ ਦੇ ਸੇਵਕਾਂ ਨੇ ਬਿਨਯਾਮੀਨ ਵਿੱਚੋਂ ਅਤੇ ਅਬਨੇਰ ਦੇ ਸੇਵਕਾਂ ਵਿੱਚੋਂ ਲੋਕਾਂ ਨੂੰ ਅਜਿਹਾ ਮਾਰਿਆ, ਜੋ ਤਿੰਨ ਸੋ ਸੱਠ ਮਨੁੱਖ ਮਰ ਗਏ।
[IRV | PA | OT | 2 Samuel | Chapter 2 | Verse 32] ਉਨ੍ਹਾਂ ਨੇ ਅਸਾਹੇਲ ਨੂੰ ਚੁੱਕ ਲਿਆ ਅਤੇ ਉਹ ਦੇ ਪਿਤਾ ਦੇ ਕਬਰਿਸਤਾਨ ਵਿੱਚ ਜੋ ਬੈਤਲਹਮ ਵਿੱਚ ਸੀ, ਉਹ ਨੂੰ ਦਫ਼ਨਾ ਦਿੱਤਾ ਅਤੇ ਯੋਆਬ ਅਤੇ ਉਹ ਦੇ ਮਨੁੱਖ ਸਾਰੀ ਰਾਤ ਤੁਰ ਕੇ ਪਹਿਲੇ ਪਹਿਰ ਹਬਰੋਨ ਵਿੱਚ ਆ ਗਏ।
