[IRV | TA | OT | 1 Chronicles | Chapter 6 | Verse 1] லேவியின் மகன்கள் கெர்சோன், கோகாத், மெராரி என்பவர்கள்.
[IRV | TA | OT | 1 Chronicles | Chapter 6 | Verse 20] கெர்சோமின் மகன் லிப்னி; இவனுடைய மகன் யாகாத்; இவனுடைய மகன் சிம்மா.
[IRV | TA | OT | 1 Chronicles | Chapter 6 | Verse 21] இவனுடைய மகன் யோவா; இவனுடைய மகன் இத்தோ; இவனுடைய மகன் சேரா; இவனுடைய மகன் யாத்திராயி.
[IRV | TA | OT | 1 Chronicles | Chapter 6 | Verse 22] கோகாத்தின் மகன்களில் ஒருவன் அம்மினதாப், இவனுடைய மகன் கோராகு; இவனுடைய மகன் ஆசீர்.
[IRV | TA | OT | 1 Chronicles | Chapter 6 | Verse 23] இவனுடைய மகன் எல்க்கானா; இவனுடைய மகன் அபியாசாப்; இவனுடைய மகன் ஆசீர்.
[IRV | TA | OT | 1 Chronicles | Chapter 6 | Verse 24] இவனுடைய மகன் எல்க்கானா; இவனுடைய மகன் ஊரியேல்; இவனுடைய மகன் ஊசியா; இவனுடைய மகன் சவுல்.
[IRV | TA | OT | 1 Chronicles | Chapter 6 | Verse 25] எல்க்கானாவின் மகன்கள் அமாசாயி, ஆகிமோத் என்பவர்கள்.
[IRV | TA | OT | 1 Chronicles | Chapter 6 | Verse 26] எல்க்கானாவின் மகன்களில் ஒருவன் சோபாய்; இவனுடைய மகன் நாகாத்.
[IRV | TA | OT | 1 Chronicles | Chapter 6 | Verse 27] இவனுடைய மகன் எலியாப்; இவனுடைய மகன் எரோகாம்; இவனுடைய மகன் எல்க்கானா.
[IRV | TA | OT | 1 Chronicles | Chapter 6 | Verse 28] சாமுவேலின் மகன்கள் அவனுக்கு முதலில் பிறந்த யோவேல், பிறகு அபியா என்பவர்கள்.
[IRV | TA | OT | 1 Chronicles | Chapter 6 | Verse 29] மெராரியின் மகன்களில் ஒருவன் மகேலி; இவனுடைய மகன் லிப்னி; இவனுடைய மகன் சிமேயி; இவனுடைய மகன் ஊசா.
[IRV | TA | OT | 1 Chronicles | Chapter 6 | Verse 30] இவனுடைய மகன் சிமெயா; இவனுடைய மகன் அகியா; இவனுடைய மகன் அசாயா.
[IRV | TA | OT | 1 Chronicles | Chapter 6 | Verse 31] யெகோவாவுடைய பெட்டி தங்கினபோது, தாவீது யெகோவாவுடைய ஆலயத்தில் சங்கீத சேவையை நடத்துவற்கு ஏற்படுத்தியவர்களும்,
[IRV | TA | OT | 1 Chronicles | Chapter 6 | Verse 32] சாலொமோன் எருசலேமிலே யெகோவாவுடைய ஆலயத்தைக் கட்டி முடியும்வரை ஆசரிப்புக்கூடாரம் இருந்த இடத்திற்கு முன்பாக சங்கீத சேவையுடன் தங்களுக்கு அறிவுறுத்தப்பட்டபடியே பணிவிடை செய்துவந்தவர்களுமாகிய மனிதர்களும் அவர்களுடைய மகன்களாவர்
[IRV | TA | OT | 1 Chronicles | Chapter 6 | Verse 33] கோகாத்தியர்களின் மகன்களில் ஏமான் என்னும் பாடகன்; இவன் யோவேலின் மகன்; இவன் சாமுவேலின் மகன்.
[IRV | TA | OT | 1 Chronicles | Chapter 6 | Verse 34] இவன் எல்க்கானாவின் மகன்; இவன் யெரொகாமின் மகன்; இவன் ஏலியேலின் மகன்; இவன் தோவாகின் மகன்.
[IRV | TA | OT | 1 Chronicles | Chapter 6 | Verse 35] இவன் சூப்பின் மகன்; இவன் எல்க்கானாவின் மகன்; இவன் மாகாத்தின் மகன்; இவன் அமாசாயின் மகன்.
[IRV | TA | OT | 1 Chronicles | Chapter 6 | Verse 36] இவன் எல்க்கானாவின் மகன்; இவன் யோவேலின் மகன்; இவன் அசரியாவின் மகன்; இவன் செப்பனியாவின் மகன்.
[IRV | TA | OT | 1 Chronicles | Chapter 6 | Verse 37] இவன் தாகாதின் மகன்; இவன் ஆசீரின் மகன்; இவன் எபியாசாப்பின் மகன்; இவன் கோராகின் மகன்.
[IRV | TA | OT | 1 Chronicles | Chapter 6 | Verse 38] இவன் இத்சேயாரின் மகன்; இவன் கோகாத்தின் மகன்; இவன் இஸ்ரவேலின் மகனாகிய லேவியின் மகன்.
[IRV | TA | OT | 1 Chronicles | Chapter 6 | Verse 39] இவன் சகோதரனாகிய ஆசாப் இவன் வலது பக்கத்திலே நிற்பான்; ஆசாப் பெரகியாவின் மகன்; இவன் சிமேயாவின் மகன்.
[IRV | TA | OT | 1 Chronicles | Chapter 6 | Verse 40] இவன் மிகாவேலின் மகன்; இவன் பாசெயாவின் மகன்; இவன் மல்கியாவின் மகன்.
[IRV | TA | OT | 1 Chronicles | Chapter 6 | Verse 41] இவன் எத்னியின் மகன்; இவன் சேராவின் மகன்; இவன் அதாயாவின் மகன்.
[IRV | TA | OT | 1 Chronicles | Chapter 6 | Verse 42] இவன் ஏத்தானின் மகன்; இவன் சிம்மாவின் மகன்; இவன் சீமேயின் மகன்.
[IRV | TA | OT | 1 Chronicles | Chapter 6 | Verse 43] இவன் யாகாதின் மகன்; இவன் கெர்சோமின் மகன்; இவன் லேவியின் மகன்.
[IRV | TA | OT | 1 Chronicles | Chapter 6 | Verse 44] மெராரியின் மகன்களாகிய இவர்களுடைய சகோதரர்கள் இடதுபக்கத்திலே நிற்பார்கள்; அவர்களில் ஏத்தான் என்பவன் கிஷியின் மகன்; இவன் அப்தியின் மகன்; இவன் மல்லூகின் மகன்.
[IRV | TA | OT | 1 Chronicles | Chapter 6 | Verse 45] இவன் அஸபியாவின் மகன்; இவன் அமத்சியாவின் மகன்; இவன் இல்க்கியாவின் மகன்.
[IRV | TA | OT | 1 Chronicles | Chapter 6 | Verse 46] இவன் அம்சியின் மகன்; இவன் பானியின் மகன்; இவன் சாமேரின் மகன்.
[IRV | TA | OT | 1 Chronicles | Chapter 6 | Verse 47] இவன் மகேலியின் மகன்; இவன் மூசியின் மகன்; இவன் மெராரியின் மகன்; இவன் லேவியின் மகன்.
[IRV | TA | OT | 1 Chronicles | Chapter 6 | Verse 48] அவர்களுடைய சகோதரர்களாகிய மற்ற லேவியர்கள் தேவனுடைய ஆலயமாகிய ஆசரிப்புக்கூடாரத்தின் பணிகளைச் செய்ய நியமிக்கப்பட்டிருந்தார்கள்.
[IRV | TA | OT | 1 Chronicles | Chapter 6 | Verse 49] ஆரோனும் அவனுடைய மகன்களும் சர்வாங்க தகனபலிபீடத்தின்மேல் பலியிட்டு தூபங்காட்டும் பீடத்தின்மேல் தூபங்காட்டி, மகா பரிசுத்த இடத்தின் எல்லா வேலைக்கும், தேவனுடைய தாசனாகிய மோசே கற்பித்தபடியெல்லாம் இஸ்ரவேலுக்காகப் பாவநிவிர்த்தியுண்டாக்கவும் வைக்கப்பட்டிருந்தார்கள்.
[IRV | TA | OT | 1 Chronicles | Chapter 6 | Verse 50] ஆரோனின் மகன்களில் எலெயாசார் என்பவனுடைய மகன் பினேகாஸ்; இவனுடைய மகன் அபிசுவா.
[IRV | TA | OT | 1 Chronicles | Chapter 6 | Verse 51] இவனுடைய மகன் புக்கி; இவனுடைய மகன் ஊசி; இவனுடைய மகன் செராகியா.
[IRV | TA | OT | 1 Chronicles | Chapter 6 | Verse 52] இவனுடைய மகன் மெராயோத்; இவனுடைய மகன் அமரியா; இவனுடைய மகன் அகிதூப்.
[IRV | TA | OT | 1 Chronicles | Chapter 6 | Verse 53] இவனுடைய மகன் சாதோக்; இவனுடைய மகன் அகிமாஸ்.
[IRV | TA | OT | 1 Chronicles | Chapter 6 | Verse 54] அவர்களுடைய குடியிருப்புக்களின்படியே அவர்கள் எல்லைக்குள்ளான அவர்கள் தங்கும் இடங்களாவன: கோகாத்தியர்களின் வம்சமான ஆரோனின் சந்ததிக்கு விழுந்த சீட்டின்படியே,
[IRV | TA | OT | 1 Chronicles | Chapter 6 | Verse 55] யூதா தேசத்திலிருக்கிற எப்ரோனையும் அதைச் சுற்றியிருக்கிற வெளிநிலங்களையும் கொடுத்தார்கள்.
[IRV | TA | OT | 1 Chronicles | Chapter 6 | Verse 56] அந்தப் பட்டணத்தின் வயல்களையும் அதின் கிராமங்களையும் எப்புன்னேயின் மகனாகிய காலேபுக்குக் கொடுத்தார்கள்.
[IRV | TA | OT | 1 Chronicles | Chapter 6 | Verse 57] இப்படியே ஆரோனின் சந்ததிக்கு எப்ரோன் என்னும் அடைக்கலப்பட்டணங்களில் ஒன்றையும் லிப்னாவையும் அதின் வெளிநிலங்களையும், யாத்தீரையும் எஸ்தெமோவையும் அவற்றின் வெளிநிலங்களையும்,
[IRV | TA | OT | 1 Chronicles | Chapter 6 | Verse 58] ஈலேனையும் அதின் வெளிநிலங்களையும், தெபீரையும் அதின் வெளிநிலங்களையும்,
[IRV | TA | OT | 1 Chronicles | Chapter 6 | Verse 59] ஆசானையும் அதின் வெளிநிலங்களையும், பெத்ஷிமேசையும் அதின் வெளிநிலங்களையும்,
[IRV | TA | OT | 1 Chronicles | Chapter 6 | Verse 60] பென்யமீன் கோத்திரத்திலே கேபாவையும் அதின் வெளிநிலங்களையும், அலெமேத்தையும் அதின் வெளிநிலங்களையும், ஆனதோத்தையும் அதின் வெளிநிலங்களையும் கொடுத்தார்கள்; இவர்கள் வம்சங்களுக்குக் கொடுத்த இவர்கள் பட்டணங்களெல்லாம் பதின்மூன்று.
[IRV | TA | OT | 1 Chronicles | Chapter 6 | Verse 61] கோகாத்தின் மற்ற வம்சத்தினருக்கு வேறொரு கோத்திர வம்சத்திலும், பாதிக் கோத்திரமாகிய மனாசேயின் பாதியிலும் விழுந்த சீட்டின்படியே பத்துப் பட்டணங்கள் இருந்தது.
[IRV | TA | OT | 1 Chronicles | Chapter 6 | Verse 62] கெர்சோமின் சந்ததிக்கு அவர்கள் வம்சங்களின்படியே, இசக்கார் கோத்திரத்திலும் ஆசேர் கோத்திரத்திலும், நப்தலி கோத்திரத்திலும், பாசானிலிருக்கிற மனாசே கோத்திரத்திலும் பதின்மூன்று பட்டணங்கள் இருந்தது.
[IRV | TA | OT | 1 Chronicles | Chapter 6 | Verse 63] மெராரியின் சந்ததிக்கு அவர்கள் வம்சங்களின்படியே, ரூபன் கோத்திரத்திலும், காத் கோத்திரத்திலும், செபுலோன் கோத்திரத்திலும் விழுந்த சீட்டின்படி பன்னிரெண்டு பட்டணங்கள் இருந்தது.
[IRV | TA | OT | 1 Chronicles | Chapter 6 | Verse 64] அப்படியே இஸ்ரவேல் மக்கள் லேவியர்களுக்குக் கொடுத்த பட்டணங்களும் அவைகளின் வெளிநிலங்களும் என்னவென்றால்,
[IRV | TA | OT | 1 Chronicles | Chapter 6 | Verse 65] சீட்டுப்போட்டு, சிலருக்கு யூதா கோத்திரத்திலும், சிமியோன் கோத்திரத்திலும், பென்யமீன் கோத்திரத்திலும், பெயர் வரிசையில் சொல்லப்பட்ட அந்தப் பட்டணங்களைக் கொடுத்தார்கள்.
[IRV | TA | OT | 1 Chronicles | Chapter 6 | Verse 66] கோகாத் சந்ததியில் மற்ற வம்சங்களுக்கு அவர்கள் எல்லையான பட்டணங்கள் அவர்களுக்கு எப்பிராயீம் கோத்திரத்திலே இருந்தது.
